Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source
Matthew Stafford,QB,DET,5300,1340,QB,DET@CHI,13.120000000000001,rotoguru_gid
Philip Rivers,QB,SDG,6300,1231,QB,SDG@GB,21.352,rotoguru_gid
Andrew Luck,QB,IND,7600,1409,QB,IND@NE,16.87333333333333,rotoguru_gid
Blake Bortles,QB,JAX,5200,1442,QB,JAX@HOU,20.432,rotoguru_gid
Tom Brady,QB,NE,8100,1131,QB,NE@IND,27.720000000000002,rotoguru_gid
Ryan Fitzpatrick,QB,NYJ,5000,1242,QB,NYJ@WAS,16.04,rotoguru_gid
Colin Kaepernick,QB,SF,5000,1404,QB,SF@BAL,16.472,rotoguru_gid
Brian Hoyer,QB,HOU,5100,1336,QB,HOU@JAX,17.53333333333333,rotoguru_gid
Jay Cutler,QB,CHI,5200,1263,QB,CHI@DET,15.53,rotoguru_gid
Joe Flacco,QB,BAL,5900,1302,QB,BAL@SF,17.375999999999998,rotoguru_gid
Cam Newton,QB,CAR,6700,1378,QB,CAR@SEA,22.965,rotoguru_gid
Carson Palmer,QB,ARI,6600,1207,QB,ARI@PIT,22.348,rotoguru_gid
E.J. Manuel,QB,BUF,5000,1421,QB,BUF@CIN,-0.1,rotoguru_gid
Andy Dalton,QB,CIN,5700,1403,QB,CIN@BUF,25.644,rotoguru_gid
Matt Ryan,QB,ATL,6900,1301,QB,ATL@NO,17.288,rotoguru_gid
Drew Brees,QB,NO,7000,1151,QB,NO@ATL,20.065,rotoguru_gid
Aaron Rodgers,QB,GB,7700,1252,QB,GB@SDG,23.608,rotoguru_gid
Russell Wilson,QB,SEA,6500,1412,QB,SEA@CAR,17.296,rotoguru_gid
Ryan Tannehill,QB,MIA,5700,1410,QB,MIA@TEN,18.225,rotoguru_gid
Alex Smith,QB,KC,5300,1254,QB,KC@MIN,16.907999999999998,rotoguru_gid
Josh McCown,QB,CLE,5400,1175,QB,CLE@DEN,22.904999999999998,rotoguru_gid
Landry Jones,QB,PIT,5000,1430,QB,PIT@ARI,,rotoguru_gid
Peyton Manning,QB,DEN,6600,1081,QB,DEN@CLE,13.791999999999998,rotoguru_gid
Sam Bradford,QB,PHI,6000,1344,QB,PHI@NYG,16.928,rotoguru_gid
Teddy Bridgewater,QB,MIN,5300,1439,QB,MIN@KC,11.965,rotoguru_gid
Eli Manning,QB,NYG,6800,1225,QB,NYG@PHI,20.136000000000003,rotoguru_gid
Kirk Cousins,QB,WAS,5100,1415,QB,WAS@NYJ,14.812000000000001,rotoguru_gid
Marcus Mariota,QB,TEN,5800,1466,QB,TEN@MIA,19.5,rotoguru_gid
Michael Vick,QB,PIT,5000,1155,QB,PIT@ARI,6.699999999999999,rotoguru_gid
Zach Mettenberger,QB,TEN,5000,1440,QB,TEN@MIA,-0.5,rotoguru_gid
Ryan Mallett,QB,HOU,5000,1401,QB,HOU@JAX,9.58,rotoguru_gid
B.J. Daniels,QB,SEA,3000,1468,QB,SEA@CAR,1.1,rotoguru_gid
Luke McCown,QB,NO,5000,1227,QB,NO@ATL,2.88,rotoguru_gid
Joe Webb,QB,CAR,5000,5071,QB,CAR@SEA,0.0,rotoguru_gid
Devonta Freeman,RB,ATL,7000,2930,RB,ATL@NO,28.5,rotoguru_gid
Chris Ivory,RB,NYJ,5100,2741,RB,NYJ@WAS,18.866666666666667,rotoguru_gid
James Starks,RB,GB,3300,2777,RB,GB@SDG,6.68,rotoguru_gid
DeMarco Murray,RB,PHI,6000,2831,RB,PHI@NYG,15.075,rotoguru_gid
LeGarrette Blount,RB,NE,4400,2721,RB,NE@IND,12.0,rotoguru_gid
Lamar Miller,RB,MIA,4300,2859,RB,MIA@TEN,7.949999999999999,rotoguru_gid
Arian Foster,RB,HOU,7000,2696,RB,HOU@JAX,13.15,rotoguru_gid
Jonathan Stewart,RB,CAR,3900,2612,RB,CAR@SEA,7.3,rotoguru_gid
Mark Ingram,RB,NO,6000,2793,RB,NO@ATL,16.619999999999997,rotoguru_gid
Matt Forte,RB,CHI,7100,2613,RB,CHI@DET,18.580000000000002,rotoguru_gid
Ronnie Hillman,RB,DEN,4600,2856,RB,DEN@CLE,8.1,rotoguru_gid
LeSean McCoy,RB,BUF,5400,2707,RB,BUF@CIN,11.966666666666667,rotoguru_gid
Justin Forsett,RB,BAL,6400,2642,RB,BAL@SF,15.3,rotoguru_gid
Giovani Bernard,RB,CIN,4600,2889,RB,CIN@BUF,14.66,rotoguru_gid
Jeremy Hill,RB,CIN,5700,2928,RB,CIN@BUF,10.2,rotoguru_gid
Dexter McCluster,RB,TEN,3000,3953,RB,TEN@MIA,6.3,rotoguru_gid
Marshawn Lynch,RB,SEA,6900,2552,RB,SEA@CAR,9.966666666666667,rotoguru_gid
Danny Woodhead,RB,SDG,4700,2689,RB,SDG@GB,15.26,rotoguru_gid
Bruce Miller,RB,SF,3000,2834,RB,SF@BAL,1.2,rotoguru_gid
Frank Gore,RB,IND,4900,2467,RB,IND@NE,12.419999999999998,rotoguru_gid
Theo Riddick,RB,DET,3300,2907,RB,DET@CHI,12.959999999999999,rotoguru_gid
C.J. Anderson,RB,DEN,4500,2924,RB,DEN@CLE,6.08,rotoguru_gid
Rashad Jennings,RB,NYG,4300,2658,RB,NYG@PHI,10.440000000000001,rotoguru_gid
Branden Oliver,RB,SDG,3000,2982,RB,SDG@GB,1.1800000000000002,rotoguru_gid
Ameer Abdullah,RB,DET,4000,2995,RB,DET@CHI,8.68,rotoguru_gid
Chris Thompson,RB,WAS,3300,2915,RB,WAS@NYJ,9.24,rotoguru_gid
Jeremy Langford,RB,CHI,3000,5371,RB,CHI@DET,2.1599999999999997,rotoguru_gid
Le'Veon Bell,RB,PIT,8500,2888,RB,PIT@ARI,27.633333333333336,rotoguru_gid
Duke Johnson,RB,CLE,4500,2997,RB,CLE@DEN,11.26,rotoguru_gid
Zac Stacy,RB,NYJ,3100,2902,RB,NYJ@WAS,4.2,rotoguru_gid
Carlos Hyde,RB,SF,4600,2933,RB,SF@BAL,14.459999999999999,rotoguru_gid
Toby Gerhart,RB,JAX,3000,2736,RB,JAX@HOU,0.3333333333333333,rotoguru_gid
Andre Ellington,RB,ARI,5000,2892,RB,ARI@PIT,12.95,rotoguru_gid
Dion Lewis,RB,NE,5800,2816,RB,NE@IND,20.45,rotoguru_gid
Denard Robinson,RB,JAX,3000,2901,RB,JAX@HOU,3.7,rotoguru_gid
C.J. Spiller,RB,NO,3800,2775,RB,NO@ATL,8.325,rotoguru_gid
Adrian Peterson,RB,MIN,7600,2553,RB,MIN@KC,19.6,rotoguru_gid
Khiry Robinson,RB,NO,3000,2920,RB,NO@ATL,8.8,rotoguru_gid
Isaiah Crowell,RB,CLE,4200,2969,RB,CLE@DEN,10.86,rotoguru_gid
Ryan Mathews,RB,PHI,3500,2754,RB,PHI@NYG,10.84,rotoguru_gid
Chris Johnson,RB,ARI,4600,2645,RB,ARI@PIT,13.52,rotoguru_gid
Chris Polk,RB,HOU,3000,2879,RB,HOU@JAX,5.9,rotoguru_gid
Jonas Gray,RB,MIA,3000,2953,RB,MIA@TEN,2.45,rotoguru_gid
Matt Asiata,RB,MIN,3000,2873,RB,MIN@KC,2.45,rotoguru_gid
Fozzy Whittaker,RB,CAR,3000,2916,RB,CAR@SEA,1.7999999999999998,rotoguru_gid
Kyle Juszczyk,RB,BAL,3500,2908,RB,BAL@SF,4.86,rotoguru_gid
Alfred Morris,RB,WAS,3600,2871,RB,WAS@NYJ,7.24,rotoguru_gid
John Kuhn,RB,GB,3000,2549,RB,GB@SDG,1.6400000000000001,rotoguru_gid
