Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source
Aaron Rodgers,QB,GB,7600,1252,QB,GB@TEN,23.8075,rotoguru_gid
Ben Roethlisberger,QB,PIT,6800,1232,QB,PIT@DAL,22.580000000000002,rotoguru_gid
Russell Wilson,QB,SEA,6200,1412,QB,SEA@NE,15.5075,rotoguru_gid
Marcus Mariota,QB,TEN,5700,1466,QB,TEN@GB,20.22,rotoguru_gid
Drew Brees,QB,NO,6900,1151,QB,NO@DEN,25.9325,rotoguru_gid
Cam Newton,QB,CAR,6800,1378,QB,CAR@KC,21.002857142857142,rotoguru_gid
Joe Flacco,QB,BAL,6200,1302,QB,BAL@CLE,15.327499999999999,rotoguru_gid
Philip Rivers,QB,SDG,6700,1231,QB,SDG@MIA,19.35111111111111,rotoguru_gid
Colin Kaepernick,QB,SF,5800,1404,QB,SF@ARI,15.355,rotoguru_gid
Dak Prescott,QB,DAL,6100,1501,QB,DAL@PIT,20.1625,rotoguru_gid
Jameis Winston,QB,TB,6300,1465,QB,TB@CHI,19.7975,rotoguru_gid
Sam Bradford,QB,MIN,5000,1344,QB,MIN@WAS,14.700000000000001,rotoguru_gid
Carson Palmer,QB,ARI,6500,1207,QB,ARI@SF,17.81142857142857,rotoguru_gid
Eli Manning,QB,NYG,5900,1225,QB,NYG@CIN,16.9675,rotoguru_gid
Blake Bortles,QB,JAX,5500,1442,QB,JAX@HOU,20.8925,rotoguru_gid
Ryan Tannehill,QB,MIA,5300,1410,QB,MIA@SDG,14.9575,rotoguru_gid
Kirk Cousins,QB,WAS,5400,1415,QB,WAS@MIN,20.12,rotoguru_gid
Trevor Siemian,QB,DEN,5600,1488,QB,DEN@NO,13.975,rotoguru_gid
Tom Brady,QB,NE,7400,1131,QB,NE@SEA,28.54,rotoguru_gid
Brock Osweiler,QB,HOU,5400,1414,QB,HOU@JAX,12.4325,rotoguru_gid
Matt Ryan,QB,ATL,7300,1301,QB,ATL@PHI,25.67777777777778,rotoguru_gid
Andy Dalton,QB,CIN,5800,1403,QB,CIN@NYG,19.795,rotoguru_gid
Bryce Petty,QB,NYJ,5000,1472,QB,NYJ@LA,0.76,rotoguru_gid
Alex Smith,QB,KC,5400,1254,QB,KC@CAR,15.088571428571429,rotoguru_gid
Carson Wentz,QB,PHI,5400,1514,QB,PHI@ATL,14.65,rotoguru_gid
Jay Cutler,QB,CHI,5300,1263,QB,CHI@TB,10.466666666666667,rotoguru_gid
Cody Kessler,QB,CLE,5000,1492,QB,CLE@BAL,11.716666666666667,rotoguru_gid
Case Keenum,QB,LA,5000,1435,QB,LA@NYJ,14.645,rotoguru_gid
Brett Hundley,QB,GB,5000,1470,QB,GB@TEN,,rotoguru_gid
Kevin Hogan,QB,CLE,5000,1495,QB,CLE@BAL,10.78,rotoguru_gid
Landry Jones,QB,PIT,5000,1430,QB,PIT@DAL,3.485,rotoguru_gid
Mike Glennon,QB,TB,5000,1420,QB,TB@CHI,9.0,rotoguru_gid
Joe Webb,QB,CAR,5000,5071,QB,CAR@KC,0.21666666666666667,rotoguru_gid
Kellen Clemens,QB,SDG,5000,1262,QB,SDG@MIA,-0.02,rotoguru_gid
Ryan Mallett,QB,BAL,5000,1401,QB,BAL@CLE,0.36,rotoguru_gid
Josh McCown,QB,CLE,5200,1175,QB,CLE@BAL,21.02,rotoguru_gid
Ezekiel Elliott,RB,DAL,7900,5444,RB,DAL@PIT,21.7,rotoguru_gid
Le'Veon Bell,RB,PIT,7700,2888,RB,PIT@DAL,21.380000000000003,rotoguru_gid
Ryan Mathews,RB,PHI,3700,2754,RB,PHI@ATL,9.7625,rotoguru_gid
DeMarco Murray,RB,TEN,6900,2831,RB,TEN@GB,22.58888888888889,rotoguru_gid
David Johnson,RB,ARI,8400,5395,RB,ARI@SF,25.275,rotoguru_gid
LeGarrette Blount,RB,NE,4900,2721,RB,NE@SEA,16.5,rotoguru_gid
C.J. Prosise,RB,SEA,3900,5448,RB,SEA@NE,5.65,rotoguru_gid
Bilal Powell,RB,NYJ,5000,2819,RB,NYJ@LA,8.477777777777778,rotoguru_gid
Melvin Gordon,RB,SDG,7100,2991,RB,SDG@MIA,22.91111111111111,rotoguru_gid
Darren Sproles,RB,PHI,4300,2484,RB,PHI@ATL,10.825,rotoguru_gid
Damien Williams,RB,MIA,3900,2957,RB,MIA@SDG,7.428571428571429,rotoguru_gid
Rashad Jennings,RB,NYG,3600,2658,RB,NYG@CIN,8.42,rotoguru_gid
James Starks,RB,GB,4200,2777,RB,GB@TEN,3.8,rotoguru_gid
Kenneth Dixon,RB,BAL,3900,5469,RB,BAL@CLE,1.975,rotoguru_gid
Matt Forte,RB,NYJ,6100,2613,RB,NYJ@LA,17.133333333333333,rotoguru_gid
Jordan Howard,RB,CHI,6000,5447,RB,CHI@TB,16.17142857142857,rotoguru_gid
Doug Martin,RB,TB,5800,2858,RB,TB@CHI,8.45,rotoguru_gid
Devonta Freeman,RB,ATL,6800,2930,RB,ATL@PHI,16.11111111111111,rotoguru_gid
Devontae Booker,RB,DEN,7000,5468,RB,DEN@NO,7.522222222222222,rotoguru_gid
Jeremy Hill,RB,CIN,4400,2928,RB,CIN@NYG,12.2,rotoguru_gid
Rob Kelley,RB,WAS,3600,5493,RB,WAS@MIN,5.3500000000000005,rotoguru_gid
Spencer Ware,RB,KC,6700,2914,RB,KC@CAR,17.2,rotoguru_gid
Jay Ajayi,RB,MIA,7000,2998,RB,MIA@SDG,18.057142857142857,rotoguru_gid
T.J. Yeldon,RB,JAX,3700,2993,RB,JAX@HOU,10.3375,rotoguru_gid
Terrance West,RB,BAL,5700,2929,RB,BAL@CLE,10.375,rotoguru_gid
Matt Asiata,RB,MIN,3800,2873,RB,MIN@WAS,8.3125,rotoguru_gid
Isaiah Crowell,RB,CLE,4200,2969,RB,CLE@BAL,14.133333333333333,rotoguru_gid
Lamar Miller,RB,HOU,6400,2859,RB,HOU@JAX,15.2625,rotoguru_gid
Mark Ingram,RB,NO,5400,2793,RB,NO@DEN,15.425,rotoguru_gid
Todd Gurley,RB,LA,5300,2992,RB,LA@NYJ,13.3125,rotoguru_gid
James White,RB,NE,4500,2954,RB,NE@SEA,10.4375,rotoguru_gid
Benny Cunningham,RB,LA,3700,2911,RB,LA@NYJ,3.4285714285714284,rotoguru_gid
Tim Hightower,RB,NO,4600,2604,RB,NO@DEN,5.3375,rotoguru_gid
Wendell Smallwood,RB,PHI,3700,5473,RB,PHI@ATL,3.3625,rotoguru_gid
Giovani Bernard,RB,CIN,4600,2889,RB,CIN@NYG,13.575,rotoguru_gid
Jeremy Langford,RB,CHI,3700,5371,RB,CHI@TB,8.1,rotoguru_gid
Jerick McKinnon,RB,MIN,3800,2935,RB,MIN@WAS,5.914285714285714,rotoguru_gid
Chris Ivory,RB,JAX,3400,2741,RB,JAX@HOU,6.783333333333334,rotoguru_gid
Duke Johnson,RB,CLE,4000,2997,RB,CLE@BAL,10.711111111111112,rotoguru_gid
