Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source
QB,BUF,8800,1529,Josh Allen,Josh,Allen,MIA,26.55333333333333,rotoguru_gid
QB,NYJ,6300,1576,Mike White,Mike,White,CIN,10.08,rotoguru_gid
QB,SF,6900,1452,Jimmy Garoppolo,Jimmy,Garoppolo,CHI,13.368,rotoguru_gid
QB,TB,8300,1131,Tom Brady,Tom,Brady,NO,25.67142857142857,rotoguru_gid
QB,CHI,6400,1567,Justin Fields,Justin,Fields,SF,7.234285714285714,rotoguru_gid
QB,LA,8200,1340,Matthew Stafford,Matthew,Stafford,HOU,23.325714285714287,rotoguru_gid
QB,TEN,7500,1410,Ryan Tannehill,Ryan,Tannehill,IND,17.197142857142858,rotoguru_gid
QB,SEA,7000,1426,Geno Smith,Geno,Smith,JAX,8.17,rotoguru_gid
QB,HOU,6300,1574,Davis Mills,Davis,Mills,LA,8.946666666666667,rotoguru_gid
QB,CIN,7800,1550,Joe Burrow,Joe,Burrow,NYJ,20.662857142857142,rotoguru_gid
QB,IND,7200,1514,Carson Wentz,Carson,Wentz,TEN,17.5,rotoguru_gid
QB,DAL,6000,1521,Cooper Rush,Cooper,Rush,MIN,0.0,rotoguru_gid
QB,NYG,7300,1539,Daniel Jones,Daniel,Jones,KC,17.725714285714286,rotoguru_gid
QB,MIA,7100,1551,Tua Tagovailoa,Tua,Tagovailoa,BUF,17.15,rotoguru_gid
QB,LAC,7900,1552,Justin Herbert,Justin,Herbert,NE,23.00666666666667,rotoguru_gid
QB,GB,7700,1252,Aaron Rodgers,Aaron,Rodgers,ARI,20.271428571428572,rotoguru_gid
QB,KC,8400,1523,Patrick Mahomes II,Patrick,Mahomes II,NYG,24.374285714285715,rotoguru_gid
QB,PIT,6600,1232,Ben Roethlisberger,Ben,Roethlisberger,CLE,13.200000000000001,rotoguru_gid
QB,WAS,7000,1487,Taylor Heinicke,Taylor,Heinicke,DEN,17.974285714285713,rotoguru_gid
QB,JAX,6700,1565,Trevor Lawrence,Trevor,Lawrence,SEA,16.116666666666667,rotoguru_gid
QB,MIN,7600,1415,Kirk Cousins,Kirk,Cousins,DAL,21.076666666666668,rotoguru_gid
QB,DEN,7000,1439,Teddy Bridgewater,Teddy,Bridgewater,WAS,16.562857142857144,rotoguru_gid
QB,CAR,7300,1524,Sam Darnold,Sam,Darnold,ATL,18.05142857142857,rotoguru_gid
QB,NE,6900,1572,Mac Jones,Mac,Jones,LAC,15.094285714285714,rotoguru_gid
