Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source
Russell Wilson,QB,SEA,6800,1412,QB,SEA@LA,21.784,rotoguru_gid
Peyton Manning,QB,DEN,9000,1081,QB,DEN@SF,25.1,rotoguru_gid
Drew Brees,QB,NO,8100,1151,QB,NO@DET,20.552,rotoguru_gid
Aaron Rodgers,QB,GB,8800,1252,QB,GB@CAR,21.626666666666665,rotoguru_gid
Andrew Luck,QB,IND,9700,1409,QB,IND@CIN,29.13,rotoguru_gid
Ryan Tannehill,QB,MIA,6300,1410,QB,MIA@CHI,16.608,rotoguru_gid
Eli Manning,QB,NYG,6200,1225,QB,NYG@DAL,16.916666666666668,rotoguru_gid
Tony Romo,QB,DAL,7200,1233,QB,DAL@NYG,17.45,rotoguru_gid
Tom Brady,QB,NE,7600,1131,QB,NE@NYJ,16.16,rotoguru_gid
Ryan Fitzpatrick,QB,HOU,5200,1242,QB,HOU@PIT,13.386666666666665,rotoguru_gid
Matthew Stafford,QB,DET,7000,1340,QB,DET@NO,17.796666666666667,rotoguru_gid
Ben Roethlisberger,QB,PIT,5700,1232,QB,PIT@HOU,16.32,rotoguru_gid
Kyle Orton,QB,BUF,6300,1250,QB,BUF@MIN,19.14,rotoguru_gid
Carson Palmer,QB,ARI,7300,1207,QB,ARI@LV,21.38,rotoguru_gid
Geno Smith,QB,NYJ,6700,1426,QB,NYJ@NE,13.293333333333335,rotoguru_gid
Joe Flacco,QB,BAL,7700,1302,QB,BAL@ATL,19.956666666666667,rotoguru_gid
Alex Smith,QB,KC,6000,1254,QB,KC@SDG,16.907999999999998,rotoguru_gid
Colin Kaepernick,QB,SF,6500,1404,QB,SF@DEN,20.106666666666666,rotoguru_gid
Cam Newton,QB,CAR,8200,1378,QB,CAR@GB,20.116000000000003,rotoguru_gid
Philip Rivers,QB,SDG,8600,1231,QB,SDG@KC,23.27333333333333,rotoguru_gid
