Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source
Marcus Mariota,QB,TEN,5500,1466,QB,TEN@JAX,19.051111111111112,rotoguru_gid
Cam Newton,QB,CAR,7400,1378,QB,CAR@NO,23.212727272727275,rotoguru_gid
Tom Brady,QB,NE,8000,1131,QB,NE@PHI,25.70909090909091,rotoguru_gid
Ben Roethlisberger,QB,PIT,6600,1232,QB,PIT@IND,22.46,rotoguru_gid
Blake Bortles,QB,JAX,6000,1442,QB,JAX@TEN,20.689090909090908,rotoguru_gid
Russell Wilson,QB,SEA,5600,1412,QB,SEA@MIN,19.529090909090908,rotoguru_gid
Tyrod Taylor,QB,BUF,5200,1400,QB,BUF@HOU,19.08888888888889,rotoguru_gid
Ryan Fitzpatrick,QB,NYJ,5200,1242,QB,NYJ@NYG,17.976363636363637,rotoguru_gid
Aaron Rodgers,QB,GB,7200,1252,QB,GB@DET,21.76,rotoguru_gid
Blaine Gabbert,QB,SF,5000,1381,QB,SF@CHI,17.72666666666667,rotoguru_gid
Carson Palmer,QB,ARI,6700,1207,QB,ARI@LA,23.598181818181818,rotoguru_gid
Alex Smith,QB,KC,5100,1254,QB,KC@LV,17.594545454545454,rotoguru_gid
Brian Hoyer,QB,HOU,5000,1336,QB,HOU@BUF,17.045,rotoguru_gid
Andy Dalton,QB,CIN,6400,1403,QB,CIN@CLE,21.803636363636365,rotoguru_gid
Drew Brees,QB,NO,6900,1151,QB,NO@CAR,21.990000000000002,rotoguru_gid
Jameis Winston,QB,TB,5300,1465,QB,TB@ATL,18.14363636363636,rotoguru_gid
Matthew Stafford,QB,DET,6100,1340,QB,DET@GB,18.94181818181818,rotoguru_gid
Matt Schaub,QB,BAL,5000,1234,QB,BAL@MIA,16.28,rotoguru_gid
Derek Carr,QB,LV,6200,1441,QB,LV@KC,20.69090909090909,rotoguru_gid
Eli Manning,QB,NYG,6500,1225,QB,NYG@NYJ,19.958181818181817,rotoguru_gid
Matt Ryan,QB,ATL,6700,1301,QB,ATL@TB,17.670909090909092,rotoguru_gid
Kirk Cousins,QB,WAS,5200,1415,QB,WAS@DAL,17.88,rotoguru_gid
Sam Bradford,QB,PHI,5100,1344,QB,PHI@NE,14.886666666666665,rotoguru_gid
Brock Osweiler,QB,DEN,5200,1414,QB,DEN@SDG,14.413333333333332,rotoguru_gid
Matt Cassel,QB,DAL,5100,1241,QB,DAL@WAS,10.096666666666666,rotoguru_gid
Ryan Tannehill,QB,MIA,5300,1410,QB,MIA@BAL,18.847272727272728,rotoguru_gid
Jay Cutler,QB,CHI,5100,1263,QB,CHI@SF,17.669999999999998,rotoguru_gid
Matt Hasselbeck,QB,IND,5300,1060,QB,IND@PIT,17.555,rotoguru_gid
Austin Davis,QB,CLE,5000,1445,QB,CLE@CIN,7.78,rotoguru_gid
Philip Rivers,QB,SDG,6600,1231,QB,SDG@DEN,22.670909090909092,rotoguru_gid
Nick Foles,QB,LA,5000,1413,QB,LA@ARI,10.344,rotoguru_gid
Teddy Bridgewater,QB,MIN,5000,1439,QB,MIN@SEA,13.345454545454546,rotoguru_gid
Charlie Whitehurst,QB,IND,5000,1272,QB,IND@PIT,0.0,rotoguru_gid
B.J. Daniels,QB,SEA,3000,1468,QB,SEA@MIN,0.7333333333333334,rotoguru_gid
