Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source
QB,BUF,8000,1529,Josh Allen,Josh,Allen,WAS,17.43,rotoguru_gid
QB,LAC,7500,1552,Justin Herbert,Justin,Herbert,KC,15.55,rotoguru_gid
QB,LA,7600,1340,Matthew Stafford,Matthew,Stafford,TB,21.28,rotoguru_gid
QB,TB,7800,1131,Tom Brady,Tom,Brady,LA,29.4,rotoguru_gid
QB,CAR,7100,1524,Sam Darnold,Sam,Darnold,HOU,19.479999999999997,rotoguru_gid
QB,MIN,7700,1415,Kirk Cousins,Kirk,Cousins,SEA,23.65,rotoguru_gid
QB,KC,8700,1523,Patrick Mahomes II,Patrick,Mahomes II,LAC,29.15,rotoguru_gid
QB,TEN,7000,1410,Ryan Tannehill,Ryan,Tannehill,IND,14.879999999999999,rotoguru_gid
QB,WAS,6800,1487,Taylor Heinicke,Taylor,Heinicke,BUF,15.809999999999999,rotoguru_gid
QB,PHI,8200,1554,Jalen Hurts,Jalen,Hurts,DAL,25.28,rotoguru_gid
QB,LV,7200,1441,Derek Carr,Derek,Carr,MIA,24.59,rotoguru_gid
QB,MIA,6700,1496,Jacoby Brissett,Jacoby,Brissett,LV,3.48,rotoguru_gid
QB,BAL,8400,1527,Lamar Jackson,Lamar,Jackson,DET,26.13,rotoguru_gid
QB,DAL,8000,1501,Dak Prescott,Dak,Prescott,PHI,18.450000000000003,rotoguru_gid
QB,ARI,9000,1537,Kyler Murray,Kyler,Murray,JAX,34.83,rotoguru_gid
QB,CIN,6700,1550,Joe Burrow,Joe,Burrow,PIT,15.96,rotoguru_gid
QB,GB,7700,1252,Aaron Rodgers,Aaron,Rodgers,SF,15.06,rotoguru_gid
QB,CLE,6800,1528,Baker Mayfield,Baker,Mayfield,CHI,16.08,rotoguru_gid
QB,SEA,8400,1412,Russell Wilson,Russell,Wilson,MIN,25.189999999999998,rotoguru_gid
QB,NYG,7400,1539,Daniel Jones,Daniel,Jones,ATL,25.42,rotoguru_gid
QB,SF,6600,1452,Jimmy Garoppolo,Jimmy,Garoppolo,GB,17.16,rotoguru_gid
QB,ATL,7100,1301,Matt Ryan,Matt,Ryan,NYG,13.33,rotoguru_gid
QB,PIT,6900,1232,Ben Roethlisberger,Ben,Roethlisberger,CIN,13.41,rotoguru_gid
QB,NE,6500,1572,Mac Jones,Mac,Jones,NO,11.34,rotoguru_gid
QB,NO,6800,1465,Jameis Winston,Jameis,Winston,NE,19.98,rotoguru_gid
QB,DEN,7300,1439,Teddy Bridgewater,Teddy,Bridgewater,NYJ,20.84,rotoguru_gid
QB,HOU,6500,1574,Davis Mills,Davis,Mills,CAR,6.98,rotoguru_gid
QB,JAX,6600,1565,Trevor Lawrence,Trevor,Lawrence,ARI,15.45,rotoguru_gid
