Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source
QB,BUF,8800,1529,Josh Allen,Josh,Allen,NO,24.044,rotoguru_gid
QB,GB,7900,1252,Aaron Rodgers,Aaron,Rodgers,LA,20.254,rotoguru_gid
QB,DAL,8200,1501,Dak Prescott,Dak,Prescott,LV,20.486666666666665,rotoguru_gid
QB,LA,7700,1340,Matthew Stafford,Matthew,Stafford,GB,21.436,rotoguru_gid
QB,IND,7300,1514,Carson Wentz,Carson,Wentz,TB,16.741818181818182,rotoguru_gid
QB,LAC,7800,1552,Justin Herbert,Justin,Herbert,DEN,23.378,rotoguru_gid
QB,NE,6800,1572,Mac Jones,Mac,Jones,TEN,14.149090909090908,rotoguru_gid
QB,LV,7400,1441,Derek Carr,Derek,Carr,DAL,17.784,rotoguru_gid
QB,SEA,7500,1412,Russell Wilson,Russell,Wilson,WAS,16.537142857142857,rotoguru_gid
QB,JAX,6700,1565,Trevor Lawrence,Trevor,Lawrence,ATL,13.384,rotoguru_gid
QB,CIN,7100,1550,Joe Burrow,Joe,Burrow,PIT,18.43,rotoguru_gid
QB,CHI,7200,1403,Andy Dalton,Andy,Dalton,DET,7.91,rotoguru_gid
QB,MIN,7500,1415,Kirk Cousins,Kirk,Cousins,SF,20.39,rotoguru_gid
QB,HOU,7400,1400,Tyrod Taylor,Tyrod,Taylor,NYJ,17.03,rotoguru_gid
QB,DEN,7100,1439,Teddy Bridgewater,Teddy,Bridgewater,LAC,15.946000000000002,rotoguru_gid
QB,NYG,7000,1539,Daniel Jones,Daniel,Jones,PHI,15.894,rotoguru_gid
QB,BAL,8500,1527,Lamar Jackson,Lamar,Jackson,CLE,24.42,rotoguru_gid
QB,MIA,6900,1551,Tua Tagovailoa,Tua,Tagovailoa,CAR,16.52,rotoguru_gid
QB,DET,6700,1490,Jared Goff,Jared,Goff,CHI,13.106666666666667,rotoguru_gid
QB,CLE,6600,1528,Baker Mayfield,Baker,Mayfield,BAL,13.663999999999998,rotoguru_gid
