Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
RB,Jahmyr Gibbs (44069774),Jahmyr Gibbs,44069774,RB/FLEX,8000,NO@DET 09/13/2026 01:00PM ET,DET,22.3,
WR,Ja'Marr Chase (44069944),Ja'Marr Chase,44069944,WR/FLEX,7800,TB@CIN 09/13/2026 01:00PM ET,CIN,21,Q
RB,Bijan Robinson (44069776),Bijan Robinson,44069776,RB/FLEX,7700,ATL@PIT 09/13/2026 01:00PM ET,ATL,23.2,
WR,Amon-Ra St. Brown (44069946),Amon-Ra St. Brown,44069946,WR/FLEX,7500,NO@DET 09/13/2026 01:00PM ET,DET,19.9,
RB,Jonathan Taylor (44069778),Jonathan Taylor,44069778,RB/FLEX,7300,BAL@IND 09/13/2026 01:00PM ET,IND,22.3,
RB,James Cook III (44069780),James Cook III,44069780,RB/FLEX,7200,BUF@HOU 09/13/2026 01:00PM ET,BUF,18.8,
RB,Chase Brown (44069782),Chase Brown,44069782,RB/FLEX,7100,TB@CIN 09/13/2026 01:00PM ET,CIN,17.2,
QB,Josh Allen (44069719),Josh Allen,44069719,QB,7000,BUF@HOU 09/13/2026 01:00PM ET,BUF,23.3,
WR,Nico Collins (44069948),Nico Collins,44069948,WR/FLEX,7000,BUF@HOU 09/13/2026 01:00PM ET,HOU,15.1,
QB,Joe Burrow (44069720),Joe Burrow,44069720,QB,6900,TB@CIN 09/13/2026 01:00PM ET,CIN,18.2,
QB,Lamar Jackson (44069721),Lamar Jackson,44069721,QB,6800,BAL@IND 09/13/2026 01:00PM ET,BAL,17.3,
RB,Derrick Henry (44069784),Derrick Henry,44069784,RB/FLEX,6700,BAL@IND 09/13/2026 01:00PM ET,BAL,18,
WR,Chris Olave (44069950),Chris Olave,44069950,WR/FLEX,6700,NO@DET 09/13/2026 01:00PM ET,NO,17.4,
WR,Drake London (44069952),Drake London,44069952,WR/FLEX,6500,ATL@PIT 09/13/2026 01:00PM ET,ATL,18.2,
WR,Zay Flowers (44069954),Zay Flowers,44069954,WR/FLEX,6400,BAL@IND 09/13/2026 01:00PM ET,BAL,15,Q
QB,Caleb Williams (44069722),Caleb Williams,44069722,QB,6300,CHI@CAR 09/13/2026 01:00PM ET,CHI,19.8,
WR,Tee Higgins (44069956),Tee Higgins,44069956,WR/FLEX,6300,TB@CIN 09/13/2026 01:00PM ET,CIN,14.3,Q
RB,Breece Hall (44069786),Breece Hall,44069786,RB/FLEX,6200,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,13.9,Q
WR,Emeka Egbuka (44069958),Emeka Egbuka,44069958,WR/FLEX,6200,TB@CIN 09/13/2026 01:00PM ET,TB,12,Q
