Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source
QB,CAR,7200,1524,Sam Darnold,Sam,Darnold,DAL,21.406666666666666,rotoguru_gid
QB,KC,8700,1523,Patrick Mahomes II,Patrick,Mahomes II,PHI,27.733333333333334,rotoguru_gid
QB,ATL,6700,1301,Matt Ryan,Matt,Ryan,WAS,14.093333333333334,rotoguru_gid
QB,PHI,7900,1554,Jalen Hurts,Jalen,Hurts,KC,24.366666666666664,rotoguru_gid
QB,WAS,7400,1487,Taylor Heinicke,Taylor,Heinicke,ATL,18.166666666666668,rotoguru_gid
QB,NYG,7000,1539,Daniel Jones,Daniel,Jones,NO,22.459999999999997,rotoguru_gid
QB,DAL,7700,1501,Dak Prescott,Dak,Prescott,CAR,19.006666666666668,rotoguru_gid
QB,GB,7600,1252,Aaron Rodgers,Aaron,Rodgers,PIT,16.22,rotoguru_gid
QB,ARI,8200,1537,Kyler Murray,Kyler,Murray,LA,29.733333333333334,rotoguru_gid
QB,SEA,7700,1412,Russell Wilson,Russell,Wilson,SF,22.333333333333332,rotoguru_gid
QB,CIN,7200,1550,Joe Burrow,Joe,Burrow,JAX,16.833333333333332,rotoguru_gid
QB,LAC,7600,1552,Justin Herbert,Justin,Herbert,LV,20.646666666666665,rotoguru_gid
QB,BUF,8500,1529,Josh Allen,Josh,Allen,HOU,24.026666666666667,rotoguru_gid
QB,SF,6200,1569,Trey Lance,Trey,Lance,SEA,5.25,rotoguru_gid
QB,LA,7800,1340,Matthew Stafford,Matthew,Stafford,ARI,24.026666666666667,rotoguru_gid
QB,BAL,8000,1527,Lamar Jackson,Lamar,Jackson,DEN,24.179999999999996,rotoguru_gid
QB,TEN,7500,1410,Ryan Tannehill,Ryan,Tannehill,NYJ,17.746666666666666,rotoguru_gid
QB,NYJ,6400,1566,Zach Wilson,Zach,Wilson,TEN,10.073333333333332,rotoguru_gid
QB,IND,6600,1514,Carson Wentz,Carson,Wentz,MIA,14.893333333333333,rotoguru_gid
QB,NE,6500,1572,Mac Jones,Mac,Jones,TB,12.426666666666668,rotoguru_gid
QB,JAX,6700,1565,Trevor Lawrence,Trevor,Lawrence,CIN,13.453333333333333,rotoguru_gid
QB,NO,6200,1530,Taysom Hill,Taysom,Hill,NYG,3.6733333333333333,rotoguru_gid
QB,DET,7100,1490,Jared Goff,Jared,Goff,CHI,19.48,rotoguru_gid
QB,LV,7400,1441,Derek Carr,Derek,Carr,LAC,23.80666666666667,rotoguru_gid
QB,MIA,6500,1496,Jacoby Brissett,Jacoby,Brissett,IND,9.086666666666668,rotoguru_gid
QB,NO,6900,1465,Jameis Winston,Jameis,Winston,NYG,17.826666666666668,rotoguru_gid
QB,MIN,7500,1415,Kirk Cousins,Kirk,Cousins,CLE,24.14,rotoguru_gid
QB,TB,8100,1131,Tom Brady,Tom,Brady,NE,29.16,rotoguru_gid
QB,PIT,6800,1232,Ben Roethlisberger,Ben,Roethlisberger,GB,14.013333333333334,rotoguru_gid
QB,SF,7000,1452,Jimmy Garoppolo,Jimmy,Garoppolo,SEA,16.666666666666668,rotoguru_gid
QB,CLE,7300,1528,Baker Mayfield,Baker,Mayfield,MIN,16.366666666666667,rotoguru_gid
QB,CHI,6400,1567,Justin Fields,Justin,Fields,DET,5.04,rotoguru_gid
QB,BUF,6200,1519,Mitchell Trubisky,Mitchell,Trubisky,HOU,0.87,rotoguru_gid
QB,DEN,6800,1439,Teddy Bridgewater,Teddy,Bridgewater,BAL,17.826666666666668,rotoguru_gid
QB,DEN,6200,1547,Drew Lock,Drew,Lock,BAL,,rotoguru_gid
QB,ATL,6000,1575,Feleipe Franks,Feleipe,Franks,WAS,,rotoguru_gid
QB,ARI,6000,1361,Colt McCoy,Colt,McCoy,LA,,rotoguru_gid
QB,HOU,6400,1574,Davis Mills,Davis,Mills,BUF,8.850000000000001,rotoguru_gid
RB,ATL,6000,5208,Cordarrelle Patterson,Cordarrelle,Patterson,WAS,14.1,rotoguru_gid
RB,LAC,7900,5575,Austin Ekeler,Austin,Ekeler,LV,16.466666666666665,rotoguru_gid
RB,NYG,6900,5614,Saquon Barkley,Saquon,Barkley,NO,9.833333333333334,rotoguru_gid
RB,TEN,10200,5445,Derrick Henry,Derrick,Henry,NYJ,23.933333333333337,rotoguru_gid
RB,CHI,7500,5713,David Montgomery,David,Montgomery,DET,11.4,rotoguru_gid
RB,DAL,7000,5444,Ezekiel Elliott,Ezekiel,Elliott,CAR,15.566666666666668,rotoguru_gid
RB,JAX,6900,5849,James Robinson,James,Robinson,CIN,12.4,rotoguru_gid
RB,ARI,5500,5537,James Conner,James,Conner,LA,8.566666666666668,rotoguru_gid
RB,IND,6600,5820,Jonathan Taylor,Jonathan,Taylor,MIA,9.366666666666667,rotoguru_gid
RB,KC,6700,5818,Clyde Edwards-Helaire,Clyde,Edwards-Helaire,PHI,9.066666666666666,rotoguru_gid
RB,PIT,8200,5904,Najee Harris,Najee,Harris,GB,14.4,rotoguru_gid
RB,PHI,5500,5910,Kenny Gainwell,Kenny,Gainwell,KC,7.466666666666668,rotoguru_gid
RB,ARI,6100,5619,Chase Edmonds,Chase,Edmonds,LA,11.200000000000001,rotoguru_gid
RB,CLE,6400,5560,Kareem Hunt,Kareem,Hunt,MIN,15.299999999999999,rotoguru_gid
RB,TB,5900,5534,Leonard Fournette,Leonard,Fournette,NE,7.633333333333333,rotoguru_gid
RB,SEA,4700,5450,Alex Collins,Alex,Collins,SF,1.65,rotoguru_gid
RB,WAS,7100,5827,Antonio Gibson,Antonio,Gibson,ATL,11.833333333333334,rotoguru_gid
RB,WAS,5200,5586,J.D. McKissic,J.D.,McKissic,ATL,7.800000000000001,rotoguru_gid
RB,LA,6000,5716,Darrell Henderson,Darrell,Henderson,ARI,15.45,rotoguru_gid
RB,CHI,4600,2957,Damien Williams,Damien,Williams,DET,2.466666666666667,rotoguru_gid
RB,CIN,7500,5535,Joe Mixon,Joe,Mixon,JAX,13.5,rotoguru_gid
RB,KC,4900,5708,Darrel Williams,Darrel,Williams,PHI,3.7000000000000006,rotoguru_gid
RB,TEN,4900,5542,Jeremy McNichols,Jeremy,McNichols,NYJ,5.766666666666667,rotoguru_gid
RB,BUF,6000,5824,Zack Moss,Zack,Moss,HOU,15.5,rotoguru_gid
RB,NO,9000,5562,Alvin Kamara,Alvin,Kamara,NYG,13.633333333333335,rotoguru_gid
RB,BAL,5300,2899,Latavius Murray,Latavius,Murray,DEN,7.066666666666666,rotoguru_gid
RB,CLE,8000,5622,Nick Chubb,Nick,Chubb,MIN,15.266666666666667,rotoguru_gid
RB,GB,5500,5825,AJ Dillon,AJ,Dillon,PIT,3.266666666666667,rotoguru_gid
RB,NYJ,5300,5907,Michael Carter,Michael,Carter,TEN,5.3999999999999995,rotoguru_gid
RB,ATL,5400,5320,Mike Davis,Mike,Davis,WAS,9.166666666666666,rotoguru_gid
RB,GB,7400,5543,Aaron Jones,Aaron,Jones,PIT,19.433333333333334,rotoguru_gid
RB,BUF,5700,5717,Devin Singletary,Devin,Singletary,HOU,9.566666666666668,rotoguru_gid
RB,SF,5900,5908,Trey Sermon,Trey,Sermon,SEA,5.6000000000000005,rotoguru_gid
RB,TB,5100,5617,Ronald Jones,Ronald,Jones,NE,1.5333333333333332,rotoguru_gid
RB,LV,7200,5712,Josh Jacobs,Josh,Jacobs,LAC,16.5,rotoguru_gid
RB,CAR,6300,5911,Chuba Hubbard,Chuba,Hubbard,DAL,3.9333333333333336,rotoguru_gid
RB,NE,4700,2874,Brandon Bolden,Brandon,Bolden,TB,1.4000000000000001,rotoguru_gid
RB,DEN,6200,2991,Melvin Gordon,Melvin,Gordon,BAL,13.966666666666667,rotoguru_gid
RB,DEN,5900,5905,Javonte Williams,Javonte,Williams,BAL,8.066666666666666,rotoguru_gid
RB,CAR,4500,5890,Rodney Smith,Rodney,Smith,DAL,,rotoguru_gid
RB,DET,7700,5822,D'Andre Swift,D'Andre,Swift,CHI,16.8,rotoguru_gid
RB,DAL,5600,5718,Tony Pollard,Tony,Pollard,CAR,11.6,rotoguru_gid
RB,DET,5600,5541,Jamaal Williams,Jamaal,Williams,CHI,13.299999999999999,rotoguru_gid
RB,NO,4600,5392,Ty Montgomery,Ty,Montgomery,NYG,0.6,rotoguru_gid
RB,HOU,5000,5395,David Johnson,David,Johnson,BUF,5.7,rotoguru_gid
RB,PHI,6500,5714,Miles Sanders,Miles,Sanders,KC,9.566666666666668,rotoguru_gid
RB,SF,4500,2908,Kyle Juszczyk,Kyle,Juszczyk,SEA,5.666666666666667,rotoguru_gid
RB,MIN,9500,5559,Dalvin Cook,Dalvin,Cook,CLE,16.6,rotoguru_gid
RB,NYJ,4800,2994,Tevin Coleman,Tevin,Coleman,TEN,2.4,rotoguru_gid
RB,SEA,7300,5565,Chris Carson,Chris,Carson,SF,13.833333333333334,rotoguru_gid
