Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
RB,Christian McCaffrey (44265615),Christian McCaffrey,44265615,RB/FLEX,8300,ARI@SF 09/27/2026 04:05PM ET,SF,18.2,
WR,CeeDee Lamb (44265709),CeeDee Lamb,44265709,WR/FLEX,7800,BAL@DAL 09/27/2026 04:25PM ET,DAL,26.9,
RB,Derrick Henry (44265617),Derrick Henry,44265617,RB/FLEX,7700,BAL@DAL 09/27/2026 04:25PM ET,BAL,28,
QB,Lamar Jackson (44265589),Lamar Jackson,44265589,QB,7500,BAL@DAL 09/27/2026 04:25PM ET,BAL,22.4,
WR,Justin Jefferson (44265711),Justin Jefferson,44265711,WR/FLEX,7500,MIN@TB 09/27/2026 04:05PM ET,MIN,19.9,
WR,Chris Olave (44265713),Chris Olave,44265713,WR/FLEX,7200,LV@NO 09/27/2026 04:25PM ET,NO,26.9,
RB,Ashton Jeanty (44265619),Ashton Jeanty,44265619,RB/FLEX,7100,LV@NO 09/27/2026 04:25PM ET,LV,23,
WR,Zay Flowers (44265715),Zay Flowers,44265715,WR/FLEX,6900,BAL@DAL 09/27/2026 04:25PM ET,BAL,29,Q
WR,Mike Evans (44265717),Mike Evans,44265717,WR/FLEX,6800,ARI@SF 09/27/2026 04:05PM ET,SF,12.7,Q
QB,Dak Prescott (44265590),Dak Prescott,44265590,QB,6700,BAL@DAL 09/27/2026 04:25PM ET,DAL,22.6,
RB,Javonte Williams (44265621),Javonte Williams,44265621,RB/FLEX,6700,BAL@DAL 09/27/2026 04:25PM ET,DAL,16.1,
TE,Trey McBride (44265869),Trey McBride,44265869,TE/FLEX,6700,ARI@SF 09/27/2026 04:05PM ET,ARI,21.3,
WR,George Pickens (44265719),George Pickens,44265719,WR/FLEX,6600,BAL@DAL 09/27/2026 04:25PM ET,DAL,7.9,
TE,Brock Bowers (44265871),Brock Bowers,44265871,TE/FLEX,6600,LV@NO 09/27/2026 04:25PM ET,LV,0,Q
QB,Brock Purdy (44265591),Brock Purdy,44265591,QB,6500,ARI@SF 09/27/2026 04:05PM ET,SF,25.3,
RB,Bucky Irving (44265623),Bucky Irving,44265623,RB/FLEX,6300,MIN@TB 09/27/2026 04:05PM ET,TB,17.2,
WR,Emeka Egbuka (44265721),Emeka Egbuka,44265721,WR/FLEX,6200,MIN@TB 09/27/2026 04:05PM ET,TB,10.8,
RB,Aaron Jones Sr. (44265625),Aaron Jones Sr.,44265625,RB/FLEX,5900,MIN@TB 09/27/2026 04:05PM ET,MIN,11.8,Q
RB,Travis Etienne Jr. (44265627),Travis Etienne Jr.,44265627,RB/FLEX,5800,LV@NO 09/27/2026 04:25PM ET,NO,11,Q
RB,Jeremiyah Love (44265629),Jeremiyah Love,44265629,RB/FLEX,5500,ARI@SF 09/27/2026 04:05PM ET,ARI,10.3,
QB,Tyler Shough (44265592),Tyler Shough,44265592,QB,5400,LV@NO 09/27/2026 04:25PM ET,NO,25.8,
QB,Baker Mayfield (44265593),Baker Mayfield,44265593,QB,5300,MIN@TB 09/27/2026 04:05PM ET,TB,13.9,
WR,Deebo Samuel Sr. (44265723),Deebo Samuel Sr.,44265723,WR/FLEX,5300,ARI@SF 09/27/2026 04:05PM ET,SF,12.3,
WR,Chris Godwin Jr. (44265725),Chris Godwin Jr.,44265725,WR/FLEX,5300,MIN@TB 09/27/2026 04:05PM ET,TB,8.6,
WR,Michael Wilson (44265727),Michael Wilson,44265727,WR/FLEX,5200,ARI@SF 09/27/2026 04:05PM ET,ARI,7.2,
QB,Kyler Murray (44265594),Kyler Murray,44265594,QB,5100,MIN@TB 09/27/2026 04:05PM ET,MIN,0.6,
RB,Tyler Allgeier (44265631),Tyler Allgeier,44265631,RB/FLEX,5000,ARI@SF 09/27/2026 04:05PM ET,ARI,6.5,
WR,Tre Tucker (44265729),Tre Tucker,44265729,WR/FLEX,5000,LV@NO 09/27/2026 04:25PM ET,LV,15.3,
WR,Jordan Addison (44265731),Jordan Addison,44265731,WR/FLEX,4900,MIN@TB 09/27/2026 04:05PM ET,MIN,2.1,
QB,Kirk Cousins (44265595),Kirk Cousins,44265595,QB,4800,LV@NO 09/27/2026 04:25PM ET,LV,18.5,
QB,Jacoby Brissett (44265596),Jacoby Brissett,44265596,QB,4800,ARI@SF 09/27/2026 04:05PM ET,ARI,12,
RB,Alvin Kamara (44265633),Alvin Kamara,44265633,RB/FLEX,4800,LV@NO 09/27/2026 04:25PM ET,NO,7.2,
RB,Kaelon Black (44265635),Kaelon Black,44265635,RB/FLEX,4800,ARI@SF 09/27/2026 04:05PM ET,SF,5.3,
RB,Kenny Gainwell (44265637),Kenny Gainwell,44265637,RB/FLEX,4800,MIN@TB 09/27/2026 04:05PM ET,TB,3.7,
TE,George Kittle (44265873),George Kittle,44265873,TE/FLEX,4800,ARI@SF 09/27/2026 04:05PM ET,SF,10.6,
WR,Marvin Harrison Jr. (44265733),Marvin Harrison Jr.,44265733,WR/FLEX,4700,ARI@SF 09/27/2026 04:05PM ET,ARI,2.2,
WR,Rashod Bateman (44265735),Rashod Bateman,44265735,WR/FLEX,4700,BAL@DAL 09/27/2026 04:25PM ET,BAL,10.9,
QB,Carson Wentz (44265597),Carson Wentz,44265597,QB,4600,MIN@TB 09/27/2026 04:05PM ET,MIN,12.8,
RB,Demond Claiborne (44265639),Demond Claiborne,44265639,RB/FLEX,4400,MIN@TB 09/27/2026 04:05PM ET,MIN,1.2,
WR,Devaughn Vele (44265737),Devaughn Vele,44265737,WR/FLEX,4400,LV@NO 09/27/2026 04:25PM ET,NO,15.7,
TE,Mark Andrews (44265875),Mark Andrews,44265875,TE/FLEX,4400,BAL@DAL 09/27/2026 04:25PM ET,BAL,9.9,
QB,Fernando Mendoza (44265598),Fernando Mendoza,44265598,QB,4300,LV@NO 09/27/2026 04:25PM ET,LV,0,
RB,Kendre Miller (44265641),Kendre Miller,44265641,RB/FLEX,4300,LV@NO 09/27/2026 04:25PM ET,NO,9,Q
RB,DeeJay Dallas (44265643),DeeJay Dallas,44265643,RB/FLEX,4200,MIN@TB 09/27/2026 04:05PM ET,MIN,2.1,Q
RB,Justice Hill (44265645),Justice Hill,44265645,RB/FLEX,4200,BAL@DAL 09/27/2026 04:25PM ET,BAL,3.8,
RB,Emari Demercado (44265647),Emari Demercado,44265647,RB/FLEX,4200,BAL@DAL 09/27/2026 04:25PM ET,DAL,0.8,
QB,J.J. McCarthy (44265599),J.J. McCarthy,44265599,QB,4100,MIN@TB 09/27/2026 04:05PM ET,MIN,0,
RB,Mike Washington Jr. (44265649),Mike Washington Jr.,44265649,RB/FLEX,4100,LV@NO 09/27/2026 04:25PM ET,LV,2.4,
WR,Jalen McMillan (44265739),Jalen McMillan,44265739,WR/FLEX,4100,MIN@TB 09/27/2026 04:05PM ET,TB,0,
TE,Jake Ferguson (44265877),Jake Ferguson,44265877,TE/FLEX,4100,BAL@DAL 09/27/2026 04:25PM ET,DAL,11.5,
QB,Spencer Rattler (44265600),Spencer Rattler,44265600,QB,4000,LV@NO 09/27/2026 04:25PM ET,NO,0,
QB,Zach Wilson (44265601),Zach Wilson,44265601,QB,4000,LV@NO 09/27/2026 04:25PM ET,NO,0,
QB,Aidan O'Connell (44265602),Aidan O'Connell,44265602,QB,4000,LV@NO 09/27/2026 04:25PM ET,LV,0,Q
QB,Mac Jones (44265603),Mac Jones,44265603,QB,4000,ARI@SF 09/27/2026 04:05PM ET,SF,-0.2,
QB,Kurtis Rourke (44265604),Kurtis Rourke,44265604,QB,4000,ARI@SF 09/27/2026 04:05PM ET,SF,0,
QB,Gardner Minshew II (44265605),Gardner Minshew II,44265605,QB,4000,ARI@SF 09/27/2026 04:05PM ET,ARI,0,
QB,Carson Beck (44265606),Carson Beck,44265606,QB,4000,ARI@SF 09/27/2026 04:05PM ET,ARI,0,
QB,Jalon Daniels (44265607),Jalon Daniels,44265607,QB,4000,MIN@TB 09/27/2026 04:05PM ET,TB,0,
QB,Easton Stick (44265608),Easton Stick,44265608,QB,4000,MIN@TB 09/27/2026 04:05PM ET,TB,0,
QB,Max Brosmer (44265609),Max Brosmer,44265609,QB,4000,MIN@TB 09/27/2026 04:05PM ET,MIN,0,
QB,Tyler Huntley (44265610),Tyler Huntley,44265610,QB,4000,BAL@DAL 09/27/2026 04:25PM ET,BAL,0,
QB,Joe Fagnano (44265611),Joe Fagnano,44265611,QB,4000,BAL@DAL 09/27/2026 04:25PM ET,BAL,0,
QB,Skylar Thompson (44265612),Skylar Thompson,44265612,QB,4000,BAL@DAL 09/27/2026 04:25PM ET,BAL,0,IR
QB,Sam Howell (44265613),Sam Howell,44265613,QB,4000,BAL@DAL 09/27/2026 04:25PM ET,DAL,0,
QB,Joe Milton III (44265614),Joe Milton III,44265614,QB,4000,BAL@DAL 09/27/2026 04:25PM ET,DAL,0,
RB,CJ Donaldson (44265651),CJ Donaldson,44265651,RB/FLEX,4000,LV@NO 09/27/2026 04:25PM ET,NO,0.7,
RB,Ty Chandler (44265653),Ty Chandler,44265653,RB/FLEX,4000,LV@NO 09/27/2026 04:25PM ET,NO,0,IR
RB,Zamir White (44265655),Zamir White,44265655,RB/FLEX,4000,LV@NO 09/27/2026 04:25PM ET,NO,0,
RB,Dylan Laube (44265657),Dylan Laube,44265657,RB/FLEX,4000,LV@NO 09/27/2026 04:25PM ET,LV,0,
RB,Chris Collier (44265659),Chris Collier,44265659,RB/FLEX,4000,LV@NO 09/27/2026 04:25PM ET,LV,0,IR
RB,Roman Hemby (44265661),Roman Hemby,44265661,RB/FLEX,4000,LV@NO 09/27/2026 04:25PM ET,LV,0,
RB,Dare Ogunbowale (44265663),Dare Ogunbowale,44265663,RB/FLEX,4000,LV@NO 09/27/2026 04:25PM ET,LV,0,
RB,Connor Heyward (44265665),Connor Heyward,44265665,RB/FLEX,4000,LV@NO 09/27/2026 04:25PM ET,LV,0.1,
RB,Jordan James (44265667),Jordan James,44265667,RB/FLEX,4000,ARI@SF 09/27/2026 04:05PM ET,SF,1.5,
RB,Isaac Guerendo (44265669),Isaac Guerendo,44265669,RB/FLEX,4000,ARI@SF 09/27/2026 04:05PM ET,SF,0,OUT
RB,Sincere McCormick (44265671),Sincere McCormick,44265671,RB/FLEX,4000,ARI@SF 09/27/2026 04:05PM ET,SF,0,
RB,Kyle Juszczyk (44265673),Kyle Juszczyk,44265673,RB/FLEX,4000,ARI@SF 09/27/2026 04:05PM ET,SF,5.4,
RB,Bam Knight (44265675),Bam Knight,44265675,RB/FLEX,4000,ARI@SF 09/27/2026 04:05PM ET,ARI,1.2,
RB,James Conner (44265677),James Conner,44265677,RB/FLEX,4000,ARI@SF 09/27/2026 04:05PM ET,ARI,0,IR
RB,Trey Benson (44265679),Trey Benson,44265679,RB/FLEX,4000,ARI@SF 09/27/2026 04:05PM ET,ARI,0,IR
RB,Evan Hull (44265681),Evan Hull,44265681,RB/FLEX,4000,ARI@SF 09/27/2026 04:05PM ET,ARI,0,
RB,Sean Tucker (44265683),Sean Tucker,44265683,RB/FLEX,4000,MIN@TB 09/27/2026 04:05PM ET,TB,0,
RB,Josh Williams (44265685),Josh Williams,44265685,RB/FLEX,4000,MIN@TB 09/27/2026 04:05PM ET,TB,0,
RB,Jordan Mason (44265687),Jordan Mason,44265687,RB/FLEX,4000,MIN@TB 09/27/2026 04:05PM ET,MIN,11.9,IR
RB,Jerome Ford (44265689),Jerome Ford,44265689,RB/FLEX,4000,MIN@TB 09/27/2026 04:05PM ET,MIN,0,
RB,Max Bredeson (44265691),Max Bredeson,44265691,RB/FLEX,4000,MIN@TB 09/27/2026 04:05PM ET,MIN,0,
RB,Jaret Patterson (44265693),Jaret Patterson,44265693,RB/FLEX,4000,MIN@TB 09/27/2026 04:05PM ET,MIN,0,
RB,Rasheen Ali (44265695),Rasheen Ali,44265695,RB/FLEX,4000,BAL@DAL 09/27/2026 04:25PM ET,BAL,0,
RB,Adam Randall (44265697),Adam Randall,44265697,RB/FLEX,4000,BAL@DAL 09/27/2026 04:25PM ET,BAL,0,IR
RB,Jonathan Ward (44265699),Jonathan Ward,44265699,RB/FLEX,4000,BAL@DAL 09/27/2026 04:25PM ET,BAL,0,
RB,Tyler Goodson (44265701),Tyler Goodson,44265701,RB/FLEX,4000,BAL@DAL 09/27/2026 04:25PM ET,DAL,0,
RB,Malik Davis (44265703),Malik Davis,44265703,RB/FLEX,4000,BAL@DAL 09/27/2026 04:25PM ET,DAL,0,IR
RB,Israel Abanikanda (44265705),Israel Abanikanda,44265705,RB/FLEX,4000,BAL@DAL 09/27/2026 04:25PM ET,DAL,0,
RB,Hunter Luepke (44265707),Hunter Luepke,44265707,RB/FLEX,4000,BAL@DAL 09/27/2026 04:25PM ET,DAL,0.4,
WR,Demarcus Robinson (44265741),Demarcus Robinson,44265741,WR/FLEX,3800,ARI@SF 09/27/2026 04:05PM ET,SF,9.7,OUT
WR,Ryan Flournoy (44265743),Ryan Flournoy,44265743,WR/FLEX,3800,BAL@DAL 09/27/2026 04:25PM ET,DAL,5.8,
WR,Jalen Nailor (44265745),Jalen Nailor,44265745,WR/FLEX,3700,LV@NO 09/27/2026 04:25PM ET,LV,3.8,
WR,Kendrick Bourne (44265747),Kendrick Bourne,44265747,WR/FLEX,3700,ARI@SF 09/27/2026 04:05PM ET,ARI,9.3,
TE,Juwan Johnson (44265879),Juwan Johnson,44265879,TE/FLEX,3700,LV@NO 09/27/2026 04:25PM ET,NO,12.5,
WR,Jauan Jennings (44265749),Jauan Jennings,44265749,WR/FLEX,3600,MIN@TB 09/27/2026 04:05PM ET,MIN,0,
DST,49ers (44265971),49ers,44265971,DST,3600,ARI@SF 09/27/2026 04:05PM ET,SF,8,
WR,Jack Bech (44265751),Jack Bech,44265751,WR/FLEX,3500,LV@NO 09/27/2026 04:25PM ET,LV,7.9,
WR,Devontez Walker (44265753),Devontez Walker,44265753,WR/FLEX,3500,BAL@DAL 09/27/2026 04:25PM ET,BAL,5.7,
WR,Brandin Cooks (44265755),Brandin Cooks,44265755,WR/FLEX,3500,ARI@SF 09/27/2026 04:05PM ET,SF,0,
WR,Elijah Sarratt (44265757),Elijah Sarratt,44265757,WR/FLEX,3400,BAL@DAL 09/27/2026 04:25PM ET,BAL,0,
WR,Jacob Cowing (44265759),Jacob Cowing,44265759,WR/FLEX,3300,ARI@SF 09/27/2026 04:05PM ET,SF,0,
TE,Michael Mayer (44265881),Michael Mayer,44265881,TE/FLEX,3300,LV@NO 09/27/2026 04:25PM ET,LV,7.3,
DST,Saints (44265972),Saints,44265972,DST,3300,LV@NO 09/27/2026 04:25PM ET,NO,5,
WR,Cody White (44265761),Cody White,44265761,WR/FLEX,3200,LV@NO 09/27/2026 04:25PM ET,LV,8.2,
TE,Noah Fant (44265883),Noah Fant,44265883,TE/FLEX,3200,LV@NO 09/27/2026 04:25PM ET,NO,6.7,
TE,T.J. Hockenson (44265885),T.J. Hockenson,44265885,TE/FLEX,3200,MIN@TB 09/27/2026 04:05PM ET,MIN,9.8,
WR,Jordan Watkins (44265763),Jordan Watkins,44265763,WR/FLEX,3100,ARI@SF 09/27/2026 04:05PM ET,SF,0,
WR,Chris Moore (44265765),Chris Moore,44265765,WR/FLEX,3100,BAL@DAL 09/27/2026 04:25PM ET,BAL,4,Q
TE,Cade Otton (44265887),Cade Otton,44265887,TE/FLEX,3100,MIN@TB 09/27/2026 04:05PM ET,TB,7.2,
DST,Vikings (44265973),Vikings,44265973,DST,3100,MIN@TB 09/27/2026 04:05PM ET,MIN,12.5,
WR,Bryce Lance (44265767),Bryce Lance,44265767,WR/FLEX,3000,LV@NO 09/27/2026 04:25PM ET,NO,4.5,
WR,Barion Brown (44265769),Barion Brown,44265769,WR/FLEX,3000,LV@NO 09/27/2026 04:25PM ET,NO,0.2,Q
WR,Jordyn Tyson (44265771),Jordyn Tyson,44265771,WR/FLEX,3000,LV@NO 09/27/2026 04:25PM ET,NO,0,IR
WR,Mason Tipton (44265773),Mason Tipton,44265773,WR/FLEX,3000,LV@NO 09/27/2026 04:25PM ET,NO,0,OUT
WR,Kyrese Rowan (44265775),Kyrese Rowan,44265775,WR/FLEX,3000,LV@NO 09/27/2026 04:25PM ET,NO,0,
WR,Jalen Moreno-Cropper (44265777),Jalen Moreno-Cropper,44265777,WR/FLEX,3000,LV@NO 09/27/2026 04:25PM ET,NO,0,
WR,Cedric Tillman (44265779),Cedric Tillman,44265779,WR/FLEX,3000,LV@NO 09/27/2026 04:25PM ET,NO,0,
WR,Trey Palmer (44265781),Trey Palmer,44265781,WR/FLEX,3000,LV@NO 09/27/2026 04:25PM ET,NO,0,
WR,Kevin Austin Jr. (44265783),Kevin Austin Jr.,44265783,WR/FLEX,3000,LV@NO 09/27/2026 04:25PM ET,NO,0.9,
WR,Malik Benson (44265785),Malik Benson,44265785,WR/FLEX,3000,LV@NO 09/27/2026 04:25PM ET,LV,0.4,
WR,Dareke Young (44265787),Dareke Young,44265787,WR/FLEX,3000,LV@NO 09/27/2026 04:25PM ET,LV,1.9,
WR,Dont'e Thornton Jr. (44265789),Dont'e Thornton Jr.,44265789,WR/FLEX,3000,LV@NO 09/27/2026 04:25PM ET,LV,0,IR
WR,Justin Shorter (44265791),Justin Shorter,44265791,WR/FLEX,3000,LV@NO 09/27/2026 04:25PM ET,LV,0,IR
WR,Corey Rucker (44265793),Corey Rucker,44265793,WR/FLEX,3000,LV@NO 09/27/2026 04:25PM ET,LV,0,IR
WR,Ronnie Bell (44265795),Ronnie Bell,44265795,WR/FLEX,3000,LV@NO 09/27/2026 04:25PM ET,LV,0,
