Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source
QB,BUF,8800,1529,Josh Allen,Josh,Allen,TEN,25.919999999999998,rotoguru_gid
QB,MIN,7100,1415,Kirk Cousins,Kirk,Cousins,CAR,19.588,rotoguru_gid
QB,DAL,8100,1501,Dak Prescott,Dak,Prescott,NE,21.144,rotoguru_gid
QB,LA,7900,1340,Matthew Stafford,Matthew,Stafford,NYG,21.976,rotoguru_gid
QB,PHI,8300,1554,Jalen Hurts,Jalen,Hurts,TB,25.04,rotoguru_gid
QB,ARI,8400,1537,Kyler Murray,Kyler,Murray,CLE,25.096,rotoguru_gid
QB,KC,9000,1523,Patrick Mahomes II,Patrick,Mahomes II,WAS,27.380000000000003,rotoguru_gid
QB,CIN,7400,1550,Joe Burrow,Joe,Burrow,DET,18.631999999999998,rotoguru_gid
QB,GB,7700,1252,Aaron Rodgers,Aaron,Rodgers,CHI,18.708000000000002,rotoguru_gid
QB,MIA,6600,1551,Tua Tagovailoa,Tua,Tagovailoa,JAX,8.85,rotoguru_gid
QB,LV,7000,1441,Derek Carr,Derek,Carr,DEN,19.02,rotoguru_gid
QB,DEN,6600,1439,Teddy Bridgewater,Teddy,Bridgewater,LV,15.98,rotoguru_gid
QB,TB,8700,1131,Tom Brady,Tom,Brady,PHI,27.256,rotoguru_gid
QB,IND,6700,1514,Carson Wentz,Carson,Wentz,HOU,17.036,rotoguru_gid
QB,CAR,7500,1524,Sam Darnold,Sam,Darnold,MIN,21.368000000000002,rotoguru_gid
QB,JAX,6800,1565,Trevor Lawrence,Trevor,Lawrence,MIA,16.168,rotoguru_gid
QB,NE,6500,1572,Mac Jones,Mac,Jones,DAL,13.544,rotoguru_gid
QB,CHI,6400,1567,Justin Fields,Justin,Fields,GB,6.444,rotoguru_gid
QB,TEN,7000,1410,Ryan Tannehill,Ryan,Tannehill,BUF,17.208000000000002,rotoguru_gid
QB,BAL,8200,1527,Lamar Jackson,Lamar,Jackson,LAC,26.772000000000002,rotoguru_gid
QB,CLE,6800,1528,Baker Mayfield,Baker,Mayfield,ARI,16.28,rotoguru_gid
QB,LAC,8000,1552,Justin Herbert,Justin,Herbert,BAL,25.208000000000002,rotoguru_gid
QB,PIT,7100,1232,Ben Roethlisberger,Ben,Roethlisberger,SEA,13.668000000000001,rotoguru_gid
QB,WAS,7300,1487,Taylor Heinicke,Taylor,Heinicke,KC,18.863999999999997,rotoguru_gid
QB,SEA,6500,1426,Geno Smith,Geno,Smith,PIT,5.27,rotoguru_gid
QB,DET,6900,1490,Jared Goff,Jared,Goff,CIN,16.464000000000002,rotoguru_gid
QB,HOU,6700,1574,Davis Mills,Davis,Mills,IND,10.515,rotoguru_gid
QB,NYG,7200,1539,Daniel Jones,Daniel,Jones,LA,19.996000000000002,rotoguru_gid
QB,CIN,6400,1504,Brandon Allen,Brandon,Allen,DET,,rotoguru_gid
QB,MIA,6600,1496,Jacoby Brissett,Jacoby,Brissett,JAX,11.604000000000001,rotoguru_gid
QB,BAL,6100,1562,Tyler Huntley,Tyler,Huntley,LAC,,rotoguru_gid
QB,CLE,6000,1435,Case Keenum,Case,Keenum,ARI,0.0,rotoguru_gid
QB,ARI,6000,1361,Colt McCoy,Colt,McCoy,CLE,-0.2,rotoguru_gid
QB,LA,6100,1563,John Wolford,John,Wolford,NYG,,rotoguru_gid
RB,TEN,10500,5445,Derrick Henry,Derrick,Henry,BUF,25.5,rotoguru_gid
RB,IND,7500,5820,Jonathan Taylor,Jonathan,Taylor,HOU,15.48,rotoguru_gid
RB,TB,6600,5534,Leonard Fournette,Leonard,Fournette,PHI,11.440000000000001,rotoguru_gid
RB,CIN,7000,5535,Joe Mixon,Joe,Mixon,DET,12.74,rotoguru_gid
RB,LA,7300,5716,Darrell Henderson,Darrell,Henderson,NYG,15.35,rotoguru_gid
RB,KC,5200,5708,Darrel Williams,Darrel,Williams,WAS,5.98,rotoguru_gid
RB,PIT,8500,5904,Najee Harris,Najee,Harris,SEA,16.5,rotoguru_gid
RB,MIN,8800,5559,Dalvin Cook,Dalvin,Cook,CAR,12.866666666666667,rotoguru_gid
RB,LV,5300,5446,Kenyan Drake,Kenyan,Drake,DEN,5.2,rotoguru_gid
RB,GB,8000,5543,Aaron Jones,Aaron,Jones,CHI,16.12,rotoguru_gid
RB,CHI,5500,5912,Khalil Herbert,Khalil,Herbert,GB,1.64,rotoguru_gid
RB,JAX,8200,5849,James Robinson,James,Robinson,MIA,15.7,rotoguru_gid
RB,NE,6200,5715,Damien Harris,Damien,Harris,DAL,7.82,rotoguru_gid
RB,SEA,5800,5450,Alex Collins,Alex,Collins,PIT,6.575,rotoguru_gid
RB,DAL,8300,5444,Ezekiel Elliott,Ezekiel,Elliott,NE,18.240000000000002,rotoguru_gid
RB,DET,7100,5822,D'Andre Swift,D'Andre,Swift,CIN,15.339999999999998,rotoguru_gid
RB,WAS,5200,5586,J.D. McKissic,J.D.,McKissic,KC,7.8,rotoguru_gid
RB,LV,6800,5712,Josh Jacobs,Josh,Jacobs,DEN,13.133333333333333,rotoguru_gid
RB,CIN,4600,5921,Chris Evans,Chris,Evans,DET,1.6,rotoguru_gid
RB,NE,5100,5918,Rhamondre Stevenson,Rhamondre,Stevenson,DAL,0.95,rotoguru_gid
RB,CAR,6900,5911,Chuba Hubbard,Chuba,Hubbard,MIN,7.159999999999999,rotoguru_gid
RB,BAL,5800,2899,Latavius Murray,Latavius,Murray,LAC,7.42,rotoguru_gid
