Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
133647-138820,RB,De'Von,De'Von Achane,Achane,18.831249237060547,16,8500,MIA@LV,MIA,LV,,,,,,RB/FLEX
133647-69531,QB,Jalen,Jalen Hurts,Hurts,18.834117216222428,17,8300,WAS@PHI,PHI,WAS,,,,,,QB
133647-85671,WR,Justin,Justin Jefferson,Jefferson,9.911764705882353,17,8100,GB@MIN,MIN,GB,,,,,,WR/FLEX
133647-64401,RB,Saquon,Saquon Barkley,Barkley,14.141176111557904,17,8100,WAS@PHI,PHI,WAS,,,,,,RB/FLEX
133647-102785,QB,Jayden,Jayden Daniels,Daniels,16.754285539899552,7,7900,WAS@PHI,WAS,PHI,,,,,,QB
133647-69189,QB,Justin,Justin Herbert,Herbert,18.937647202435663,17,7600,ARI@LAC,LAC,ARI,,,,,,QB
133647-91750,TE,Trey,Trey McBride,McBride,15.405881993910846,17,7600,ARI@LAC,ARI,LAC,,,,,,TE/FLEX
133647-90576,WR,DeVonta,DeVonta Smith,Smith,10.016666836208767,18,7500,WAS@PHI,PHI,WAS,,,,,,WR/FLEX
133647-69017,QB,Jordan,Jordan Love,Love,17.510000228881836,16,7400,GB@MIN,GB,MIN,,,,,,QB
133647-174215,RB,Omarion,Omarion Hampton,Hampton,12.259999847412109,10,7300,ARI@LAC,LAC,ARI,,,,,,RB/FLEX
133647-72731,RB,Josh,Josh Jacobs,Jacobs,14.087499618530273,16,7200,GB@MIN,GB,MIN,IR,Personal,,,,RB/FLEX
133647-63484,QB,Kyler,Kyler Murray,Murray,16.155999755859376,5,7200,GB@MIN,MIN,GB,,,,,,QB
133647-30231,QB,Jacoby,Jacoby Brissett,Brissett,17.674285888671875,14,7000,ARI@LAC,ARI,LAC,,,,,,QB
133647-167031,RB,Ashton,Ashton Jeanty,Jeanty,13.152941535500918,17,7000,MIA@LV,LV,MIA,Q,Ankle,,,,RB/FLEX
133647-151794,TE,Brock,Brock Bowers,Bowers,12.516666412353516,12,6800,MIA@LV,LV,MIA,,,,,,TE/FLEX
133647-22038,QB,Kirk,Kirk Cousins,Cousins,11.154000091552735,10,6700,MIA@LV,LV,MIA,,,,,,QB
133647-175137,QB,Fernando,Fernando Mendoza,Mendoza,,0,6700,MIA@LV,LV,MIA,,,,,,QB
133647-87691,QB,Malik,Malik Willis,Willis,12.795000076293945,4,6500,MIA@LV,MIA,LV,,,,,,QB
133647-133472,WR,Ladd,Ladd McConkey,McConkey,9.329412123736214,17,6500,ARI@LAC,LAC,ARI,,,,,,WR/FLEX
133647-169776,WR,Christian,Christian Watson,Watson,11.727272727272727,11,6400,GB@MIN,GB,MIN,,,,,,WR/FLEX
133647-89612,WR,Michael,Michael Wilson,Wilson,11.211765064912683,17,6300,ARI@LAC,ARI,LAC,,,,,,WR/FLEX
133647-160303,TE,Tucker,Tucker Kraft,Kraft,13.399999618530273,8,6300,GB@MIN,GB,MIN,Q,Knee - acl,,,,TE/FLEX
133647-152575,QB,J.J.,J.J. McCarthy,McCarthy,13.73800048828125,10,6300,GB@MIN,MIN,GB,,,,,,QB
133647-56250,WR,Terry,Terry McLaurin,McLaurin,9.519999694824218,10,6200,WAS@PHI,WAS,PHI,,,,,,WR/FLEX
133647-129210,WR,Jordan,Jordan Addison,Addison,8.578571319580078,14,6100,GB@MIN,MIN,GB,,,,,,WR/FLEX
133647-89607,QB,Tanner,Tanner McKee,McKee,3.690000057220459,4,6000,WAS@PHI,PHI,WAS,,,,,,QB
133647-160265,QB,Mark,Mark Gronowski,Gronowski,,0,6000,MIA@LV,MIA,LV,,,,,,QB
133647-102933,QB,Kedon,Kedon Slovis,Slovis,-0.03999999910593033,2,6000,GB@MIN,GB,MIN,,,,,,QB
133647-103444,QB,Jacob,Jacob Clark,Clark,,0,6000,MIA@LV,LV,MIA,,,,,,QB
133647-14377,QB,Tyrod,Tyrod Taylor,Taylor,10.743333180745443,6,6000,GB@MIN,GB,MIN,,,,,,QB
133647-87594,QB,Sam,Sam Hartman,Hartman,,0,6000,WAS@PHI,WAS,PHI,,,,,,QB
133647-152646,QB,Kyle,Kyle McCord,McCord,,0,6000,MIA@LV,MIA,LV,,,,,,QB
133647-208467,QB,Cam,Cam Miller,Miller,,0,6000,MIA@LV,MIA,LV,,,,,,QB
133647-152673,QB,Athan,Athan Kaliakmanis,Kaliakmanis,,0,6000,WAS@PHI,WAS,PHI,,,,,,QB
133647-208491,QB,Cole,Cole Payton,Payton,,0,6000,WAS@PHI,PHI,WAS,,,,,,QB
133647-29358,QB,Marcus,Marcus Mariota,Mariota,13.25,10,6000,WAS@PHI,WAS,PHI,Q,Knee - mcl,,,,QB
133647-70324,QB,Carson,Carson Wentz,Wentz,16.267999267578126,5,6000,GB@MIN,MIN,GB,,,,,,QB
133647-149696,QB,Trey,Trey Lance,Lance,3.634999990463257,4,6000,ARI@LAC,LAC,ARI,,,,,,QB
133647-93382,QB,Aidan,Aidan O'Connell,O'Connell,4.78000020980835,1,6000,MIA@LV,LV,MIA,,,,,,QB
133647-120639,WR,Quentin,Quentin Johnston,Johnston,10.87142835344587,14,6000,ARI@LAC,LAC,ARI,,,,,,WR/FLEX
133647-61798,QB,Gardner,Gardner Minshew II,Minshew II,0.17000000178813934,4,6000,ARI@LAC,ARI,LAC,,,,,,QB
133647-119670,QB,Carson,Carson Beck,Beck,,0,6000,ARI@LAC,ARI,LAC,,,,,,QB
133647-14225,QB,Andy,Andy Dalton,Dalton,2.630000114440918,4,6000,WAS@PHI,PHI,WAS,,,,,,QB
133647-200653,QB,Max,Max Brosmer,Brosmer,1.1742857524326868,7,6000,GB@MIN,MIN,GB,,,,,,QB
133647-129010,QB,DJ,DJ Uiagalelei,Uiagalelei,,0,6000,ARI@LAC,LAC,ARI,,,,,,QB
133647-25079,WR,Stefon,Stefon Diggs,Diggs,9.847619192940849,21,6000,WAS@PHI,WAS,PHI,,,,,,WR/FLEX
133647-152651,WR,Marvin,Marvin Harrison Jr.,Harrison Jr.,8.941666920979818,12,5900,ARI@LAC,ARI,LAC,,,,,,WR/FLEX
133647-61593,WR,Jauan,Jauan Jennings,Jennings,9.368234970990349,17,5900,GB@MIN,MIN,GB,,,,,,WR/FLEX
133647-90428,RB,Tyler,Tyler Allgeier,Allgeier,6.823529411764706,17,5900,ARI@LAC,ARI,LAC,,,,,,RB/FLEX
133647-40442,RB,Aaron,Aaron Jones Sr.,Jones Sr.,8.72499974568685,12,5900,GB@MIN,MIN,GB,,,,,,RB/FLEX
133647-188171,RB,Jeremiyah,Jeremiyah Love,Love,,0,5800,ARI@LAC,ARI,LAC,Q,Ankle,,,,RB/FLEX
133647-110974,WR,Malik,Malik Washington,Washington,5.5117645263671875,17,5800,MIA@LV,MIA,LV,,,,,,WR/FLEX
133647-89455,WR,Jayden,Jayden Reed,Reed,8.783333460489908,6,5700,GB@MIN,GB,MIN,,,,,,WR/FLEX
133647-117178,RB,Jacory,Jacory Croskey-Merritt,Croskey-Merritt,8.341176650103401,17,5700,WAS@PHI,WAS,PHI,Q,Lower body,,,,RB/FLEX
133647-166916,WR,Matthew,Matthew Golden,Golden,4.793333435058594,15,5600,GB@MIN,GB,MIN,,,,,,WR/FLEX
133647-137902,RB,Rachaad,Rachaad White,White,7.235294117647059,17,5600,WAS@PHI,WAS,PHI,Q,Hamstring,,,,RB/FLEX
133647-103619,WR,Tre,Tre Tucker,Tucker,8.011764526367188,17,5600,MIA@LV,LV,MIA,,,,,,WR/FLEX
133647-183380,WR,Makai,Makai Lemon,Lemon,,0,5500,WAS@PHI,PHI,WAS,,,,,,WR/FLEX
133647-110259,WR,Treylon,Treylon Burks,Burks,3,8,5500,WAS@PHI,WAS,PHI,,,,,,WR/FLEX
133647-110457,WR,Dontayvion,Dontayvion Wicks,Wicks,4.676923018235427,13,5500,WAS@PHI,PHI,WAS,,,,,,WR/FLEX
133647-40687,RB,James,James Conner,Conner,9.766666412353516,3,5400,ARI@LAC,ARI,LAC,IR,Foot,,,,RB/FLEX
133647-86875,RB,Jordan,Jordan Mason,Mason,7.806250095367432,16,5400,GB@MIN,MIN,GB,,,,,,RB/FLEX
