Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source
Aaron Rodgers,QB,GB,6400,1252,QB,GB@LV,16.8,rotoguru_gid
Matthew Stafford,QB,DET,5200,1340,QB,DET@MIN,19.356,rotoguru_gid
Kirk Cousins,QB,MIN,5800,1415,QB,MIN@DET,16.993333333333336,rotoguru_gid
Jacoby Brissett,QB,IND,5600,1496,QB,IND@HOU,18.816,rotoguru_gid
Lamar Jackson,QB,BAL,6800,1527,QB,BAL@SEA,27.713333333333335,rotoguru_gid
Jared Goff,QB,LA,6200,1490,QB,LA@ATL,16.57,rotoguru_gid
Philip Rivers,QB,LAC,5500,1231,QB,LAC@TEN,18.966666666666665,rotoguru_gid
Ryan Tannehill,QB,TEN,4800,1410,QB,TEN@LAC,2.58,rotoguru_gid
Ryan Fitzpatrick,QB,MIA,4500,1242,QB,MIA@BUF,5.824999999999999,rotoguru_gid
Dak Prescott,QB,DAL,6200,1501,QB,DAL@PHI,24.103333333333335,rotoguru_gid
Andy Dalton,QB,CIN,5400,1403,QB,CIN@JAX,17.606666666666666,rotoguru_gid
Josh Allen,QB,BUF,6500,1529,QB,BUF@MIA,18.336000000000002,rotoguru_gid
Gardner Minshew,QB,JAX,5400,1540,QB,JAX@CIN,17.19666666666667,rotoguru_gid
Deshaun Watson,QB,HOU,7000,1518,QB,HOU@IND,27.19333333333333,rotoguru_gid
Mitchell Trubisky,QB,CHI,5100,1519,QB,CHI@NO,8.905000000000001,rotoguru_gid
Teddy Bridgewater,QB,NO,5300,1439,QB,NO@CHI,15.152000000000001,rotoguru_gid
Derek Carr,QB,LV,5000,1441,QB,LV@GB,13.276,rotoguru_gid
Russell Wilson,QB,SEA,6600,1412,QB,SEA@BAL,27.05,rotoguru_gid
Daniel Jones,QB,NYG,6100,1539,QB,NYG@ARI,14.687999999999999,rotoguru_gid
Tom Brady,QB,NE,6600,1131,QB,NE@NYJ,22.67,rotoguru_gid
Carson Wentz,QB,PHI,6000,1514,QB,PHI@DAL,20.919999999999998,rotoguru_gid
Taysom Hill,QB,NO,4100,1530,QB,NO@CHI,3.2866666666666666,rotoguru_gid
Matt Moore,QB,KC,4100,1298,QB,KC@DEN,-0.1,rotoguru_gid
Joe Flacco,QB,DEN,4900,1302,QB,DEN@KC,13.416666666666666,rotoguru_gid
Patrick Mahomes II,QB,KC,6900,1523,QB,KC@DEN,26.69333333333333,rotoguru_gid
Jimmy Garoppolo,QB,SF,6000,1452,QB,SF@WAS,15.312000000000001,rotoguru_gid
Kyler Murray,QB,ARI,6700,1537,QB,ARI@NYG,23.22666666666667,rotoguru_gid
Matt Schaub,QB,ATL,4100,1234,QB,ATL@LA,0.0,rotoguru_gid
Mike Glennon,QB,LV,4600,1420,QB,LV@GB,,rotoguru_gid
Matt Ryan,QB,ATL,6300,1301,QB,ATL@LA,27.439999999999998,rotoguru_gid
Case Keenum,QB,WAS,4600,1435,QB,WAS@SF,16.528,rotoguru_gid
Blake Bortles,QB,LA,4500,1442,QB,LA@ATL,,rotoguru_gid
Jarrett Stidham,QB,NE,4200,1542,QB,NE@NYJ,-0.22,rotoguru_gid
Tim Boyle,QB,GB,4400,1544,QB,GB@LV,,rotoguru_gid
Sam Darnold,QB,NYJ,5200,1524,QB,NYJ@NE,18.310000000000002,rotoguru_gid
Chase Edmonds,RB,ARI,4700,5619,RB,ARI@NYG,7.283333333333334,rotoguru_gid
Latavius Murray,RB,NO,5100,2899,RB,NO@CHI,5.916666666666667,rotoguru_gid
Dalvin Cook,RB,MIN,8000,5559,RB,MIN@DET,24.933333333333334,rotoguru_gid
Ezekiel Elliott,RB,DAL,8100,5444,RB,DAL@PHI,19.833333333333332,rotoguru_gid
Austin Ekeler,RB,LAC,6200,5575,RB,LAC@TEN,22.849999999999998,rotoguru_gid
Sony Michel,RB,NE,5600,5615,RB,NE@NYJ,10.483333333333334,rotoguru_gid
Leonard Fournette,RB,JAX,7000,5534,RB,JAX@CIN,19.05,rotoguru_gid
Josh Jacobs,RB,LV,5000,5712,RB,LV@GB,16.740000000000002,rotoguru_gid
Aaron Jones,RB,GB,7100,5543,RB,GB@LV,21.2,rotoguru_gid
