Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source
QB,LAC,7700,1552,Justin Herbert,Justin,Herbert,CLE,20.805,rotoguru_gid
QB,BAL,8200,1527,Lamar Jackson,Lamar,Jackson,IND,22.995,rotoguru_gid
QB,TB,8400,1131,Tom Brady,Tom,Brady,MIA,24.635,rotoguru_gid
QB,BUF,8800,1529,Josh Allen,Josh,Allen,KC,23.275,rotoguru_gid
QB,NO,7000,1465,Jameis Winston,Jameis,Winston,WAS,16.63,rotoguru_gid
QB,HOU,6300,1574,Davis Mills,Davis,Mills,NE,5.793333333333334,rotoguru_gid
QB,PHI,8100,1554,Jalen Hurts,Jalen,Hurts,CAR,25.32,rotoguru_gid
QB,CLE,6800,1528,Baker Mayfield,Baker,Mayfield,LAC,14.600000000000001,rotoguru_gid
QB,JAX,6500,1565,Trevor Lawrence,Trevor,Lawrence,TEN,14.530000000000001,rotoguru_gid
QB,IND,6600,1514,Carson Wentz,Carson,Wentz,BAL,15.65,rotoguru_gid
QB,DAL,8100,1501,Dak Prescott,Dak,Prescott,NYG,21.01,rotoguru_gid
QB,ATL,7200,1301,Matt Ryan,Matt,Ryan,NYJ,17.825,rotoguru_gid
QB,KC,8700,1523,Patrick Mahomes II,Patrick,Mahomes II,BUF,28.98,rotoguru_gid
QB,GB,8000,1252,Aaron Rodgers,Aaron,Rodgers,CIN,18.195,rotoguru_gid
QB,CIN,7000,1550,Joe Burrow,Joe,Burrow,GB,18.205,rotoguru_gid
QB,DEN,6600,1439,Teddy Bridgewater,Teddy,Bridgewater,PIT,15.07,rotoguru_gid
QB,LA,7900,1340,Matthew Stafford,Matthew,Stafford,SEA,23.095,rotoguru_gid
QB,PIT,6600,1232,Ben Roethlisberger,Ben,Roethlisberger,DEN,13.08,rotoguru_gid
QB,MIA,6300,1496,Jacoby Brissett,Jacoby,Brissett,TB,10.505,rotoguru_gid
QB,SF,6900,1569,Trey Lance,Trey,Lance,ARI,10.293333333333333,rotoguru_gid
QB,MIN,7500,1415,Kirk Cousins,Kirk,Cousins,DET,20.885,rotoguru_gid
QB,TEN,7200,1410,Ryan Tannehill,Ryan,Tannehill,JAX,18.015,rotoguru_gid
QB,ARI,8500,1537,Kyler Murray,Kyler,Murray,SF,27.955000000000002,rotoguru_gid
QB,NE,6700,1572,Mac Jones,Mac,Jones,HOU,13.795,rotoguru_gid
QB,WAS,7300,1487,Taylor Heinicke,Taylor,Heinicke,NO,20.599999999999998,rotoguru_gid
QB,SEA,6100,1426,Geno Smith,Geno,Smith,LA,0.0,rotoguru_gid
QB,SEA,7800,1412,Russell Wilson,Russell,Wilson,LA,22.39,rotoguru_gid
QB,NYG,6000,1420,Mike Glennon,Mike,Glennon,DAL,,rotoguru_gid
QB,CAR,7600,1524,Sam Darnold,Sam,Darnold,PHI,24.439999999999998,rotoguru_gid
QB,NYJ,6600,1566,Zach Wilson,Zach,Wilson,ATL,12.225,rotoguru_gid
QB,CHI,6400,1567,Justin Fields,Justin,Fields,LV,5.845,rotoguru_gid
QB,LV,7100,1441,Derek Carr,Derek,Carr,CHI,21.715,rotoguru_gid
QB,DET,7100,1490,Jared Goff,Jared,Goff,MIN,18.8,rotoguru_gid
QB,NYG,7400,1539,Daniel Jones,Daniel,Jones,DAL,23.79,rotoguru_gid
QB,NO,6100,1530,Taysom Hill,Taysom,Hill,WAS,7.195,rotoguru_gid
QB,TB,6000,1381,Blaine Gabbert,Blaine,Gabbert,MIA,-0.3,rotoguru_gid
QB,CHI,6400,1403,Andy Dalton,Andy,Dalton,LV,7.640000000000001,rotoguru_gid
QB,LV,6100,1522,Nathan Peterman,Nathan,Peterman,CHI,,rotoguru_gid
RB,TEN,10400,5445,Derrick Henry,Derrick,Henry,JAX,24.125,rotoguru_gid
RB,IND,6900,5820,Jonathan Taylor,Jonathan,Taylor,BAL,11.75,rotoguru_gid
RB,LAC,7700,5575,Austin Ekeler,Austin,Ekeler,CLE,19.35,rotoguru_gid
RB,MIA,5300,5789,Myles Gaskin,Myles,Gaskin,TB,6.475,rotoguru_gid
RB,NO,8600,5562,Alvin Kamara,Alvin,Kamara,WAS,13.225000000000001,rotoguru_gid
RB,DAL,8000,5444,Ezekiel Elliott,Ezekiel,Elliott,NYG,16.75,rotoguru_gid
RB,CLE,7500,5622,Nick Chubb,Nick,Chubb,LAC,14.200000000000001,rotoguru_gid
RB,CLE,7000,5560,Kareem Hunt,Kareem,Hunt,LAC,15.375,rotoguru_gid
RB,MIN,6500,5720,Alexander Mattison,Alexander,Mattison,DET,6.625,rotoguru_gid
RB,PIT,7300,5904,Najee Harris,Najee,Harris,DEN,15.325,rotoguru_gid
RB,JAX,7400,5849,James Robinson,James,Robinson,TEN,14.325,rotoguru_gid
RB,WAS,6600,5827,Antonio Gibson,Antonio,Gibson,NO,12.5,rotoguru_gid
RB,DET,6900,5822,D'Andre Swift,D'Andre,Swift,MIN,14.325,rotoguru_gid
RB,NYG,4600,5468,Devontae Booker,Devontae,Booker,DAL,1.7,rotoguru_gid
RB,TB,6400,5534,Leonard Fournette,Leonard,Fournette,MIA,9.55,rotoguru_gid
RB,LA,6400,5716,Darrell Henderson,Darrell,Henderson,SEA,15.0,rotoguru_gid
RB,CIN,5600,5538,Samaje Perine,Samaje,Perine,GB,1.825,rotoguru_gid
RB,CAR,6700,5911,Chuba Hubbard,Chuba,Hubbard,PHI,4.975,rotoguru_gid
RB,GB,5500,5825,AJ Dillon,AJ,Dillon,CIN,5.0,rotoguru_gid
RB,CHI,5800,2957,Damien Williams,Damien,Williams,LV,5.35,rotoguru_gid
RB,ATL,7500,5208,Cordarrelle Patterson,Cordarrelle,Patterson,NYJ,18.6,rotoguru_gid
RB,LV,7200,5712,Josh Jacobs,Josh,Jacobs,CHI,12.35,rotoguru_gid
RB,NYJ,5600,5907,Michael Carter,Michael,Carter,ATL,6.525,rotoguru_gid
RB,GB,8400,5543,Aaron Jones,Aaron,Jones,CIN,16.925,rotoguru_gid
RB,DAL,5600,5718,Tony Pollard,Tony,Pollard,NYG,10.375,rotoguru_gid
RB,ATL,5900,5320,Mike Davis,Mike,Davis,NYJ,9.275,rotoguru_gid
RB,LA,5300,5615,Sony Michel,Sony,Michel,SEA,3.325,rotoguru_gid
RB,BUF,6300,5824,Zack Moss,Zack,Moss,KC,14.366666666666667,rotoguru_gid
RB,TB,4600,2889,Giovani Bernard,Giovani,Bernard,MIA,6.8,rotoguru_gid
RB,NYJ,4900,5742,Ty Johnson,Ty,Johnson,ATL,3.3,rotoguru_gid
RB,ARI,6300,5537,James Conner,James,Conner,SF,11.325,rotoguru_gid
RB,DEN,5800,5905,Javonte Williams,Javonte,Williams,PIT,7.9,rotoguru_gid
RB,CIN,7100,5535,Joe Mixon,Joe,Mixon,GB,13.425,rotoguru_gid
RB,NE,6500,5715,Damien Harris,Damien,Harris,HOU,7.325,rotoguru_gid
RB,SEA,5400,5450,Alex Collins,Alex,Collins,LA,6.033333333333334,rotoguru_gid
RB,PHI,5900,5714,Miles Sanders,Miles,Sanders,CAR,8.725,rotoguru_gid
RB,HOU,5000,5395,David Johnson,David,Johnson,NE,5.85,rotoguru_gid
RB,CHI,5200,5912,Khalil Herbert,Khalil,Herbert,LV,0.175,rotoguru_gid
RB,DET,6000,5541,Jamaal Williams,Jamaal,Williams,MIN,11.625,rotoguru_gid
RB,SF,5500,5947,Elijah Mitchell,Elijah,Mitchell,ARI,11.35,rotoguru_gid
RB,KC,5200,5708,Darrel Williams,Darrel,Williams,BUF,5.9750000000000005,rotoguru_gid
RB,IND,5200,5548,Marlon Mack,Marlon,Mack,BAL,2.2,rotoguru_gid
RB,DEN,5900,2991,Melvin Gordon,Melvin,Gordon,PIT,12.4,rotoguru_gid
RB,NE,4900,2874,Brandon Bolden,Brandon,Bolden,HOU,3.075,rotoguru_gid
RB,BAL,4700,2930,Devonta Freeman,Devonta,Freeman,IND,1.3666666666666665,rotoguru_gid
RB,SF,4500,2908,Kyle Juszczyk,Kyle,Juszczyk,ARI,5.775,rotoguru_gid
RB,SEA,4600,5873,DeeJay Dallas,DeeJay,Dallas,LA,0.375,rotoguru_gid
RB,TEN,5100,5542,Jeremy McNichols,Jeremy,McNichols,JAX,7.45,rotoguru_gid
RB,TB,5500,5617,Ronald Jones,Ronald,Jones,MIA,3.275,rotoguru_gid
RB,HOU,5400,2793,Mark Ingram,Mark,Ingram,NE,5.975,rotoguru_gid
RB,BAL,5700,2899,Latavius Murray,Latavius,Murray,IND,8.275,rotoguru_gid
