Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source
Joe Burrow,QB,CIN,5900,1550,QB,CIN@BAL,19.235714285714288,rotoguru_gid
Dak Prescott,QB,DAL,6500,1501,QB,DAL@WAS,20.10923076923077,rotoguru_gid
Josh Allen,QB,BUF,7500,1529,QB,BUF@NE,25.704285714285714,rotoguru_gid
Zach Wilson,QB,NYJ,5300,1566,QB,NYJ@JAX,11.744,rotoguru_gid
Josh Johnson,QB,BAL,4000,1320,QB,BAL@CIN,10.386666666666667,rotoguru_gid
Patrick Mahomes II,QB,KC,7700,1523,QB,KC@PIT,23.162857142857145,rotoguru_gid
Justin Herbert,QB,LAC,7200,1552,QB,LAC@HOU,25.194285714285716,rotoguru_gid
Kyler Murray,QB,ARI,7200,1537,QB,ARI@IND,23.414545454545454,rotoguru_gid
Kirk Cousins,QB,MIN,6200,1415,QB,MIN@LA,20.367142857142856,rotoguru_gid
Aaron Rodgers,QB,GB,7400,1252,QB,GB@CLE,22.67538461538462,rotoguru_gid
Jimmy Garoppolo,QB,SF,5500,1452,QB,SF@TEN,17.044615384615387,rotoguru_gid
Davis Mills,QB,HOU,5500,1574,QB,HOU@LAC,12.174,rotoguru_gid
Carson Wentz,QB,IND,5400,1514,QB,IND@ARI,16.757142857142856,rotoguru_gid
Nick Foles,QB,CHI,4000,1413,QB,CHI@SEA,,rotoguru_gid
Jalen Hurts,QB,PHI,6400,1554,QB,PHI@NYG,23.02615384615385,rotoguru_gid
Russell Wilson,QB,SEA,6100,1412,QB,SEA@CHI,16.583636363636362,rotoguru_gid
Ryan Tannehill,QB,TEN,5700,1410,QB,TEN@SF,16.93,rotoguru_gid
Tom Brady,QB,TB,7400,1131,QB,TB@CAR,24.565714285714286,rotoguru_gid
Baker Mayfield,QB,CLE,5300,1528,QB,CLE@GB,14.493333333333334,rotoguru_gid
Trevor Lawrence,QB,JAX,5000,1565,QB,JAX@NYJ,13.157142857142857,rotoguru_gid
Matt Ryan,QB,ATL,5400,1301,QB,ATL@DET,15.6,rotoguru_gid
Tua Tagovailoa,QB,MIA,5700,1551,QB,MIA@NO,16.544,rotoguru_gid
Derek Carr,QB,LV,5800,1441,QB,LV@DEN,18.277142857142856,rotoguru_gid
Tim Boyle,QB,DET,4000,1544,QB,DET@ATL,0.54,rotoguru_gid
Matthew Stafford,QB,LA,6700,1340,QB,LA@MIN,22.877142857142854,rotoguru_gid
Sam Darnold,QB,CAR,4000,1524,QB,CAR@TB,17.1,rotoguru_gid
Ben Roethlisberger,QB,PIT,5500,1232,QB,PIT@KC,16.196923076923078,rotoguru_gid
Mike Glennon,QB,NYG,5100,1420,QB,NYG@PHI,9.455,rotoguru_gid
Drew Lock,QB,DEN,5100,1547,QB,DEN@LV,3.2933333333333334,rotoguru_gid
Mac Jones,QB,NE,5300,1572,QB,NE@BUF,14.625714285714285,rotoguru_gid
Cooper Rush,QB,DAL,4000,1521,QB,DAL@WAS,7.426666666666666,rotoguru_gid
Taylor Heinicke,QB,WAS,5300,1487,QB,WAS@DAL,16.979999999999997,rotoguru_gid
Kyle Allen,QB,WAS,4800,1536,QB,WAS@DAL,2.22,rotoguru_gid
Cam Newton,QB,CAR,5600,1378,QB,CAR@TB,17.244,rotoguru_gid
Ian Book,QB,NO,4000,1579,QB,NO@MIA,,rotoguru_gid
Mason Rudolph,QB,PIT,4800,1526,QB,PIT@KC,16.28,rotoguru_gid
Jake Fromm,QB,NYG,5000,1578,QB,NYG@PHI,3.28,rotoguru_gid
Blaine Gabbert,QB,TB,4800,1381,QB,TB@CAR,0.52,rotoguru_gid
Chad Henne,QB,KC,4000,1309,QB,KC@PIT,1.0933333333333335,rotoguru_gid
Gardner Minshew,QB,PHI,5400,1540,QB,PHI@NYG,9.610000000000001,rotoguru_gid
Jacoby Brissett,QB,MIA,4800,1496,QB,MIA@NO,8.813333333333334,rotoguru_gid
Colt McCoy,QB,ARI,4900,1361,QB,ARI@IND,6.614285714285715,rotoguru_gid
Justin Jackson,RB,LAC,4200,5682,RB,LAC@HOU,3.7181818181818187,rotoguru_gid
Rex Burkhead,RB,HOU,4500,2890,RB,HOU@LAC,3.9923076923076923,rotoguru_gid
Joe Mixon,RB,CIN,6900,5535,RB,CIN@BAL,17.914285714285715,rotoguru_gid
Damien Harris,RB,NE,5600,5715,RB,NE@BUF,13.4,rotoguru_gid
Nick Chubb,RB,CLE,7200,5622,RB,CLE@GB,17.099999999999998,rotoguru_gid
Chase Edmonds,RB,ARI,4700,5619,RB,ARI@IND,10.74,rotoguru_gid
David Montgomery,RB,CHI,5700,5713,RB,CHI@SEA,13.490909090909092,rotoguru_gid
Sony Michel,RB,LA,5500,5615,RB,LA@MIN,7.5,rotoguru_gid
Rashaad Penny,RB,SEA,5500,5618,RB,SEA@CHI,6.814285714285715,rotoguru_gid
Devin Singletary,RB,BUF,5100,5717,RB,BUF@NE,9.342857142857143,rotoguru_gid
Michael Carter,RB,NYJ,5200,5907,RB,NYJ@JAX,11.981818181818182,rotoguru_gid
Ezekiel Elliott,RB,DAL,7200,5444,RB,DAL@WAS,16.275714285714283,rotoguru_gid
Ronald Jones,RB,TB,5100,5617,RB,TB@CAR,4.385714285714285,rotoguru_gid
Alexander Mattison,RB,MIN,6800,5720,RB,MIN@LA,8.346153846153847,rotoguru_gid
Najee Harris,RB,PIT,7400,5904,RB,PIT@KC,18.185714285714287,rotoguru_gid
Josh Jacobs,RB,LV,6000,5712,RB,LV@DEN,14.6,rotoguru_gid
Dare Ogunbowale,RB,JAX,4000,5697,RB,JAX@NYJ,0.8285714285714285,rotoguru_gid
Jeff Wilson Jr.,RB,SF,5200,5703,RB,SF@TEN,6.633333333333333,rotoguru_gid
