Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source
Andrew Luck,QB,IND,9200,1409,QB,IND@JAX,25.79,rotoguru_gid
Kirk Cousins,QB,WAS,7300,1415,QB,WAS@PHI,17.9,rotoguru_gid
Nick Foles,QB,PHI,8500,1413,QB,PHI@WAS,21.16,rotoguru_gid
Austin Davis,QB,LA,5400,1445,QB,LA@DAL,8.04,rotoguru_gid
Russell Wilson,QB,SEA,6800,1412,QB,SEA@DEN,18.21,rotoguru_gid
Peyton Manning,QB,DEN,8800,1081,QB,DEN@SEA,22.02,rotoguru_gid
Matt Ryan,QB,ATL,7800,1301,QB,ATL@TB,23.73,rotoguru_gid
Ryan Fitzpatrick,QB,HOU,5400,1242,QB,HOU@NYG,13.4,rotoguru_gid
Alex Smith,QB,KC,6300,1254,QB,KC@MIA,13.54,rotoguru_gid
Geno Smith,QB,NYJ,6100,1426,QB,NYJ@CHI,16.64,rotoguru_gid
Drew Brees,QB,NO,8900,1151,QB,NO@MIN,18.15,rotoguru_gid
Drew Stanton,QB,ARI,5000,1290,QB,ARI@SF,6.48,rotoguru_gid
Philip Rivers,QB,SDG,7100,1231,QB,SDG@BUF,19.29,rotoguru_gid
Colin Kaepernick,QB,SF,6600,1404,QB,SF@ARI,16.83,rotoguru_gid
Blake Bortles,QB,JAX,5000,1442,QB,JAX@IND,,rotoguru_gid
Jay Cutler,QB,CHI,8100,1263,QB,CHI@NYJ,24.25,rotoguru_gid
Eli Manning,QB,NYG,6300,1225,QB,NYG@HOU,13.049999999999999,rotoguru_gid
Tony Romo,QB,DAL,6500,1233,QB,DAL@LA,11.64,rotoguru_gid
Brian Hoyer,QB,CLE,5200,1336,QB,CLE@BAL,12.58,rotoguru_gid
Ben Roethlisberger,QB,PIT,6800,1232,QB,PIT@CAR,14.54,rotoguru_gid
E.J. Manuel,QB,BUF,5800,1421,QB,BUF@SDG,15.25,rotoguru_gid
Andy Dalton,QB,CIN,6600,1403,QB,CIN@TEN,18.009999999999998,rotoguru_gid
Cam Newton,QB,CAR,7400,1378,QB,CAR@PIT,19.14,rotoguru_gid
Ryan Tannehill,QB,MIA,6300,1410,QB,MIA@KC,13.83,rotoguru_gid
Tom Brady,QB,NE,6900,1131,QB,NE@LV,11.11,rotoguru_gid
Joe Flacco,QB,BAL,6400,1302,QB,BAL@CLE,17.72,rotoguru_gid
Mike Glennon,QB,TB,5000,1420,QB,TB@ATL,,rotoguru_gid
Aaron Rodgers,QB,GB,9200,1252,QB,GB@DET,21.6,rotoguru_gid
Jake Locker,QB,TEN,5500,1382,QB,TEN@CIN,16.15,rotoguru_gid
Teddy Bridgewater,QB,MIN,5000,1439,QB,MIN@NO,,rotoguru_gid
Matthew Stafford,QB,DET,8800,1340,QB,DET@GB,24.24,rotoguru_gid
Derek Anderson,QB,CAR,6400,1239,QB,CAR@PIT,18.2,rotoguru_gid
Derek Carr,QB,LV,6500,1441,QB,LV@NE,16.13,rotoguru_gid
Matt Cassel,QB,MIN,5400,1241,QB,MIN@NO,12.09,rotoguru_gid
T.J. Yates,QB,ATL,5000,1399,QB,ATL@TB,0.0,rotoguru_gid
Chad Henne,QB,JAX,5800,1309,QB,JAX@IND,15.43,rotoguru_gid
Josh McCown,QB,TB,6000,1175,QB,TB@ATL,17.39,rotoguru_gid
Matt Hasselbeck,QB,IND,5000,1060,QB,IND@JAX,,rotoguru_gid
Michael Vick,QB,NYJ,5000,1155,QB,NYJ@CHI,0.0,rotoguru_gid
Johnny Manziel,QB,CLE,5400,1438,QB,CLE@BAL,0.0,rotoguru_gid
Luke McCown,QB,NO,5000,1227,QB,NO@MIN,0.0,rotoguru_gid
Jason Campbell,QB,CIN,5000,1240,QB,CIN@TEN,,rotoguru_gid
Bruce Gradkowski,QB,PIT,5000,1258,QB,PIT@CAR,,rotoguru_gid
Marshawn Lynch,RB,SEA,7900,2552,RB,SEA@DEN,22.35,rotoguru_gid
Rashad Jennings,RB,NYG,5200,2658,RB,NYG@HOU,16.75,rotoguru_gid
Fred Jackson,RB,BUF,3900,2520,RB,BUF@SDG,8.75,rotoguru_gid
DeMarco Murray,RB,DAL,7900,2831,RB,DAL@LA,25.8,rotoguru_gid
Joe McKnight,RB,KC,3000,2756,RB,KC@MIA,0.0,rotoguru_gid
Reggie Bush,RB,DET,5000,2495,RB,DET@GB,8.8,rotoguru_gid
Knile Davis,RB,KC,6200,2891,RB,KC@MIA,15.05,rotoguru_gid
LeGarrette Blount,RB,NE,3000,2721,RB,NE@LV,3.6999999999999997,rotoguru_gid
Le'Veon Bell,RB,PIT,7300,2888,RB,PIT@CAR,25.200000000000003,rotoguru_gid
Lamar Miller,RB,MIA,5000,2859,RB,MIA@KC,12.05,rotoguru_gid
Giovani Bernard,RB,CIN,7300,2889,RB,CIN@TEN,22.45,rotoguru_gid
Zac Stacy,RB,LA,5600,2902,RB,LA@DAL,9.1,rotoguru_gid
Ahmad Bradshaw,RB,IND,4800,2535,RB,IND@JAX,20.05,rotoguru_gid
Bobby Rainey,RB,TB,5800,2863,RB,TB@ATL,16.2,rotoguru_gid
Lorenzo Taliaferro,RB,BAL,3000,2975,RB,BAL@CLE,0.0,rotoguru_gid
Kyle Juszczyk,RB,BAL,3000,2908,RB,BAL@CLE,0.0,rotoguru_gid
Pierre Thomas,RB,NO,4900,2598,RB,NO@MIN,10.55,rotoguru_gid
Donald Brown,RB,SDG,3500,2705,RB,SDG@BUF,2.9499999999999997,rotoguru_gid
Matt Forte,RB,CHI,7600,2613,RB,CHI@NYJ,16.75,rotoguru_gid
Chris Ivory,RB,NYJ,5000,2741,RB,NYJ@CHI,15.399999999999999,rotoguru_gid
Roy Helu,RB,WAS,3100,2813,RB,WAS@PHI,6.85,rotoguru_gid
Terrance West,RB,CLE,5600,2929,RB,CLE@BAL,15.0,rotoguru_gid
Isaiah Crowell,RB,CLE,3000,2969,RB,CLE@BAL,10.95,rotoguru_gid
Steven Jackson,RB,ATL,4600,2418,RB,ATL@TB,6.25,rotoguru_gid
Trent Richardson,RB,IND,5000,2865,RB,IND@JAX,8.8,rotoguru_gid
Justin Forsett,RB,BAL,5400,2642,RB,BAL@CLE,15.299999999999999,rotoguru_gid
Andre Ellington,RB,ARI,5400,2892,RB,ARI@SF,11.55,rotoguru_gid
Darren McFadden,RB,LV,4200,2603,RB,LV@NE,8.950000000000001,rotoguru_gid
Matt Asiata,RB,MIN,4600,2873,RB,MIN@NO,10.95,rotoguru_gid
Antone Smith,RB,ATL,3300,2774,RB,ATL@TB,8.5,rotoguru_gid
Jeremy Hill,RB,CIN,4000,2928,RB,CIN@TEN,9.75,rotoguru_gid
Alfred Blue,RB,HOU,3000,2960,RB,HOU@NYG,2.0,rotoguru_gid
Shonn Greene,RB,TEN,3300,2709,RB,TEN@CIN,5.55,rotoguru_gid
C.J. Spiller,RB,BUF,6200,2775,RB,BUF@SDG,15.100000000000001,rotoguru_gid
Carlos Hyde,RB,SF,3000,2933,RB,SF@ARI,6.25,rotoguru_gid
Toby Gerhart,RB,JAX,4000,2736,RB,JAX@IND,5.7,rotoguru_gid
Bishop Sankey,RB,TEN,3100,2927,RB,TEN@CIN,1.4,rotoguru_gid
Jonathan Stewart,RB,CAR,4000,2612,RB,CAR@PIT,9.8,rotoguru_gid
Cyrus Gray,RB,KC,3000,2854,RB,KC@MIA,0.65,rotoguru_gid
Shane Vereen,RB,NE,5100,2830,RB,NE@LV,11.55,rotoguru_gid
Alfred Morris,RB,WAS,6100,2871,RB,WAS@PHI,14.8,rotoguru_gid
Darrel Young,RB,WAS,3100,2791,RB,WAS@PHI,8.95,rotoguru_gid
Stevan Ridley,RB,NE,4700,2829,RB,NE@LV,11.950000000000001,rotoguru_gid
Darren Sproles,RB,PHI,5200,2484,RB,PHI@WAS,26.15,rotoguru_gid
Khiry Robinson,RB,NO,3900,2920,RB,NO@MIN,5.45,rotoguru_gid
Patrick DiMarco,RB,ATL,3000,2805,RB,ATL@TB,0.0,rotoguru_gid
Chris Polk,RB,PHI,3000,2879,RB,PHI@WAS,0.0,rotoguru_gid
Marcel Reece,RB,LV,3000,2665,RB,LV@NE,2.1,rotoguru_gid
Montee Ball,RB,DEN,5900,2886,RB,DEN@SEA,14.100000000000001,rotoguru_gid
Mike Tolbert,RB,CAR,3300,2647,RB,CAR@PIT,4.75,rotoguru_gid
Daniel Thomas,RB,MIA,0,2794,RB,MIA@KC,,rotoguru_gid
Jonathan Grimes,RB,HOU,3000,2881,RB,HOU@NYG,0.55,rotoguru_gid
Eddie Lacy,RB,GB,5900,2896,RB,GB@DET,7.8,rotoguru_gid
Benny Cunningham,RB,LA,3100,2911,RB,LA@DAL,6.0,rotoguru_gid
Bilal Powell,RB,NYJ,3000,2819,RB,NYJ@CHI,3.6,rotoguru_gid
James Starks,RB,GB,3500,2777,RB,GB@DET,3.4,rotoguru_gid
Will Ta'ufo'ou,RB,JAX,3000,2654,RB,JAX@IND,0.0,rotoguru_gid
Dexter McCluster,RB,TEN,3500,3953,RB,TEN@CIN,5.25,rotoguru_gid
Chris Johnson,RB,NYJ,4500,2645,RB,NYJ@CHI,11.600000000000001,rotoguru_gid
Denard Robinson,RB,JAX,3000,2901,RB,JAX@IND,2.75,rotoguru_gid
Joique Bell,RB,DET,5400,2719,RB,DET@GB,13.649999999999999,rotoguru_gid
Jerick McKinnon,RB,MIN,3300,2935,RB,MIN@NO,1.6500000000000001,rotoguru_gid
Trey Watts,RB,LA,3000,2941,RB,LA@DAL,0.0,rotoguru_gid
Derrick Coleman,RB,SEA,3000,2909,RB,SEA@DEN,4.25,rotoguru_gid
LeSean McCoy,RB,PHI,7800,2707,RB,PHI@WAS,18.85,rotoguru_gid
Jacquizz Rodgers,RB,ATL,3000,2818,RB,ATL@TB,6.4,rotoguru_gid
Ronnie Hillman,RB,DEN,3000,2856,RB,DEN@SEA,,rotoguru_gid
Devonta Freeman,RB,ATL,3000,2930,RB,ATL@TB,4.75,rotoguru_gid
Andre Williams,RB,NYG,3000,2934,RB,NYG@HOU,2.4,rotoguru_gid
Ronnie Brown,RB,SDG,3000,2456,RB,SDG@BUF,0.2,rotoguru_gid
Theo Riddick,RB,DET,3000,2907,RB,DET@GB,0.2,rotoguru_gid
Anthony Sherman,RB,KC,3000,2822,RB,KC@MIA,0.2,rotoguru_gid
Cedric Peerman,RB,CIN,3000,2692,RB,CIN@TEN,0.0,rotoguru_gid
Robert Turbin,RB,SEA,3300,2867,RB,SEA@DEN,7.449999999999999,rotoguru_gid
Jamize Olawale,RB,LV,3000,2913,RB,LV@NE,0.0,rotoguru_gid
Branden Oliver,RB,SDG,0,2982,RB,SDG@BUF,,rotoguru_gid
Jordan Todman,RB,JAX,3000,2840,RB,JAX@IND,1.05,rotoguru_gid
Frank Gore,RB,SF,4800,2467,RB,SF@ARI,11.05,rotoguru_gid
Travaris Cadet,RB,NO,3000,2869,RB,NO@MIN,0.75,rotoguru_gid
Joseph Randle,RB,DAL,3000,2900,RB,DAL@LA,1.3,rotoguru_gid
Mike James,RB,TB,3000,2895,RB,TB@ATL,0.35,rotoguru_gid
C.J. Anderson,RB,DEN,3100,2924,RB,DEN@SEA,2.9000000000000004,rotoguru_gid
Jackie Battle,RB,TEN,3000,2601,RB,TEN@CIN,0.0,rotoguru_gid
