Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source
Andrew Luck,QB,IND,7000,1409,QB,IND@TEN,22.84,rotoguru_gid
Drew Brees,QB,NO,7400,1151,QB,NO@KC,26.072000000000003,rotoguru_gid
Aaron Rodgers,QB,GB,7100,1252,QB,GB@CHI,20.34,rotoguru_gid
Kirk Cousins,QB,WAS,5900,1415,QB,WAS@DET,17.8,rotoguru_gid
Tyrod Taylor,QB,BUF,5500,1400,QB,BUF@MIA,16.94,rotoguru_gid
Andy Dalton,QB,CIN,6000,1403,QB,CIN@CLE,18.93,rotoguru_gid
Jameis Winston,QB,TB,5900,1465,QB,TB@SF,19.016,rotoguru_gid
Kevin Hogan,QB,CLE,5000,1495,QB,CLE@CIN,,rotoguru_gid
Philip Rivers,QB,SDG,6500,1231,QB,SDG@ATL,20.023333333333333,rotoguru_gid
Tom Brady,QB,NE,7900,1131,QB,NE@PIT,31.439999999999998,rotoguru_gid
Matthew Stafford,QB,DET,6400,1340,QB,DET@WAS,22.386666666666667,rotoguru_gid
Marcus Mariota,QB,TEN,6000,1466,QB,TEN@IND,18.746666666666666,rotoguru_gid
Carson Palmer,QB,ARI,5700,1207,QB,ARI@SEA,15.936000000000002,rotoguru_gid
Alex Smith,QB,KC,6100,1254,QB,KC@NO,15.675999999999998,rotoguru_gid
Ryan Tannehill,QB,MIA,5100,1410,QB,MIA@BUF,15.623333333333335,rotoguru_gid
Colin Kaepernick,QB,SF,5300,1404,QB,SF@TB,9.04,rotoguru_gid
Blake Bortles,QB,JAX,6200,1442,QB,JAX@LV,19.368000000000002,rotoguru_gid
Matt Ryan,QB,ATL,7200,1301,QB,ATL@SDG,26.700000000000003,rotoguru_gid
Landry Jones,QB,PIT,5000,1430,QB,PIT@NE,-0.10000000000000002,rotoguru_gid
Derek Carr,QB,LV,6300,1441,QB,LV@JAX,20.786666666666665,rotoguru_gid
Case Keenum,QB,LA,5200,1435,QB,LA@NYG,15.063333333333333,rotoguru_gid
Trevor Siemian,QB,DEN,5200,1488,QB,DEN@HOU,15.091999999999999,rotoguru_gid
Sam Bradford,QB,MIN,5100,1344,QB,MIN@PHI,15.875,rotoguru_gid
Russell Wilson,QB,SEA,6700,1412,QB,SEA@ARI,15.572,rotoguru_gid
Carson Wentz,QB,PHI,5200,1514,QB,PHI@MIN,16.228,rotoguru_gid
Ryan Fitzpatrick,QB,NYJ,5100,1242,QB,NYJ@BAL,12.839999999999998,rotoguru_gid
Geno Smith,QB,NYJ,5000,1426,QB,NYJ@BAL,0.44,rotoguru_gid
Eli Manning,QB,NYG,6100,1225,QB,NYG@LA,17.37,rotoguru_gid
Joe Flacco,QB,BAL,5800,1302,QB,BAL@NYJ,16.543333333333333,rotoguru_gid
