Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source
QB,ARI,8700,1537,Kyler Murray,Kyler,Murray,MIN,34.56,rotoguru_gid
QB,BAL,8300,1527,Lamar Jackson,Lamar,Jackson,KC,18.0,rotoguru_gid
QB,TB,8200,1131,Tom Brady,Tom,Brady,ATL,29.16,rotoguru_gid
QB,NYG,6900,1539,Daniel Jones,Daniel,Jones,WAS,21.38,rotoguru_gid
QB,GB,8000,1252,Aaron Rodgers,Aaron,Rodgers,DET,3.32,rotoguru_gid
QB,MIN,7400,1415,Kirk Cousins,Kirk,Cousins,ARI,22.04,rotoguru_gid
QB,KC,8600,1523,Patrick Mahomes II,Patrick,Mahomes II,BAL,33.28,rotoguru_gid
QB,LV,6500,1441,Derek Carr,Derek,Carr,PIT,25.0,rotoguru_gid
QB,SEA,8500,1412,Russell Wilson,Russell,Wilson,TEN,27.06,rotoguru_gid
QB,PHI,7800,1554,Jalen Hurts,Jalen,Hurts,SF,28.76,rotoguru_gid
QB,DEN,7000,1439,Teddy Bridgewater,Teddy,Bridgewater,JAX,20.46,rotoguru_gid
QB,WAS,6700,1487,Taylor Heinicke,Taylor,Heinicke,NYG,10.58,rotoguru_gid
QB,CAR,6600,1524,Sam Darnold,Sam,Darnold,NO,19.06,rotoguru_gid
QB,SF,6600,1452,Jimmy Garoppolo,Jimmy,Garoppolo,PHI,14.76,rotoguru_gid
QB,DET,6800,1490,Jared Goff,Jared,Goff,GB,29.92,rotoguru_gid
QB,ATL,6700,1301,Matt Ryan,Matt,Ryan,TB,7.36,rotoguru_gid
QB,IND,6700,1514,Carson Wentz,Carson,Wentz,LA,18.34,rotoguru_gid
QB,CLE,7100,1528,Baker Mayfield,Baker,Mayfield,HOU,13.64,rotoguru_gid
QB,LA,7500,1340,Matthew Stafford,Matthew,Stafford,IND,24.34,rotoguru_gid
QB,BUF,8100,1529,Josh Allen,Josh,Allen,MIA,17.2,rotoguru_gid
QB,LAC,7600,1552,Justin Herbert,Justin,Herbert,DAL,14.38,rotoguru_gid
QB,HOU,6800,1400,Tyrod Taylor,Tyrod,Taylor,CLE,23.64,rotoguru_gid
QB,PIT,7200,1232,Ben Roethlisberger,Ben,Roethlisberger,LV,12.02,rotoguru_gid
QB,TEN,7300,1410,Ryan Tannehill,Ryan,Tannehill,SEA,15.18,rotoguru_gid
QB,CIN,7100,1550,Joe Burrow,Joe,Burrow,CHI,18.64,rotoguru_gid
QB,NO,7700,1465,Jameis Winston,Jameis,Winston,CAR,29.62,rotoguru_gid
QB,JAX,6900,1565,Trevor Lawrence,Trevor,Lawrence,DEN,22.08,rotoguru_gid
QB,CHI,6500,1403,Andy Dalton,Andy,Dalton,CIN,6.54,rotoguru_gid
QB,DAL,8000,1501,Dak Prescott,Dak,Prescott,LAC,28.42,rotoguru_gid
QB,NE,6800,1572,Mac Jones,Mac,Jones,NYJ,15.24,rotoguru_gid
QB,HOU,6000,1574,Davis Mills,Davis,Mills,CLE,,rotoguru_gid
QB,MIA,6300,1496,Jacoby Brissett,Jacoby,Brissett,BUF,0.4,rotoguru_gid
QB,NYJ,6500,1566,Zach Wilson,Zach,Wilson,NE,19.32,rotoguru_gid
QB,CHI,6400,1567,Justin Fields,Justin,Fields,CIN,6.7,rotoguru_gid
QB,NO,6400,1530,Taysom Hill,Taysom,Hill,CAR,0.22,rotoguru_gid
QB,MIA,6600,1551,Tua Tagovailoa,Tua,Tagovailoa,BUF,17.18,rotoguru_gid
QB,CAR,6100,1558,P.J. Walker,P.J.,Walker,NO,,rotoguru_gid
QB,IND,6200,1568,Jacob Eason,Jacob,Eason,LA,,rotoguru_gid
QB,ATL,6000,1525,Josh Rosen,Josh,Rosen,TB,0.0,rotoguru_gid
QB,BUF,6300,1519,Mitchell Trubisky,Mitchell,Trubisky,MIA,,rotoguru_gid
QB,TB,6000,1381,Blaine Gabbert,Blaine,Gabbert,ATL,,rotoguru_gid
QB,GB,6200,1571,Jordan Love,Jordan,Love,DET,0.72,rotoguru_gid
RB,TEN,8000,5445,Derrick Henry,Derrick,Henry,SEA,9.2,rotoguru_gid
RB,GB,7000,5543,Aaron Jones,Aaron,Jones,DET,3.2,rotoguru_gid
RB,CAR,10000,5536,Christian McCaffrey,Christian,McCaffrey,NO,23.2,rotoguru_gid
RB,DAL,4800,5718,Tony Pollard,Tony,Pollard,LAC,6.3,rotoguru_gid
RB,ATL,5200,5208,Cordarrelle Patterson,Cordarrelle,Patterson,TB,7.7,rotoguru_gid
RB,LAC,7000,5575,Austin Ekeler,Austin,Ekeler,DAL,11.7,rotoguru_gid
RB,WAS,4900,5586,J.D. McKissic,J.D.,McKissic,NYG,0.8,rotoguru_gid
RB,DAL,7500,5444,Ezekiel Elliott,Ezekiel,Elliott,LAC,4.9,rotoguru_gid
RB,PIT,6100,5904,Najee Harris,Najee,Harris,LV,5.4,rotoguru_gid
RB,CLE,8400,5622,Nick Chubb,Nick,Chubb,HOU,21.1,rotoguru_gid
RB,BUF,5600,5717,Devin Singletary,Devin,Singletary,MIA,9.5,rotoguru_gid
RB,MIN,9200,5559,Dalvin Cook,Dalvin,Cook,ARI,17.4,rotoguru_gid
RB,LA,6400,5716,Darrell Henderson,Darrell,Henderson,IND,15.2,rotoguru_gid
RB,NE,4800,2954,James White,James,White,NYJ,9.1,rotoguru_gid
RB,SEA,6700,5565,Chris Carson,Chris,Carson,TEN,11.2,rotoguru_gid
RB,BUF,5200,5824,Zack Moss,Zack,Moss,MIA,,rotoguru_gid
RB,NE,6200,5715,Damien Harris,Damien,Harris,NYJ,10.7,rotoguru_gid
RB,CLE,4500,5952,Demetric Felton,Demetric,Felton,HOU,0.0,rotoguru_gid
RB,BAL,5700,5909,Ty'Son Williams,Ty'Son,Williams,KC,16.9,rotoguru_gid
RB,ARI,6000,5619,Chase Edmonds,Chase,Edmonds,MIN,12.6,rotoguru_gid
RB,ATL,5500,5320,Mike Davis,Mike,Davis,TB,8.7,rotoguru_gid
RB,NYJ,4900,5907,Michael Carter,Michael,Carter,NE,2.5,rotoguru_gid
RB,DET,6700,5822,D'Andre Swift,D'Andre,Swift,GB,20.4,rotoguru_gid
RB,TB,5900,5534,Leonard Fournette,Leonard,Fournette,ATL,8.4,rotoguru_gid
RB,BAL,5300,2899,Latavius Murray,Latavius,Murray,KC,8.8,rotoguru_gid
RB,CHI,7300,5713,David Montgomery,David,Montgomery,CIN,18.3,rotoguru_gid
RB,HOU,4900,5630,Phillip Lindsay,Phillip,Lindsay,CLE,8.5,rotoguru_gid
RB,WAS,6600,5827,Antonio Gibson,Antonio,Gibson,NYG,10.3,rotoguru_gid
RB,LV,5500,5446,Kenyan Drake,Kenyan,Drake,PIT,9.5,rotoguru_gid
RB,DEN,5900,2991,Melvin Gordon,Melvin,Gordon,JAX,19.3,rotoguru_gid
RB,NYG,7200,5614,Saquon Barkley,Saquon,Barkley,WAS,3.2,rotoguru_gid
RB,SF,4900,5865,JaMycal Hasty,JaMycal,Hasty,PHI,8.3,rotoguru_gid
RB,DEN,5500,5905,Javonte Williams,Javonte,Williams,JAX,4.6,rotoguru_gid
RB,JAX,5500,5849,James Robinson,James,Robinson,DEN,6.9,rotoguru_gid
RB,CIN,7800,5535,Joe Mixon,Joe,Mixon,CHI,23.0,rotoguru_gid
RB,MIA,5700,5789,Myles Gaskin,Myles,Gaskin,BUF,10.1,rotoguru_gid
RB,PHI,6300,5714,Miles Sanders,Miles,Sanders,SF,15.3,rotoguru_gid
RB,SF,5800,5947,Elijah Mitchell,Elijah,Mitchell,PHI,16.4,rotoguru_gid
RB,PHI,5000,5910,Kenny Gainwell,Kenny,Gainwell,SF,11.3,rotoguru_gid
RB,CLE,4500,5482,Andy Janovich,Andy,Janovich,HOU,0.0,rotoguru_gid
RB,CLE,5700,5560,Kareem Hunt,Kareem,Hunt,HOU,15.6,rotoguru_gid
RB,KC,4900,5708,Darrel Williams,Darrel,Williams,BAL,0.4,rotoguru_gid
RB,IND,7200,5820,Jonathan Taylor,Jonathan,Taylor,LA,14.6,rotoguru_gid
RB,HOU,5300,5395,David Johnson,David,Johnson,CLE,10.3,rotoguru_gid
RB,DET,5400,5541,Jamaal Williams,Jamaal,Williams,GB,21.0,rotoguru_gid
RB,NO,8800,5562,Alvin Kamara,Alvin,Kamara,CAR,16.6,rotoguru_gid
RB,NYJ,4700,5742,Ty Johnson,Ty,Johnson,NE,3.1,rotoguru_gid
RB,LA,5300,5615,Sony Michel,Sony,Michel,IND,0.2,rotoguru_gid
RB,HOU,5600,2793,Mark Ingram,Mark,Ingram,CLE,14.5,rotoguru_gid
RB,TEN,4700,5542,Jeremy McNichols,Jeremy,McNichols,SEA,4.8,rotoguru_gid
