team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
NO,rush,0.855,recent,4.82,20.86,4.324,16.04
BAL,recv,1.0,recent,14.79,29.66,2.0056,14.87
PIT,recv,0.9888,recent,18.9,33.7,1.7827,14.8
BAL,pass,1.0,exclusive,18.13,30.95,1.7073,12.82
CLE,pass,1.0,exclusive,18.49,31.11,1.6829,12.63
JAX,rush,1.0,recent,18.24,28.77,1.577,10.52
DET,rush,1.0,recent,17.11,26.36,1.541,9.25
BUF,recv,1.0,recent,20.84,31.34,1.5033,10.49
TB,recv,1.0,recent,23.12,33.66,1.4562,10.55
IND,pass,1.0,exclusive,24.03,34.98,1.456,10.96
ATL,recv,0.9935,recent,22.6,31.05,1.3738,8.45
TEN,pass,1.0,exclusive,23.83,32.56,1.3663,8.73
CAR,rush,0.9924,recent,19.02,25.29,1.3296,6.27
TEN,recv,0.9932,recent,23.71,31.16,1.3143,7.45
ATL,rush,1.0,recent,20.21,26.47,1.3097,6.26
PIT,rush,0.871,recent,18.57,23.85,1.2844,5.28
CAR,recv,1.0,recent,25.7,31.59,1.2294,5.89
HOU,recv,1.0,recent,25.98,31.8,1.2237,5.81
BUF,rush,1.0,recent,36.64,29.02,0.7921,7.62
IND,recv,1.0,recent,28.13,33.84,1.2028,5.7
NYJ,pass,1.0,exclusive,26.5,31.7,1.1959,5.19
HOU,pass,1.0,exclusive,28.38,33.41,1.1775,5.04
ATL,pass,1.0,exclusive,27.58,32.4,1.175,4.83
BUF,pass,1.0,exclusive,27.78,32.57,1.1727,4.8
CLE,rush,0.9828,recent,29.35,24.34,0.8293,5.01
IND,rush,0.9921,recent,29.53,24.65,0.8349,4.87
CIN,rush,1.0,recent,31.03,26.15,0.8427,4.88
CAR,pass,1.0,exclusive,29.03,33.45,1.1523,4.42
TB,pass,1.0,exclusive,30.28,34.71,1.1465,4.44
JAX,recv,1.0,recent,28.25,32.25,1.1416,4.0
PIT,pass,1.0,exclusive,40.22,35.11,0.873,5.11
NO,recv,1.0,recent,30.93,34.67,1.1208,3.74
TB,rush,1.0,recent,28.63,25.98,0.9072,2.66
CHI,recv,1.0,recent,30.75,33.29,1.0829,2.55
BAL,rush,0.9944,recent,31.72,29.11,0.9178,2.61
HOU,rush,1.0,recent,25.7,27.55,1.0722,1.85
DET,pass,1.0,exclusive,40.25,37.43,0.9299,2.82
NYJ,recv,0.9671,recent,31.33,29.7,0.9479,1.63
NO,pass,1.0,exclusive,34.17,35.78,1.0472,1.61
TEN,rush,1.0,recent,27.75,28.77,1.0365,1.01
NYJ,rush,0.9917,recent,25.15,26.05,1.0356,0.9
CIN,recv,0.9943,recent,33.98,35.15,1.0343,1.17
CIN,pass,1.0,exclusive,35.45,36.56,1.0312,1.1
DET,recv,1.0,recent,35.09,35.97,1.0251,0.88
CHI,rush,0.9924,recent,26.58,27.01,1.0163,0.43
CLE,recv,1.0,recent,29.3,29.73,1.0144,0.42
CHI,pass,1.0,exclusive,34.89,35.14,1.0072,0.25
JAX,pass,1.0,exclusive,33.19,33.08,0.9966,0.11
