player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,engine_projection,stack_delta,dk_avg_ppg,ffc_own_pct,chalk_score,estimated_ownership_pct,estimated_ownership_pct_heuristic,roster_role,slate_format,ownership_available
00-0034796,Lamar Jackson,QB,BAL,7300,44157228,19.6263,19.6263,1.0,1.2171313252111517,23.88775288555152,NO,27.14,45.67,1.0,1.0,8.2518,statline_mc+recal_10_4b,8.739168008111127,40.54013077535703,31.92,365.94589756974744,1.69575,4.1045,21.806019681484344,0.2275,0.0,0.0,0.0,0.0,25.814187870938337,-1.9264349853868161,29.0,6.7,96.52573529411764,16.9767189330611,16.84728752967024,,classic,True
00-0038542,Bijan Robinson,RB,ATL,8200,44157285,24.243,24.243,1.0,0.9193512220644292,22.28780909050799,CAR,20.5,43.5,1.0,1.0,9.3321,statline_mc+recal_10_4b,7.832262582726921,42.48311279267992,0.0,0.0,0.0,15.37375,56.977138514806796,0.3495,7.368,5.611,45.305708399460855,0.236,20.102534691426765,2.1852743990812264,31.3,91.2,77.08946078431373,51.69258315904723,8.131334730473336,,classic,True
00-0039918,Caleb Williams,QB,CHI,6800,44157229,18.7581,18.7581,1.0,1.1660064279841542,21.8720486988631,MIN,26.0,47.5,1.0,1.0,8.2551,statline_mc+recal_10_4b,7.580280963708239,38.88541472681476,33.41875,302.9649861062263,1.86925,4.667,25.82030379205217,0.29175,0.0,0.0,0.0,0.0,24.269879823454275,-2.3978311245911748,37.3,6.0,95.82075593395253,17.182611976676135,16.019936819632058,,classic,True
00-0036322,Justin Jefferson,WR,MIN,7800,44157465,20.4131,20.4131,1.0,0.9641976231407429,19.682269236280316,CHI,21.5,47.5,1.0,1.0,9.1082,statline_mc+recal_10_4b,7.5531235768569776,37.3577055646806,0.0,0.0,0.0,0.08825,0.3808425337485612,0.0025,8.9685,5.9625,67.9220798578962,0.5065,16.416292239164473,3.2659769971158426,31.2,16.1,89.03310294117647,35.30417316494011,14.260267904326732,,classic,True
00-0036389,Jalen Hurts,QB,PHI,6700,44157230,18.8109,18.8109,1.0,1.0462665371103967,19.681192078827547,TEN,23.33,39.5,1.0,1.0,8.0784,statline_mc+recal_10_4b,7.31393904835226,34.97294737715201,30.305,239.41285497035557,1.8215,4.29025,20.580964447625497,0.18,0.0,0.0,0.0,0.0,19.923610643576776,-0.2424185647492294,24.7,11.6,73.07146542827657,8.56799042703915,3.154672464782984,,classic,True
00-0032764,Derrick Henry,RB,BAL,7200,44157287,15.9493,15.9493,1.0,1.2171313252111517,19.412405038504122,NO,27.14,45.67,1.0,1.0,9.695,statline_mc+recal_10_4b,3.215212832641811,42.81119263620856,0.0,0.0,0.0,15.54375,91.76397787805462,0.83875,2.45775,1.8765,18.825860089328255,0.084,19.367983796738287,0.04442124176583562,38.3,30.5,96.0905530690537,40.396597725887844,45.74566849160285,,classic,True
00-0036442,Joe Burrow,QB,CIN,6600,44157231,18.7816,18.7816,1.0,0.9641976231407429,18.10912886989706,HOU,21.5,45.5,1.0,1.0,7.9449,statline_mc+recal_10_4b,7.37105391868571,30.838400429511854,34.8185,243.54486142838218,1.37975,3.056,12.355405156983212,0.12025,0.0,0.0,0.0,0.0,16.974834972833612,1.134293897063447,15.2,4.6,75.94104747162022,4.275692222107822,3.8723239160049014,,classic,True
00-0036264,Jordan Love,QB,GB,5900,44157233,16.88,16.88,1.0,1.0686897376485536,18.03946281329982,NYJ,23.83,44.39,1.0,1.0,8.086,statline_mc+recal_10_4b,5.380390676579118,32.66699885041753,36.53075,317.5575219017146,1.76625,1.18,4.993884444443666,0.051,0.0,0.0,0.0,0.0,21.02868932051295,-2.9892265072131288,24.5,13.0,82.1452528379773,9.253994095705632,6.0316001964324695,,classic,True
00-0037239,Chris Olave,WR,NO,7200,44157469,20.8587,20.8587,1.0,0.8310038119440915,17.333638670980264,BAL,18.53,45.67,1.0,1.0,8.6701,statline_mc+recal_10_4b,6.407670304578949,33.38322983397557,0.0,0.0,0.0,0.07725,0.5451873614757516,0.00225,8.93375,5.84975,67.75657367296878,0.32075,15.197926103444454,2.13571256753581,31.2,14.4,80.22769607843136,24.500670237503314,8.495291699795796,,classic,True
00-0039150,Bryce Young,QB,CAR,5400,44157236,16.5914,16.5914,1.0,1.0314672247552132,17.113513419247177,ATL,23.0,43.5,1.0,1.0,8.1351,statline_mc+recal_10_4b,3.7168626394951723,32.63037617537206,35.26775,304.67668255066485,1.9265,2.18675,9.994346324793208,0.11625,0.0,0.0,0.0,0.0,21.945501934505913,-4.831988515258736,35.4,12.3,75.18801599587204,10.895044461448014,3.6695420026288392,,classic,True
