Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
WR,Nico Collins (43670642),Nico Collins,43670642,WR/FLEX,8100,HOU@ARI 07/31/2026 04:00PM ET,HOU,16.6,
QB,Kyler Murray (43670588),Kyler Murray,43670588,QB,7800,HOU@ARI 07/31/2026 04:00PM ET,ARI,27.7,
RB,Breece Hall (43670600),Breece Hall,43670600,RB/FLEX,7800,CAR@NYJ 07/31/2026 02:00PM ET,NYJ,18.2,
QB,Lamar Jackson (43670589),Lamar Jackson,43670589,QB,7600,CHI@BAL 07/31/2026 12:00PM ET,BAL,25.4,
RB,Chuba Hubbard (43670602),Chuba Hubbard,43670602,RB/FLEX,7400,CAR@NYJ 07/31/2026 02:00PM ET,CAR,18.1,
RB,Derrick Henry (43670604),Derrick Henry,43670604,RB/FLEX,7000,CHI@BAL 07/31/2026 12:00PM ET,BAL,14.2,
RB,Joe Mixon (43670606),Joe Mixon,43670606,RB/FLEX,6700,HOU@ARI 07/31/2026 04:00PM ET,HOU,15.3,
RB,D'Andre Swift (43670608),D'Andre Swift,43670608,RB/FLEX,6600,CHI@BAL 07/31/2026 12:00PM ET,CHI,16,
WR,Garrett Wilson (43670644),Garrett Wilson,43670644,WR/FLEX,6300,CAR@NYJ 07/31/2026 02:00PM ET,NYJ,14.9,
TE,Mark Andrews (43670710),Mark Andrews,43670710,TE/FLEX,6200,CHI@BAL 07/31/2026 12:00PM ET,BAL,14.2,
QB,Justin Fields (43670590),Justin Fields,43670590,QB,6100,CAR@NYJ 07/31/2026 02:00PM ET,NYJ,24.2,
RB,James Conner (43670610),James Conner,43670610,RB/FLEX,5900,HOU@ARI 07/31/2026 04:00PM ET,ARI,15.2,
WR,Marvin Harrison Jr. (43670646),Marvin Harrison Jr.,43670646,WR/FLEX,5700,HOU@ARI 07/31/2026 04:00PM ET,ARI,14.1,
QB,Caleb Williams (43670591),Caleb Williams,43670591,QB,5600,CHI@BAL 07/31/2026 12:00PM ET,CHI,23.1,
QB,C.J. Stroud (43670592),C.J. Stroud,43670592,QB,5500,HOU@ARI 07/31/2026 04:00PM ET,HOU,20.7,
QB,Bryce Young (43670593),Bryce Young,43670593,QB,5400,CAR@NYJ 07/31/2026 02:00PM ET,CAR,19.6,
WR,Tank Dell (43670648),Tank Dell,43670648,WR/FLEX,5400,HOU@ARI 07/31/2026 04:00PM ET,HOU,11.6,
WR,Tetairoa McMillan (43670650),Tetairoa McMillan,43670650,WR/FLEX,5300,CAR@NYJ 07/31/2026 02:00PM ET,CAR,12.4,
QB,Andy Dalton (43670594),Andy Dalton,43670594,QB,5100,CAR@NYJ 07/31/2026 02:00PM ET,CAR,0,
QB,Jacoby Brissett (43670595),Jacoby Brissett,43670595,QB,5000,HOU@ARI 07/31/2026 04:00PM ET,ARI,0.7,
QB,Tyrod Taylor (43670596),Tyrod Taylor,43670596,QB,5000,CAR@NYJ 07/31/2026 02:00PM ET,NYJ,0,
QB,Cooper Rush (43670597),Cooper Rush,43670597,QB,5000,CHI@BAL 07/31/2026 12:00PM ET,BAL,0,
QB,Davis Mills (43670598),Davis Mills,43670598,QB,5000,HOU@ARI 07/31/2026 04:00PM ET,HOU,0,
QB,Case Keenum (43670599),Case Keenum,43670599,QB,5000,CHI@BAL 07/31/2026 12:00PM ET,CHI,0,
WR,Zay Flowers (43670652),Zay Flowers,43670652,WR/FLEX,5000,CHI@BAL 07/31/2026 12:00PM ET,BAL,11,
WR,Christian Kirk (43670654),Christian Kirk,43670654,WR/FLEX,4900,HOU@ARI 07/31/2026 04:00PM ET,HOU,11.6,
TE,Trey McBride (43670712),Trey McBride,43670712,TE/FLEX,4700,HOU@ARI 07/31/2026 04:00PM ET,ARI,11.6,
WR,Rome Odunze (43670656),Rome Odunze,43670656,WR/FLEX,4400,CHI@BAL 07/31/2026 12:00PM ET,CHI,11,
TE,Ja'Tavion Sanders (43670714),Ja'Tavion Sanders,43670714,TE/FLEX,4300,CAR@NYJ 07/31/2026 02:00PM ET,CAR,10.1,
WR,Xavier Legette (43670658),Xavier Legette,43670658,WR/FLEX,4100,CAR@NYJ 07/31/2026 02:00PM ET,CAR,10.7,
WR,Luther Burden III (43670660),Luther Burden III,43670660,WR/FLEX,4000,CHI@BAL 07/31/2026 12:00PM ET,CHI,10.8,
WR,Michael Wilson (43670662),Michael Wilson,43670662,WR/FLEX,3900,HOU@ARI 07/31/2026 04:00PM ET,ARI,11.7,
WR,DJ Moore (43670664),DJ Moore,43670664,WR/FLEX,3800,CHI@BAL 07/31/2026 12:00PM ET,CHI,11.6,
WR,Allen Lazard (43670666),Allen Lazard,43670666,WR/FLEX,3700,CAR@NYJ 07/31/2026 02:00PM ET,NYJ,11.1,
TE,Dalton Schultz (43670716),Dalton Schultz,43670716,TE/FLEX,3700,HOU@ARI 07/31/2026 04:00PM ET,HOU,8.9,
WR,Jalen Coker (43670668),Jalen Coker,43670668,WR/FLEX,3600,CAR@NYJ 07/31/2026 02:00PM ET,CAR,9.1,
WR,Zay Jones (43670670),Zay Jones,43670670,WR/FLEX,3500,HOU@ARI 07/31/2026 04:00PM ET,ARI,9,
DST,Texans (43670746),Texans,43670746,DST,3400,HOU@ARI 07/31/2026 04:00PM ET,HOU,2.6,
RB,Kyle Monangai (43670612),Kyle Monangai,43670612,RB/FLEX,3300,CHI@BAL 07/31/2026 12:00PM ET,CHI,0.8,
WR,DeAndre Hopkins (43670672),DeAndre Hopkins,43670672,WR/FLEX,3300,CHI@BAL 07/31/2026 12:00PM ET,BAL,7.6,
TE,Mason Taylor (43670718),Mason Taylor,43670718,TE/FLEX,3300,CAR@NYJ 07/31/2026 02:00PM ET,NYJ,7.5,
DST,Ravens (43670747),Ravens,43670747,DST,3300,CHI@BAL 07/31/2026 12:00PM ET,BAL,4.2,
RB,Justice Hill (43670614),Justice Hill,43670614,RB/FLEX,3200,CHI@BAL 07/31/2026 12:00PM ET,BAL,3.5,
WR,Josh Reynolds (43670674),Josh Reynolds,43670674,WR/FLEX,3200,CAR@NYJ 07/31/2026 02:00PM ET,NYJ,4,
DST,Jets (43670748),Jets,43670748,DST,3200,CAR@NYJ 07/31/2026 02:00PM ET,NYJ,3,
RB,Rico Dowdle (43670616),Rico Dowdle,43670616,RB/FLEX,3100,CAR@NYJ 07/31/2026 02:00PM ET,CAR,0.7,
WR,Rashod Bateman (43670676),Rashod Bateman,43670676,WR/FLEX,3100,CHI@BAL 07/31/2026 12:00PM ET,BAL,4.3,
DST,Panthers (43670749),Panthers,43670749,DST,3100,CAR@NYJ 07/31/2026 02:00PM ET,CAR,1.7,
RB,Patrick Ricard (43670618),Patrick Ricard,43670618,RB/FLEX,3000,CHI@BAL 07/31/2026 12:00PM ET,BAL,1.5,
RB,Nick Chubb (43670620),Nick Chubb,43670620,RB/FLEX,3000,HOU@ARI 07/31/2026 04:00PM ET,HOU,2,
RB,Trey Benson (43670622),Trey Benson,43670622,RB/FLEX,3000,HOU@ARI 07/31/2026 04:00PM ET,ARI,0.2,
RB,Braelon Allen (43670624),Braelon Allen,43670624,RB/FLEX,3000,CAR@NYJ 07/31/2026 02:00PM ET,NYJ,0.2,
RB,Roschon Johnson (43670626),Roschon Johnson,43670626,RB/FLEX,3000,CHI@BAL 07/31/2026 12:00PM ET,CHI,2.1,
RB,Keaton Mitchell (43670628),Keaton Mitchell,43670628,RB/FLEX,3000,CHI@BAL 07/31/2026 12:00PM ET,BAL,0.1,
RB,Trevor Etienne (43670630),Trevor Etienne,43670630,RB/FLEX,3000,CAR@NYJ 07/31/2026 02:00PM ET,CAR,0,
RB,Emari Demercado (43670632),Emari Demercado,43670632,RB/FLEX,3000,HOU@ARI 07/31/2026 04:00PM ET,ARI,0.7,
RB,Woody Marks (43670634),Woody Marks,43670634,RB/FLEX,3000,HOU@ARI 07/31/2026 04:00PM ET,HOU,0,
RB,Isaiah Davis (43670636),Isaiah Davis,43670636,RB/FLEX,3000,CAR@NYJ 07/31/2026 02:00PM ET,NYJ,0,
RB,Andrew Beck (43670638),Andrew Beck,43670638,RB/FLEX,3000,CAR@NYJ 07/31/2026 02:00PM ET,NYJ,0.2,
RB,Dameon Pierce (43670640),Dameon Pierce,43670640,RB/FLEX,3000,HOU@ARI 07/31/2026 04:00PM ET,HOU,0.8,
WR,Devin Duvernay (43670678),Devin Duvernay,43670678,WR/FLEX,3000,CHI@BAL 07/31/2026 12:00PM ET,CHI,0,
WR,Jayden Higgins (43670680),Jayden Higgins,43670680,WR/FLEX,3000,HOU@ARI 07/31/2026 04:00PM ET,HOU,0,
WR,Greg Dortch (43670682),Greg Dortch,43670682,WR/FLEX,3000,HOU@ARI 07/31/2026 04:00PM ET,ARI,1,
WR,Hunter Renfrow (43670684),Hunter Renfrow,43670684,WR/FLEX,3000,CAR@NYJ 07/31/2026 02:00PM ET,CAR,0,
WR,Olamide Zaccheaus (43670686),Olamide Zaccheaus,43670686,WR/FLEX,3000,CHI@BAL 07/31/2026 12:00PM ET,CHI,0,
WR,Xavier Gipson (43670688),Xavier Gipson,43670688,WR/FLEX,3000,CAR@NYJ 07/31/2026 02:00PM ET,NYJ,1.9,
WR,Tylan Wallace (43670690),Tylan Wallace,43670690,WR/FLEX,3000,CHI@BAL 07/31/2026 12:00PM ET,BAL,0,
WR,Jaylin Noel (43670692),Jaylin Noel,43670692,WR/FLEX,3000,HOU@ARI 07/31/2026 04:00PM ET,HOU,0,
WR,David Moore (43670694),David Moore,43670694,WR/FLEX,3000,CAR@NYJ 07/31/2026 02:00PM ET,CAR,0,
WR,Devontez Walker (43670696),Devontez Walker,43670696,WR/FLEX,3000,CHI@BAL 07/31/2026 12:00PM ET,BAL,0,
WR,Tyler Johnson (43670698),Tyler Johnson,43670698,WR/FLEX,3000,CAR@NYJ 07/31/2026 02:00PM ET,NYJ,0,
WR,Xavier Weaver (43670700),Xavier Weaver,43670700,WR/FLEX,3000,HOU@ARI 07/31/2026 04:00PM ET,ARI,0.1,
WR,LaJohntay Wester (43670702),LaJohntay Wester,43670702,WR/FLEX,3000,CHI@BAL 07/31/2026 12:00PM ET,BAL,0.8,
WR,Xavier Hutchinson (43670704),Xavier Hutchinson,43670704,WR/FLEX,3000,HOU@ARI 07/31/2026 04:00PM ET,HOU,0,
WR,Arian Smith (43670706),Arian Smith,43670706,WR/FLEX,3000,CAR@NYJ 07/31/2026 02:00PM ET,NYJ,0,
WR,Jimmy Horn Jr. (43670708),Jimmy Horn Jr.,43670708,WR/FLEX,3000,CAR@NYJ 07/31/2026 02:00PM ET,CAR,0.2,
TE,Cole Kmet (43670720),Cole Kmet,43670720,TE/FLEX,3000,CHI@BAL 07/31/2026 12:00PM ET,CHI,9.4,
DST,Cardinals (43670750),Cardinals,43670750,DST,2900,HOU@ARI 07/31/2026 04:00PM ET,ARI,2.5,
DST,Bears (43670751),Bears,43670751,DST,2800,CHI@BAL 07/31/2026 12:00PM ET,CHI,2.3,
TE,Isaiah Likely (43670722),Isaiah Likely,43670722,TE/FLEX,2700,CHI@BAL 07/31/2026 12:00PM ET,BAL,3.9,
TE,Colston Loveland (43670724),Colston Loveland,43670724,TE/FLEX,2600,CHI@BAL 07/31/2026 12:00PM ET,CHI,3.8,
TE,Cade Stover (43670726),Cade Stover,43670726,TE/FLEX,2500,HOU@ARI 07/31/2026 04:00PM ET,HOU,2.1,
TE,Tip Reiman (43670728),Tip Reiman,43670728,TE/FLEX,2500,HOU@ARI 07/31/2026 04:00PM ET,ARI,2.6,
TE,Tommy Tremble (43670730),Tommy Tremble,43670730,TE/FLEX,2500,CAR@NYJ 07/31/2026 02:00PM ET,CAR,2.2,
TE,Jeremy Ruckert (43670732),Jeremy Ruckert,43670732,TE/FLEX,2500,CAR@NYJ 07/31/2026 02:00PM ET,NYJ,1.3,
TE,Durham Smythe (43670734),Durham Smythe,43670734,TE/FLEX,2500,CHI@BAL 07/31/2026 12:00PM ET,CHI,0.4,
TE,Harrison Bryant (43670736),Harrison Bryant,43670736,TE/FLEX,2500,HOU@ARI 07/31/2026 04:00PM ET,HOU,0.3,
TE,Charlie Kolar (43670738),Charlie Kolar,43670738,TE/FLEX,2500,CHI@BAL 07/31/2026 12:00PM ET,BAL,0.5,
TE,Elijah Higgins (43670740),Elijah Higgins,43670740,TE/FLEX,2500,HOU@ARI 07/31/2026 04:00PM ET,ARI,0.2,
TE,James Mitchell (43670742),James Mitchell,43670742,TE/FLEX,2500,CAR@NYJ 07/31/2026 02:00PM ET,CAR,0.1,
TE,Stone Smartt (43670744),Stone Smartt,43670744,TE/FLEX,2500,CAR@NYJ 07/31/2026 02:00PM ET,NYJ,0,
