player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,roster_role,slate_format,chalk_score,estimated_ownership_pct,ownership_available,injury_raw_status,injury_status
00-0040691,Jaxson Dart,QB,NYG,14700,44191177,26.899050000000003,26.899050000000003,1.0409277430865298,0.8570826306913997,23.998332041289483,LA,20.33,47.44,1.0,1.0,11.8311,statline_mc+recal_10_4b,8.629888137279755,42.68293977697615,28.638,191.07130376718536,1.42525,5.34525,20.60785876838908,0.1805,0.0,0.0,0.0,0.0,CPT,showdown,74.83490566037736,5.599495162267761,True,,ACTIVE
00-0039075,Puka Nacua,WR,LA,17100,44191175,19.61205,19.61205,0.9898415278342136,1.1429173693086003,22.18732489327797,NYG,27.11,47.44,1.0,1.0,13.317,statline_mc+recal_10_4b,5.245167017799224,47.31718625771164,0.0,0.0,0.0,0.07025,0.5337766192977919,0.002,7.99475,4.83125,69.26422266922204,0.39625,CPT,showdown,77.38207547169812,6.63585661423791,True,Questionable,QUESTIONABLE
00-0037840,Kyren Williams,RB,LA,14400,44191178,17.59875,17.59875,1.0204224404681823,1.1429173693086003,20.524745851968685,NYG,27.11,47.44,1.0,1.0,12.517500000000002,statline_mc+recal_10_4b,4.3552158744845375,43.73059428285634,0.0,0.0,0.0,10.042,47.94586758257549,0.397,3.57325,2.76625,25.030771430549084,0.1315,CPT,showdown,80.02358490566039,7.913644280062675,True,,ACTIVE
00-0026498,Matthew Stafford,QB,LA,15000,44191176,18.55005,18.55005,0.9644246208742194,1.1429173693086003,20.44695615851419,NYG,27.11,47.44,1.0,1.0,11.61495,statline_mc+recal_10_4b,7.094890706313976,36.865073515280486,26.4645,201.7309669732109,1.09925,2.0245,9.23065426747689,0.08975,0.0,0.0,0.0,0.0,CPT,showdown,77.57075471698113,6.719853684709127,True,,ACTIVE
00-0039337,Malik Nabers,WR,NYG,13500,44191180,20.64885,20.64885,1.1114181227143436,0.8570826306913997,19.66961976637597,LA,20.33,47.44,1.0,1.0,12.4806,statline_mc+recal_10_4b,5.018353640467725,41.58094479535178,0.0,0.0,0.0,0.0665,0.3393367534954318,0.001,7.89775,4.8935,57.46646168901102,0.3275,CPT,showdown,69.36320754716981,3.888006544560483,True,,ACTIVE
00-0037838,Isaiah Likely,TE,NYG,11100,44191182,22.4055,22.4055,0.906416861826698,0.8570826306913997,17.40625642121004,LA,20.33,47.44,1.0,1.0,10.33035,statline_mc+recal_10_4b,4.9057652654202775,34.34524187375348,0.0,0.0,0.0,0.0,0.0,0.0,6.9795,5.043,40.64170947473358,0.37925,CPT,showdown,68.60849056603774,3.6972233961449796,True,,ACTIVE
00-0031381,Davante Adams,WR,LA,13200,44191181,14.6529,14.6529,0.9898415278342136,1.1429173693086003,16.576986117863548,NYG,27.11,47.44,1.0,1.0,12.05805,statline_mc+recal_10_4b,3.518520734755315,35.9751204307554,0.0,0.0,0.0,0.06,0.4475306909567377,0.002,6.28775,3.7865,49.455710094800274,0.314,CPT,showdown,71.25,4.409153554981803,True,,ACTIVE
00-0040691,Jaxson Dart,QB,NYG,9800,44191124,17.9327,17.9327,1.0409277430865298,0.8570826306913997,15.998888027526322,LA,20.33,47.44,1.0,1.0,7.8874,statline_mc+recal_10_4b,5.753258758186504,28.455293184650767,28.638,191.07130376718536,1.42525,5.34525,20.60785876838908,0.1805,0.0,0.0,0.0,0.0,FLEX,showdown,75.49528301886792,29.278873372563673,True,,ACTIVE
00-0040715,Cam Skattebo,RB,NYG,14100,44191179,17.72895,17.72895,0.9877034844611868,0.8570826306913997,15.008310210515395,LA,20.33,47.44,1.0,1.0,11.5905,statline_mc+recal_10_4b,2.625872303870044,33.13408260160082,0.0,0.0,0.0,12.607,45.85730964758751,0.35175,2.1455,1.6175,10.908091755848456,0.04875,CPT,showdown,60.495283018867916,2.152654219224251,True,,ACTIVE
00-0039075,Puka Nacua,WR,LA,11400,44191122,13.0747,13.0747,0.9898415278342136,1.1429173693086003,14.791549928851984,NYG,27.11,47.44,1.0,1.0,8.878,statline_mc+recal_10_4b,3.4967780118661493,31.544790838474427,0.0,0.0,0.0,0.07025,0.5337766192977919,0.002,7.99475,4.83125,69.26422266922204,0.39625,FLEX,showdown,78.04245283018868,34.69784326915544,True,Questionable,QUESTIONABLE
00-0037840,Kyren Williams,RB,LA,9600,44191125,11.7325,11.7325,1.0204224404681823,1.1429173693086003,13.683163901312456,NYG,27.11,47.44,1.0,1.0,8.345,statline_mc+recal_10_4b,2.9034772496563583,29.153729521904225,0.0,0.0,0.0,10.042,47.94586758257549,0.397,3.57325,2.76625,25.030771430549084,0.1315,FLEX,showdown,80.68396226415095,41.37919260164696,True,,ACTIVE
00-0026498,Matthew Stafford,QB,LA,10000,44191123,12.3667,12.3667,0.9644246208742194,1.1429173693086003,13.631304105676126,NYG,27.11,47.44,1.0,1.0,7.7433,statline_mc+recal_10_4b,4.72992713754265,24.57671567685366,26.4645,201.7309669732109,1.09925,2.0245,9.23065426747689,0.08975,0.0,0.0,0.0,0.0,FLEX,showdown,78.89150943396227,36.718521654181515,True,,ACTIVE
00-0039337,Malik Nabers,WR,NYG,9000,44191127,13.7659,13.7659,1.1114181227143436,0.8570826306913997,13.113079844250644,LA,20.33,47.44,1.0,1.0,8.3204,statline_mc+recal_10_4b,3.34556909364515,27.72062986356785,0.0,0.0,0.0,0.0665,0.3393367534954318,0.001,7.89775,4.8935,57.46646168901102,0.3275,FLEX,showdown,70.02358490566039,20.32977045091012,True,,ACTIVE
00-0039498,Harrison Mevis,K,LA,7500,44191189,12.103125,12.103125,1.0,1.0,12.103125,NYG,0.0,0.0,,,7.29495,kicker_session_13_1,3.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CPT,showdown,51.67452830188678,1.1956037487164088,True,,ACTIVE
00-0041145,Dominic Zvada,K,NYG,7200,44191190,11.9931,11.9931,1.0,1.0,11.9931,LA,0.0,0.0,,,7.2894,kicker_session_13_1,3.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CPT,showdown,53.46698113207546,1.3473613741677795,True,,ACTIVE
DST_LA,Rams,DST,LA,6300,44191192,11.93527113975,11.93527113975,1.2092046072571463,1.1101819970486964,11.93527113975,NYG,27.11,47.44,,,8.728950000000001,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CPT,showdown,75.1179245283019,5.706149018810995,True,,ACTIVE
00-0037838,Isaiah Likely,TE,NYG,7400,44191129,14.937,14.937,0.906416861826698,0.8570826306913997,11.604170947473358,LA,20.33,47.44,1.0,1.0,6.8869,statline_mc+recal_10_4b,3.270510176946852,22.89682791583565,0.0,0.0,0.0,0.0,0.0,0.0,6.9795,5.043,40.64170947473358,0.37925,FLEX,showdown,69.26886792452831,19.332195583497544,True,,ACTIVE
00-0041042,Malachi Fields,WR,NYG,8400,44191188,12.06045,12.06045,1.1114181227143436,0.8570826306913997,11.488533215927047,LA,20.33,47.44,1.0,1.0,10.94175,statline_mc+recal_10_4b,1.953968403206024,25.376451902356223,0.0,0.0,0.0,0.064,0.3606970356682779,0.003,4.5475,2.73725,34.66452440384539,0.19675,CPT,showdown,60.2122641509434,2.1124188742433447,True,,ACTIVE
00-0031381,Davante Adams,WR,LA,8800,44191128,9.7686,9.7686,0.9898415278342136,1.1429173693086003,11.0513240785757,NYG,27.11,47.44,1.0,1.0,8.0387,statline_mc+recal_10_4b,2.3456804898368766,23.9834136205036,0.0,0.0,0.0,0.06,0.4475306909567377,0.002,6.28775,3.7865,49.455710094800274,0.314,FLEX,showdown,72.57075471698113,24.09242937143183,True,,ACTIVE
