,avg,worst,if_LA_wins,if_NYG_wins,desc,proj,salary,min_side
0,25.86666666666667,21.083333333333336,13.581730769230768,40.23329652125897,"CPT Nabers | Stafford, Dart, Likely, Zvada(K), Rams(D)  [NYG4/LA2]",93.01902018481496,49700,13.581730769230768
1,23.67708333333333,18.35,14.443108974358973,35.173937051352844,"CPT Nabers | Stafford, Dart, Adams, Likely, Smith  [NYG3/LA3]",93.94106599263078,49700,14.443108974358973
2,24.829166666666666,19.383333333333333,11.838942307692308,40.640530093870794,"CPT Dart | Stafford, Nabers, Likely, Zvada(K), Parkinson  [NYG4/LA2]",94.52772331673972,49500,11.838942307692308
3,24.922916666666666,20.133333333333333,12.466613247863249,39.37741579237989,"CPT Dart | Williams, Nabers, Likely, Zvada(K), Rams(D)  [NYG4/LA2]",94.10405365530148,49700,12.466613247863249
4,22.758333333333336,17.333333333333336,12.760416666666663,34.04886802871342,"CPT Nabers | Stafford, Dart, Adams, Likely, Ricard  [NYG4/LA2]",92.78180024528368,49900,12.760416666666663
5,23.34791666666667,18.05,14.169337606837606,34.78050800662617,"CPT Dart | Williams, Nabers, Adams, Likely, Smith  [NYG3/LA3]",95.0260994631173,49700,14.169337606837606
6,23.879166666666666,18.6,13.28125,35.94008834897846,"CPT Dart | Stafford, Nabers, Likely, Rams(D), Corum  [NYG3/LA3]",95.31084514082423,49900,13.28125
7,21.452083333333334,19.25,31.93108974358974,11.95472114853672,"CPT Williams | Stafford, Nabers, Adams, Rams(D), Parkinson  [LA5/NYG1]",94.5591820635824,50000,11.95472114853672
8,22.79375,17.683333333333334,10.683760683760685,37.83821093318608,"CPT Dart | Williams, Nabers, Likely, Zvada(K), Parkinson  [NYG4/LA2]",92.9847682702286,49100,10.683760683760685
9,22.720833333333328,17.466666666666665,12.079326923076925,35.89867476532303,"CPT Nabers | Stafford, Dart, Likely, Fields, Parkinson  [NYG4/LA2]",90.899148193591,49900,12.079326923076925
10,23.4,18.366666666666667,11.985844017094017,37.89342904472667,"CPT Nabers | Dart, Williams, Likely, Zvada(K), Corum  [NYG4/LA2]",91.17845415081545,49700,11.985844017094017
11,22.44375,17.766666666666666,13.72195512820513,32.426836002208724,"CPT Nabers | Stafford, Dart, Adams, Zvada(K), Singletary  [NYG4/LA2]",92.584194313727,49900,13.72195512820513
