Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1171,5262674920,moneyteammayweather,0,136.22,DST Cardinals  FLEX Parker Washington QB Bo Nix RB De'Von Achane RB Bhayshul Tuten TE Evan Engram WR CeeDee Lamb WR Jaylen Waddle WR George Pickens,,,
1173,5263968118,dataiderfan74,0,136.18001,DST 49ers  FLEX Jaxon Smith-Njigba QB Justin Herbert RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR Quentin Johnston WR Tre Tucker WR Tre' Harris,,,
1173,5263951204,Spdjunkey,0,136.18,DST Jaguars  FLEX Marvin Harrison Jr. QB Brock Purdy RB Ashton Jeanty RB Jadarian Price TE Trey McBride WR Jaxon Smith-Njigba WR Stefon Diggs WR Kendrick Bourne,,,
1175,5263662588,xman253,0,136.16,DST Cardinals  FLEX Stefon Diggs QB Trevor Lawrence RB Christian McCaffrey RB Rachaad White TE Trey McBride WR Jaylen Waddle WR Parker Washington WR Malik Washington,,,
1175,5263920258,BSMITTYFIREMAN,0,136.16,DST 49ers  FLEX Ashton Jeanty QB Dak Prescott RB Bhayshul Tuten RB Jacory Croskey-Merritt TE Michael Mayer WR Jaxon Smith-Njigba WR George Pickens WR Ryan Flournoy,,,
1177,5263173429,ryanellis19,0,136.14,DST 49ers  FLEX Jonah Coleman QB Jayden Daniels RB Christian McCaffrey RB Bhayshul Tuten TE Trey McBride WR CeeDee Lamb WR Antonio Williams WR Chris Bell,,,
1177,5263949871,BigPapaVol,0,136.14,DST Seahawks  FLEX Terry McLaurin QB Jayden Daniels RB Ashton Jeanty RB Jacory Croskey-Merritt TE Jake Ferguson WR CeeDee Lamb WR George Pickens WR Stefon Diggs,,,
1179,5261356238,josh.0,0,136.08,DST Cowboys  FLEX Trey McBride QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE Luke Farrell WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Caleb Douglas,,,
1180,5257799064,miashade,0,136.06,DST Seahawks  FLEX De'Von Achane QB Dak Prescott RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR CeeDee Lamb WR Malik Washington WR Kendrick Bourne,,,
1181,5262611215,Denvergirl17,0,136.04,DST Broncos  FLEX Deebo Samuel Sr. QB Jayden Daniels RB Ashton Jeanty RB Jacory Croskey-Merritt TE Michael Mayer WR Jaxon Smith-Njigba WR CeeDee Lamb WR Pat Bryant,,,
1182,5263155381,Georgia2Cali87,0,135.98001,DST 49ers  FLEX Jaxon Smith-Njigba QB Justin Herbert RB Christian McCaffrey RB Ashton Jeanty TE Oronde Gadsden II WR Quentin Johnston WR Tre Tucker WR Pat Bryant,,,
1182,5263950312,locus,0,135.98,DST 49ers  FLEX Tre Tucker QB Brock Purdy RB Christian McCaffrey RB Jacory Croskey-Merritt TE Jake Ferguson WR Mike Evans WR George Pickens WR Deebo Samuel Sr.,,,
1182,5263129226,jaysdrivin100,0,135.97998,DST Jaguars  FLEX Antonio Williams QB Brock Purdy RB Omarion Hampton RB Javonte Williams TE David Njoku WR Jaxon Smith-Njigba WR Mike Evans WR Parker Washington,,,
1185,5263990105,GenoStatkins,0,135.96002,DST 49ers  FLEX Caleb Douglas QB Dak Prescott RB Christian McCaffrey RB Jeremiyah Love TE Michael Mayer WR CeeDee Lamb WR Parker Washington WR Michael Wilson,,,
1186,5263785474,dalonomite,0,135.94,DST Cardinals  FLEX Jaxon Smith-Njigba QB Jayden Daniels RB Ashton Jeanty RB Bhayshul Tuten TE AJ Barner WR Mike Evans WR Terry McLaurin WR Tre Tucker,,,
1187,5264005497,Jagermister17,0,135.92001,DST Seahawks  FLEX Evan Engram QB Bo Nix RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR Jaxon Smith-Njigba WR Jaylen Waddle WR Pat Bryant,,,
1188,5259954451,jordanh415,0,135.88,DST Chargers  FLEX Javonte Williams QB Brock Purdy RB Christian McCaffrey RB Omarion Hampton TE Jake Ferguson WR Mike Evans WR Stefon Diggs WR Caleb Douglas,,,
1188,5262946952,1vikes1,0,135.88,DST 49ers  FLEX Deebo Samuel Sr. QB Brock Purdy RB Ashton Jeanty RB Bhayshul Tuten TE John Bates WR CeeDee Lamb WR Mike Evans WR Stefon Diggs,,,
1188,5263150486,Ttimet,0,135.88,DST Raiders  FLEX Javonte Williams QB Brock Purdy RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR CeeDee Lamb WR Terry McLaurin WR Caleb Douglas,,,
1188,5264097864,joe-diamond,0,135.87999,DST Raiders  FLEX Evan Engram QB Brock Purdy RB Ashton Jeanty RB Javonte Williams TE Brenton Strange WR Jaxon Smith-Njigba WR Mike Evans WR Parker Washington,,,
1192,5261155868,blozano9,0,135.85999,DST 49ers  FLEX Antonio Williams QB Dak Prescott RB Christian McCaffrey RB Jacory Croskey-Merritt TE Evan Engram WR CeeDee Lamb WR Parker Washington WR Deebo Samuel Sr.,,,
1193,5261675036,pigspinner,0,135.84,DST Raiders  FLEX Parker Washington QB Jayden Daniels RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR Jaxon Smith-Njigba WR Terry McLaurin WR Caleb Douglas,,,
1193,5264067920,buythestars,0,135.84,DST Chargers  FLEX Terry McLaurin QB Jayden Daniels RB Omarion Hampton RB J.K. Dobbins TE George Kittle WR CeeDee Lamb WR George Pickens WR Stefon Diggs,,,
1195,5263283143,kudrewsy,0,135.81999,DST Broncos  FLEX Ashton Jeanty QB Bo Nix RB Jacory Croskey-Merritt RB J.K. Dobbins TE Evan Engram WR Jaxon Smith-Njigba WR CeeDee Lamb WR Deebo Samuel Sr.,,,
1196,5263993543,Phins3O5,0,135.8,DST Cardinals  FLEX Ashton Jeanty QB Drew Lock RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR Jaxon Smith-Njigba WR Parker Washington WR Caleb Douglas,,,
1196,5260797075,drpimpsumn,0,135.79999,DST 49ers  FLEX Trey McBride QB Drew Lock RB Bhayshul Tuten RB Jacory Croskey-Merritt TE AJ Barner WR Jaxon Smith-Njigba WR Mike Evans WR Deebo Samuel Sr.,,,
1198,5258762576,corneliussss,0,135.78,DST Jaguars  FLEX Mike Evans QB Brock Purdy RB Javonte Williams RB Jadarian Price TE George Kittle WR Jaxon Smith-Njigba WR Parker Washington WR Pat Bryant,,,
1198,5260030256,markertassel,0,135.78,DST Chargers  FLEX Javonte Williams QB Brock Purdy RB Christian McCaffrey RB De'Von Achane TE George Kittle WR Parker Washington WR Stefon Diggs WR Caleb Douglas,,,
1198,5262947324,Aplous,0,135.78,DST Broncos  FLEX Jeremiyah Love QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Caleb Douglas,,,
1198,5263686431,kfahey42,0,135.78,DST Raiders  FLEX Trey McBride QB Brock Purdy RB Ashton Jeanty RB Jacory Croskey-Merritt TE Michael Mayer WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Jakobi Meyers,,,
1198,5263982128,kayla.marie16,0,135.78,DST Cowboys  FLEX Parker Washington QB Brock Purdy RB De'Von Achane RB Jacory Croskey-Merritt TE Jake Ferguson WR CeeDee Lamb WR Mike Evans WR Quentin Johnston,,,
1203,5263400873,joshjoe1,0,135.76001,DST Cardinals  FLEX Terry McLaurin QB Dak Prescott RB Christian McCaffrey RB Jacory Croskey-Merritt TE George Kittle WR CeeDee Lamb WR Mike Evans WR Caleb Douglas,,,
1203,5263894935,beermanbill1,0,135.76,DST 49ers  FLEX Christian McCaffrey QB Dak Prescott RB Jacory Croskey-Merritt RB J.K. Dobbins TE Michael Mayer WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Malik Washington,,,
1205,5263890425,shannond77,0,135.72,DST Seahawks  FLEX Bhayshul Tuten QB Bo Nix RB Christian McCaffrey RB J.K. Dobbins TE Trey McBride WR Deebo Samuel Sr. WR Stefon Diggs WR Tre Tucker,,,
1205,5264093729,C0EXIST,0,135.72,DST 49ers  FLEX Bhayshul Tuten QB Bo Nix RB Christian McCaffrey RB Jadarian Price TE Evan Engram WR CeeDee Lamb WR Jaylen Waddle WR Cooper Kupp,,,
1207,5262835938,Lemon007,0,135.68,DST 49ers  FLEX Caleb Douglas QB Brock Purdy RB Christian McCaffrey RB Tyler Allgeier TE Michael Mayer WR CeeDee Lamb WR Mike Evans WR Parker Washington,,,
1208,5258638088,hardcorewaterfowler,0,135.66,DST 49ers  FLEX Trey McBride QB Trevor Lawrence RB Ashton Jeanty RB Kaelon Black TE David Njoku WR Jaxon Smith-Njigba WR CeeDee Lamb WR Caleb Douglas,,,
1208,5262126458,nbodnar,0,135.66,DST Seahawks  FLEX Javonte Williams QB Trevor Lawrence RB Christian McCaffrey RB J.K. Dobbins TE Michael Mayer WR CeeDee Lamb WR Parker Washington WR Tre Tucker,,,
1208,5262411373,graphictag,0,135.66,DST Raiders  FLEX Trey McBride QB Dak Prescott RB Ashton Jeanty RB Javonte Williams TE Michael Mayer WR CeeDee Lamb WR George Pickens WR Caleb Douglas,,,
1208,5263458489,cubsfankev,0,135.66,DST Jaguars  FLEX Evan Engram QB Dak Prescott RB Christian McCaffrey RB Ashton Jeanty TE Trey McBride WR CeeDee Lamb WR Terry McLaurin WR Caleb Douglas,,,
1208,5264067726,jeffberlin40,0,135.66,DST Raiders  FLEX Michael Mayer QB Dak Prescott RB Ashton Jeanty RB Javonte Williams TE Trey McBride WR CeeDee Lamb WR George Pickens WR Caleb Douglas,,,
1208,5263878757,savannahcalcote,0,135.65999,DST Cardinals  FLEX Antonio Williams QB Trevor Lawrence RB Ashton Jeanty RB Jeremiyah Love TE Evan Engram WR Jaxon Smith-Njigba WR CeeDee Lamb WR Parker Washington,,,
1214,5263125042,djstalker1,0,135.63998,DST 49ers  FLEX Demarcus Robinson QB Jayden Daniels RB Christian McCaffrey RB Jadarian Price TE Brenton Strange WR Jaxon Smith-Njigba WR Stefon Diggs WR Terry McLaurin,,,
1215,5258174517,Daf3410,0,135.56,DST Raiders  FLEX Javonte Williams QB Dak Prescott RB Christian McCaffrey RB Ashton Jeanty TE Brenton Strange WR CeeDee Lamb WR Demarcus Robinson WR Jack Bech,,,
1216,5264081001,bsermak,0,135.54001,DST 49ers  FLEX Kaytron Allen QB Jayden Daniels RB Christian McCaffrey RB De'Von Achane TE Jake Ferguson WR Jaxon Smith-Njigba WR Quentin Johnston WR Ryan Flournoy,,,
1216,5261598051,Erntropolis,0,135.54,DST Chargers  FLEX Jacory Croskey-Merritt QB Jayden Daniels RB Christian McCaffrey RB Bhayshul Tuten TE John Bates WR Jaxon Smith-Njigba WR Stefon Diggs WR Terry McLaurin,,,
1218,5261774586,David0316,0,135.48,DST Jaguars  FLEX Deebo Samuel Sr. QB Brock Purdy RB Ashton Jeanty RB Jadarian Price TE Jake Ferguson WR Jaxon Smith-Njigba WR Mike Evans WR Terry McLaurin,,,
1218,5261825670,jnpcbfl,0,135.48,DST Seahawks  FLEX Stefon Diggs QB Brock Purdy RB Ashton Jeanty RB Jeremiyah Love TE Brenton Strange WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Jakobi Meyers,,,
1218,5262248325,KingAlpaca1,0,135.48,DST 49ers  FLEX Jacory Croskey-Merritt QB Brock Purdy RB Bhayshul Tuten RB Kaelon Black TE Trey McBride WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Demarcus Robinson,,,
1221,5263392520,Sundayslacker,0,135.45999,DST Jaguars  FLEX CeeDee Lamb QB Trevor Lawrence RB Ashton Jeanty RB Jeremiyah Love TE Michael Mayer WR Jaxon Smith-Njigba WR Parker Washington WR Pat Bryant,,,
1222,5264089108,aaberna7,0,135.42,DST Jaguars  FLEX Kendrick Bourne QB Bo Nix RB Christian McCaffrey RB Jadarian Price TE Michael Mayer WR Jaxon Smith-Njigba WR Jaylen Waddle WR George Pickens,,,
1223,5263894978,johnbrock636,0,135.4,DST Jaguars  FLEX Jaxon Smith-Njigba QB Drew Lock RB Christian McCaffrey RB Javonte Williams TE Evan Engram WR George Pickens WR Parker Washington WR Antonio Williams,,,
1224,5262648930,j11five,0,135.38,DST Raiders  FLEX Jadarian Price QB Brock Purdy RB De'Von Achane RB Javonte Williams TE George Kittle WR CeeDee Lamb WR Mike Evans WR Caleb Douglas,,,
1224,5263564271,regan3,0,135.38,DST 49ers  FLEX Demarcus Robinson QB Brock Purdy RB Christian McCaffrey RB Ashton Jeanty TE Brenton Strange WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Caleb Douglas,,,
1224,5263700774,GMJ500,0,135.38,DST Raiders  FLEX Javonte Williams QB Brock Purdy RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR CeeDee Lamb WR Deebo Samuel Sr. WR Caleb Douglas,,,
1224,5263815480,Pablo2003,0,135.38,DST Jaguars  FLEX Demarcus Robinson QB Brock Purdy RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR Jaxon Smith-Njigba WR Mike Evans WR Antonio Williams,,,
1224,5264071409,joeystorey813,0,135.38,DST Broncos  FLEX Trey McBride QB Justin Herbert RB Omarion Hampton RB Jadarian Price TE Michael Mayer WR Jaxon Smith-Njigba WR Stefon Diggs WR Quentin Johnston,,,
1229,5258542634,whiskeypatriot,0,135.36,DST Cardinals  FLEX Ashton Jeanty QB Trevor Lawrence RB Christian McCaffrey RB Bhayshul Tuten TE Jake Ferguson WR Jaxon Smith-Njigba WR Terry McLaurin WR Tre' Harris,,,
1229,5262434131,BearsBomber64,0,135.36,DST 49ers  FLEX Brenton Strange QB Dak Prescott RB Christian McCaffrey RB Ashton Jeanty TE Jake Ferguson WR CeeDee Lamb WR Quentin Johnston WR Marvin Harrison Jr.,,,
1229,5264007734,ChiefGordon,0,135.36,DST Jaguars  FLEX Bhayshul Tuten QB Dak Prescott RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR CeeDee Lamb WR Courtland Sutton WR Demarcus Robinson,,,
1229,5264013318,rcblake03,0,135.36,DST Jaguars  FLEX Michael Mayer QB Dak Prescott RB Christian McCaffrey RB Ashton Jeanty TE David Njoku WR Jaxon Smith-Njigba WR George Pickens WR Terry McLaurin,,,
1233,5263951922,jmalphrus,0,135.34001,DST Jaguars  FLEX Jaxon Smith-Njigba QB Jayden Daniels RB Ashton Jeanty RB Bhayshul Tuten TE Michael Mayer WR Parker Washington WR Michael Wilson WR Stefon Diggs,,,
1234,5263933974,FantasyCrusader,0,135.28,DST Seahawks  FLEX Jaxon Smith-Njigba QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR Deebo Samuel Sr. WR Terry McLaurin WR Caleb Douglas,,,
1234,5263942752,CarportJunkies22,0,135.28,DST Seahawks  FLEX Terry McLaurin QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Caleb Douglas,,,
1234,5264043163,Mattlat,0,135.28,DST Seahawks  FLEX De'Von Achane QB Brock Purdy RB Ashton Jeanty RB Javonte Williams TE Jake Ferguson WR CeeDee Lamb WR Deebo Samuel Sr. WR Kendrick Bourne,,,
1234,5264080647,mill1270,0,135.28,DST Seahawks  FLEX Jaxon Smith-Njigba QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR Deebo Samuel Sr. WR Terry McLaurin WR Caleb Douglas,,,
1238,5262502031,X.oShotta97,0,135.26001,DST 49ers  FLEX Deebo Samuel Sr. QB Dak Prescott RB Ashton Jeanty RB Jacory Croskey-Merritt TE Michael Mayer WR Jaxon Smith-Njigba WR Stefon Diggs WR Quentin Johnston,,,
1238,5264049901,PrinceJoker,0,135.26001,DST Broncos  FLEX Tre' Harris QB Dak Prescott RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR CeeDee Lamb WR George Pickens WR Terry McLaurin,,,
1238,5263975162,manBEAST,0,135.26,DST Broncos  FLEX Ashton Jeanty QB Dak Prescott RB Javonte Williams RB J.K. Dobbins TE Jake Ferguson WR CeeDee Lamb WR George Pickens WR Terry McLaurin,,,
1241,5262266170,hunchoharry,0,135.23999,DST Broncos  FLEX Ashton Jeanty QB Jayden Daniels RB Christian McCaffrey RB Jacory Croskey-Merritt TE Evan Engram WR Jaxon Smith-Njigba WR Stefon Diggs WR Caleb Douglas,,,
1242,5263993778,Chopper609,0,135.18,DST Jaguars  FLEX George Kittle QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE David Njoku WR CeeDee Lamb WR Mike Evans WR Deebo Samuel Sr.,,,
1243,5264046296,gamec0cks,0,135.12,DST Seahawks  FLEX Jaxon Smith-Njigba QB Bo Nix RB Ashton Jeanty RB Javonte Williams TE Evan Engram WR Jaylen Waddle WR Parker Washington WR Caleb Douglas,,,
1244,5263145961,Paul5074,0,135.08002,DST 49ers  FLEX Christian McCaffrey QB Brock Purdy RB Javonte Williams RB Bhayshul Tuten TE Michael Mayer WR CeeDee Lamb WR Jakobi Meyers WR Demarcus Robinson,,,
1244,5258174624,Johnnypay,0,135.08,DST Seahawks  FLEX Quentin Johnston QB Brock Purdy RB Javonte Williams RB Bhayshul Tuten TE Jake Ferguson WR CeeDee Lamb WR Mike Evans WR Terry McLaurin,,,
1244,5260348923,The-Autumn-Wind,0,135.08,DST Cardinals  FLEX George Kittle QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR CeeDee Lamb WR George Pickens WR Quentin Johnston,,,
1244,5261768380,KingDukeFarmer81,0,135.08,DST Cardinals  FLEX Mike Evans QB Justin Herbert RB Omarion Hampton RB Jeremiyah Love TE David Njoku WR Jaxon Smith-Njigba WR CeeDee Lamb WR Kendrick Bourne,,,
1244,5262521577,lpratts,0,135.08,DST Cardinals  FLEX Michael Mayer QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE George Kittle WR CeeDee Lamb WR George Pickens WR Quentin Johnston,,,
1244,5263386061,fniemeyer,0,135.08,DST Seahawks  FLEX Jaxon Smith-Njigba QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE Evan Engram WR Deebo Samuel Sr. WR Terry McLaurin WR Tre' Harris,,,
1250,5257774601,Baxter21Sheena13,0,135.06,DST 49ers  FLEX Antonio Williams QB Dak Prescott RB Ashton Jeanty RB Javonte Williams TE George Kittle WR CeeDee Lamb WR George Pickens WR Ryan Flournoy,,,
1250,5263976094,Brandon848,0,135.06,DST Seahawks  FLEX George Kittle QB Dak Prescott RB Ashton Jeanty RB Jadarian Price TE Brenton Strange WR Jaxon Smith-Njigba WR George Pickens WR Jakobi Meyers,,,
1250,5264024141,boxr1299,0,135.06,DST Seahawks  FLEX Ashton Jeanty QB Dak Prescott RB Omarion Hampton RB Javonte Williams TE Luke Farrell WR CeeDee Lamb WR Parker Washington WR Antonio Williams,,,
1250,5264041171,SnagDaddy,0,135.06,DST Chargers  FLEX Jeremiyah Love QB Dak Prescott RB Omarion Hampton RB George Holani TE George Kittle WR Jaxon Smith-Njigba WR Courtland Sutton WR Jakobi Meyers,,,
1254,5260966281,ericdwman1,0,135.04001,DST Chargers  FLEX Jacory Croskey-Merritt QB Jayden Daniels RB Christian McCaffrey RB Javonte Williams TE Jake Ferguson WR CeeDee Lamb WR Parker Washington WR Jack Bech,,,
1254,5264093694,Rhino1979,0,135.04001,DST Seahawks  FLEX Jaxon Smith-Njigba QB Jayden Daniels RB Ashton Jeanty RB Javonte Williams TE George Kittle WR Stefon Diggs WR Quentin Johnston WR Demarcus Robinson,,,
1256,5263957711,nrkaul,0,135.02,DST Broncos  FLEX George Pickens QB Bo Nix RB Christian McCaffrey RB Kaelon Black TE John Bates WR Jaxon Smith-Njigba WR Jaylen Waddle WR Deebo Samuel Sr.,,,
1256,5263991452,tsshaffer,0,135.02,DST Jaguars  FLEX Jeremiyah Love QB Kirk Cousins RB Ashton Jeanty RB Jacory Croskey-Merritt TE Trey McBride WR Jaxon Smith-Njigba WR Stefon Diggs WR Jalen Nailor,,,
1258,5263129525,torus12,0,135,DST Seahawks  FLEX Javonte Williams QB Drew Lock RB Ashton Jeanty RB Bhayshul Tuten TE Trey McBride WR Jaxon Smith-Njigba WR Demarcus Robinson WR Kendrick Bourne,,,
1259,5261915200,liza2007,0,134.98001,DST Jaguars  FLEX Jadarian Price QB Brock Purdy RB Javonte Williams RB Jonah Coleman TE George Kittle WR CeeDee Lamb WR Mike Evans WR George Pickens,,,
1259,5264073851,Unclesalty1958,0,134.98001,DST Broncos  FLEX Cooper Kupp QB Brock Purdy RB Ashton Jeanty RB Jacory Croskey-Merritt TE George Kittle WR Jaxon Smith-Njigba WR Mike Evans WR Deebo Samuel Sr.,,,
1259,5257655318,mattbpoole,0,134.98,DST Chargers  FLEX Malik Washington QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE AJ Barner WR CeeDee Lamb WR George Pickens WR Terry McLaurin,,,
1259,5258500461,amielees,0,134.98,DST Jaguars  FLEX Omarion Hampton QB Brock Purdy RB Christian McCaffrey RB Ashton Jeanty TE David Njoku WR CeeDee Lamb WR Deebo Samuel Sr. WR Antonio Williams,,,
1259,5263388336,burnside3666,0,134.98,DST Seahawks  FLEX Jakobi Meyers QB Brock Purdy RB Ashton Jeanty RB Javonte Williams TE Evan Engram WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Stefon Diggs,,,
1259,5263528475,capriaa,0,134.98,DST Seahawks  FLEX Jaxon Smith-Njigba QB Brock Purdy RB Ashton Jeanty RB Javonte Williams TE Evan Engram WR Deebo Samuel Sr. WR Stefon Diggs WR Jakobi Meyers,,,
1265,5262415791,thelawnmower,0,134.96,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Javonte Williams RB Jacory Croskey-Merritt TE Trey McBride WR CeeDee Lamb WR Stefon Diggs WR Josh Cameron,,,
1265,5262521688,cphustler,0,134.96,DST Broncos  FLEX Javonte Williams QB Dak Prescott RB Ashton Jeanty RB J.K. Dobbins TE Michael Mayer WR CeeDee Lamb WR George Pickens WR Stefon Diggs,,,
1265,5263976637,Jay_Dub44,0,134.96,DST 49ers  FLEX Demarcus Robinson QB Dak Prescott RB Christian McCaffrey RB Javonte Williams TE Evan Engram WR CeeDee Lamb WR Parker Washington WR Quentin Johnston,,,
1265,5264041807,Paulo21613,0,134.96,DST Broncos  FLEX Javonte Williams QB Dak Prescott RB Ashton Jeanty RB J.K. Dobbins TE Michael Mayer WR CeeDee Lamb WR George Pickens WR Stefon Diggs,,,
1265,5264017823,Fishnaked,0,134.95999,DST Jaguars  FLEX Malik Washington QB Dak Prescott RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR CeeDee Lamb WR George Pickens WR Terry McLaurin,,,
1270,5263099339,timmullins27,0,134.88,DST Cardinals  FLEX Jake Ferguson QB Justin Herbert RB Christian McCaffrey RB Jadarian Price TE Michael Mayer WR Jaxon Smith-Njigba WR Ladd McConkey WR Parker Washington,,,
1271,5263881563,TheGoat2434,0,134.86,DST 49ers  FLEX CeeDee Lamb QB Trevor Lawrence RB Jadarian Price RB RJ Harvey TE George Kittle WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Antonio Williams,,,
1271,5263741264,cantafford,0,134.85999,DST Chargers  FLEX Ashton Jeanty QB Dak Prescott RB Omarion Hampton RB Javonte Williams TE David Njoku WR CeeDee Lamb WR Stefon Diggs WR Quentin Johnston,,,
1273,5262992155,Tomasisme,0,134.84,DST Raiders  FLEX Antonio Williams QB Jayden Daniels RB Javonte Williams RB Bhayshul Tuten TE Trey McBride WR CeeDee Lamb WR Stefon Diggs WR Quentin Johnston,,,
1274,5263976719,newtrockne,0,134.82,DST 49ers  FLEX Omarion Hampton QB Bo Nix RB Christian McCaffrey RB Rachaad White TE Evan Engram WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Pat Bryant,,,
1275,5259727597,dfresh102438,0,134.76001,DST Broncos  FLEX Michael Mayer QB Dak Prescott RB Christian McCaffrey RB Ashton Jeanty TE Trey McBride WR CeeDee Lamb WR Quentin Johnston WR Tory Horton,,,
1275,5263871704,trbbls,0,134.76001,DST 49ers  FLEX George Kittle QB Trevor Lawrence RB Christian McCaffrey RB Jeremiyah Love TE Michael Mayer WR Jaxon Smith-Njigba WR Parker Washington WR Caleb Douglas,,,
1275,5263957871,mustbeinit25,0,134.76001,DST Cardinals  FLEX Bhayshul Tuten QB Dak Prescott RB Christian McCaffrey RB Jacory Croskey-Merritt TE Jake Ferguson WR Mike Evans WR George Pickens WR Stefon Diggs,,,
1275,5263940780,ascheibe,0,134.76,DST Chargers  FLEX Caleb Douglas QB Dak Prescott RB Jacory Croskey-Merritt RB J.K. Dobbins TE Trey McBride WR CeeDee Lamb WR Jaylen Waddle WR Deebo Samuel Sr.,,,
1279,5264052561,bipper,0,134.7,DST Cardinals  FLEX David Njoku QB Jacoby Brissett RB Ashton Jeanty RB Javonte Williams TE Trey McBride WR Jaxon Smith-Njigba WR CeeDee Lamb WR Kendrick Bourne,,,
1280,5263162266,kilzman2,0,134.68001,DST 49ers  FLEX Quentin Johnston QB Brock Purdy RB Christian McCaffrey RB Jadarian Price TE Oronde Gadsden II WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Antonio Williams,,,
1280,5263094334,Itzpcraft,0,134.68,DST Seahawks  FLEX Mike Evans QB Brock Purdy RB De'Von Achane RB Jadarian Price TE Michael Mayer WR Jaxon Smith-Njigba WR Parker Washington WR Caleb Douglas,,,
1282,5257996451,brodd4,0,134.66,DST Jaguars  FLEX Deebo Samuel Sr. QB Dak Prescott RB Christian McCaffrey RB Bhayshul Tuten TE AJ Barner WR CeeDee Lamb WR George Pickens WR Quentin Johnston,,,
1282,5262712700,Bergsy,0,134.66,DST Jaguars  FLEX Christian McCaffrey QB Dak Prescott RB Ashton Jeanty RB De'Von Achane TE Evan Engram WR Jaxon Smith-Njigba WR Antonio Williams WR Kendrick Bourne,,,
1284,5264012884,MaRKaVeLi25,0,134.64,DST Cardinals  FLEX Trey McBride QB Jayden Daniels RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR CeeDee Lamb WR Stefon Diggs WR Caleb Douglas,,,
1285,5259178884,wwalbrecher,0,134.62,DST 49ers  FLEX Courtland Sutton QB Kirk Cousins RB Christian McCaffrey RB Jadarian Price TE Michael Mayer WR Jaxon Smith-Njigba WR Parker Washington WR Troy Franklin,,,
1286,5259874377,34Payton1969,0,134.6,DST Jaguars  FLEX Michael Mayer QB Drew Lock RB Christian McCaffrey RB Ashton Jeanty TE Trey McBride WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Jalen Nailor,,,
1287,5261580123,mth2000_99,0,134.58002,DST 49ers  FLEX Tre' Harris QB Brock Purdy RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Pat Bryant,,,
1287,5262302858,brianLiza,0,134.58,DST Seahawks  FLEX Demarcus Robinson QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE Brenton Strange WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Antonio Williams,,,
1289,5262494173,jayho480,0,134.56,DST Broncos  FLEX Jaxon Smith-Njigba QB Dak Prescott RB Omarion Hampton RB Jadarian Price TE Michael Mayer WR Mike Evans WR George Pickens WR Kendrick Bourne,,,
1289,5263849095,greasyF5,0,134.56,DST 49ers  FLEX Jacory Croskey-Merritt QB Dak Prescott RB Ashton Jeanty RB Bhayshul Tuten TE Jake Ferguson WR CeeDee Lamb WR Courtland Sutton WR Quentin Johnston,,,
