Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
4449,5262614768,dbriley,0,129.95999,DST Ravens  FLEX Derrick Henry QB Dak Prescott RB Ashton Jeanty RB Javonte Williams TE Dalton Schultz WR George Pickens WR Parker Washington WR Antonio Williams,,,
4449,5263023247,akap0714,0,129.95999,DST Buccaneers  FLEX Chuba Hubbard QB Dak Prescott RB Ashton Jeanty RB Rhamondre Stevenson TE Brenton Strange WR CeeDee Lamb WR Tee Higgins WR Dontayvion Wicks,,,
4455,5262643640,LANCEB69,0,129.94,DST Saints  FLEX Bhayshul Tuten QB Jayden Daniels RB Christian McCaffrey RB Aaron Jones Sr. TE Mark Andrews WR Ja'Marr Chase WR Christian Watson WR Antonio Williams,,,
4455,5262800711,Nike33,0,129.94,DST Bears  FLEX Derrick Henry QB Jayden Daniels RB Bijan Robinson RB Bucky Irving TE Jake Ferguson WR Stefon Diggs WR Jalen Coker WR Matthew Golden,,,
4457,5257394607,AdamShulman,0,129.92001,DST Bengals  FLEX De'Von Achane QB Bo Nix RB Derrick Henry RB Ashton Jeanty TE George Kittle WR Jaylen Waddle WR Parker Washington WR Caleb Douglas,,,
4457,5262172946,DrNickIsIn,0,129.92001,DST Cardinals  FLEX Christian McCaffrey QB Carson Wentz RB Bijan Robinson RB Aaron Jones Sr. TE T.J. Hockenson WR Jaxon Smith-Njigba WR Garrett Wilson WR Tre' Harris,,,
4457,5263211165,DoughboyStyle14,0,129.92001,DST Patriots  FLEX Colston Loveland QB Bo Nix RB Derrick Henry RB Saquon Barkley TE Dalton Schultz WR Justin Jefferson WR Ja'Marr Chase WR Roman Wilson,,,
4457,5262443742,Sheptorious,0,129.92,DST 49ers  FLEX Aaron Jones Sr. QB Carson Wentz RB Christian McCaffrey RB Derrick Henry TE T.J. Hockenson WR CeeDee Lamb WR Luther Burden III WR Devaughn Vele,,,
4461,5262071643,swt_detch_77,0,129.9,DST Dolphins  FLEX Rashod Bateman QB Lamar Jackson RB Breece Hall RB Bucky Irving TE Brenton Strange WR Jaxon Smith-Njigba WR Justin Jefferson WR Devaughn Vele,,,
4462,5259679529,mgallagher30,0,129.88,DST Cardinals  FLEX Kendrick Bourne QB Joe Burrow RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Tee Higgins WR Matthew Golden,,,
4462,5259955088,shaner561,0,129.88,DST Panthers  FLEX Rome Odunze QB Baker Mayfield RB Christian McCaffrey RB Jadarian Price TE Trey McBride WR Ja'Marr Chase WR Quentin Johnston WR Roman Wilson,,,
4462,5260063577,hopefullmike123,0,129.88,DST Patriots  FLEX George Pickens QB Brock Purdy RB Derrick Henry RB Saquon Barkley TE George Kittle WR Mike Evans WR Stefon Diggs WR Chris Moore,,,
4462,5260928180,Glockoma1,0,129.88,DST Bengals  FLEX Bijan Robinson QB Tyler Shough RB Derrick Henry RB Bucky Irving TE Mark Andrews WR Chris Olave WR Matthew Golden WR Devaughn Vele,,,
4462,5261106892,terpterman,0,129.88,DST Vikings  FLEX Garrett Wilson QB Bryce Young RB Bijan Robinson RB Chuba Hubbard TE Trey McBride WR Jordan Addison WR Jalen Coker WR Matthew Golden,,,
4462,5261512608,stirz,0,129.88,DST Buccaneers  FLEX Bucky Irving QB Brock Purdy RB Bijan Robinson RB Christian McCaffrey TE Dalton Schultz WR Mike Evans WR Devaughn Vele WR Caleb Douglas,,,
4462,5262115653,sklein92,0,129.88,DST Panthers  FLEX Saquon Barkley QB Baker Mayfield RB Christian McCaffrey RB Bhayshul Tuten TE Jake Ferguson WR Tee Higgins WR Chris Godwin Jr. WR Rome Odunze,,,
4462,5263110697,Brandtrl1,0,129.88,DST Jets  FLEX Javonte Williams QB Brock Purdy RB Bijan Robinson RB Christian McCaffrey TE Kenyon Sadiq WR Deebo Samuel Sr. WR Stefon Diggs WR Rashod Bateman,,,
4462,5263440411,Todd_2511,0,129.88,DST Jaguars  FLEX Jalen Coker QB Brock Purdy RB Derrick Henry RB Bucky Irving TE George Kittle WR Mike Evans WR Christian Watson WR Romeo Doubs,,,
4462,5263601752,brandonelsey,0,129.88,DST Panthers  FLEX Bijan Robinson QB Joe Burrow RB Ashton Jeanty RB Aaron Jones Sr. TE Mark Andrews WR Chris Olave WR Romeo Doubs WR Kayshon Boutte,,,
4472,5260747700,rangenius,0,129.86,DST Steelers  FLEX Caleb Douglas QB Dak Prescott RB Bijan Robinson RB Christian McCaffrey TE T.J. Hockenson WR CeeDee Lamb WR Emeka Egbuka WR Elijah Sarratt,,,
4472,5262675836,mnhawkeye20,0,129.86,DST Buccaneers  FLEX Saquon Barkley QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR George Pickens WR Stefon Diggs WR Matthew Golden,,,
4472,5263512201,sportingkid,0,129.86,DST Buccaneers  FLEX Terry McLaurin QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Jake Ferguson WR CeeDee Lamb WR DK Metcalf WR Xavier Hutchinson,,,
4475,5261147126,ut2005champs,0,129.84,DST Cardinals  FLEX Kayshon Boutte QB Jayden Daniels RB Bijan Robinson RB Derrick Henry TE Juwan Johnson WR CeeDee Lamb WR Stefon Diggs WR Terry McLaurin,,,
4476,5257854434,travagliantim15,0,129.82,DST Steelers  FLEX Xavier Hutchinson QB Carson Wentz RB Bijan Robinson RB Christian McCaffrey TE Darren Waller WR Justin Jefferson WR Ja'Marr Chase WR Rashod Bateman,,,
4476,5260326819,SaySon,0,129.82,DST Steelers  FLEX Ashton Jeanty QB Caleb Williams RB Christian McCaffrey RB Derrick Henry TE George Kittle WR Jalen Coker WR Tre Tucker WR Cooper Kupp,,,
4476,5261104802,kmiller0435,0,129.82,DST Panthers  FLEX Bijan Robinson QB Carson Wentz RB Christian McCaffrey RB Ashton Jeanty TE Juwan Johnson WR Christian Watson WR Terry McLaurin WR Rashod Bateman,,,
4476,5260561279,BigDingDong956,0,129.81999,DST Jaguars  FLEX Breece Hall QB Carson Wentz RB Derrick Henry RB D'Andre Swift TE Hunter Henry WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Jordan Addison,,,
4480,5263182779,slop7,0,129.8,DST Browns  FLEX Devaughn Vele QB Lamar Jackson RB Bijan Robinson RB Derrick Henry TE Mark Andrews WR CeeDee Lamb WR Jalen Coker WR Cooper Kupp,,,
4480,5263647677,AKastner09,0,129.8,DST Buccaneers  FLEX Derrick Henry QB Lamar Jackson RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Chris Olave WR Devaughn Vele WR Kayshon Boutte,,,
4482,5260414703,twotodds,0,129.78,DST Steelers  FLEX Bhayshul Tuten QB Joe Burrow RB Javonte Williams RB Breece Hall TE Juwan Johnson WR Ja'Marr Chase WR Emeka Egbuka WR Rashod Bateman,,,
4482,5260535159,BTank187,0,129.78,DST Seahawks  FLEX CeeDee Lamb QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Mark Andrews WR Emeka Egbuka WR Christian Watson WR Mack Hollins,,,
4482,5260818626,juleszim,0,129.78,DST Broncos  FLEX Christian McCaffrey QB Brock Purdy RB Bijan Robinson RB Aaron Jones Sr. TE T.J. Hockenson WR Ja'Marr Chase WR Matthew Golden WR Caleb Douglas,,,
4482,5263476043,bones2131,0,129.78,DST Vikings  FLEX D'Andre Swift QB Geno Smith RB Christian McCaffrey RB Breece Hall TE Michael Mayer WR Emeka Egbuka WR Christian Watson WR Parker Washington,,,
4482,5263512328,Farb18,0,129.78,DST Broncos  FLEX Romeo Doubs QB Bryce Young RB Bijan Robinson RB Saquon Barkley TE Juwan Johnson WR CeeDee Lamb WR Garrett Wilson WR Antonio Williams,,,
4487,5259592295,Fishbone3,0,129.76001,DST Buccaneers  FLEX Rashod Bateman QB Jalen Hurts RB Bijan Robinson RB Bucky Irving TE Jake Ferguson WR DeVonta Smith WR Terry McLaurin WR Carnell Tate,,,
4487,5262008291,cottlej09,0,129.76001,DST Jaguars  FLEX Ja'Marr Chase QB Dak Prescott RB Saquon Barkley RB Aaron Jones Sr. TE Jake Ferguson WR George Pickens WR Garrett Wilson WR Terry McLaurin,,,
4487,5262450837,kcley,0,129.76001,DST Saints  FLEX David Montgomery QB Dak Prescott RB Saquon Barkley RB Jadarian Price TE Dalton Schultz WR DeVonta Smith WR George Pickens WR Drake London,,,
4487,5263100132,Bearsfan17,0,129.76001,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB David Montgomery RB D'Andre Swift TE Juwan Johnson WR CeeDee Lamb WR Christian Watson WR Jaylin Noel,,,
4487,5263418090,punk5,0,129.76001,DST Cardinals  FLEX Devaughn Vele QB Dak Prescott RB Bijan Robinson RB Breece Hall TE Dallas Goedert WR CeeDee Lamb WR Terry McLaurin WR Jalen Coker,,,
4492,5262619183,j5brooks,0,129.74,DST Jets  FLEX Jaylen Warren QB Jayden Daniels RB Breece Hall RB Aaron Jones Sr. TE Colston Loveland WR CeeDee Lamb WR Emeka Egbuka WR Stefon Diggs,,,
4492,5263506152,rolen85,0,129.74,DST Eagles  FLEX Ashton Jeanty QB Jayden Daniels RB Derrick Henry RB Breece Hall TE Dalton Schultz WR Ja'Marr Chase WR Terry McLaurin WR Ryan Flournoy,,,
4494,5263527742,TheStar01,0,129.72,DST Buccaneers  FLEX Javonte Williams QB C.J. Stroud RB Derrick Henry RB D'Andre Swift TE Colston Loveland WR CeeDee Lamb WR Rashod Bateman WR Kayshon Boutte,,,
4495,5260033263,PPPbmax9,0,129.70001,DST Ravens  FLEX Bijan Robinson QB Drew Lock RB David Montgomery RB Javonte Williams TE David Njoku WR Jaxon Smith-Njigba WR Romeo Doubs WR Rashod Bateman,,,
4496,5256909487,coachbbenton,0,129.68,DST Titans  FLEX Christian McCaffrey QB Brock Purdy RB Bijan Robinson RB Aaron Jones Sr. TE George Kittle WR Parker Washington WR Quentin Johnston WR Matthew Golden,,,
4496,5263144697,chucknasty89,0,129.68,DST Buccaneers  FLEX Saquon Barkley QB Brock Purdy RB Ashton Jeanty RB J.K. Dobbins TE Dalton Schultz WR DeVonta Smith WR George Pickens WR Romeo Doubs,,,
4496,5263370754,Tomcfl,0,129.68,DST 49ers  FLEX Bijan Robinson QB Joe Burrow RB Jacory Croskey-Merritt RB J.K. Dobbins TE Dalton Schultz WR Jaxon Smith-Njigba WR DK Metcalf WR Mack Hollins,,,
4499,5256527555,slpendy,0,129.66,DST Packers  FLEX Javonte Williams QB Trevor Lawrence RB Bijan Robinson RB De'Von Achane TE Dalton Schultz WR Jaxon Smith-Njigba WR Jakobi Meyers WR Roman Wilson,,,
4499,5260438550,wlcasino21,0,129.66,DST Bears  FLEX Jake Ferguson QB Dak Prescott RB Bijan Robinson RB David Montgomery TE Michael Mayer WR CeeDee Lamb WR Luther Burden III WR Rome Odunze,,,
4499,5262909844,jackolope80,0,129.66,DST Jaguars  FLEX Bucky Irving QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Hunter Henry WR CeeDee Lamb WR George Pickens WR Cooper Kupp,,,
4502,5263479798,rex1279,0,129.62,DST Patriots  FLEX Xavier Hutchinson QB Caleb Williams RB Bijan Robinson RB Aaron Jones Sr. TE Colston Loveland WR CeeDee Lamb WR Rome Odunze WR Stefon Diggs,,,
4502,5263528202,jpasjax,0,129.62,DST Vikings  FLEX DeVonta Smith QB Cam Ward RB Bijan Robinson RB Jacory Croskey-Merritt TE Mark Andrews WR Ja'Marr Chase WR Carnell Tate WR Wan'Dale Robinson,,,
4504,5261908417,Lalak91808,0,129.6,DST Raiders  FLEX Justin Jefferson QB Jordan Love RB Derrick Henry RB Javonte Williams TE Dalton Schultz WR Christian Watson WR Garrett Wilson WR Matthew Golden,,,
4505,5263134668,akerns5,0,129.58002,DST Bears  FLEX Mark Andrews QB Brock Purdy RB Bijan Robinson RB Javonte Williams TE Dalton Schultz WR Justin Jefferson WR Parker Washington WR Matthew Golden,,,
4505,5260321709,Tiesto228,0,129.58,DST Patriots  FLEX Christian McCaffrey QB Bryce Young RB Derrick Henry RB Chuba Hubbard TE Mike Gesicki WR Justin Jefferson WR Jalen Coker WR Xavier Hutchinson,,,
4505,5262088594,LOCNOTM,0,129.58,DST Buccaneers  FLEX George Kittle QB Brock Purdy RB Christian McCaffrey RB Aaron Jones Sr. TE Michael Mayer WR Ja'Marr Chase WR Luther Burden III WR Terry McLaurin,,,
4508,5262109453,shanman83,0,129.56,DST Panthers  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Saquon Barkley TE Jake Ferguson WR Christian Watson WR Deebo Samuel Sr. WR Wan'Dale Robinson,,,
4508,5262153803,Gunners06,0,129.56,DST Buccaneers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR George Pickens WR DK Metcalf WR Matthew Golden,,,
4508,5262276478,spencerblanchfield12,0,129.56,DST Buccaneers  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR George Pickens WR DK Metcalf WR Matthew Golden,,,
4508,5263135782,craze4040,0,129.56,DST Buccaneers  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR George Pickens WR DK Metcalf WR Matthew Golden,,,
4508,5263280887,Metsfan28,0,129.56,DST Buccaneers  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR George Pickens WR DK Metcalf WR Matthew Golden,,,
4508,5263627471,redspecial,0,129.56,DST Buccaneers  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR George Pickens WR DK Metcalf WR Matthew Golden,,,
4514,5261534347,jtbrower,0,129.51999,DST Eagles  FLEX Xavier Hutchinson QB Carson Wentz RB Bijan Robinson RB Javonte Williams TE Dalton Schultz WR Jaxon Smith-Njigba WR Justin Jefferson WR Devaughn Vele,,,
4514,5263377215,turkmenian,0,129.51999,DST Panthers  FLEX Tony Pollard QB Caleb Williams RB Breece Hall RB Bucky Irving TE Michael Mayer WR DeVonta Smith WR George Pickens WR Christian Watson,,,
4516,5262859482,BBRodriguez,0,129.50002,DST Falcons  FLEX Rashid Shaheed QB Drew Lock RB Saquon Barkley RB Bucky Irving TE Trey McBride WR Jaxon Smith-Njigba WR Garrett Wilson WR Caleb Douglas,,,
4517,5259475708,ragingballer,0,129.48001,DST Buccaneers  FLEX Derrick Henry QB Bryce Young RB Bijan Robinson RB David Montgomery TE Dalton Schultz WR Christian Watson WR Tetairoa McMillan WR Kalif Raymond,,,
4517,5261666032,CapricornsUnited,0,129.48001,DST Buccaneers  FLEX Ashton Jeanty QB Bryce Young RB Derrick Henry RB Javonte Williams TE David Njoku WR Jaxon Smith-Njigba WR Jalen Coker WR Antonio Williams,,,
4517,5262539959,JakeSum84,0,129.48001,DST Jets  FLEX Michael Mayer QB Justin Herbert RB Bijan Robinson RB Christian McCaffrey TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR Quentin Johnston,,,
4517,5262704978,enemymine,0,129.48001,DST Broncos  FLEX Christian McCaffrey QB Brock Purdy RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Jalen Coker WR Matthew Golden,,,
4517,5262810072,Bullet2110,0,129.48001,DST Jets  FLEX Michael Mayer QB Justin Herbert RB Bijan Robinson RB Christian McCaffrey TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR Quentin Johnston,,,
4517,5263642076,Mrich55555,0,129.48001,DST Cardinals  FLEX Devaughn Vele QB Justin Herbert RB Derrick Henry RB Ashton Jeanty TE Dalton Schultz WR Justin Jefferson WR CeeDee Lamb WR Quentin Johnston,,,
4517,5257773078,jmtron76,0,129.48,DST Jets  FLEX Breece Hall QB Bryce Young RB Derrick Henry RB Ashton Jeanty TE Darren Waller WR Ja'Marr Chase WR George Pickens WR Quentin Johnston,,,
4517,5263541051,GLanc88,0,129.48,DST Buccaneers  FLEX CeeDee Lamb QB Joe Burrow RB Bucky Irving RB Aaron Jones Sr. TE Mark Andrews WR Ja'Marr Chase WR Quentin Johnston WR Kayshon Boutte,,,
4525,5260771718,KobaReignNova,0,129.46,DST Patriots  FLEX Trey McBride QB Dak Prescott RB Bijan Robinson RB Bhayshul Tuten TE Dallas Goedert WR Stefon Diggs WR Quentin Johnston WR Matthew Golden,,,
4525,5263352225,alassiter91,0,129.46,DST 49ers  FLEX Bijan Robinson QB Jalen Hurts RB Aaron Jones Sr. RB Kaelon Black TE Dalton Schultz WR DeVonta Smith WR George Pickens WR Deebo Samuel Sr.,,,
4525,5263638618,luis7101,0,129.46,DST Falcons  FLEX Bhayshul Tuten QB Dak Prescott RB Saquon Barkley RB Travis Etienne Jr. TE Jake Ferguson WR CeeDee Lamb WR Chris Godwin Jr. WR Terry McLaurin,,,
4528,5261512461,ajfried,0,129.44,DST Jaguars  FLEX Juwan Johnson QB Jayden Daniels RB Bijan Robinson RB Christian McCaffrey TE Dalton Schultz WR Ja'Marr Chase WR George Pickens WR DeMario Douglas,,,
4528,5261859937,FootlongTacos,0,129.44,DST Seahawks  FLEX Bucky Irving QB Jayden Daniels RB Bijan Robinson RB Aaron Jones Sr. TE Kenyon Sadiq WR CeeDee Lamb WR Stefon Diggs WR Antonio Williams,,,
4528,5262545833,thebigbtaylor,0,129.44,DST Jaguars  FLEX Stefon Diggs QB Jayden Daniels RB Derrick Henry RB Saquon Barkley TE Dalton Schultz WR Justin Jefferson WR George Pickens WR Rashod Bateman,,,
4531,5259575397,vinnieb5,0,129.40001,DST Patriots  FLEX Dallas Goedert QB Lamar Jackson RB Derrick Henry RB Breece Hall TE Mark Andrews WR Chris Olave WR Parker Washington WR Kalif Raymond,,,
4531,5257194936,Penaldhno,0,129.4,DST Steelers  FLEX Kayshon Boutte QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Mark Andrews WR Chris Olave WR Matthew Golden WR Rashod Bateman,,,
4531,5262068964,Marauder94,0,129.4,DST Titans  FLEX Michael Mayer QB Jacoby Brissett RB Jeremiyah Love RB Chuba Hubbard TE Trey McBride WR Jaxon Smith-Njigba WR George Pickens WR Christian Watson,,,
4531,5263267197,skinlf,0,129.4,DST Jaguars  FLEX Bijan Robinson QB Jordan Love RB Derrick Henry RB David Montgomery TE Dalton Schultz WR Christian Watson WR Stefon Diggs WR Jalen Coker,,,
4531,5263545677,garymahon,0,129.4,DST Jaguars  FLEX Javonte Williams QB Lamar Jackson RB Bijan Robinson RB Ashton Jeanty TE Dalton Schultz WR Ja'Marr Chase WR Rashod Bateman WR Caleb Douglas,,,
4536,5256635638,kingchriss,0,129.38,DST Seahawks  FLEX Breece Hall QB Brock Purdy RB D'Andre Swift RB Rhamondre Stevenson TE George Kittle WR Tetairoa McMillan WR Parker Washington WR Rome Odunze,,,
4536,5258542806,FantasyCannibal,0,129.38,DST Steelers  FLEX Breece Hall QB Tyler Shough RB Bijan Robinson RB Derrick Henry TE Pat Freiermuth WR Chris Olave WR Jalen Coker WR Devaughn Vele,,,
4536,5258770611,slothsd,0,129.38,DST 49ers  FLEX Javonte Williams QB Brock Purdy RB David Montgomery RB Breece Hall TE Dalton Schultz WR Christian Watson WR Garrett Wilson WR Deebo Samuel Sr.,,,
4536,5260328348,TyWildes,0,129.38,DST Titans  FLEX Aaron Jones Sr. QB Brock Purdy RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Justin Jefferson WR Mike Evans WR Devontez Walker,,,
4536,5263407799,hutch4.0,0,129.38,DST Jaguars  FLEX Matthew Golden QB Joe Burrow RB Javonte Williams RB Bucky Irving TE Mike Gesicki WR Ja'Marr Chase WR CeeDee Lamb WR Jalen Coker,,,
4536,5263415697,paiter68,0,129.38,DST Bears  FLEX Dallas Goedert QB Brock Purdy RB Bijan Robinson RB MarShawn Lloyd TE Mark Andrews WR DeVonta Smith WR Mike Evans WR Rashod Bateman,,,
4536,5263674901,MicaellaLove,0,129.38,DST Titans  FLEX Michael Mayer QB Joe Burrow RB Derrick Henry RB Bucky Irving TE Dalton Schultz WR Justin Jefferson WR Ja'Marr Chase WR Luther Burden III,,,
4543,5257569070,conceptsbykjr,0,129.36,DST Jaguars  FLEX CeeDee Lamb QB Dak Prescott RB Bijan Robinson RB Bucky Irving TE T.J. Hockenson WR Garrett Wilson WR Luther Burden III WR Jaylin Noel,,,
4543,5263676682,thomas618826,0,129.36,DST Seahawks  FLEX TreVeyon Henderson QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR Emeka Egbuka WR George Pickens WR Stefon Diggs,,,
4543,5263196009,sammyherm5,0,129.35999,DST Bears  FLEX George Pickens QB Dak Prescott RB Breece Hall RB Jadarian Price TE Mark Andrews WR CeeDee Lamb WR Luther Burden III WR Terry McLaurin,,,
4546,5260610169,RINO19,0,129.3,DST Titans  FLEX Christian McCaffrey QB Jacoby Brissett RB Derrick Henry RB Aaron Jones Sr. TE Trey McBride WR George Pickens WR Brian Thomas Jr. WR Tre Tucker,,,
4546,5263620232,ballztozevall23,0,129.3,DST Browns  FLEX Christian McCaffrey QB Lamar Jackson RB Bijan Robinson RB Aaron Jones Sr. TE Michael Mayer WR Ja'Marr Chase WR Rashod Bateman WR Xavier Hutchinson,,,
4548,5257556452,tomallen1967,0,129.28,DST Steelers  FLEX Jalen Coker QB Tyler Shough RB Bijan Robinson RB Derrick Henry TE Pat Freiermuth WR Chris Olave WR Christian Watson WR Devaughn Vele,,,
4548,5263580544,Boom1241,0,129.28,DST Panthers  FLEX Saquon Barkley QB Baker Mayfield RB Derrick Henry RB Jacory Croskey-Merritt TE Michael Mayer WR Ja'Marr Chase WR George Pickens WR Rashod Bateman,,,
4550,5259691342,VWOVB,0,129.26001,DST 49ers  FLEX Dalton Schultz QB Jalen Hurts RB Bijan Robinson RB Christian McCaffrey TE Dallas Goedert WR Parker Washington WR Matthew Golden WR Dontayvion Wicks,,,
4550,5263020511,Jrockswell,0,129.26,DST Seahawks  FLEX Chuba Hubbard QB Jalen Hurts RB Jacory Croskey-Merritt RB Aaron Jones Sr. TE Trey McBride WR DeVonta Smith WR Garrett Wilson WR Caleb Douglas,,,
4550,5263535141,zacwamo54,0,129.26,DST Jets  FLEX Trey McBride QB Dak Prescott RB Breece Hall RB Aaron Jones Sr. TE Colston Loveland WR CeeDee Lamb WR Luther Burden III WR Wan'Dale Robinson,,,
4553,5263674303,iceman511,0,129.24,DST Ravens  FLEX Javonte Williams QB Jayden Daniels RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR Stefon Diggs WR Terry McLaurin,,,
4553,5262280994,PacAttac1,0,129.23999,DST Bengals  FLEX CeeDee Lamb QB Jayden Daniels RB Javonte Williams RB Jacory Croskey-Merritt TE Jake Ferguson WR George Pickens WR Christian Watson WR Terry McLaurin,,,
4555,5257327669,jshaker,0,129.22,DST Titans  FLEX Christian McCaffrey QB Carson Wentz RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR George Pickens WR Christian Watson WR Devaughn Vele,,,
4555,5261197612,Tubesteakbuffet,0,129.22,DST Texans  FLEX Aaron Jones Sr. QB C.J. Stroud RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Justin Jefferson WR Garrett Wilson WR Kayshon Boutte,,,
4557,5263668115,dungey8878,0,129.20001,DST Jaguars  FLEX Bijan Robinson QB Jordan Love RB Derrick Henry RB Aaron Jones Sr. TE Mark Andrews WR Jaxon Smith-Njigba WR Matthew Golden WR Caleb Douglas,,,
4558,5262855472,jettyray,0,129.18,DST Browns  FLEX Dalton Schultz QB Joe Burrow RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Ja'Marr Chase WR Tee Higgins WR Terry McLaurin,,,
4559,5259391186,Sal40,0,129.16,DST Cardinals  FLEX Matthew Golden QB Dak Prescott RB Bijan Robinson RB Ashton Jeanty TE Cole Kmet WR CeeDee Lamb WR Luther Burden III WR Stefon Diggs,,,
4560,5260669059,odj810,0,129.12,DST Cardinals  FLEX Terry McLaurin QB Bo Nix RB Christian McCaffrey RB Bhayshul Tuten TE Evan Engram WR CeeDee Lamb WR Jaylen Waddle WR Quentin Johnston,,,
4560,5262020502,msbark24,0,129.12,DST Panthers  FLEX Bijan Robinson QB Caleb Williams RB Derrick Henry RB Aaron Jones Sr. TE Luke Farrell WR DeVonta Smith WR Chris Godwin Jr. WR Romeo Doubs,,,
4562,5262094846,ToffeeCards,0,129.1,DST Jaguars  FLEX Christian McCaffrey QB Jordan Love RB Derrick Henry RB Ashton Jeanty TE Dalton Schultz WR Garrett Wilson WR Luther Burden III WR Matthew Golden,,,
4563,5258497680,dirtyskin,0,129.08,DST Jaguars  FLEX Javonte Williams QB Tyler Shough RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR George Pickens WR Tetairoa McMillan WR Matthew Golden,,,
4563,5258817955,jefro926,0,129.08,DST Jaguars  FLEX Javonte Williams QB Tyler Shough RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR George Pickens WR Tetairoa McMillan WR Matthew Golden,,,
4563,5260358801,MNBANDIT,0,129.08,DST Seahawks  FLEX Demond Claiborne QB Bryce Young RB Christian McCaffrey RB Ashton Jeanty TE Harold Fannin Jr. WR Ja'Marr Chase WR Jalen Coker WR Devaughn Vele,,,
4563,5260776850,krispyp19,0,129.08,DST 49ers  FLEX Jaxon Smith-Njigba QB Brock Purdy RB Bijan Robinson RB Breece Hall TE Dallas Goedert WR Matthew Golden WR Kayshon Boutte WR Caleb Douglas,,,
4563,5262609121,WadeIII,0,129.08,DST Chargers  FLEX Chris Olave QB Joe Burrow RB Breece Hall RB Aaron Jones Sr. TE Mark Andrews WR Ja'Marr Chase WR Tee Higgins WR Xavier Hutchinson,,,
4563,5263090019,munchie22,0,129.08,DST Jets  FLEX Derrick Henry QB Brock Purdy RB Christian McCaffrey RB De'Von Achane TE George Kittle WR Mike Evans WR Rashid Shaheed WR Malik Washington,,,
4563,5263327929,shapfu,0,129.07999,DST Panthers  FLEX Saquon Barkley QB Brock Purdy RB Derrick Henry RB Jacory Croskey-Merritt TE Juwan Johnson WR Garrett Wilson WR Luther Burden III WR Jalen Coker,,,
4570,5255912423,bkukor,0,129.06,DST Cardinals  FLEX Bijan Robinson QB Dak Prescott RB Breece Hall RB Bucky Irving TE Jake Ferguson WR George Pickens WR Stefon Diggs WR Terry McLaurin,,,
4570,5258202789,murraysg,0,129.06,DST Buccaneers  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Breece Hall TE Mike Gesicki WR CeeDee Lamb WR Antonio Williams WR Devaughn Vele,,,
4570,5260137047,utleyphan26,0,129.06,DST Ravens  FLEX TreVeyon Henderson QB Dak Prescott RB Derrick Henry RB Saquon Barkley TE Colston Loveland WR CeeDee Lamb WR Jalen Coker WR Roman Wilson,,,
4570,5261763734,Jhuffste,0,129.06,DST Cardinals  FLEX Christian McCaffrey QB Dak Prescott RB Saquon Barkley RB Aaron Jones Sr. TE Jake Ferguson WR George Pickens WR Tetairoa McMillan WR Matthew Golden,,,
4570,5263589652,olunda09,0,129.06,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Dalton Schultz WR George Pickens WR Garrett Wilson WR Terry McLaurin,,,
4575,5263565579,guinness8,0,129.04001,DST Panthers  FLEX Derrick Henry QB Jayden Daniels RB Javonte Williams RB Bucky Irving TE Mark Andrews WR George Pickens WR Stefon Diggs WR Terry McLaurin,,,
