Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5264176107,mblack412,0,146.33,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Dominic Zvada FLEX Terrance Ferguson,,Jaxson Dart,FLEX,60.87%,0.8
2,5265853066,auglianom,0,143.57,CPT Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Davante Adams FLEX Rams  FLEX Terrance Ferguson,,Kyren Williams,FLEX,53.06%,16.7
3,5265965652,ciaranhanleyuk,0,143.33,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Malachi Fields FLEX Terrance Ferguson,,Davante Adams,FLEX,48.44%,42.5
4,5265752501,wjadams13,0,142.76999,CPT Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Davante Adams FLEX Blake Corum FLEX Terrance Ferguson,,Malik Nabers,FLEX,47.29%,1.1
5,5264926513,Sackreligious9,0,142.33,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Harrison Mevis FLEX Terrance Ferguson,,Matthew Stafford,FLEX,46.32%,30.98
5,5265485560,pmayankees,0,142.33,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Harrison Mevis FLEX Terrance Ferguson,,Isaiah Likely,FLEX,40.25%,8.3
7,5265068407,ZQ1989,0,141.57,CPT Matthew Stafford FLEX Kyren Williams FLEX Davante Adams FLEX Isaiah Likely FLEX Blake Corum FLEX Terrance Ferguson,,Cam Skattebo,FLEX,34.55%,9.5
8,5265362168,minimalsubliminals,0,141.13,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Harrison Mevis FLEX Terrance Ferguson,,Blake Corum,FLEX,28.38%,10.2
9,5265073189,cowboys767,0,140.93,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Malik Nabers FLEX Rams  FLEX Terrance Ferguson,,Jaxson Dart,CPT,23.37%,1.2
9,5265194675,madgreek895,0,140.93,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Blake Corum FLEX Rams ,,Colby Parkinson,FLEX,17.32%,3.5
9,5265757892,ydoja2,0,140.93,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Blake Corum FLEX Rams ,,Malachi Fields,FLEX,15.43%,5
9,5265861737,Jared6636,0,140.93,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Blake Corum FLEX Rams ,,Terrance Ferguson,FLEX,15.35%,17.4
9,5265959011,Mr.Karma,0,140.93,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Blake Corum FLEX Rams ,,Davante Adams,CPT,14.96%,63.75
14,5264827920,BearMeltDown,0,140.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Rams  FLEX Terrance Ferguson,,Devin Singletary,FLEX,14.61%,0.9
14,5265008884,wanjy07,0,140.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Rams  FLEX Terrance Ferguson,,Harrison Mevis,FLEX,14.48%,4
14,5265022379,chrissteimle,0,140.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Rams  FLEX Terrance Ferguson,,Kyren Williams,CPT,13.24%,25.05
14,5265136512,Kay_Be,0,140.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Rams  FLEX Terrance Ferguson,,Isaiah Likely,CPT,12.22%,12.45
14,5265145110,johnsons24,0,140.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Rams  FLEX Terrance Ferguson,,Konata Mumpfield,FLEX,9.81%,2.2
14,5265482539,hank987,0,140.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Rams  FLEX Terrance Ferguson,,Dominic Zvada,FLEX,9.33%,8
14,5265876079,joshjosephs7,0,140.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Rams  FLEX Terrance Ferguson,,Darnell Mooney,FLEX,8.68%,6.8
14,5265918391,Jaeheat,0,140.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Rams  FLEX Terrance Ferguson,,Rams ,FLEX,8.32%,11
22,5265109800,Play14Maker,0,140.13,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Malik Nabers FLEX Blake Corum FLEX Terrance Ferguson,,Malik Nabers,CPT,8.29%,1.65
23,5259752249,reno1100,0,139.83,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Blake Corum FLEX Terrance Ferguson,,Matthew Stafford,CPT,8.12%,46.47
23,5264840420,Zombie333,0,139.83,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Blake Corum FLEX Terrance Ferguson,,Cam Skattebo,CPT,5.05%,14.25
23,5265018749,derektreybig,0,139.83,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Blake Corum FLEX Terrance Ferguson,,Tyler Higbee,FLEX,4.91%,0
23,5265045638,Beezy269,0,139.83,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Blake Corum FLEX Terrance Ferguson,,Xavier Smith,FLEX,4.36%,0
23,5265098553,Wolvotic,0,139.83,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Blake Corum FLEX Terrance Ferguson,,Giants ,FLEX,4.09%,4
23,5265135122,sharker311,0,139.83,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Blake Corum FLEX Terrance Ferguson,,Tutu Atwell,FLEX,3.95%,2.9
23,5265319243,jrmurphy2,0,139.83,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Blake Corum FLEX Terrance Ferguson,,Terrance Ferguson,CPT,3.13%,26.1
23,5265329837,badsanta1000,0,139.83,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Blake Corum FLEX Terrance Ferguson,,Blake Corum,CPT,2.01%,15.3
23,5265487117,GunRanger,0,139.83,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Blake Corum FLEX Terrance Ferguson,,Odell Beckham Jr.,FLEX,1.69%,0
23,5265516602,ilovenastia918,0,139.83,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Blake Corum FLEX Terrance Ferguson,,Colby Parkinson,CPT,1.59%,5.25
23,5265526583,Buckeye-Ninja,0,139.83,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Blake Corum FLEX Terrance Ferguson,,Devin Singletary,CPT,1.56%,1.35
23,5265594946,ynot4greg21,0,139.83,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Blake Corum FLEX Terrance Ferguson,,Rams ,CPT,1.16%,16.5
23,5265622877,Pepperoni_TDs,0,139.83,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Blake Corum FLEX Terrance Ferguson,,Theo Johnson,FLEX,1.01%,0
23,5265626508,smk5430,0,139.83,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Blake Corum FLEX Terrance Ferguson,,Konata Mumpfield,CPT,1.00%,3.3
23,5265691167,meanrabbit88,0,139.83,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Blake Corum FLEX Terrance Ferguson,,Davis Allen,FLEX,0.99%,1.7
23,5265863751,UNOHusker,0,139.83,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Blake Corum FLEX Terrance Ferguson,,Giants ,CPT,0.72%,6
39,5264914072,mathyewjoeza,0,137.93,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Malik Nabers FLEX Dominic Zvada FLEX Terrance Ferguson,,Puka Nacua,FLEX,0.70%,0
40,5265195215,dhoulton35,0,137.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Dominic Zvada FLEX Terrance Ferguson,,Malachi Fields,CPT,0.70%,7.5
40,5265467412,nlang003,0,137.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Dominic Zvada FLEX Terrance Ferguson,,Najee Harris,FLEX,0.68%,0.6
40,5265910986,GTVader,0,137.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Dominic Zvada FLEX Terrance Ferguson,,Tyrone Tracy Jr.,FLEX,0.67%,0
40,5265938107,TrippyHippy420Labs,0,137.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Dominic Zvada FLEX Terrance Ferguson,,Tyler Higbee,CPT,0.57%,0
40,5265969259,martin_joonya,0,137.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Dominic Zvada FLEX Terrance Ferguson,,Patrick Ricard,FLEX,0.52%,0
40,5265989094,tlawrence124,0,137.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Dominic Zvada FLEX Terrance Ferguson,,Harrison Mevis,CPT,0.38%,6
46,5265994011,Hammerman22,0,137.23001,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Dominic Zvada FLEX Rams  FLEX Darnell Mooney,,Ronnie Rivers,FLEX,0.36%,0
47,5265201503,cmak11,0,136.57,CPT Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Davante Adams FLEX Harrison Mevis FLEX Terrance Ferguson,,Dominic Zvada,CPT,0.28%,12
48,5265548456,cclarkh,0,136.43,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Darnell Mooney FLEX Terrance Ferguson,,Tutu Atwell,CPT,0.24%,4.35
49,5264944813,sosamightygg22,0,136.07,CPT Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Davante Adams FLEX Colby Parkinson FLEX Terrance Ferguson,,Darnell Mooney,CPT,0.22%,10.2
50,5263553019,biggamehnter,0,135.73,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Malachi Fields FLEX Rams ,,Odell Beckham Jr.,CPT,0.20%,0
50,5264954422,Baldeep99,0,135.73,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Malachi Fields FLEX Rams ,,Xavier Smith,CPT,0.13%,0
50,5265047449,jesterz8,0,135.73,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Malachi Fields FLEX Rams ,,Puka Nacua,CPT,0.12%,0
50,5265058129,URWHOUR,0,135.73,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Malachi Fields FLEX Rams ,,Braxton Berrios,FLEX,0.10%,0
50,5265136981,mjo513,0,135.73,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Malachi Fields FLEX Rams ,,Chris Manhertz,FLEX,0.09%,0
50,5265841628,MamaMeza,0,135.73,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Malachi Fields FLEX Rams ,,Max Klare,FLEX,0.08%,0
50,5265971614,Jrod0105,0,135.73,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Malachi Fields FLEX Rams ,,Dean Connors,FLEX,0.08%,0
57,5263953320,Deb05,0,135.43,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Rams  FLEX Colby Parkinson,,Jordan Whittington,FLEX,0.06%,0
57,5264898115,SteveMarsh,0,135.43,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Rams  FLEX Colby Parkinson,,CJ Daniels,FLEX,0.06%,0
57,5264906281,hustlemania83,0,135.43,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Rams  FLEX Colby Parkinson,,Jameis Winston,FLEX,0.06%,3.54
57,5265086830,TwoHearted,0,135.43,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Rams  FLEX Colby Parkinson,,Stetson Bennett IV,FLEX,0.06%,0
57,5265110698,mnix93,0,135.43,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Rams  FLEX Colby Parkinson,,Jordan Waters,FLEX,0.04%,0
57,5265142412,Hunchdrunk,0,135.43,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Rams  FLEX Colby Parkinson,,Phil Mafah,FLEX,0.04%,0
57,5265312738,Racing88,0,135.43,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Rams  FLEX Colby Parkinson,,Najee Harris,CPT,0.04%,0.9
57,5265380292,svoicik,0,135.43,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Rams  FLEX Colby Parkinson,,Ronnie Rivers,CPT,0.03%,0
57,5265447627,Jtron467,0,135.43,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Rams  FLEX Colby Parkinson,,Ty Simpson,FLEX,0.03%,0
57,5265805039,Savannah_Chiefs,0,135.43,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Rams  FLEX Colby Parkinson,,Theo Johnson,CPT,0.03%,0
57,5265858389,ferap,0,135.43,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Rams  FLEX Colby Parkinson,,Grant Finley,FLEX,0.03%,0
57,5265930658,rosenrosen12,0,135.43,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Rams  FLEX Colby Parkinson,,Davis Allen,CPT,0.02%,2.55
57,5265988332,MRebovich,0,135.43,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Rams  FLEX Colby Parkinson,,Brennan Presley,FLEX,0.02%,0
70,5265477516,djclou341,0,135.17001,CPT Matthew Stafford FLEX Kyren Williams FLEX Malik Nabers FLEX Davante Adams FLEX Rams  FLEX Terrance Ferguson,,Calvin Austin III,FLEX,0.02%,0
70,5264284403,billbush,0,135.17,CPT Matthew Stafford FLEX Kyren Williams FLEX Davante Adams FLEX Isaiah Likely FLEX Blake Corum FLEX Rams ,,Jake Haener,FLEX,0.02%,0
70,5265876635,rduran214,0,135.17,CPT Matthew Stafford FLEX Kyren Williams FLEX Davante Adams FLEX Isaiah Likely FLEX Blake Corum FLEX Rams ,,Jameis Winston,CPT,0.01%,5.31
70,5265938593,reh256,0,135.17,CPT Matthew Stafford FLEX Kyren Williams FLEX Davante Adams FLEX Isaiah Likely FLEX Blake Corum FLEX Rams ,,Jake Haener,CPT,0.01%,0
74,5265072550,gdcrane,0,135.13,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Cam Skattebo FLEX Blake Corum FLEX Giants ,,Matthew Caldwell,FLEX,0.01%,0
75,5265147873,Mikekataja,0,134.87,CPT Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Davante Adams FLEX Rams  FLEX Terrance Ferguson,,Gunner Olszewski,FLEX,0.01%,0
75,5265843276,Dewaalian,0,134.87,CPT Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Davante Adams FLEX Rams  FLEX Terrance Ferguson,,Tyrone Tracy Jr.,CPT,0.01%,0
77,5264879386,Keendom,0,134.73,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Harrison Mevis FLEX Rams ,,Jalin Hyatt,FLEX,0.01%,0
77,5265268241,Timman287,0,134.73,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Harrison Mevis FLEX Rams ,,Ben Mann,CPT,0.01%,0
77,5265508634,rgoerts,0,134.73,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Harrison Mevis FLEX Rams ,,Max Klare,CPT,0.01%,0
77,5265971820,DaninDallas,0,134.73,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Harrison Mevis FLEX Rams ,,,
77,5265982099,loredo80,0,134.73,CPT Davante Adams FLEX Matthew Stafford FLEX Kyren Williams FLEX Isaiah Likely FLEX Harrison Mevis FLEX Rams ,,,
82,5261694928,SDBOND007,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
82,5264873643,nmec1,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
82,5265009980,asmit450,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
82,5265038901,evschlough,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
82,5265119780,rthornoc,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
82,5265126676,jpluim,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
82,5265221441,baccleary,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
82,5265255629,Scadams09,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
82,5265442034,nrlane24,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
82,5265460575,gutmech,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
82,5265502377,BP11,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
82,5265561776,DJAddiction,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
82,5265652060,KINSEYGR,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
82,5265669665,Birkhead,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
82,5265776484,DreVILL,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
82,5265882962,msimpson20,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
82,5265890969,chucknelson85,0,134.63,CPT Davante Adams FLEX Matthew Stafford FLEX Jaxson Dart FLEX Kyren Williams FLEX Malachi Fields FLEX Terrance Ferguson,,,
