Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
18,5252542944,jd082708,0,229.16,DST Steelers  FLEX Jalen Coker QB Josh Allen RB Jahmyr Gibbs RB D'Andre Swift TE Michael Mayer WR Nico Collins WR DJ Moore WR Chris Godwin Jr.,,Steelers ,DST,11.05%,18
19,5253835924,herbilton,0,228.99998,DST Ravens  FLEX Jahmyr Gibbs QB Tyler Shough RB Derrick Henry RB David Montgomery TE Michael Mayer WR Amon-Ra St. Brown WR Chris Olave WR Devaughn Vele,,Quentin Johnston,WR,11.04%,3.7
20,5252548679,wauktownsfinest,0,228.49998,DST Bears  FLEX Derrick Henry QB Tyler Shough RB D'Andre Swift RB Bucky Irving TE Dallas Goedert WR Justin Jefferson WR Chris Olave WR Jakobi Meyers,,Bucky Irving,RB,10.94%,21.3
21,5250412775,Gronkowski69,0,228.4,DST Jaguars  FLEX Bucky Irving QB Tyler Shough RB Jahmyr Gibbs RB Derrick Henry TE Michael Mayer WR Amon-Ra St. Brown WR Chris Olave WR Devaughn Vele,,Bijan Robinson,RB,10.92%,31.3
22,5248055501,sloth152,0,227.29999,DST Raiders  FLEX Jahmyr Gibbs QB Tyler Shough RB Ashton Jeanty RB Breece Hall TE Michael Mayer WR Amon-Ra St. Brown WR Chris Olave WR Devaughn Vele,,Justin Jefferson,WR,10.75%,31.2
23,5249671455,skizums,0,226.43999,DST Steelers  FLEX DeVonta Smith QB Bryce Young RB Jahmyr Gibbs RB D'Andre Swift TE Juwan Johnson WR Zay Flowers WR Tetairoa McMillan WR Jalen Coker,,DeVonta Smith,WR,10.50%,8.3
24,5250305242,bucmarley,0,225.9,DST Steelers  FLEX Michael Mayer QB Tyler Shough RB Jahmyr Gibbs RB Derrick Henry TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Olave WR Parker Washington,,Colston Loveland,TE,10.27%,0
25,5251965774,Asaar,0,225.54001,DST Eagles  FLEX Zay Flowers QB Bryce Young RB Jahmyr Gibbs RB D'Andre Swift TE Cade Otton WR Chris Olave WR Tetairoa McMillan WR Jalen Coker,,Chris Godwin Jr.,WR,10.16%,8.3
26,5222134381,iambillgates000,0,225.5,DST Raiders  FLEX David Montgomery QB Tyler Shough RB Jahmyr Gibbs RB Ashton Jeanty TE Cade Otton WR Chris Olave WR Zay Flowers WR Dontayvion Wicks,,Luther Burden III,WR,9.75%,10.5
27,5235243902,Kjean30,0,225.40001,DST Jaguars  FLEX Omarion Hampton QB Tyler Shough RB Jahmyr Gibbs RB D'Andre Swift TE Dallas Goedert WR Chris Olave WR Jalen Coker WR Keenan Allen,,Devaughn Vele,WR,9.68%,19.9
28,5253048910,jinxx8,0,225.36,DST Steelers  FLEX Ladd McConkey QB Lamar Jackson RB Breece Hall RB D'Andre Swift TE Dallas Goedert WR Zay Flowers WR Tetairoa McMillan WR Jalen Coker,,Chase Brown,RB,9.30%,18.8
29,5204727932,gwdavis52,0,224.76,DST Falcons  FLEX Dallas Goedert QB Josh Allen RB Bijan Robinson RB Jonathan Taylor TE David Njoku WR Nico Collins WR Chris Olave WR Jalen Coker,,Dallas Goedert,TE,9.15%,23.7
30,5245151101,Johnhall10,0,224.70001,DST Cardinals  FLEX Jahmyr Gibbs QB Tyler Shough RB Chase Brown RB D'Andre Swift TE Juwan Johnson WR Chris Olave WR Emeka Egbuka WR Jalen Coker,,Tre Tucker,WR,9.04%,4.7
31,5226722472,jnorox,0,224.56001,DST Steelers  FLEX Jaylen Warren QB Lamar Jackson RB Derrick Henry RB D'Andre Swift TE Cade Otton WR Nico Collins WR Zay Flowers WR Jalen Coker,,Zay Flowers,WR,8.87%,29
31,5253850758,Ludakart,0,224.56,DST Steelers  FLEX Jalen Coker QB Caleb Williams RB Saquon Barkley RB Derrick Henry TE Brenton Strange WR Justin Jefferson WR Christian Watson WR DK Metcalf,,Jonathan Taylor,RB,8.79%,26.1
33,5253335366,Giantgator1,0,224.53998,DST Jaguars  FLEX Bucky Irving QB Bryce Young RB Jahmyr Gibbs RB Jonathan Taylor TE Michael Mayer WR Chris Olave WR Garrett Wilson WR Jalen Coker,,Tee Higgins,WR,8.62%,8.9
34,5245418957,swtsu1,0,224,DST Browns  FLEX Jonathan Taylor QB Tyler Shough RB Jahmyr Gibbs RB Bijan Robinson TE Juwan Johnson WR Amon-Ra St. Brown WR Jalen Coker WR Devaughn Vele,,D'Andre Swift,RB,8.53%,35.4
35,5235437469,Fantasy_Savant22,0,223.36,DST Jets  FLEX MarShawn Lloyd QB Josh Allen RB Jonathan Taylor RB D'Andre Swift TE Dalton Kincaid WR Amon-Ra St. Brown WR DJ Moore WR Jalen Coker,,Browns ,DST,7.73%,0
36,5253555404,jordan19709,0,223.34,DST Jaguars  FLEX Bucky Irving QB Bryce Young RB Breece Hall RB D'Andre Swift TE Dallas Goedert WR Chris Olave WR Zay Flowers WR Tetairoa McMillan,,Jared Goff,QB,7.67%,16.44
37,5250898707,QBKillaz,0,223.1,DST Jaguars  FLEX Dallas Goedert QB Tyler Shough RB Jahmyr Gibbs RB Bijan Robinson TE Sam LaPorta WR Chris Olave WR Luther Burden III WR Jalen Coker,,Ashton Jeanty,RB,7.66%,35.7
38,5252701379,emptypoker,0,222.34,DST Texans  FLEX Saquon Barkley QB Bryce Young RB Derrick Henry RB Ashton Jeanty TE Michael Mayer WR Amon-Ra St. Brown WR Chris Olave WR Jalen Coker,,Baker Mayfield,QB,7.32%,14.64
39,5251547368,MattH4cker,0,221.9,DST Jaguars  FLEX Juwan Johnson QB Tyler Shough RB Jahmyr Gibbs RB Bijan Robinson TE Michael Mayer WR Chris Olave WR Ladd McConkey WR Jalen Coker,,Kyler Murray,QB,7.31%,0.62
40,5253888032,dougmatt,0,221.45999,DST Bengals  FLEX Derrick Henry QB Josh Allen RB Jahmyr Gibbs RB Omarion Hampton TE Michael Mayer WR Chris Olave WR Parker Washington WR Devaughn Vele,,Parker Washington,WR,7.27%,19.3
41,5236820026,Sageman2,0,221.16,DST Steelers  FLEX Chris Olave QB Caleb Williams RB De'Von Achane RB D'Andre Swift TE Dallas Goedert WR Tee Higgins WR Parker Washington WR Jalen Coker,,Jalen Coker,WR,7.23%,36.8
42,5206269642,wiggijp,0,221.12001,DST Jets  FLEX David Montgomery QB Jalen Hurts RB Jahmyr Gibbs RB D'Andre Swift TE Michael Mayer WR Chris Olave WR DeVonta Smith WR Jalen Coker,,Travis Etienne Jr.,RB,6.89%,14.8
43,5252191588,Mark730,0,220.76,DST Ravens  FLEX MarShawn Lloyd QB Lamar Jackson RB Jahmyr Gibbs RB Derrick Henry TE Michael Mayer WR Chris Olave WR Zay Flowers WR Jalen Coker,,Michael Mayer,FLEX,6.77%,9.2
44,5252263820,SCOLERIBRO,0,220.52,DST Steelers  FLEX Breece Hall QB Kyler Murray RB Jahmyr Gibbs RB D'Andre Swift TE Mike Gesicki WR Justin Jefferson WR Parker Washington WR Jalen Coker,,Jalen Hurts,QB,6.65%,24.72
45,5251167742,dtw27,0,220.34,DST Jaguars  FLEX Derrick Henry QB Bryce Young RB Jahmyr Gibbs RB Bijan Robinson TE Michael Mayer WR Tetairoa McMillan WR Rome Odunze WR Jalen Coker,,Jameson Williams,WR,6.55%,8.5
46,5253652297,fantasydoc,0,220.22,DST Jaguars  FLEX Dallas Goedert QB Jalen Hurts RB Jahmyr Gibbs RB Ashton Jeanty TE Michael Mayer WR Chris Olave WR DeVonta Smith WR Jalen Coker,,Emeka Egbuka,WR,6.16%,11.3
47,5253745982,Feetch,0,220.19998,DST Raiders  FLEX Chris Olave QB Tyler Shough RB Jahmyr Gibbs RB Ashton Jeanty TE Juwan Johnson WR Amon-Ra St. Brown WR Luther Burden III WR Devaughn Vele,,Lamar Jackson,QB,5.97%,28.96
48,5252180467,trublu979,0,219.84,DST Jaguars  FLEX Jalen Coker QB Jared Goff RB Jahmyr Gibbs RB D'Andre Swift TE Dallas Goedert WR Amon-Ra St. Brown WR DeVonta Smith WR Devaughn Vele,,Raiders ,DST,5.82%,13
48,5253793733,spurs1978,0,219.84,DST Jaguars  FLEX Luther Burden III QB Jared Goff RB Derrick Henry RB Ashton Jeanty TE Michael Mayer WR Amon-Ra St. Brown WR Chris Olave WR Jalen Coker,,Derrick Henry,RB,5.75%,38.3
50,5242943591,Stangs1987,0,219.8,DST Jets  FLEX David Montgomery QB Tyler Shough RB Jahmyr Gibbs RB Chase Brown TE Juwan Johnson WR Chris Olave WR Garrett Wilson WR Jalen Coker,,MarShawn Lloyd,RB,5.37%,3.7
50,5250299704,GenoHawkey,0,219.8,DST Jaguars  FLEX Woody Marks QB Tyler Shough RB Jonathan Taylor RB D'Andre Swift TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Olave WR Jalen Coker,,Jahmyr Gibbs,FLEX,5.35%,37.6
52,5247871361,m4ch1n3m4n,0,218.76,DST Bengals  FLEX Amon-Ra St. Brown QB Caleb Williams RB Ashton Jeanty RB David Montgomery TE Michael Mayer WR Chris Olave WR Parker Washington WR Luther Burden III,,David Montgomery,RB,5.18%,28.9
53,5251851306,equirarte35,0,218.73999,DST Cardinals  FLEX Luther Burden III QB Jared Goff RB Jahmyr Gibbs RB Derrick Henry TE Michael Mayer WR Amon-Ra St. Brown WR Chris Olave WR Jalen Coker,,Malik Willis,QB,5.06%,17.7
54,5205845871,CT_Legacy,0,218.59999,DST Jets  FLEX Devaughn Vele QB Tyler Shough RB Derrick Henry RB Bucky Irving TE Sam LaPorta WR Amon-Ra St. Brown WR Justin Jefferson WR Chris Olave,,Sam LaPorta,TE,5.06%,9.8
55,5252514051,talwar,0,218.49998,DST Browns  FLEX Ladd McConkey QB Tyler Shough RB Jahmyr Gibbs RB Derrick Henry TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Olave WR Devaughn Vele,,Eagles ,DST,4.96%,3
56,5250679394,jcantone90,0,218.26,DST Jaguars  FLEX Ashton Jeanty QB Justin Herbert RB Jahmyr Gibbs RB Bucky Irving TE Michael Mayer WR Chris Olave WR Ladd McConkey WR Jalen Coker,,Saquon Barkley,FLEX,4.95%,9
57,5248310609,flashbelanger,0,218.2,DST Cardinals  FLEX Derrick Henry QB Malik Willis RB Jahmyr Gibbs RB Bijan Robinson TE Dalton Kincaid WR Christian Watson WR Parker Washington WR Malik Washington,,Chargers ,DST,4.86%,1
58,5234347998,nbrplaytime,0,218.09999,DST Steelers  FLEX De'Von Achane QB Malik Willis RB Jahmyr Gibbs RB Bucky Irving TE Michael Mayer WR Justin Jefferson WR Christian Watson WR Jalen Coker,,Caleb Williams,QB,4.65%,37.26
58,5251655617,atguzm,0,218.09999,DST Jets  FLEX De'Von Achane QB Tyler Shough RB Jahmyr Gibbs RB D'Andre Swift TE Juwan Johnson WR Chris Olave WR Garrett Wilson WR Jalen Coker,,Omarion Hampton,FLEX,4.61%,9.3
60,5253658076,lilpal331,0,218.06,DST Steelers  FLEX Jalen Coker QB Lamar Jackson RB Omarion Hampton RB D'Andre Swift TE Dallas Goedert WR Chris Olave WR Zay Flowers WR Josh Downs,,Texans ,DST,4.54%,-2
61,5253859390,haroldarant,0,218,DST Raiders  FLEX Jahmyr Gibbs QB Tyler Shough RB Ashton Jeanty RB Travis Etienne Jr. TE Dallas Goedert WR Chris Olave WR DJ Moore WR KC Concepcion,,Trevor Lawrence,QB,4.53%,26.1
62,5250602442,NatePrice0617,0,217.95998,DST Bengals  FLEX Devaughn Vele QB Caleb Williams RB Jahmyr Gibbs RB Chuba Hubbard TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Olave WR Rome Odunze,,Breece Hall,RB,4.52%,22.8
63,5253024000,Scully027,0,217.7,DST Steelers  FLEX Justin Jefferson QB Tyler Shough RB Derrick Henry RB Breece Hall TE Michael Mayer WR Chris Olave WR Zay Flowers WR Michael Pittman Jr.,,Titans ,DST,4.50%,0
64,5252631975,BlueDevil3331,0,217.46,DST Jets  FLEX D'Andre Swift QB Lamar Jackson RB Jahmyr Gibbs RB Jonathan Taylor TE Tyler Warren WR Chris Olave WR Jalen Coker WR Ja'Kobi Lane,,Mark Andrews,TE,4.36%,8.9
65,5250640285,jdobry5122,0,217.4,DST Steelers  FLEX DJ Moore QB Trevor Lawrence RB Omarion Hampton RB David Montgomery TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Olave WR Jalen Coker,,Wan'Dale Robinson,WR,4.09%,8.8
65,5251107704,cmerullo248,0,217.4,DST Bengals  FLEX Saquon Barkley QB Tyler Shough RB Jahmyr Gibbs RB Ashton Jeanty TE Colston Loveland WR Chris Olave WR Jalen Coker WR Devaughn Vele,,De'Von Achane,FLEX,4.01%,10.6
67,5252877086,TheMayorPerf,0,217.29999,DST Jets  FLEX Ashton Jeanty QB Malik Willis RB Jahmyr Gibbs RB Bijan Robinson TE Michael Mayer WR Justin Jefferson WR Chris Olave WR Caleb Douglas,,Tony Pollard,RB,3.97%,4.4
68,5252370615,zoedeezy86,0,217.26,DST Eagles  FLEX Ashton Jeanty QB Justin Herbert RB D'Andre Swift RB Bucky Irving TE Dallas Goedert WR Zay Flowers WR Christian Watson WR Ladd McConkey,,Vikings ,DST,3.75%,8
69,5252170762,smurf61,0,217.14,DST Ravens  FLEX Ashton Jeanty QB Jared Goff RB Derrick Henry RB Travis Etienne Jr. TE Michael Mayer WR Amon-Ra St. Brown WR Chris Olave WR Jalen Coker,,Michael Wilson,WR,3.57%,10.6
70,5245566056,jhawker628,0,217.1,DST Jaguars  FLEX Ted Hurst III QB Tyler Shough RB Jahmyr Gibbs RB Bijan Robinson TE Dallas Goedert WR Chris Olave WR Christian Watson WR Wan'Dale Robinson,,Nico Collins,WR,3.51%,21.2
71,5238913259,Mezqal,0,216.76,DST Eagles  FLEX Chase Brown QB Caleb Williams RB D'Andre Swift RB Mike Washington Jr. TE Dallas Goedert WR Amon-Ra St. Brown WR Zay Flowers WR Jalen Coker,,Harold Fannin Jr.,TE,3.48%,4.1
72,5248951201,JordanUTD,0,216.59999,DST Jets  FLEX Bucky Irving QB Tyler Shough RB Jahmyr Gibbs RB D'Andre Swift TE Juwan Johnson WR Chris Olave WR Ladd McConkey WR Parker Washington,,DJ Moore,WR,3.45%,24
72,5252840054,greenmean7,0,216.59999,DST Jaguars  FLEX Dallas Goedert QB Tyler Shough RB Jahmyr Gibbs RB Ashton Jeanty TE Michael Mayer WR Amon-Ra St. Brown WR Chris Olave WR Chris Godwin Jr.,,Drake London,WR,3.43%,5.5
72,5253397212,onewarriorpoet,0,216.59999,DST Commanders  FLEX Ladd McConkey QB Tyler Shough RB Jahmyr Gibbs RB Ashton Jeanty TE Juwan Johnson WR Chris Olave WR Christian Watson WR Michael Wilson,,DK Metcalf,WR,3.29%,8
75,5253557739,nitsua,0,216.54,DST Raiders  FLEX MarShawn Lloyd QB Bryce Young RB Jahmyr Gibbs RB Ashton Jeanty TE Trey McBride WR Parker Washington WR Luther Burden III WR Jalen Coker,,Kyle Pitts Sr.,TE,3.22%,0
76,5252454530,teereezy,0,216.49998,DST Jaguars  FLEX Juwan Johnson QB Trevor Lawrence RB Jahmyr Gibbs RB Derrick Henry TE Dallas Goedert WR Amon-Ra St. Brown WR Zay Flowers WR Jalen Nailor,,Cade Otton,TE,3.04%,5.6
77,5252687962,Dr_Two_Inch,0,216.44,DST Bengals  FLEX Bijan Robinson QB Bryce Young RB Jahmyr Gibbs RB Jonathan Taylor TE Michael Mayer WR Tetairoa McMillan WR Luther Burden III WR Jalen Coker,,Christian Watson,WR,3.02%,35.7
78,5253866327,arturobandini8,0,216.34,DST Jaguars  FLEX Jonathan Taylor QB Bryce Young RB Jahmyr Gibbs RB D'Andre Swift TE Michael Mayer WR Emeka Egbuka WR Tetairoa McMillan WR Jalen Coker,,Trey McBride,TE,3.02%,24.5
79,5253128903,ELI-te,0,216.1,DST Steelers  FLEX Jahmyr Gibbs QB Malik Willis RB De'Von Achane RB Ashton Jeanty TE Michael Mayer WR Chris Olave WR Parker Washington WR Jalen Coker,,Kenny Gainwell,RB,2.99%,2.8
80,5246810354,jbone800,0,215.8,DST Falcons  FLEX Derrick Henry QB Trevor Lawrence RB Bijan Robinson RB David Montgomery TE Dallas Goedert WR Ladd McConkey WR DJ Moore WR Parker Washington,,Michael Pittman Jr.,WR,2.98%,8.8
80,5253544349,Coltrocky,0,215.8,DST Steelers  FLEX Breece Hall QB Tyler Shough RB Jahmyr Gibbs RB Travis Etienne Jr. TE T.J. Hockenson WR Amon-Ra St. Brown WR Chris Olave WR Devaughn Vele,,Marvin Harrison Jr.,WR,2.97%,4.3
82,5253832848,seforbes41,0,215.65999,DST Titans  FLEX D'Andre Swift QB Caleb Williams RB Chase Brown RB David Montgomery TE Michael Mayer WR Chris Olave WR Christian Watson WR Ladd McConkey,,Tucker Kraft,TE,2.85%,9.5
83,5252276781,Glockoma1,0,215.4,DST Jets  FLEX Amon-Ra St. Brown QB Tyler Shough RB Jahmyr Gibbs RB Bijan Robinson TE Michael Mayer WR Chris Olave WR Parker Washington WR Devaughn Vele,,Bryce Young,QB,2.83%,35.44
83,5252506947,BadRebel,0,215.4,DST Jaguars  FLEX DeVonta Smith QB Tyler Shough RB Derrick Henry RB Ashton Jeanty TE Juwan Johnson WR Chris Olave WR Jameson Williams WR Jalen Coker,,Tyler Warren,TE,2.79%,10.3
85,5251747244,mikk17,0,215.35999,DST Titans  FLEX Ashton Jeanty QB Josh Allen RB Jahmyr Gibbs RB Derrick Henry TE Charlie Kolar WR Nico Collins WR DJ Moore WR Devaughn Vele,,Alec Pierce,WR,2.78%,10.1
86,5205313207,Jboyle23,0,215.34,DST Dolphins  FLEX Saquon Barkley QB Bryce Young RB Jahmyr Gibbs RB D'Andre Swift TE Juwan Johnson WR Chris Olave WR Tetairoa McMillan WR Jalen Coker,,Bears ,DST,2.71%,6
86,5249953317,TexasShiner,0,215.33998,DST Jets  FLEX Saquon Barkley QB Bryce Young RB Jahmyr Gibbs RB Ashton Jeanty TE Michael Mayer WR Amon-Ra St. Brown WR Garrett Wilson WR Jalen Coker,,Lions ,DST,2.63%,10
88,5253266923,CABigfoot,0,215.31999,DST Steelers  FLEX Derrick Henry QB Jalen Hurts RB D'Andre Swift RB Bucky Irving TE Dallas Goedert WR Chris Olave WR Garrett Wilson WR Wan'Dale Robinson,,Josh Downs,WR,2.54%,5.7
89,5248363588,hangin1,0,215.03998,DST Ravens  FLEX D'Andre Swift QB Bryce Young RB Jahmyr Gibbs RB Bijan Robinson TE Michael Mayer WR Amon-Ra St. Brown WR Tetairoa McMillan WR Devaughn Vele,,Jaylen Warren,RB,2.33%,11.3
90,5250297722,booradley5,0,214.79999,DST Steelers  FLEX D'Andre Swift QB Tyler Shough RB Jahmyr Gibbs RB James Cook III TE Juwan Johnson WR Chris Olave WR Ladd McConkey WR Devaughn Vele,,Jonathan Taylor,FLEX,2.26%,26.1
91,5252137083,Bboy1000,0,214.59999,DST Steelers  FLEX Omarion Hampton QB Tyler Shough RB Bijan Robinson RB Ashton Jeanty TE Michael Mayer WR Chris Olave WR Garrett Wilson WR Jalen Coker,,MarShawn Lloyd,FLEX,2.26%,3.7
92,5253080958,thomacw05,0,214.54,DST Jets  FLEX Jahmyr Gibbs QB Bryce Young RB Derrick Henry RB D'Andre Swift TE Colston Loveland WR Tetairoa McMillan WR Luther Burden III WR Jalen Coker,,Bucky Irving,FLEX,2.25%,21.3
93,5252981790,ButchHuskey,0,214.40001,DST Bengals  FLEX Parker Washington QB Trevor Lawrence RB Derrick Henry RB Ashton Jeanty TE Michael Mayer WR Amon-Ra St. Brown WR Zay Flowers WR Alec Pierce,,Dolphins ,DST,2.20%,4
94,5220594620,Confusion9,0,214.20001,DST Steelers  FLEX Jameson Williams QB Tyler Shough RB Jahmyr Gibbs RB D'Andre Swift TE Michael Mayer WR Chris Olave WR DeVonta Smith WR Jalen Coker,,Jayden Reed,WR,2.16%,5
95,5246565613,Hornberger86,0,214.16,DST Jets  FLEX Jonathan Taylor QB Josh Allen RB Jahmyr Gibbs RB Bijan Robinson TE Sam LaPorta WR Jayden Reed WR Jalen Coker WR Devaughn Vele,,Bhayshul Tuten,RB,2.10%,9.8
96,5237913017,danooc111,0,213.83998,DST Jaguars  FLEX Bucky Irving QB Bryce Young RB Jahmyr Gibbs RB D'Andre Swift TE Michael Mayer WR Chris Olave WR Tetairoa McMillan WR Ladd McConkey,,Ashton Jeanty,FLEX,2.09%,35.7
97,5245789900,IndyNico,0,213.80002,DST Jaguars  FLEX Travis Etienne Jr. QB Tyler Shough RB Jahmyr Gibbs RB Jonathan Taylor TE Sam LaPorta WR Chris Olave WR Jalen Coker WR Dontayvion Wicks,,Geno Smith,QB,2.06%,9.3
98,5253640446,bettntibetn,0,213.7,DST Bengals  FLEX Devaughn Vele QB Trevor Lawrence RB Jahmyr Gibbs RB Derrick Henry TE Harold Fannin Jr. WR Justin Jefferson WR Ladd McConkey WR Parker Washington,,Juwan Johnson,FLEX,2.06%,14.4
98,5244415990,seminolefs,0,213.69998,DST Raiders  FLEX Ashton Jeanty QB Tyler Shough RB Chase Brown RB Breece Hall TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Olave WR Devaughn Vele,,Josh Allen,QB,2.02%,38.66
100,5247756287,Smithwickk2,0,213.64,DST Panthers  FLEX Justin Jefferson QB Bryce Young RB Jahmyr Gibbs RB Omarion Hampton TE Brenton Strange WR Zay Flowers WR DJ Moore WR Jalen Coker,,Terry McLaurin,WR,1.97%,3.4
101,5248659083,DDEMERIT3,0,213.59999,DST Jaguars  FLEX Michael Mayer QB Tyler Shough RB Jahmyr Gibbs RB Bucky Irving TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Olave WR Zay Flowers,,James Cook III,RB,1.96%,9.9
102,5247071456,MarkyJr2,0,213.46,DST Jaguars  FLEX Ladd McConkey QB Joe Burrow RB D'Andre Swift RB David Montgomery TE Dallas Goedert WR Justin Jefferson WR Alec Pierce WR Jalen Coker,,Ja'Marr Chase,FLEX,1.90%,3.2
103,5239389897,nelskyl11,0,213.36,DST Browns  FLEX Jonathan Taylor QB Josh Allen RB Jahmyr Gibbs RB Bijan Robinson TE Michael Mayer WR Zay Flowers WR Jalen Coker WR Tre Tucker,,Quentin Johnston,FLEX,1.90%,3.7
104,5245823994,gkmills1,0,213.33998,DST Panthers  FLEX Jahmyr Gibbs QB Bryce Young RB Derrick Henry RB David Montgomery TE Dallas Goedert WR Chris Olave WR Garrett Wilson WR Marvin Harrison Jr.,,D'Andre Swift,FLEX,1.85%,35.4
105,5250719420,pseifert8184,0,213.32,DST Vikings  FLEX D'Andre Swift QB Kyler Murray RB Jahmyr Gibbs RB Ashton Jeanty TE Dallas Goedert WR Justin Jefferson WR Marvin Harrison Jr. WR Jalen Coker,,Ladd McConkey,FLEX,1.85%,19.2
106,5253201943,goherd2304,0,213.3,DST Jaguars  FLEX Michael Wilson QB Tyler Shough RB Chase Brown RB Bucky Irving TE Dallas Goedert WR Amon-Ra St. Brown WR Chris Olave WR Jalen Coker,,Colston Loveland,FLEX,1.81%,0
