Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
652,5253252656,Einarpen,0,184.76,DST Jets  FLEX Amon-Ra St. Brown QB Caleb Williams RB Jahmyr Gibbs RB Chase Brown TE Cole Kmet WR Tetairoa McMillan WR Luther Burden III WR Devaughn Vele,,,
652,5253362221,kelly11607,0,184.76,DST Jets  FLEX Travis Etienne Jr. QB Josh Allen RB D'Andre Swift RB Bucky Irving TE Mark Andrews WR Nico Collins WR Tetairoa McMillan WR DJ Moore,,,
655,5251253054,mmcadam,0,184.73999,DST Steelers  FLEX Jahmyr Gibbs QB Baker Mayfield RB Chase Brown RB Kenny Gainwell TE Juwan Johnson WR Chris Olave WR Luther Burden III WR Jalen Coker,,,
656,5252306016,johnbrock636,0,184.66,DST Jets  FLEX Jonathan Taylor QB Caleb Williams RB Chase Brown RB D'Andre Swift TE Juwan Johnson WR Garrett Wilson WR Parker Washington WR Luther Burden III,,,
656,5254213426,mng77777,0,184.65999,DST Titans  FLEX Jahmyr Gibbs QB C.J. Stroud RB Bijan Robinson RB Derrick Henry TE Mark Andrews WR Nico Collins WR Khalil Shakir WR Devaughn Vele,,,
658,5251423774,davidwinz1960,0,184.63998,DST Jets  FLEX Colston Loveland QB Bryce Young RB Bijan Robinson RB Breece Hall TE Juwan Johnson WR Chris Olave WR Zay Flowers WR Tetairoa McMillan,,,
659,5253567309,anishsb21,0,184.6,DST Jets  FLEX Wan'Dale Robinson QB Tyler Shough RB Jahmyr Gibbs RB D'Andre Swift TE Tyler Warren WR Ja'Marr Chase WR Chris Olave WR Devaughn Vele,,,
659,5253610493,dstephens69,0,184.6,DST Jaguars  FLEX David Montgomery QB Cam Ward RB Jahmyr Gibbs RB D'Andre Swift TE Mark Andrews WR Zay Flowers WR Emeka Egbuka WR Michael Pittman Jr.,,,
659,5254163675,Mackfam,0,184.59999,DST Jets  FLEX Samaje Perine QB Trevor Lawrence RB Jonathan Taylor RB Derrick Henry TE Kenyon Sadiq WR Amon-Ra St. Brown WR Zay Flowers WR DK Metcalf,,,
662,5250736370,bolonesi,0,184.56001,DST Lions  FLEX Jerry Jeudy QB Caleb Williams RB Jahmyr Gibbs RB D'Andre Swift TE Sam LaPorta WR Zay Flowers WR Garrett Wilson WR Brian Thomas Jr.,,,
662,5246550256,wallyboa,0,184.56,DST Steelers  FLEX Devaughn Vele QB Caleb Williams RB Jahmyr Gibbs RB Bucky Irving TE Colston Loveland WR Ja'Marr Chase WR Luther Burden III WR Jalen Coker,,,
664,5247217340,walsean1,0,184.54,DST Jaguars  FLEX Bucky Irving QB Jared Goff RB Jahmyr Gibbs RB Bijan Robinson TE Dalton Schultz WR Amon-Ra St. Brown WR Wan'Dale Robinson WR Devaughn Vele,,,
665,5253354152,Jbrsports,0,184.5,DST Jets  FLEX Jalen Coker QB Tyler Shough RB Jahmyr Gibbs RB Travis Etienne Jr. TE Juwan Johnson WR Ja'Marr Chase WR Chris Olave WR Chris Godwin Jr.,,,
666,5250969748,Konerko,0,184.45999,DST Jets  FLEX Chris Godwin Jr. QB Lamar Jackson RB Jahmyr Gibbs RB D'Andre Swift TE Juwan Johnson WR Chris Olave WR Garrett Wilson WR Josh Downs,,,
667,5252676756,lkdogg,0,184.34,DST Jaguars  FLEX Breece Hall QB Baker Mayfield RB Jahmyr Gibbs RB Bijan Robinson TE Colston Loveland WR Chris Godwin Jr. WR Jalen Coker WR Devaughn Vele,,,
667,5254141083,macrya15,0,184.34,DST Jets  FLEX Jalen Coker QB Baker Mayfield RB Jahmyr Gibbs RB Jonathan Taylor TE Darnell Washington WR Chris Olave WR Emeka Egbuka WR Garrett Wilson,,,
669,5253867742,TN38069,0,184.29999,DST Steelers  FLEX Mark Andrews QB Trevor Lawrence RB Jahmyr Gibbs RB Bijan Robinson TE Brenton Strange WR Ja'Marr Chase WR Zay Flowers WR Devaughn Vele,,,
669,5254042077,3blindmice,0,184.29999,DST Titans  FLEX Jameson Williams QB Tyler Shough RB Jahmyr Gibbs RB Travis Etienne Jr. TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Olave WR Devaughn Vele,,,
671,5251260729,marquie007,0,184.26,DST Bears  FLEX David Montgomery QB Lamar Jackson RB Jahmyr Gibbs RB Derrick Henry TE Tyler Warren WR Drake London WR Wan'Dale Robinson WR Devaughn Vele,,,
671,5252315066,jw1984,0,184.26,DST Jaguars  FLEX Jonathan Taylor QB C.J. Stroud RB Bijan Robinson RB Breece Hall TE Dalton Schultz WR Nico Collins WR DJ Moore WR Devaughn Vele,,,
671,5252499706,chrishryc,0,184.26,DST Bears  FLEX Jonathan Taylor QB Caleb Williams RB Jahmyr Gibbs RB D'Andre Swift TE Juwan Johnson WR Garrett Wilson WR Luther Burden III WR Kayshon Boutte,,,
674,5247061692,Maknitrain,0,184.2,DST Jaguars  FLEX Juwan Johnson QB Trevor Lawrence RB Jahmyr Gibbs RB D'Andre Swift TE Colston Loveland WR Chris Olave WR Parker Washington WR Rome Odunze,,,
674,5251357266,Favre4HOF,0,184.2,DST Jets  FLEX Brenton Strange QB Tyler Shough RB Jahmyr Gibbs RB D'Andre Swift TE Juwan Johnson WR Ja'Marr Chase WR Chris Olave WR Garrett Wilson,,,
674,5252609941,jehrike,0,184.2,DST Jaguars  FLEX DK Metcalf QB Tyler Shough RB Jahmyr Gibbs RB Bijan Robinson TE Juwan Johnson WR Chris Olave WR Luther Burden III WR Adonai Mitchell,,,
674,5252660018,Mrs_Starling,0,184.2,DST Jaguars  FLEX Bucky Irving QB Tyler Shough RB Jahmyr Gibbs RB Travis Etienne Jr. TE Juwan Johnson WR Chris Olave WR Garrett Wilson WR Wan'Dale Robinson,,,
674,5252896029,myleswestfield12345,0,184.2,DST Jets  FLEX Quinshon Judkins QB Trevor Lawrence RB Jahmyr Gibbs RB D'Andre Swift TE Mark Andrews WR Amon-Ra St. Brown WR Parker Washington WR Jakobi Meyers,,,
674,5250377824,zwack222,0,184.19998,DST Jaguars  FLEX Dalton Schultz QB Trevor Lawrence RB Jahmyr Gibbs RB Bijan Robinson TE Juwan Johnson WR Ja'Marr Chase WR Chris Olave WR Devaughn Vele,,,
680,5250366273,walt60,0,184.16,DST Steelers  FLEX Parker Washington QB Lamar Jackson RB Jahmyr Gibbs RB Jonathan Taylor TE Sam LaPorta WR Zay Flowers WR Michael Pittman Jr. WR Ted Hurst III,,,
680,5254145863,DJIronman24,0,184.16,DST Lions  FLEX Derrick Henry QB Caleb Williams RB Bijan Robinson RB D'Andre Swift TE Kyle Pitts Sr. WR Garrett Wilson WR Wan'Dale Robinson WR Keenan Allen,,,
680,5254158131,brhorn23,0,184.16,DST Jaguars  FLEX Jahmyr Gibbs QB Caleb Williams RB D'Andre Swift RB David Montgomery TE Colston Loveland WR DJ Moore WR DK Metcalf WR Rashod Bateman,,,
680,5253541542,66Pens,0,184.15999,DST Titans  FLEX Bijan Robinson QB Josh Allen RB Jahmyr Gibbs RB David Montgomery TE Mason Taylor WR DJ Moore WR DK Metcalf WR Denzel Boston,,,
684,5253753455,ryanah,0,184.09999,DST Texans  FLEX Devaughn Vele QB Tyler Shough RB Jahmyr Gibbs RB Bijan Robinson TE Juwan Johnson WR Nico Collins WR Jameson Williams WR DJ Moore,,,
685,5252860367,Cawilliams470,0,184.00002,DST Jaguars  FLEX Kenny Gainwell QB Trevor Lawrence RB Jahmyr Gibbs RB D'Andre Swift TE Sam LaPorta WR Chris Olave WR Parker Washington WR Wan'Dale Robinson,,,
685,5253272567,MKies816,0,184,DST Jets  FLEX Breece Hall QB Trevor Lawrence RB Jahmyr Gibbs RB Chase Brown TE Sam LaPorta WR Ja'Marr Chase WR Jalen Coker WR Devaughn Vele,,,
687,5253893533,jhizzle1130,0,183.90001,DST Steelers  FLEX Kyle Pitts Sr. QB Tyler Shough RB Jahmyr Gibbs RB David Montgomery TE Mike Gesicki WR Chris Olave WR Tee Higgins WR Emeka Egbuka,,,
687,5252898618,squirtwarren,0,183.89998,DST Ravens  FLEX Breece Hall QB Geno Smith RB Jahmyr Gibbs RB Bijan Robinson TE Juwan Johnson WR Amon-Ra St. Brown WR Garrett Wilson WR Devaughn Vele,,,
689,5251210002,browns1234,0,183.8,DST Jets  FLEX Travis Etienne Jr. QB Tyler Shough RB Jahmyr Gibbs RB Jonathan Taylor TE Mike Gesicki WR Ja'Marr Chase WR Chris Godwin Jr. WR Jalen Coker,,,
689,5251981145,jdvorak888,0,183.8,DST Bears  FLEX Jonathan Taylor QB Tyler Shough RB Chase Brown RB D'Andre Swift TE Juwan Johnson WR Chris Olave WR Garrett Wilson WR Michael Pittman Jr.,,,
689,5252333392,bryanpinter4,0,183.8,DST Jets  FLEX Rico Dowdle QB Tyler Shough RB Jahmyr Gibbs RB Jonathan Taylor TE Mike Gesicki WR Chris Olave WR Jameson Williams WR Parker Washington,,,
692,5250769246,Fashako,0,183.76001,DST Jaguars  FLEX Derrick Henry QB Josh Allen RB James Cook III RB Bucky Irving TE Dalton Kincaid WR DJ Moore WR Michael Pittman Jr. WR Wan'Dale Robinson,,,
692,5247670211,tcornl,0,183.76,DST Jaguars  FLEX Devaughn Vele QB Lamar Jackson RB Jahmyr Gibbs RB Chase Brown TE Mark Andrews WR Zay Flowers WR Parker Washington WR Chris Godwin Jr.,,,
692,5253158231,stayeduptolate,0,183.76,DST Browns  FLEX Juwan Johnson QB Caleb Williams RB Jahmyr Gibbs RB Chase Brown TE Dalton Schultz WR Amon-Ra St. Brown WR Zay Flowers WR Luther Burden III,,,
695,5253105013,chimpancoon,0,183.74,DST Bears  FLEX Jahmyr Gibbs QB Baker Mayfield RB David Montgomery RB Bucky Irving TE Gunnar Helm WR Chris Olave WR Zay Flowers WR Chris Godwin Jr.,,,
695,5252214562,Larrylove713,0,183.73999,DST Jaguars  FLEX Jahan Dotson QB Jared Goff RB Jahmyr Gibbs RB David Montgomery TE Dalton Kincaid WR Amon-Ra St. Brown WR Chris Olave WR Omar Cooper Jr.,,,
695,5253345359,mattatiub,0,183.73999,DST Jaguars  FLEX Luther Burden III QB Bryce Young RB Jahmyr Gibbs RB Bucky Irving TE Juwan Johnson WR Ja'Marr Chase WR Tetairoa McMillan WR Jalen Coker,,,
698,5250045291,tightenUPson,0,183.7,DST Jets  FLEX Bhayshul Tuten QB Tyler Shough RB Jahmyr Gibbs RB Travis Etienne Jr. TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Olave WR Adonai Mitchell,,,
699,5250991305,silverback7414,0,183.66,DST Jaguars  FLEX Bijan Robinson QB Caleb Williams RB D'Andre Swift RB Kyle Monangai TE Colston Loveland WR DJ Moore WR Luther Burden III WR Michael Pittman Jr.,,,
699,5252432212,Thestroo,0,183.66,DST Saints  FLEX Chris Olave QB Lamar Jackson RB Jahmyr Gibbs RB David Montgomery TE Mark Andrews WR Zay Flowers WR Chris Godwin Jr. WR Wan'Dale Robinson,,,
701,5253331861,tigolebitties91,0,183.6,DST Steelers  FLEX Devaughn Vele QB Tyler Shough RB Jahmyr Gibbs RB Tony Pollard TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Chris Olave WR Luther Burden III,,,
701,5248894120,Johnnyw21,0,183.59999,DST Jets  FLEX Brenton Strange QB Tyler Shough RB Jahmyr Gibbs RB Bijan Robinson TE Juwan Johnson WR Ja'Marr Chase WR Amon-Ra St. Brown WR Devaughn Vele,,,
701,5250153037,mike_d1128,0,183.59999,DST Jets  FLEX Brenton Strange QB Tyler Shough RB Jahmyr Gibbs RB Bijan Robinson TE Juwan Johnson WR Ja'Marr Chase WR Amon-Ra St. Brown WR Devaughn Vele,,,
701,5250182060,CoffeeInBed,0,183.59999,DST Jets  FLEX Juwan Johnson QB Tyler Shough RB Jahmyr Gibbs RB Bijan Robinson TE Brenton Strange WR Ja'Marr Chase WR Amon-Ra St. Brown WR Devaughn Vele,,,
701,5251184669,oilver22,0,183.59999,DST Jets  FLEX Brenton Strange QB Tyler Shough RB Jahmyr Gibbs RB Bijan Robinson TE Juwan Johnson WR Ja'Marr Chase WR Amon-Ra St. Brown WR Devaughn Vele,,,
701,5252148407,lacavirma,0,183.59999,DST Jets  FLEX Brenton Strange QB Tyler Shough RB Jahmyr Gibbs RB Bijan Robinson TE Juwan Johnson WR Ja'Marr Chase WR Amon-Ra St. Brown WR Devaughn Vele,,,
701,5252456739,chimrichols,0,183.59999,DST Ravens  FLEX Chuba Hubbard QB Tyler Shough RB Jahmyr Gibbs RB Derrick Henry TE Juwan Johnson WR Ja'Marr Chase WR Emeka Egbuka WR Devaughn Vele,,,
708,5251340322,sfhc1922,0,183.55998,DST Buccaneers  FLEX Mark Andrews QB Lamar Jackson RB Jahmyr Gibbs RB Bucky Irving TE Juwan Johnson WR Amon-Ra St. Brown WR Zay Flowers WR Josh Downs,,,
709,5249909294,MarvelousD,0,183.5,DST Jaguars  FLEX Luther Burden III QB Tyler Shough RB Jahmyr Gibbs RB Bhayshul Tuten TE Juwan Johnson WR Chris Olave WR Zay Flowers WR Wan'Dale Robinson,,,
709,5250857726,Nogg41,0,183.5,DST Jaguars  FLEX Bijan Robinson QB Tyler Shough RB Breece Hall RB Bucky Irving TE Juwan Johnson WR Chris Olave WR Tetairoa McMillan WR Wan'Dale Robinson,,,
711,5253830654,noeljanuary,0,183.46002,DST Texans  FLEX Bijan Robinson QB C.J. Stroud RB Jahmyr Gibbs RB Derrick Henry TE Sam LaPorta WR Alec Pierce WR Jalen Coker WR Kayshon Boutte,,,
711,5254138815,damazza212,0,183.46,DST Jaguars  FLEX David Montgomery QB Josh Allen RB Jonathan Taylor RB Travis Etienne Jr. TE Dalton Kincaid WR DJ Moore WR DK Metcalf WR Khalil Shakir,,,
711,5251932798,whoadie50310,0,183.45999,DST Steelers  FLEX Chuba Hubbard QB Lamar Jackson RB Jahmyr Gibbs RB Bucky Irving TE Mark Andrews WR Zay Flowers WR Rome Odunze WR Wan'Dale Robinson,,,
714,5252951120,the_Brown..Hornet,0,183.40001,DST Steelers  FLEX Devaughn Vele QB Tyler Shough RB Jahmyr Gibbs RB Breece Hall TE Harold Fannin Jr. WR Chris Olave WR Alec Pierce WR Luther Burden III,,,
715,5250266234,jeff2380,0,183.36,DST Steelers  FLEX Derrick Henry QB Lamar Jackson RB D'Andre Swift RB Kenny Gainwell TE Juwan Johnson WR Chris Olave WR Drake London WR Wan'Dale Robinson,,,
715,5252663944,DMATH,0,183.35999,DST Steelers  FLEX Devaughn Vele QB Lamar Jackson RB Jahmyr Gibbs RB Chase Brown TE Mark Andrews WR Zay Flowers WR Garrett Wilson WR Chris Godwin Jr.,,,
717,5246745878,MeSmash1,0,183.34,DST Steelers  FLEX Derrick Henry QB Jared Goff RB Jahmyr Gibbs RB Jaylen Warren TE Dalton Kincaid WR Amon-Ra St. Brown WR Michael Pittman Jr. WR Andrei Iosivas,,,
717,5254216334,KSisco2,0,183.34,DST Jets  FLEX Bucky Irving QB Baker Mayfield RB D'Andre Swift RB David Montgomery TE Kyle Pitts Sr. WR Chris Olave WR Zay Flowers WR Garrett Wilson,,,
719,5250804346,Derek261970,0,183.3,DST Steelers  FLEX Jaylen Warren QB Tyler Shough RB D'Andre Swift RB Bucky Irving TE Juwan Johnson WR Ja'Marr Chase WR Chris Olave WR Parker Washington,,,
719,5254015521,Jespo49,0,183.3,DST Saints  FLEX Breece Hall QB Tyler Shough RB Jahmyr Gibbs RB Travis Etienne Jr. TE Mike Gesicki WR Nico Collins WR Chris Olave WR Josh Downs,,,
719,5253354089,Jet411980,0,183.29999,DST Jets  FLEX Zay Flowers QB Geno Smith RB Jahmyr Gibbs RB Jonathan Taylor TE Sam LaPorta WR Amon-Ra St. Brown WR Garrett Wilson WR Devaughn Vele,,,
722,5252204437,savmario,0,183.26001,DST Jaguars  FLEX Bhayshul Tuten QB Lamar Jackson RB Jonathan Taylor RB Kenny Gainwell TE Cade Otton WR Chris Olave WR Zay Flowers WR Jalen Coker,,,
723,5252196291,markwhite122,0,183.20001,DST Jaguars  FLEX Tee Higgins QB Tyler Shough RB Jahmyr Gibbs RB Kenny Gainwell TE Sam LaPorta WR Chris Olave WR Garrett Wilson WR Jalen Coker,,,
723,5250454918,asteinel,0,183.2,DST Steelers  FLEX Derrick Henry QB Geno Smith RB Chase Brown RB D'Andre Swift TE Juwan Johnson WR Amon-Ra St. Brown WR Tetairoa McMillan WR Michael Pittman Jr.,,,
723,5254230783,dbjblazer,0,183.2,DST Jaguars  FLEX Justice Hill QB Tyler Shough RB Jahmyr Gibbs RB Bijan Robinson TE Juwan Johnson WR Chris Olave WR Garrett Wilson WR Wan'Dale Robinson,,,
726,5253899302,blastmode,0,183.16,DST Jaguars  FLEX Luther Burden III QB Josh Allen RB Jonathan Taylor RB David Montgomery TE Mark Andrews WR Zay Flowers WR Parker Washington WR Michael Pittman Jr.,,,
726,5252948589,mravina311,0,183.15999,DST Jaguars  FLEX Bucky Irving QB Lamar Jackson RB Jonathan Taylor RB D'Andre Swift TE Mark Andrews WR Zay Flowers WR Tetairoa McMillan WR Adonai Mitchell,,,
728,5252122015,ste6000,0,183.1,DST Bears  FLEX Bijan Robinson QB Trevor Lawrence RB Jahmyr Gibbs RB D'Andre Swift TE Sam LaPorta WR Parker Washington WR Michael Pittman Jr. WR KC Concepcion,,,
728,5253598037,mikerob1404,0,183.09999,DST Colts  FLEX Bucky Irving QB Trevor Lawrence RB Jahmyr Gibbs RB Jonathan Taylor TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Parker Washington WR Devaughn Vele,,,
730,5253940892,Petch13,0,183.04001,DST Texans  FLEX Jalen Coker QB Baker Mayfield RB Jahmyr Gibbs RB D'Andre Swift TE Sam LaPorta WR Chris Olave WR Emeka Egbuka WR Chris Godwin Jr.,,,
731,5254178730,dnewman24,0,182.99998,DST Jaguars  FLEX Bijan Robinson QB Tyler Shough RB D'Andre Swift RB Bucky Irving TE Mark Andrews WR Chris Olave WR Brian Thomas Jr. WR Josh Downs,,,
732,5250333804,whiskeypatriot,0,182.96,DST Lions  FLEX Jonathan Taylor QB Caleb Williams RB Jahmyr Gibbs RB Bijan Robinson TE Gunnar Helm WR Luther Burden III WR Brian Thomas Jr. WR Kalif Raymond,,,
732,5253237148,rdon81,0,182.96,DST Jets  FLEX D'Andre Swift QB Lamar Jackson RB Jonathan Taylor RB Derrick Henry TE Juwan Johnson WR Tetairoa McMillan WR Alec Pierce WR Keenan Allen,,,
732,5252685411,molly22,0,182.95999,DST Browns  FLEX Amon-Ra St. Brown QB Lamar Jackson RB Jahmyr Gibbs RB Jonathan Taylor TE Juwan Johnson WR Chris Olave WR Wan'Dale Robinson WR Bryce Lance,,,
735,5252931252,RonRon81,0,182.93999,DST Jets  FLEX Parker Washington QB Bryce Young RB Jahmyr Gibbs RB Jonathan Taylor TE Colston Loveland WR Tetairoa McMillan WR Rome Odunze WR Jalen Coker,,,
736,5251175266,smokesumthun,0,182.86,DST Jaguars  FLEX Dalton Kincaid QB Lamar Jackson RB Jahmyr Gibbs RB Bijan Robinson TE Darren Waller WR Ja'Marr Chase WR Jalen Coker WR Xavier Hutchinson,,,
736,5251667476,PhillyLove21,0,182.86,DST Falcons  FLEX Ja'Kobi Lane QB Josh Allen RB Bijan Robinson RB Bucky Irving TE Tyler Warren WR Nico Collins WR Zay Flowers WR DJ Moore,,,
738,5251594374,ecsdroop,0,182.80002,DST Jaguars  FLEX Tyler Warren QB Cam Ward RB Jahmyr Gibbs RB Jonathan Taylor TE Sam LaPorta WR Amon-Ra St. Brown WR Wan'Dale Robinson WR Jalen Coker,,,
738,5254083606,josh_kistler,0,182.8,DST Titans  FLEX Khalil Shakir QB Tyler Shough RB Jahmyr Gibbs RB Bijan Robinson TE Juwan Johnson WR Chris Olave WR Zay Flowers WR Keon Coleman,,,
738,5251621978,kwalker774,0,182.79999,DST Jets  FLEX Colston Loveland QB Tyler Shough RB Jahmyr Gibbs RB Derrick Henry TE Juwan Johnson WR Ja'Marr Chase WR Chris Olave WR Devaughn Vele,,,
738,5251715090,leahey99,0,182.79999,DST Jets  FLEX Derrick Henry QB Geno Smith RB Jahmyr Gibbs RB Breece Hall TE Juwan Johnson WR Amon-Ra St. Brown WR Garrett Wilson WR Michael Pittman Jr.,,,
738,5252880860,purplejesus724,0,182.79999,DST Jets  FLEX Mark Andrews QB Tyler Shough RB Breece Hall RB D'Andre Swift TE Juwan Johnson WR Ja'Marr Chase WR Amon-Ra St. Brown WR Chris Olave,,,
743,5247847593,Sheltonjl17,0,182.76001,DST Steelers  FLEX Chase Brown QB Caleb Williams RB Jahmyr Gibbs RB Travis Etienne Jr. TE Colston Loveland WR Luther Burden III WR Jalen Coker WR Adonai Mitchell,,,
743,5250860123,Youngyvette,0,182.76001,DST Steelers  FLEX Tyler Warren QB C.J. Stroud RB D'Andre Swift RB David Montgomery TE Colston Loveland WR Chris Olave WR Zay Flowers WR Tetairoa McMillan,,,
743,5252308269,runitbaby,0,182.76001,DST Steelers  FLEX Chase Brown QB Caleb Williams RB Jahmyr Gibbs RB Travis Etienne Jr. TE Colston Loveland WR Luther Burden III WR Jalen Coker WR Adonai Mitchell,,,
743,5247222738,mattbpoole,0,182.76,DST Jaguars  FLEX Sam LaPorta QB Joe Burrow RB Jahmyr Gibbs RB Bijan Robinson TE Tyler Warren WR Tee Higgins WR Jalen Coker WR Devaughn Vele,,,
747,5249893359,AnthonyMcCall,0,182.73999,DST Jets  FLEX Bijan Robinson QB Baker Mayfield RB Jahmyr Gibbs RB Derrick Henry TE Sam LaPorta WR Garrett Wilson WR Chris Godwin Jr. WR Devaughn Vele,,,
748,5253790539,raccoon707,0,182.65999,DST Jaguars  FLEX Ja'Marr Chase QB Caleb Williams RB Jahmyr Gibbs RB Chase Brown TE Mark Andrews WR Rome Odunze WR Jalen Coker WR Devaughn Vele,,,
749,5247789391,jcs062,0,182.64,DST Jets  FLEX DK Metcalf QB Bryce Young RB Jahmyr Gibbs RB D'Andre Swift TE Cade Otton WR Chris Olave WR Tee Higgins WR Tetairoa McMillan,,,
749,5252704196,jordanh415,0,182.64,DST Browns  FLEX Jonathan Taylor QB Bryce Young RB Breece Hall RB Bucky Irving TE Colston Loveland WR Amon-Ra St. Brown WR Tetairoa McMillan WR Jalen Coker,,,
749,5252873619,Toma1965,0,182.64,DST Steelers  FLEX David Montgomery QB Daniel Jones RB D'Andre Swift RB Bucky Irving TE Brenton Strange WR Nico Collins WR Zay Flowers WR Jameson Williams,,,
752,5246462972,SinMiedo,0,182.6,DST Jets  FLEX Derrick Henry QB Tyler Shough RB Jahmyr Gibbs RB Chase Brown TE Dalton Schultz WR Chris Olave WR Tee Higgins WR Ja'Kobi Lane,,,
752,5253888449,denzelsausageton,0,182.6,DST Jaguars  FLEX Rico Dowdle QB Tyler Shough RB Jahmyr Gibbs RB Travis Etienne Jr. TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Chris Olave WR Devaughn Vele,,,
752,5253188622,amastro5,0,182.59999,DST Bengals  FLEX Jahmyr Gibbs QB Trevor Lawrence RB Chase Brown RB Derrick Henry TE Mark Andrews WR Garrett Wilson WR Jakobi Meyers WR Michael Pittman Jr.,,,
752,5253587249,eagles1985,0,182.59999,DST Steelers  FLEX Juwan Johnson QB Tyler Shough RB Jahmyr Gibbs RB Bucky Irving TE Tyler Warren WR Ja'Marr Chase WR Amon-Ra St. Brown WR Devaughn Vele,,,
756,5251952813,Richie0009,0,182.56,DST Jets  FLEX Tyler Warren QB Lamar Jackson RB D'Andre Swift RB Bucky Irving TE Mark Andrews WR Ja'Marr Chase WR Amon-Ra St. Brown WR Jalen Coker,,,
756,5252308011,stock2mail,0,182.56,DST Bengals  FLEX Mark Andrews QB Lamar Jackson RB Jahmyr Gibbs RB Bijan Robinson TE Brenton Strange WR Zay Flowers WR Luther Burden III WR DK Metcalf,,,
758,5247512964,Matrix_33,0,182.54,DST Jaguars  FLEX Chase Brown QB Bryce Young RB Travis Etienne Jr. RB Bucky Irving TE Dalton Schultz WR Chris Olave WR Zay Flowers WR Tetairoa McMillan,,,
758,5248778112,jbracelin,0,182.54,DST Jets  FLEX Breece Hall QB Bryce Young RB Jahmyr Gibbs RB D'Andre Swift TE Colston Loveland WR Amon-Ra St. Brown WR Tetairoa McMillan WR Ja'Kobi Lane,,,
760,5250662847,Danotnt,0,182.5,DST Jaguars  FLEX Chris Olave QB Tyler Shough RB Jahmyr Gibbs RB Chuba Hubbard TE Brenton Strange WR Amon-Ra St. Brown WR Josh Downs WR Kayshon Boutte,,,
760,5253988531,toof99,0,182.5,DST Jets  FLEX D'Andre Swift QB Trevor Lawrence RB Jahmyr Gibbs RB Chase Brown TE Juwan Johnson WR Garrett Wilson WR Parker Washington WR DK Metcalf,,,
762,5248692274,FUncle3,0,182.45999,DST Steelers  FLEX Luther Burden III QB Caleb Williams RB Breece Hall RB David Montgomery TE Juwan Johnson WR Chris Olave WR Drake London WR Garrett Wilson,,,
762,5252338108,Yeestermeister,0,182.45999,DST Jaguars  FLEX Juwan Johnson QB Joe Burrow RB Jahmyr Gibbs RB Chase Brown TE Sam LaPorta WR Chris Olave WR Josh Downs WR Jalen Coker,,,
764,5252248783,LOCNOTM,0,182.4,DST Texans  FLEX Bijan Robinson QB Trevor Lawrence RB Jahmyr Gibbs RB Bucky Irving TE Brenton Strange WR Zay Flowers WR Tee Higgins WR Devaughn Vele,,,
764,5252993248,sarasoxs,0,182.4,DST Bengals  FLEX Amon-Ra St. Brown QB Tyler Shough RB Jahmyr Gibbs RB Travis Etienne Jr. TE Juwan Johnson WR Chris Olave WR Jameson Williams WR Isaac TeSlaa,,,
764,5253947713,DoloMitex478,0,182.39998,DST Falcons  FLEX Bijan Robinson QB Geno Smith RB Jahmyr Gibbs RB Jonathan Taylor TE Brenton Strange WR Zay Flowers WR Garrett Wilson WR Devaughn Vele,,,
767,5253362238,Majik1016,0,182.29999,DST Titans  FLEX Chase Brown QB Tyler Shough RB Derrick Henry RB Chuba Hubbard TE Kyle Pitts Sr. WR Nico Collins WR Chris Olave WR Devaughn Vele,,,
768,5252623357,colbyhornet,0,182.26,DST Ravens  FLEX Bijan Robinson QB C.J. Stroud RB Jahmyr Gibbs RB Jonathan Taylor TE Juwan Johnson WR Jameson Williams WR Jalen Coker WR Kayshon Boutte,,,
769,5253488646,flanders21,0,182.20001,DST Steelers  FLEX D'Andre Swift QB Trevor Lawrence RB Derrick Henry RB Travis Etienne Jr. TE Harold Fannin Jr. WR Chris Olave WR Drake London WR Wan'Dale Robinson,,,
769,5251342137,Niteowl45,0,182.2,DST Steelers  FLEX Tyler Warren QB Tyler Shough RB Jahmyr Gibbs RB Chase Brown TE Juwan Johnson WR Chris Olave WR Garrett Wilson WR Michael Pittman Jr.,,,
769,5253346454,pnkflyd898,0,182.2,DST Texans  FLEX Bijan Robinson QB Tyler Shough RB Jahmyr Gibbs RB Travis Etienne Jr. TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Godwin Jr. WR Devaughn Vele,,,
769,5254083605,tejeda1967,0,182.2,DST Jets  FLEX Tyler Warren QB Tyler Shough RB Jahmyr Gibbs RB Jonathan Taylor TE Juwan Johnson WR Chris Olave WR Garrett Wilson WR Luther Burden III,,,
773,5252704261,Branaman12,0,182.16,DST Steelers  FLEX Colston Loveland QB Caleb Williams RB Jonathan Taylor RB D'Andre Swift TE Juwan Johnson WR Zay Flowers WR Tetairoa McMillan WR Luther Burden III,,,
774,5253653442,HKHOTSSKHOTB,0,182.1,DST Bengals  FLEX Chase Brown QB Trevor Lawrence RB Bijan Robinson RB Jonathan Taylor TE Harold Fannin Jr. WR Zay Flowers WR Michael Pittman Jr. WR Devaughn Vele,,,
