Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5268001254,RicketyWrecked2019,0,151.1,CPT Drake London FLEX Bijan Robinson FLEX Christian Watson FLEX Matthew Golden FLEX Nick Folk FLEX Austin Hooper,,Bijan Robinson,FLEX,59.75%,38.3
2,5268186819,Mige1,0,150.53,CPT Bijan Robinson FLEX Jordan Love FLEX Drake London FLEX Matthew Golden FLEX Nick Folk FLEX J. Michael Sturdivant,,Jordan Love,FLEX,58.87%,22.48
2,5268721187,twixx13,0,150.53,CPT Bijan Robinson FLEX Jordan Love FLEX Drake London FLEX Matthew Golden FLEX Skyy Moore FLEX Austin Hooper,,Christian Watson,FLEX,42.56%,22.6
4,5268488817,seanpm420,0,148.15,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Jonnu Smith FLEX Austin Hooper,,Matthew Golden,FLEX,37.24%,24
4,5268583427,Flakin,0,148.15,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Jonnu Smith FLEX Austin Hooper,,Tucker Kraft,FLEX,35.70%,6.6
4,5268649113,dre44,0,148.15,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Jonnu Smith FLEX Austin Hooper,,Drake London,FLEX,33.88%,31.4
7,5267802283,MarkBeaz,0,148.1,CPT Drake London FLEX Bijan Robinson FLEX Christian Watson FLEX Matthew Golden FLEX Nick Folk FLEX Skyy Moore,,Trey Smack,FLEX,30.40%,2
7,5267842759,bdensley,0,148.1,CPT Drake London FLEX Bijan Robinson FLEX Christian Watson FLEX Matthew Golden FLEX Nick Folk FLEX Skyy Moore,,Michael Penix Jr.,FLEX,21.25%,15.04
9,5268027317,HulkJuice209,0,148.03,CPT Bijan Robinson FLEX Jordan Love FLEX Drake London FLEX Matthew Golden FLEX Jonnu Smith FLEX Austin Hooper,,Kyle Pitts Sr.,FLEX,21.07%,1.5
9,5268539852,yamahasled2000,0,148.03,CPT Bijan Robinson FLEX Jordan Love FLEX Drake London FLEX Matthew Golden FLEX Jonnu Smith FLEX Austin Hooper,,Bijan Robinson,CPT,21.03%,57.45
11,5266324673,Matt_Stubbz13,0,147.98,CPT Drake London FLEX Bijan Robinson FLEX Jordan Love FLEX Matthew Golden FLEX Nick Folk FLEX Skyy Moore,,Jahan Dotson,FLEX,19.70%,2.1
11,5267789978,Dwsimmon,0,147.98,CPT Drake London FLEX Bijan Robinson FLEX Jordan Love FLEX Matthew Golden FLEX Nick Folk FLEX Skyy Moore,,Kaleb Johnson,FLEX,17.52%,2.6
11,5267876634,two15,0,147.98,CPT Drake London FLEX Bijan Robinson FLEX Jordan Love FLEX Matthew Golden FLEX Nick Folk FLEX Skyy Moore,,Packers ,FLEX,17.42%,-2
11,5268613731,KillerKowalski,0,147.98,CPT Drake London FLEX Bijan Robinson FLEX Jordan Love FLEX Matthew Golden FLEX Nick Folk FLEX Skyy Moore,,Nick Folk,FLEX,17.10%,10
15,5266920235,ingystyle,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Skyy Moore,FLEX,15.46%,6.1
15,5267278404,crosova,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Christian Watson,CPT,14.79%,33.9
15,5268091318,TakeMySavings,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Tucker Kraft,CPT,12.91%,9.9
15,5268161360,chuckfit,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Jordan Love,CPT,12.39%,33.72
15,5268166967,pierceg56,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Jonnu Smith,FLEX,10.61%,3.6
15,5268200124,snadler,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Drake London,CPT,9.96%,47.1
15,5268369223,txraynard,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Matthew Golden,CPT,9.57%,36
15,5268369375,jpep531,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Falcons ,FLEX,8.47%,6
15,5268411956,gonzo300,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,MarShawn Lloyd,FLEX,7.94%,3.8
15,5268420074,beerdevil74,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Olamide Zaccheaus,FLEX,7.36%,2.9
15,5268423861,brandennowell,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Brian Robinson Jr.,FLEX,7.14%,11
15,5268479745,tomt_41,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Bo Melton,FLEX,6.99%,0
15,5268532119,cnickersonjr,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Austin Hooper,FLEX,5.97%,9.1
15,5268603423,Jcharles66,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Chris Brooks,FLEX,5.33%,1.4
15,5268608064,Chupa257,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Packers ,CPT,4.43%,-3
15,5268664059,kmoffett,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Kyle Pitts Sr.,CPT,3.44%,2.25
15,5268668239,09muskie,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Zachariah Branch,FLEX,3.03%,1.7
15,5268711217,bramon13,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Michael Penix Jr.,CPT,2.62%,22.56
15,5268719300,TBooch,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Charlie Woerner,FLEX,2.41%,0
15,5268727326,rgoldberg74,0,147.55,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Falcons  FLEX Skyy Moore,,Trey Smack,CPT,1.97%,3
35,5268231266,MDboston91,0,147.33,CPT Bijan Robinson FLEX Jordan Love FLEX Drake London FLEX Matthew Golden FLEX Olamide Zaccheaus FLEX Austin Hooper,,Kaleb Johnson,CPT,1.51%,3.9
36,5266716751,sabercat1,0,147.15,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Kaleb Johnson FLEX Austin Hooper,,MarShawn Lloyd,CPT,1.38%,5.7
36,5267706302,pekopf,0,147.15,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Kaleb Johnson FLEX Austin Hooper,,J. Michael Sturdivant,FLEX,0.94%,5.2
36,5267983587,Erks81,0,147.15,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Kaleb Johnson FLEX Austin Hooper,,Chris Blair,FLEX,0.84%,2
36,5268548534,mc234006,0,147.15,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Kaleb Johnson FLEX Austin Hooper,,Mark Redman,FLEX,0.56%,0
40,5266793943,Nateperkins_12,0,147.03,CPT Bijan Robinson FLEX Jordan Love FLEX Drake London FLEX Matthew Golden FLEX Kaleb Johnson FLEX Austin Hooper,,Jahan Dotson,CPT,0.55%,3.15
40,5266826487,sternzcuse,0,147.03,CPT Bijan Robinson FLEX Jordan Love FLEX Drake London FLEX Matthew Golden FLEX Kaleb Johnson FLEX Austin Hooper,,Lenny Krieg,FLEX,0.49%,0
40,5267330493,Brewcrew116,0,147.03,CPT Bijan Robinson FLEX Jordan Love FLEX Drake London FLEX Matthew Golden FLEX Kaleb Johnson FLEX Austin Hooper,,Skyy Moore,CPT,0.49%,9.15
40,5267680030,stephenjameel,0,147.03,CPT Bijan Robinson FLEX Jordan Love FLEX Drake London FLEX Matthew Golden FLEX Kaleb Johnson FLEX Austin Hooper,,Nick Folk,CPT,0.45%,15
40,5267750589,bradsmith1679,0,147.03,CPT Bijan Robinson FLEX Jordan Love FLEX Drake London FLEX Matthew Golden FLEX Kaleb Johnson FLEX Austin Hooper,,Josh Whyle,FLEX,0.45%,0
40,5267797204,BrianFantana60,0,147.03,CPT Bijan Robinson FLEX Jordan Love FLEX Drake London FLEX Matthew Golden FLEX Kaleb Johnson FLEX Austin Hooper,,Falcons ,CPT,0.41%,9
40,5268021924,dantinkey,0,147.03,CPT Bijan Robinson FLEX Jordan Love FLEX Drake London FLEX Matthew Golden FLEX Kaleb Johnson FLEX Austin Hooper,,Brian Robinson Jr.,CPT,0.40%,16.5
40,5268519691,postalwolf,0,147.03,CPT Bijan Robinson FLEX Jordan Love FLEX Drake London FLEX Matthew Golden FLEX Kaleb Johnson FLEX Austin Hooper,,Jonnu Smith,CPT,0.30%,5.4
40,5268543452,jdjay,0,147.03,CPT Bijan Robinson FLEX Jordan Love FLEX Drake London FLEX Matthew Golden FLEX Kaleb Johnson FLEX Austin Hooper,,Chris Brooks,CPT,0.22%,2.1
40,5268718371,jewel1010,0,147.03,CPT Bijan Robinson FLEX Jordan Love FLEX Drake London FLEX Matthew Golden FLEX Kaleb Johnson FLEX Austin Hooper,,Damon Bankston,FLEX,0.22%,0
50,5267813731,pohoiki,0,146.68,CPT Drake London FLEX Bijan Robinson FLEX Jordan Love FLEX Christian Watson FLEX Brian Robinson Jr. FLEX J. Michael Sturdivant,,Bo Melton,CPT,0.17%,0
51,5266283279,acrehan,0,146.6,CPT Drake London FLEX Bijan Robinson FLEX Christian Watson FLEX Matthew Golden FLEX Brian Robinson Jr. FLEX Jonnu Smith,,Tua Tagovailoa,FLEX,0.15%,0
51,5267288967,dlfall,0,146.6,CPT Drake London FLEX Bijan Robinson FLEX Christian Watson FLEX Matthew Golden FLEX Brian Robinson Jr. FLEX Jonnu Smith,,Nick Muse,FLEX,0.12%,0
51,5268503196,buttsniffs1000,0,146.6,CPT Drake London FLEX Bijan Robinson FLEX Christian Watson FLEX Matthew Golden FLEX Brian Robinson Jr. FLEX Jonnu Smith,,Austin Hooper,CPT,0.11%,13.65
51,5268722611,jdbatt123,0,146.6,CPT Drake London FLEX Bijan Robinson FLEX Christian Watson FLEX Matthew Golden FLEX Brian Robinson Jr. FLEX Jonnu Smith,,Olamide Zaccheaus,CPT,0.09%,4.35
55,5267558248,Bull294,0,146.58,CPT J. Michael Sturdivant FLEX Bijan Robinson FLEX Jordan Love FLEX Christian Watson FLEX Drake London FLEX Matthew Golden,,Pierre Strong Jr.,FLEX,0.08%,0
56,5267493642,Lakesnow13,0,146.48,CPT Drake London FLEX Bijan Robinson FLEX Jordan Love FLEX Matthew Golden FLEX Brian Robinson Jr. FLEX Jonnu Smith,,Zachariah Branch,CPT,0.07%,2.55
56,5267592291,mfrancois92,0,146.48,CPT Drake London FLEX Bijan Robinson FLEX Jordan Love FLEX Matthew Golden FLEX Brian Robinson Jr. FLEX Jonnu Smith,,Khalil Herbert,FLEX,0.06%,0
58,5266828194,nachochopstix,0,146.45,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Brian Robinson Jr. FLEX Bo Melton,,Cash Jones,FLEX,0.04%,0
58,5268697619,metlman1,0,146.45,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Brian Robinson Jr. FLEX Bo Melton,,Tyrod Taylor,FLEX,0.04%,0
60,5268678286,mralexrest,0,146.33,CPT Bijan Robinson FLEX Jordan Love FLEX Drake London FLEX Matthew Golden FLEX Brian Robinson Jr. FLEX Bo Melton,,Jack Strand,FLEX,0.03%,0
61,5266368174,William_Gquist,0,146.25,CPT Bijan Robinson FLEX Christian Watson FLEX Drake London FLEX Matthew Golden FLEX Zachariah Branch FLEX Austin Hooper,,Dylan Drummond,FLEX,0.03%,0
62,5266863238,outlawpete5,0,145.93001,CPT Bijan Robinson FLEX Jordan Love FLEX Christian Watson FLEX Drake London FLEX Olamide Zaccheaus FLEX Austin Hooper,,Tua Tagovailoa,CPT,0.03%,0
