Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1192,5261272778,FranklinGrizwald,0,116.40001,DST Jets  FLEX Devaughn Vele QB Lamar Jackson RB Bijan Robinson RB Derrick Henry TE Pat Freiermuth WR Chris Olave WR Jalen Coker WR Matthew Golden,,,
1192,5261833562,Kdleahg,0,116.4,DST Buccaneers  FLEX Christian Watson QB Jordan Love RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Justin Jefferson WR Jalen Coker WR Matthew Golden,,,
1192,5262856810,brantfire,0,116.4,DST Patriots  FLEX Bijan Robinson QB Lamar Jackson RB Aaron Jones Sr. RB Jonathon Brooks TE Mark Andrews WR Ja'Marr Chase WR Chris Godwin Jr. WR Xavier Hutchinson,,,
1195,5262017675,majorjack,0,116.38001,DST Packers  FLEX DeVonta Smith QB Baker Mayfield RB Derrick Henry RB Saquon Barkley TE T.J. Hockenson WR Emeka Egbuka WR Chris Godwin Jr. WR Rashod Bateman,,,
1195,5262237886,Shane35678,0,116.380005,DST Steelers  FLEX Derrick Henry QB Baker Mayfield RB Saquon Barkley RB Bucky Irving TE Mike Gesicki WR DeVonta Smith WR Emeka Egbuka WR Denzel Boston,,,
1195,5263368566,Meek1,0,116.380005,DST Buccaneers  FLEX Derrick Henry QB Baker Mayfield RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Justin Jefferson WR Garrett Wilson WR Ted Hurst III,,,
1195,5261024075,moises101083,0,116.38,DST Steelers  FLEX Luther Burden III QB Bryce Young RB Derrick Henry RB Rhamondre Stevenson TE Dallas Goedert WR Ja'Marr Chase WR Tetairoa McMillan WR Matthew Golden,,,
1195,5262950066,Scottyboy71,0,116.38,DST Panthers  FLEX Rhamondre Stevenson QB Baker Mayfield RB Derrick Henry RB Bucky Irving TE Mark Andrews WR Emeka Egbuka WR Tee Higgins WR Luther Burden III,,,
1195,5263385993,Jet411980,0,116.38,DST Buccaneers  FLEX Aaron Jones Sr. QB Tyler Shough RB Bijan Robinson RB Derrick Henry TE Juwan Johnson WR Chris Olave WR Jordan Addison WR Dontayvion Wicks,,,
1201,5261348708,texan3034,0,116.32,DST Buccaneers  FLEX Aaron Jones Sr. QB Caleb Williams RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Garrett Wilson WR Luther Burden III WR Devaughn Vele,,,
1202,5262647118,fredericksjr,0,116.30001,DST Steelers  FLEX Derrick Henry QB Lamar Jackson RB Bijan Robinson RB Aaron Jones Sr. TE Mark Andrews WR Tetairoa McMillan WR Matthew Golden WR Devaughn Vele,,,
1202,5263181535,topher1126,0,116.3,DST Eagles  FLEX Aaron Jones Sr. QB Jordan Love RB Bijan Robinson RB David Montgomery TE Dalton Schultz WR Tetairoa McMillan WR Garrett Wilson WR DK Metcalf,,,
1202,5263315654,srnrvs,0,116.3,DST Eagles  FLEX Aaron Jones Sr. QB Jordan Love RB Bijan Robinson RB David Montgomery TE Dalton Schultz WR Tetairoa McMillan WR Garrett Wilson WR DK Metcalf,,,
1202,5258634740,eness79,0,116.299995,DST Eagles  FLEX D'Andre Swift QB Lamar Jackson RB Derrick Henry RB TreVeyon Henderson TE Kenyon Sadiq WR Chris Olave WR Jalen Coker WR Devaughn Vele,,,
1206,5259965742,pash218,0,116.28001,DST Vikings  FLEX Garrett Wilson QB Baker Mayfield RB Derrick Henry RB Rhamondre Stevenson TE Dallas Goedert WR DeVonta Smith WR Luther Burden III WR Chris Godwin Jr.,,,
1206,5262705359,Rickyb22,0,116.28001,DST Buccaneers  FLEX Bijan Robinson QB Bryce Young RB Bucky Irving RB Chuba Hubbard TE Dallas Goedert WR Ja'Marr Chase WR Dontayvion Wicks WR Devaughn Vele,,,
1206,5259513163,kylesnyder50,0,116.28,DST Eagles  FLEX Justin Jefferson QB Tyler Shough RB Bijan Robinson RB Aaron Jones Sr. TE Mark Andrews WR Ja'Marr Chase WR Devaughn Vele WR Kalif Raymond,,,
1206,5263342357,mayo843,0,116.27999,DST Patriots  FLEX Rashod Bateman QB Joe Burrow RB Bijan Robinson RB David Montgomery TE Kenyon Sadiq WR Ja'Marr Chase WR Luther Burden III WR Jaylin Noel,,,
1210,5261745789,nscoyner,0,116.22001,DST Buccaneers  FLEX Aaron Jones Sr. QB Carson Wentz RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Justin Jefferson WR Garrett Wilson WR Devaughn Vele,,,
1210,5262947609,mhowes40,0,116.22001,DST Buccaneers  FLEX Aaron Jones Sr. QB Carson Wentz RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Justin Jefferson WR Garrett Wilson WR Devaughn Vele,,,
1210,5261852124,christinelinnea,0,116.22,DST Buccaneers  FLEX Aaron Jones Sr. QB Carson Wentz RB Bijan Robinson RB David Montgomery TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR DK Metcalf,,,
1210,5262259064,rceatherly,0,116.22,DST Jets  FLEX Bijan Robinson QB Carson Wentz RB D'Andre Swift RB Bucky Irving TE Dalton Schultz WR Justin Jefferson WR Ja'Marr Chase WR DeMario Douglas,,,
1210,5262543090,martini13,0,116.22,DST Panthers  FLEX Quinshon Judkins QB Carson Wentz RB Bijan Robinson RB Derrick Henry TE T.J. Hockenson WR Ja'Marr Chase WR Chris Godwin Jr. WR Jordan Addison,,,
1215,5259847260,vin2x,0,116.200005,DST Bengals  FLEX Saquon Barkley QB Jordan Love RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Luther Burden III WR Jalen Coker WR Matthew Golden,,,
1216,5262835577,Lemon007,0,116.180016,DST Patriots  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB D'Andre Swift TE Cade Otton WR Emeka Egbuka WR Chris Godwin Jr. WR Devaughn Vele,,,
1216,5257851047,skunkel133,0,116.18,DST Buccaneers  FLEX Breece Hall QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Juwan Johnson WR Tetairoa McMillan WR Jalen Coker WR Mack Hollins,,,
1216,5260252886,Benjoematt,0,116.18,DST Buccaneers  FLEX Matthew Golden QB Bryce Young RB Bucky Irving RB Rhamondre Stevenson TE Dallas Goedert WR Ja'Marr Chase WR Tetairoa McMillan WR Garrett Wilson,,,
1216,5263102768,richwetherell,0,116.18,DST Panthers  FLEX Bijan Robinson QB Baker Mayfield RB Kyle Monangai RB TreVeyon Henderson TE Tucker Kraft WR Emeka Egbuka WR Tetairoa McMillan WR Romeo Doubs,,,
1220,5263250222,noseguard76420,0,116.12,DST Ravens  FLEX Ja'Marr Chase QB Caleb Williams RB Derrick Henry RB David Montgomery TE Mark Andrews WR Christian Watson WR Rashod Bateman WR Kalif Raymond,,,
1221,5259581593,cellos213,0,116.08,DST Steelers  FLEX Xavier Hutchinson QB Joe Burrow RB Bijan Robinson RB Derrick Henry TE Juwan Johnson WR Ja'Marr Chase WR Emeka Egbuka WR Kalif Raymond,,,
1222,5263002753,cubsfankev,0,116.020004,DST Ravens  FLEX Bucky Irving QB Drake Maye RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Garrett Wilson WR DK Metcalf WR Matthew Golden,,,
1222,5263410912,Nogg41,0,116.020004,DST Jets  FLEX Derrick Henry QB Carson Wentz RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Justin Jefferson WR Christian Watson WR Matthew Golden,,,
1222,5262599565,JVJ456,0,116.02,DST Eagles  FLEX Bijan Robinson QB C.J. Stroud RB David Montgomery RB Demond Claiborne TE Dalton Schultz WR Ja'Marr Chase WR Luther Burden III WR Jalen Coker,,,
1222,5263211369,ares2107,0,116.02,DST Patriots  FLEX Alvin Kamara QB C.J. Stroud RB Bijan Robinson RB Derrick Henry TE Mike Gesicki WR Emeka Egbuka WR Christian Watson WR Jalen Coker,,,
1226,5262545862,carriea1973,0,116.00001,DST Patriots  FLEX DeVonta Smith QB Jordan Love RB David Montgomery RB Breece Hall TE Pat Freiermuth WR Justin Jefferson WR Christian Watson WR DeMario Douglas,,,
1227,5261388302,jermac0723,0,115.98,DST Steelers  FLEX David Montgomery QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Juwan Johnson WR Christian Watson WR Jalen Coker WR Devaughn Vele,,,
1228,5260991885,LudaChrisSpeed,0,115.920006,DST Panthers  FLEX Saquon Barkley QB Caleb Williams RB Rhamondre Stevenson RB Aaron Jones Sr. TE Dallas Goedert WR DeVonta Smith WR Luther Burden III WR Rashod Bateman,,,
1228,5262087488,GeorgeLegend,0,115.92,DST Panthers  FLEX Dontayvion Wicks QB Caleb Williams RB Derrick Henry RB D'Andre Swift TE Mike Gesicki WR Justin Jefferson WR Christian Watson WR Jalen Coker,,,
1230,5260704331,shiposki75,0,115.880005,DST Panthers  FLEX Colston Loveland QB Joe Burrow RB David Montgomery RB Breece Hall TE Mark Andrews WR Ja'Marr Chase WR Tee Higgins WR Wan'Dale Robinson,,,
1231,5262895537,dp1521,0,115.86001,DST Patriots  FLEX Mike Gesicki QB Jalen Hurts RB Bijan Robinson RB TreVeyon Henderson TE Mark Andrews WR Emeka Egbuka WR Christian Watson WR Garrett Wilson,,,
1231,5262740250,flagrentfoul,0,115.86,DST Buccaneers  FLEX Aaron Jones Sr. QB Jalen Hurts RB Bijan Robinson RB Saquon Barkley TE Dalton Schultz WR Chris Olave WR Jalen Coker WR DeMario Douglas,,,
1233,5260349014,jmyers7221,0,115.82001,DST Falcons  FLEX Bucky Irving QB Caleb Williams RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Luther Burden III WR Rome Odunze WR Rashod Bateman,,,
1233,5259727543,dfresh102438,0,115.82,DST Eagles  FLEX Mark Andrews QB Carson Wentz RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Justin Jefferson WR Chris Olave WR Xavier Hutchinson,,,
1233,5261242374,Lootone,0,115.82,DST Eagles  FLEX Bijan Robinson QB Caleb Williams RB David Montgomery RB Aaron Jones Sr. TE Dalton Schultz WR Tetairoa McMillan WR Luther Burden III WR Rashod Bateman,,,
1233,5262031634,davidwinz1960,0,115.82,DST Panthers  FLEX Aaron Jones Sr. QB Carson Wentz RB David Montgomery RB Bucky Irving TE Mark Andrews WR Justin Jefferson WR Ja'Marr Chase WR DK Metcalf,,,
1233,5257206568,0079,0,115.81999,DST Steelers  FLEX Romeo Doubs QB Caleb Williams RB Bijan Robinson RB Derrick Henry TE Darren Waller WR Ja'Marr Chase WR Luther Burden III WR Xavier Hutchinson,,,
1238,5260555140,shadowknows,0,115.8,DST Buccaneers  FLEX Pat Freiermuth QB Lamar Jackson RB Derrick Henry RB Breece Hall TE Juwan Johnson WR Chris Olave WR Christian Watson WR Devaughn Vele,,,
1238,5261087791,bkkk23,0,115.8,DST Panthers  FLEX Dallas Goedert QB Lamar Jackson RB Saquon Barkley RB Aaron Jones Sr. TE Mark Andrews WR Ja'Marr Chase WR Drake London WR Matthew Golden,,,
1238,5259473263,WeeklyHigh,0,115.799995,DST Ravens  FLEX Bijan Robinson QB Lamar Jackson RB Bucky Irving RB Aaron Jones Sr. TE Mark Andrews WR Christian Watson WR Romeo Doubs WR Rashod Bateman,,,
1241,5262035501,RabzMoney,0,115.78001,DST Bengals  FLEX TreVeyon Henderson QB Baker Mayfield RB Derrick Henry RB D'Andre Swift TE Colston Loveland WR Ja'Marr Chase WR Chris Godwin Jr. WR Matthew Golden,,,
1241,5257056838,cardsnation75,0,115.78,DST Jets  FLEX Emeka Egbuka QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Mark Andrews WR Tetairoa McMillan WR Luther Burden III WR Devaughn Vele,,,
1243,5257738995,charlesrayallday,0,115.76,DST Ravens  FLEX Bijan Robinson QB Jalen Hurts RB Saquon Barkley RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR DK Metcalf WR Jalen Coker,,,
1243,5262869056,A-Milli,0,115.76,DST Ravens  FLEX Aaron Jones Sr. QB Jalen Hurts RB Bijan Robinson RB Saquon Barkley TE Dalton Schultz WR Garrett Wilson WR DK Metcalf WR Jalen Coker,,,
1245,5259892458,TexasTurk,0,115.72,DST Patriots  FLEX Christian Watson QB Carson Wentz RB Saquon Barkley RB Chuba Hubbard TE Hunter Henry WR DeVonta Smith WR Emeka Egbuka WR Drake London,,,
1245,5261100574,cain5150,0,115.72,DST Eagles  FLEX D'Andre Swift QB Carson Wentz RB Derrick Henry RB Chuba Hubbard TE Dalton Schultz WR Justin Jefferson WR Emeka Egbuka WR Romeo Doubs,,,
1247,5263243021,SJSpice,0,115.68001,DST Ravens  FLEX Chris Olave QB Baker Mayfield RB Derrick Henry RB Bucky Irving TE Mike Gesicki WR Emeka Egbuka WR Christian Watson WR Rashod Bateman,,,
1247,5263327917,Hers22,0,115.68,DST Bears  FLEX Bijan Robinson QB Tyler Shough RB Derrick Henry RB Rhamondre Stevenson TE T.J. Hockenson WR Chris Olave WR Jalen Coker WR Matthew Golden,,,
1249,5262457565,UCLAlum,0,115.600006,DST Buccaneers  FLEX Derrick Henry QB Jordan Love RB D'Andre Swift RB Breece Hall TE Tucker Kraft WR Christian Watson WR Jalen Coker WR Rashod Bateman,,,
1249,5262545904,evolm,0,115.6,DST Panthers  FLEX Chris Godwin Jr. QB Lamar Jackson RB Derrick Henry RB Saquon Barkley TE Mark Andrews WR Luther Burden III WR Jalen Coker WR Romeo Doubs,,,
1251,5258258409,hammer6286,0,115.58,DST Patriots  FLEX Tucker Kraft QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Mike Gesicki WR Emeka Egbuka WR Tetairoa McMillan WR Matthew Golden,,,
1251,5262238116,billsallday732,0,115.58,DST Buccaneers  FLEX Christian Watson QB Baker Mayfield RB Bijan Robinson RB D'Andre Swift TE Dalton Schultz WR Justin Jefferson WR Dontayvion Wicks WR Devaughn Vele,,,
1251,5262625382,bellyupper,0,115.58,DST Panthers  FLEX MarShawn Lloyd QB Baker Mayfield RB Bijan Robinson RB Derrick Henry TE Juwan Johnson WR Emeka Egbuka WR Rome Odunze WR Matthew Golden,,,
1254,5263311986,bobbylongsocks830,0,115.56,DST Ravens  FLEX Christian Watson QB Jalen Hurts RB Chuba Hubbard RB Jaylen Warren TE Harold Fannin Jr. WR DeVonta Smith WR Drake London WR Luther Burden III,,,
1255,5258449757,KirkvilleKiller,0,115.52001,DST Patriots  FLEX Kalif Raymond QB Caleb Williams RB Bijan Robinson RB Derrick Henry TE T.J. Hockenson WR Tetairoa McMillan WR Garrett Wilson WR Rome Odunze,,,
1256,5261688229,sixers1212,0,115.49999,DST Ravens  FLEX Aaron Jones Sr. QB Lamar Jackson RB Bucky Irving RB Chuba Hubbard TE Pat Freiermuth WR Justin Jefferson WR Tetairoa McMillan WR Rashod Bateman,,,
1257,5257370442,LucaButt,0,115.48,DST Buccaneers  FLEX Noah Fant QB Baker Mayfield RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Emeka Egbuka WR Christian Watson WR Tetairoa McMillan,,,
1258,5262289874,jgAllDay,0,115.40001,DST Vikings  FLEX Bijan Robinson QB Jordan Love RB Derrick Henry RB Bucky Irving TE Tucker Kraft WR Tetairoa McMillan WR Matthew Golden WR Devaughn Vele,,,
1258,5262228750,jbowers84,0,115.399994,DST Jets  FLEX Tee Higgins QB Lamar Jackson RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Justin Jefferson WR Emeka Egbuka WR Xavier Hutchinson,,,
1258,5262585115,MephistoIi,0,115.399994,DST Buccaneers  FLEX Breece Hall QB Lamar Jackson RB Bijan Robinson RB David Montgomery TE Dalton Schultz WR Rome Odunze WR Matthew Golden WR Rashod Bateman,,,
1258,5262731215,condo194,0,115.399994,DST Packers  FLEX Chuba Hubbard QB Jordan Love RB Chase Brown RB Rhamondre Stevenson TE Hunter Henry WR DeVonta Smith WR Christian Watson WR Jalen Coker,,,
1262,5261869376,Tark10,0,115.380005,DST Vikings  FLEX Breece Hall QB Bryce Young RB Derrick Henry RB David Montgomery TE Mike Gesicki WR Justin Jefferson WR Tetairoa McMillan WR Devaughn Vele,,,
1262,5263041282,catballers,0,115.38,DST Patriots  FLEX Alvin Kamara QB Bryce Young RB Bijan Robinson RB Rhamondre Stevenson TE Dallas Goedert WR Ja'Marr Chase WR Tetairoa McMillan WR Jayden Reed,,,
1264,5261798965,thereraise,0,115.3,DST Jets  FLEX Bucky Irving QB Lamar Jackson RB Bijan Robinson RB D'Andre Swift TE Mark Andrews WR Ja'Marr Chase WR Devaughn Vele WR Xavier Hutchinson,,,
1264,5262726167,19murphy82,0,115.3,DST Buccaneers  FLEX Aaron Jones Sr. QB Jordan Love RB Bijan Robinson RB David Montgomery TE Dalton Schultz WR Tetairoa McMillan WR Garrett Wilson WR DK Metcalf,,,
1264,5263102488,TONN80,0,115.3,DST Buccaneers  FLEX Aaron Jones Sr. QB Jordan Love RB Bijan Robinson RB David Montgomery TE Dalton Schultz WR Tetairoa McMillan WR Garrett Wilson WR DK Metcalf,,,
1267,5261851375,bandy75,0,115.28001,DST Steelers  FLEX Garrett Wilson QB Aaron Rodgers RB Bijan Robinson RB Derrick Henry TE Pat Freiermuth WR Ja'Marr Chase WR Christian Watson WR Roman Wilson,,,
1267,5262043867,dmd218,0,115.28001,DST Steelers  FLEX David Montgomery QB Tyler Shough RB Bijan Robinson RB Aaron Jones Sr. TE Juwan Johnson WR Chris Olave WR Emeka Egbuka WR Dontayvion Wicks,,,
1267,5263088032,PackRBack,0,115.28001,DST Titans  FLEX Bucky Irving QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Colston Loveland WR Garrett Wilson WR Jalen Coker WR Matthew Golden,,,
1267,5263313584,CKBronco18,0,115.28001,DST Buccaneers  FLEX D'Andre Swift QB Baker Mayfield RB Derrick Henry RB Chase Brown TE Juwan Johnson WR Emeka Egbuka WR Jalen Coker WR Rashod Bateman,,,
1267,5263410948,big-t-thats-me,0,115.28001,DST Steelers  FLEX Chuba Hubbard QB Baker Mayfield RB Derrick Henry RB David Montgomery TE Dalton Schultz WR Justin Jefferson WR Emeka Egbuka WR Matthew Golden,,,
1267,5258658415,restoretheroar74,0,115.28,DST Texans  FLEX Kyle Monangai QB Baker Mayfield RB Derrick Henry RB David Montgomery TE Dalton Schultz WR Justin Jefferson WR Christian Watson WR Jalen Coker,,,
1267,5262991051,OneLostDog,0,115.28,DST Steelers  FLEX Kenyon Sadiq QB Baker Mayfield RB Bijan Robinson RB Aaron Jones Sr. TE Mark Andrews WR Ja'Marr Chase WR Emeka Egbuka WR Tetairoa McMillan,,,
1267,5263234839,Thewretched38,0,115.28,DST Patriots  FLEX Rhamondre Stevenson QB Baker Mayfield RB Bijan Robinson RB Derrick Henry TE Kyle Pitts Sr. WR Garrett Wilson WR DK Metcalf WR Rashod Bateman,,,
1275,5257832464,twindad32,0,115.22,DST Buccaneers  FLEX Aaron Jones Sr. QB Caleb Williams RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Garrett Wilson WR DK Metcalf WR Matthew Golden,,,
1275,5259460543,rbird33,0,115.22,DST Patriots  FLEX Saquon Barkley QB Carson Wentz RB Bijan Robinson RB David Montgomery TE Dalton Schultz WR Ja'Marr Chase WR Jordan Addison WR Matthew Golden,,,
1275,5261514289,goner3,0,115.22,DST Buccaneers  FLEX Aaron Jones Sr. QB Caleb Williams RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Garrett Wilson WR DK Metcalf WR Matthew Golden,,,
1275,5262318032,heavyg707,0,115.22,DST Eagles  FLEX Garrett Wilson QB Caleb Williams RB Bijan Robinson RB Breece Hall TE Dalton Schultz WR Tetairoa McMillan WR Luther Burden III WR KC Concepcion Jr.,,,
1275,5263354240,Ronnoc30,0,115.22,DST Buccaneers  FLEX Aaron Jones Sr. QB Caleb Williams RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Garrett Wilson WR DK Metcalf WR Matthew Golden,,,
1275,5262259518,Branaman12,0,115.21999,DST Buccaneers  FLEX Bijan Robinson QB Drake Maye RB Chuba Hubbard RB Rhamondre Stevenson TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR DeMario Douglas,,,
1281,5262630408,Janga99,0,115.18,DST Steelers  FLEX David Montgomery QB Tyler Shough RB Bijan Robinson RB Aaron Jones Sr. TE Mike Gesicki WR Ja'Marr Chase WR Chris Olave WR Xavier Hutchinson,,,
1282,5262486504,Kingmarshall7,0,115.100006,DST Eagles  FLEX Jalen Coker QB Jordan Love RB Bijan Robinson RB Saquon Barkley TE Dalton Schultz WR Christian Watson WR Garrett Wilson WR Matthew Golden,,,
1282,5262513105,dodgethisagent,0,115.09999,DST Ravens  FLEX Germie Bernard QB Lamar Jackson RB Saquon Barkley RB D'Andre Swift TE Dalton Schultz WR Chris Olave WR Christian Watson WR Luther Burden III,,,
1284,5261346222,munz2245,0,115.08,DST Steelers  FLEX David Montgomery QB Geno Smith RB Bijan Robinson RB Derrick Henry TE Juwan Johnson WR Ja'Marr Chase WR Matthew Golden WR Devaughn Vele,,,
1284,5261762562,pwhite13,0,115.08,DST Jets  FLEX Rome Odunze QB Baker Mayfield RB Derrick Henry RB Bucky Irving TE Juwan Johnson WR Ja'Marr Chase WR Christian Watson WR DK Metcalf,,,
1284,5259912257,Fredro78,0,115.079994,DST Buccaneers  FLEX Saquon Barkley QB Bryce Young RB Derrick Henry RB David Montgomery TE Dalton Schultz WR Christian Watson WR Luther Burden III WR Jalen Coker,,,
1284,5261641073,ascheibe,0,115.079994,DST Buccaneers  FLEX Aaron Jones Sr. QB Baker Mayfield RB Derrick Henry RB David Montgomery TE Dallas Goedert WR Ja'Marr Chase WR Jalen Coker WR Rashod Bateman,,,
1284,5262388018,ammatt,0,115.079994,DST Saints  FLEX Derrick Henry QB Tyler Shough RB Bijan Robinson RB Travis Etienne Jr. TE Pat Freiermuth WR Ja'Marr Chase WR DK Metcalf WR KC Concepcion Jr.,,,
1289,5258253882,jsmitti8,0,115.06,DST Eagles  FLEX Jalen Coker QB Jalen Hurts RB Derrick Henry RB Breece Hall TE Juwan Johnson WR Emeka Egbuka WR Christian Watson WR Dontayvion Wicks,,,
1290,5261876209,CoffeeInBed,0,115.020004,DST Browns  FLEX Bijan Robinson QB Carson Wentz RB Derrick Henry RB Aaron Jones Sr. TE Dalton Schultz WR Justin Jefferson WR Garrett Wilson WR Luther Burden III,,,
1290,5262321968,kingroachy,0,115.020004,DST Ravens  FLEX Matthew Golden QB Carson Wentz RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Justin Jefferson WR Ja'Marr Chase WR Rome Odunze,,,
1292,5261780172,djp1033,0,114.979996,DST Jets  FLEX Rhamondre Stevenson QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Dallas Goedert WR Ja'Marr Chase WR Jalen Coker WR Kalif Raymond,,,
1293,5257290243,LeanWeen,0,114.920006,DST Steelers  FLEX Bijan Robinson QB Carson Wentz RB Derrick Henry RB Aaron Jones Sr. TE Dalton Schultz WR Justin Jefferson WR Garrett Wilson WR Jordan Addison,,,
1293,5258703570,Joshgrf81,0,114.920006,DST Steelers  FLEX Quinshon Judkins QB C.J. Stroud RB Derrick Henry RB Bucky Irving TE Kenyon Sadiq WR Ja'Marr Chase WR Drake London WR Rome Odunze,,,
1293,5263245830,Jbones733,0,114.920006,DST Eagles  FLEX Breece Hall QB C.J. Stroud RB Bijan Robinson RB Saquon Barkley TE Dalton Schultz WR Ja'Marr Chase WR Jayden Reed WR Kayshon Boutte,,,
1293,5262958036,Peezer84,0,114.92,DST Patriots  FLEX Emeka Egbuka QB Caleb Williams RB Bijan Robinson RB Tony Pollard TE Dalton Schultz WR Tetairoa McMillan WR Rome Odunze WR Wan'Dale Robinson,,,
1297,5260505264,brando37,0,114.9,DST Panthers  FLEX Justin Jefferson QB Jordan Love RB Chase Brown RB Bucky Irving TE Colston Loveland WR Christian Watson WR Jalen Coker WR Dontayvion Wicks,,,
1297,5262094732,xsteveo45x,0,114.9,DST Ravens  FLEX Bijan Robinson QB Lamar Jackson RB Derrick Henry RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR DK Metcalf WR Jayden Reed,,,
1297,5263415374,hec007love,0,114.9,DST Jets  FLEX Jaylen Warren QB Lamar Jackson RB Derrick Henry RB Breece Hall TE Mark Andrews WR Christian Watson WR Garrett Wilson WR Matthew Golden,,,
1300,5263175597,Takamine9938,0,114.88001,DST Buccaneers  FLEX Matthew Golden QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Colston Loveland WR Ja'Marr Chase WR Jalen Coker WR Roman Wilson,,,
1300,5260751418,Steelers1933,0,114.87999,DST Steelers  FLEX Bijan Robinson QB Geno Smith RB Derrick Henry RB D'Andre Swift TE Juwan Johnson WR Garrett Wilson WR DK Metcalf WR Jalen Coker,,,
1300,5262297383,mamasmashley86,0,114.87999,DST Patriots  FLEX Kyle Monangai QB Bryce Young RB Derrick Henry RB Travis Etienne Jr. TE Mike Gesicki WR Justin Jefferson WR Christian Watson WR Jalen Coker,,,
1303,5263192517,BigKat2768,0,114.82,DST Jets  FLEX D'Andre Swift QB Caleb Williams RB Bijan Robinson RB David Montgomery TE Dalton Schultz WR Justin Jefferson WR Rashod Bateman WR Devaughn Vele,,,
1304,5260579772,Cooker222,0,114.78001,DST Panthers  FLEX Juwan Johnson QB Baker Mayfield RB Derrick Henry RB Saquon Barkley TE Cade Otton WR Justin Jefferson WR Emeka Egbuka WR Garrett Wilson,,,
1304,5260370475,hjonathan1,0,114.78,DST Eagles  FLEX Chase Brown QB Bryce Young RB D'Andre Swift RB Bucky Irving TE Juwan Johnson WR Emeka Egbuka WR Christian Watson WR Jalen Coker,,,
1306,5262765701,brandonw14,0,114.72001,DST Panthers  FLEX Derrick Henry QB Carson Wentz RB David Montgomery RB Chuba Hubbard TE Mark Andrews WR Justin Jefferson WR Garrett Wilson WR Matthew Golden,,,
1306,5259609499,Tigers13,0,114.72,DST Patriots  FLEX Bijan Robinson QB Caleb Williams RB Derrick Henry RB Bucky Irving TE Hunter Henry WR Tetairoa McMillan WR Devaughn Vele WR Kayshon Boutte,,,
1306,5262410269,molly22,0,114.72,DST Browns  FLEX Justin Jefferson QB Drake Maye RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Drake London WR Garrett Wilson WR Roman Wilson,,,
1309,5260365725,chucknelson85,0,114.700005,DST Eagles  FLEX Colston Loveland QB Lamar Jackson RB Derrick Henry RB Aaron Jones Sr. TE Mark Andrews WR Ja'Marr Chase WR Jalen Coker WR Devaughn Vele,,,
1310,5263324234,FlameThrower4,0,114.67999,DST Buccaneers  FLEX Darren Waller QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Colston Loveland WR Drake London WR Garrett Wilson WR Jalen Coker,,,
1311,5261725044,FestasEye,0,114.62,DST Patriots  FLEX Harold Fannin Jr. QB Caleb Williams RB Derrick Henry RB TreVeyon Henderson TE Mike Gesicki WR Justin Jefferson WR Ja'Marr Chase WR KC Concepcion Jr.,,,
1311,5262651727,makline22,0,114.62,DST Panthers  FLEX Bryce Lance QB Caleb Williams RB Chase Brown RB Bucky Irving TE Mark Andrews WR Ja'Marr Chase WR Emeka Egbuka WR Luther Burden III,,,
1311,5263198300,Chrispd7,0,114.62,DST Steelers  FLEX Chuba Hubbard QB Caleb Williams RB Derrick Henry RB Aaron Jones Sr. TE Dallas Goedert WR Ja'Marr Chase WR Jalen Coker WR Matthew Golden,,,
1311,5262295044,Flash788,0,114.619995,DST Jets  FLEX Derrick Henry QB Carson Wentz RB Bijan Robinson RB Aaron Jones Sr. TE Darren Waller WR Justin Jefferson WR Ja'Marr Chase WR Kayshon Boutte,,,
