Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1368,5252503530,Captsky23,0,131.96,DST Eagles  FLEX Tucker Kraft QB Justin Herbert RB Saquon Barkley RB Omarion Hampton TE Dallas Goedert WR DeVonta Smith WR Ladd McConkey WR Christian Watson,,,
1368,5254465397,Schroeder8,0,131.96,DST Raiders  FLEX Justin Jefferson QB Justin Herbert RB Saquon Barkley RB Ashton Jeanty TE Tucker Kraft WR DeVonta Smith WR Quentin Johnston WR Malik Washington,,,
1368,5247913932,garretcar,0,131.95999,DST Vikings  FLEX De'Von Achane QB Jayden Daniels RB Saquon Barkley RB Jacory Croskey-Merritt TE Dallas Goedert WR Justin Jefferson WR Stefon Diggs WR Quentin Johnston,,,
1368,5251708184,Hambone1927,0,131.95999,DST Chargers  FLEX Christian Watson QB Justin Herbert RB Saquon Barkley RB Mike Washington Jr. TE Michael Mayer WR Justin Jefferson WR DeVonta Smith WR Ladd McConkey,,,
1368,5254347688,sinn24,0,131.95999,DST Dolphins  FLEX Ashton Jeanty QB Justin Herbert RB De'Von Achane RB Saquon Barkley TE Dallas Goedert WR Ladd McConkey WR Jordan Addison WR Matthew Golden,,,
1375,5254292340,seafow,0,131.92001,DST Chargers  FLEX Ashton Jeanty QB Jalen Hurts RB De'Von Achane RB Saquon Barkley TE Tucker Kraft WR Michael Wilson WR Stefon Diggs WR Dontayvion Wicks,,,
1375,5254405170,Sav7,0,131.92001,DST Raiders  FLEX Terry McLaurin QB Kyler Murray RB De'Von Achane RB Saquon Barkley TE Michael Mayer WR Justin Jefferson WR Ladd McConkey WR Christian Watson,,,
1375,5253227377,kingart81,0,131.92,DST Chargers  FLEX Michael Mayer QB Jalen Hurts RB Saquon Barkley RB Omarion Hampton TE Dallas Goedert WR Justin Jefferson WR DeVonta Smith WR Stefon Diggs,,,
1375,5253289190,AgentChadAKSARBEN,0,131.92,DST Raiders  FLEX Saquon Barkley QB Kyler Murray RB Omarion Hampton RB Ashton Jeanty TE Dallas Goedert WR Justin Jefferson WR Quentin Johnston WR Jalen Nailor,,,
1379,5252881070,mark23105,0,131.88,DST Packers  FLEX Saquon Barkley QB Jordan Love RB Omarion Hampton RB MarShawn Lloyd TE Michael Mayer WR Justin Jefferson WR DeVonta Smith WR Christian Watson,,,
1379,5254107769,buzzkiabo,0,131.87999,DST Eagles  FLEX Ashton Jeanty QB Jordan Love RB Saquon Barkley RB Omarion Hampton TE Tucker Kraft WR Justin Jefferson WR Jayden Reed WR Tre Tucker,,,
1381,5254411238,kleichty12,0,131.86002,DST Raiders  FLEX Saquon Barkley QB Justin Herbert RB Omarion Hampton RB Ashton Jeanty TE Dallas Goedert WR Ladd McConkey WR Terry McLaurin WR Marvin Harrison Jr.,,,
1382,5254321066,Jagermister17,0,131.82,DST Raiders  FLEX Michael Mayer QB Jalen Hurts RB Saquon Barkley RB Omarion Hampton TE Dallas Goedert WR Justin Jefferson WR DeVonta Smith WR Terry McLaurin,,,
1382,5254447997,Nonphic,0,131.82,DST Vikings  FLEX Omarion Hampton QB Kyler Murray RB Saquon Barkley RB Ashton Jeanty TE Dallas Goedert WR Justin Jefferson WR Michael Wilson WR Quentin Johnston,,,
1384,5254325518,jakirb,0,131.76001,DST Chargers  FLEX Michael Mayer QB Justin Herbert RB Omarion Hampton RB Ashton Jeanty TE Chig Okonkwo WR Justin Jefferson WR DeVonta Smith WR Ladd McConkey,,,
1385,5248420392,tlong1327,0,131.72,DST Eagles  FLEX Trey McBride QB Jalen Hurts RB Saquon Barkley RB Tank Bigsby TE Dallas Goedert WR Justin Jefferson WR Jordan Addison WR Dontayvion Wicks,,,
1385,5250090611,nycgator12,0,131.72,DST Cardinals  FLEX Michael Mayer QB Jalen Hurts RB De'Von Achane RB Saquon Barkley TE Tucker Kraft WR Justin Jefferson WR DeVonta Smith WR Ladd McConkey,,,
1385,5251992443,An4rchyk1ng,0,131.72,DST Eagles  FLEX Malik Washington QB Jalen Hurts RB De'Von Achane RB MarShawn Lloyd TE Dallas Goedert WR Justin Jefferson WR DeVonta Smith WR Ladd McConkey,,,
1385,5253215674,HardRocks,0,131.72,DST Eagles  FLEX Christian Watson QB Kyler Murray RB Saquon Barkley RB Omarion Hampton TE Dallas Goedert WR Justin Jefferson WR Ladd McConkey WR Jauan Jennings,,,
1385,5254282147,estenenbaum,0,131.72,DST Raiders  FLEX Aaron Jones Sr. QB Kyler Murray RB Omarion Hampton RB MarShawn Lloyd TE Trey McBride WR Justin Jefferson WR Christian Watson WR Quentin Johnston,,,
1385,5254466931,TakeoverTarget,0,131.72,DST Cardinals  FLEX Michael Mayer QB Jalen Hurts RB De'Von Achane RB Saquon Barkley TE Tucker Kraft WR Justin Jefferson WR DeVonta Smith WR Ladd McConkey,,,
1391,5254036392,MooseHead24,0,131.70001,DST Eagles  FLEX Omarion Hampton QB Malik Willis RB De'Von Achane RB Saquon Barkley TE Dallas Goedert WR DeVonta Smith WR Christian Watson WR Caleb Douglas,,,
1391,5254208962,eaustin81,0,131.7,DST Eagles  FLEX Trey McBride QB Malik Willis RB De'Von Achane RB Saquon Barkley TE Michael Mayer WR Justin Jefferson WR Ladd McConkey WR Malik Washington,,,
1391,5254311139,dolfanlen,0,131.7,DST Chargers  FLEX Justin Jefferson QB Kirk Cousins RB De'Von Achane RB Ashton Jeanty TE Tucker Kraft WR Ladd McConkey WR Jayden Reed WR Quentin Johnston,,,
1391,5254349006,gabagool922,0,131.7,DST Eagles  FLEX Ashton Jeanty QB Malik Willis RB De'Von Achane RB Saquon Barkley TE Trey McBride WR Ladd McConkey WR Malik Washington WR Tre Tucker,,,
1395,5253861042,fantasyhawk72,0,131.65999,DST Cardinals  FLEX Ashton Jeanty QB Justin Herbert RB De'Von Achane RB Saquon Barkley TE Trey McBride WR Ladd McConkey WR Quentin Johnston WR Tre Tucker,,,
1396,5254418282,ChaCasJam61,0,131.62,DST Vikings  FLEX T.J. Hockenson QB Kyler Murray RB Saquon Barkley RB Aaron Jones Sr. TE Trey McBride WR Justin Jefferson WR Ladd McConkey WR Stefon Diggs,,,
1397,5254115314,Bwalks03,0,131.6,DST Vikings  FLEX Makai Lemon QB Malik Willis RB Omarion Hampton RB Jordan Mason TE Trey McBride WR Justin Jefferson WR Ladd McConkey WR Malik Washington,,,
1398,5252841486,LockEmUpC,0,131.56001,DST Eagles  FLEX Trey McBride QB Justin Herbert RB Omarion Hampton RB Ashton Jeanty TE T.J. Hockenson WR DeVonta Smith WR Ladd McConkey WR Quentin Johnston,,,
1398,5251845087,spankmarley,0,131.56,DST Vikings  FLEX Jordan Mason QB Justin Herbert RB Omarion Hampton RB Ashton Jeanty TE Trey McBride WR Ladd McConkey WR Jayden Reed WR Quentin Johnston,,,
1398,5252477035,skeeterbopp,0,131.56,DST Chargers  FLEX Christian Watson QB Justin Herbert RB Saquon Barkley RB MarShawn Lloyd TE Michael Mayer WR Justin Jefferson WR DeVonta Smith WR Ladd McConkey,,,
1398,5253488322,WallOfVoodoo,0,131.56,DST Raiders  FLEX Michael Wilson QB Justin Herbert RB De'Von Achane RB Ashton Jeanty TE Trey McBride WR Ladd McConkey WR Quentin Johnston WR Jauan Jennings,,,
1398,5254451698,cece1736,0,131.56,DST Packers  FLEX De'Von Achane QB Jayden Daniels RB Ashton Jeanty RB Jacory Croskey-Merritt TE Chig Okonkwo WR Justin Jefferson WR Stefon Diggs WR Quentin Johnston,,,
1403,5253413227,andrew.weir,0,131.52,DST Raiders  FLEX Saquon Barkley QB Kyler Murray RB Omarion Hampton RB Ashton Jeanty TE Michael Mayer WR Justin Jefferson WR Ladd McConkey WR Marvin Harrison Jr.,,,
1403,5254454727,kalsebastian,0,131.51999,DST Raiders  FLEX Tucker Kraft QB Kyler Murray RB De'Von Achane RB Saquon Barkley TE T.J. Hockenson WR Justin Jefferson WR DeVonta Smith WR Christian Watson,,,
1405,5254362917,Sctsnp,0,131.48001,DST Eagles  FLEX Trey McBride QB Jordan Love RB Omarion Hampton RB Jordan Mason TE Tucker Kraft WR Christian Watson WR Michael Wilson WR Makai Lemon,,,
1405,5250727961,ckjanskii,0,131.48,DST Vikings  FLEX Saquon Barkley QB Jacoby Brissett RB Omarion Hampton RB Ashton Jeanty TE Michael Mayer WR Justin Jefferson WR DeVonta Smith WR Marvin Harrison Jr.,,,
1407,5251786645,stahlerk,0,131.45999,DST Dolphins  FLEX De'Von Achane QB Justin Herbert RB Omarion Hampton RB MarShawn Lloyd TE Dallas Goedert WR Justin Jefferson WR Ladd McConkey WR Stefon Diggs,,,
1407,5253455568,thumbkins,0,131.45999,DST Raiders  FLEX DeVonta Smith QB Justin Herbert RB De'Von Achane RB Saquon Barkley TE David Njoku WR Ladd McConkey WR Christian Watson WR Michael Wilson,,,
1407,5253948864,OnDaBrink,0,131.45999,DST Chargers  FLEX Ashton Jeanty QB Justin Herbert RB Saquon Barkley RB MarShawn Lloyd TE Tucker Kraft WR Ladd McConkey WR Christian Watson WR Terry McLaurin,,,
1410,5250628787,cnriagu,0,131.42,DST Eagles  FLEX Jayden Reed QB Jalen Hurts RB De'Von Achane RB Ashton Jeanty TE Michael Mayer WR Justin Jefferson WR DeVonta Smith WR Quentin Johnston,,,
1410,5252403495,DayByDay,0,131.42,DST Eagles  FLEX Quentin Johnston QB Jalen Hurts RB De'Von Achane RB Ashton Jeanty TE Michael Mayer WR Justin Jefferson WR DeVonta Smith WR Jayden Reed,,,
1410,5254397784,SAWMAN55,0,131.42,DST Chargers  FLEX Justin Jefferson QB Jalen Hurts RB De'Von Achane RB Saquon Barkley TE Dallas Goedert WR Ladd McConkey WR Malik Washington WR Tre Tucker,,,
1410,5254443762,Cole3pt,0,131.42,DST Dolphins  FLEX Jacory Croskey-Merritt QB Kyler Murray RB De'Von Achane RB Ashton Jeanty TE Michael Mayer WR Justin Jefferson WR DeVonta Smith WR Ladd McConkey,,,
1414,5252860408,SierrasBigHead,0,131.32,DST Chargers  FLEX Terry McLaurin QB Jalen Hurts RB De'Von Achane RB Ashton Jeanty TE Dallas Goedert WR DeVonta Smith WR Ladd McConkey WR Tre Tucker,,,
1414,5253142716,vanhill757,0,131.32,DST Chargers  FLEX Tre Tucker QB Jalen Hurts RB De'Von Achane RB Ashton Jeanty TE Dallas Goedert WR DeVonta Smith WR Ladd McConkey WR Terry McLaurin,,,
1414,5253543932,PackSpartan4,0,131.31999,DST Raiders  FLEX Saquon Barkley QB Jalen Hurts RB De'Von Achane RB Jordan Mason TE Michael Mayer WR Justin Jefferson WR Ladd McConkey WR Makai Lemon,,,
1417,5254389318,Daewoo23,0,131.28,DST Eagles  FLEX Ashton Jeanty QB Jordan Love RB De'Von Achane RB Saquon Barkley TE Tucker Kraft WR Ladd McConkey WR Stefon Diggs WR Marvin Harrison Jr.,,,
1418,5250700740,spaytonesquire,0,131.26001,DST Raiders  FLEX Justin Jefferson QB Justin Herbert RB Saquon Barkley RB Omarion Hampton TE Michael Mayer WR Ladd McConkey WR Michael Wilson WR Stefon Diggs,,,
1419,5254338104,heatherp35,0,131.22,DST Eagles  FLEX Ashton Jeanty QB Jalen Hurts RB Saquon Barkley RB Omarion Hampton TE Tucker Kraft WR Christian Watson WR Marvin Harrison Jr. WR Jauan Jennings,,,
1420,5254262173,bigwillnyjets81230,0,131.20001,DST Vikings  FLEX Terry McLaurin QB Kirk Cousins RB Omarion Hampton RB Aaron Jones Sr. TE Tucker Kraft WR Justin Jefferson WR DeVonta Smith WR Christian Watson,,,
1421,5254451743,RedNose,0,131.18,DST Vikings  FLEX Tucker Kraft QB Jacoby Brissett RB Omarion Hampton RB Jeremiyah Love TE Trey McBride WR Justin Jefferson WR Ladd McConkey WR Jauan Jennings,,,
1422,5254404347,jruss5585,0,131.16,DST Dolphins  FLEX De'Von Achane QB Justin Herbert RB Saquon Barkley RB MarShawn Lloyd TE Dallas Goedert WR Justin Jefferson WR Ladd McConkey WR Stefon Diggs,,,
1423,5252188899,bendaro,0,131.12001,DST Chargers  FLEX Ashton Jeanty QB Jalen Hurts RB De'Von Achane RB Saquon Barkley TE Dallas Goedert WR DeVonta Smith WR Quentin Johnston WR Caleb Douglas,,,
1423,5254290556,MartyIce11,0,131.12,DST Eagles  FLEX MarShawn Lloyd QB Jalen Hurts RB De'Von Achane RB Omarion Hampton TE Dallas Goedert WR Justin Jefferson WR Ladd McConkey WR Jalen Nailor,,,
1425,5254265212,Pierre8989,0,131.1,DST Eagles  FLEX Michael Wilson QB Kirk Cousins RB De'Von Achane RB Saquon Barkley TE Tucker Kraft WR Justin Jefferson WR Christian Watson WR Jalen Nailor,,,
1425,5251742442,SckmyDitka,0,131.09999,DST Eagles  FLEX Stefon Diggs QB Malik Willis RB Saquon Barkley RB Omarion Hampton TE Dallas Goedert WR Justin Jefferson WR Ladd McConkey WR Makai Lemon,,,
1427,5250530735,QBKilla,0,131.08,DST Cardinals  FLEX Tucker Kraft QB Jordan Love RB De'Von Achane RB Saquon Barkley TE Trey McBride WR Justin Jefferson WR DeVonta Smith WR Chris Bell,,,
1427,5253684699,jjgriffin123,0,131.08,DST Eagles  FLEX Justin Jefferson QB Jacoby Brissett RB De'Von Achane RB Jordan Mason TE Trey McBride WR Michael Wilson WR Stefon Diggs WR Malik Washington,,,
1427,5253058745,ethpix,0,131.07999,DST Eagles  FLEX Trey McBride QB Jordan Love RB De'Von Achane RB Saquon Barkley TE Tucker Kraft WR Christian Watson WR Michael Wilson WR Quentin Johnston,,,
1427,5254408486,TBsleep,0,131.07999,DST Eagles  FLEX Trey McBride QB Jordan Love RB De'Von Achane RB Saquon Barkley TE Tucker Kraft WR Christian Watson WR Michael Wilson WR Quentin Johnston,,,
1431,5250181965,miled30win,0,131.06,DST Packers  FLEX Dallas Goedert QB Justin Herbert RB Saquon Barkley RB Ashton Jeanty TE Trey McBride WR Ladd McConkey WR Jordan Addison WR Quentin Johnston,,,
1431,5252663885,ruguz6969,0,131.06,DST Chargers  FLEX Christian Watson QB Justin Herbert RB Jordan Mason RB Kimani Vidal TE Tucker Kraft WR Justin Jefferson WR DeVonta Smith WR Ladd McConkey,,,
1433,5248014716,talksnonstop,0,131.02,DST Eagles  FLEX Stefon Diggs QB Jalen Hurts RB Saquon Barkley RB Jordan Mason TE Dallas Goedert WR Justin Jefferson WR DeVonta Smith WR Quentin Johnston,,,
1433,5254408071,gopats2015,0,131.02,DST Eagles  FLEX Ladd McConkey QB Jalen Hurts RB Saquon Barkley RB Jordan Mason TE Dallas Goedert WR Justin Jefferson WR DeVonta Smith WR Hollywood Brown,,,
1435,5253392379,Navare1212,0,130.98,DST Chargers  FLEX Mike Washington Jr. QB Jordan Love RB Saquon Barkley RB Aaron Jones Sr. TE Dallas Goedert WR Justin Jefferson WR DeVonta Smith WR Ladd McConkey,,,
1435,5253924262,ajmccann,0,130.98,DST Vikings  FLEX Dallas Goedert QB Jacoby Brissett RB De'Von Achane RB Ashton Jeanty TE Trey McBride WR DeVonta Smith WR Jordan Addison WR Quentin Johnston,,,
1437,5254367240,evanw13,0,130.96,DST Packers  FLEX Justin Jefferson QB Jayden Daniels RB Omarion Hampton RB Aaron Jones Sr. TE Dallas Goedert WR Ladd McConkey WR Terry McLaurin WR Stefon Diggs,,,
1438,5252982211,roadglide11,0,130.9,DST Vikings  FLEX Chris Bell QB Malik Willis RB De'Von Achane RB Ashton Jeanty TE Brock Bowers WR Justin Jefferson WR Ladd McConkey WR Jayden Reed,,,
1439,5253251893,bgrundt,0,130.85999,DST Vikings  FLEX Omarion Hampton QB Justin Herbert RB De'Von Achane RB Jordan Mason TE T.J. Hockenson WR DeVonta Smith WR Ladd McConkey WR Christian Watson,,,
1440,5250323297,warcat67,0,130.78,DST Eagles  FLEX Caleb Douglas QB Jacoby Brissett RB Saquon Barkley RB Omarion Hampton TE Trey McBride WR Justin Jefferson WR Ladd McConkey WR Quentin Johnston,,,
1440,5254337863,Wee-ya,0,130.78,DST Chargers  FLEX David Njoku QB Jordan Love RB Saquon Barkley RB Omarion Hampton TE Trey McBride WR Justin Jefferson WR Jayden Reed WR Matthew Golden,,,
1442,5251954540,mhesser_35,0,130.76001,DST Chargers  FLEX Saquon Barkley QB Justin Herbert RB Ashton Jeanty RB Tyler Allgeier TE Dallas Goedert WR DeVonta Smith WR Ladd McConkey WR Michael Wilson,,,
1442,5249888023,smoooth5876,0,130.76,DST Cardinals  FLEX Saquon Barkley QB Justin Herbert RB De'Von Achane RB Omarion Hampton TE Dallas Goedert WR Justin Jefferson WR Ladd McConkey WR Chris Bell,,,
1444,5254401443,QBKillaz,0,130.72,DST Chargers  FLEX Ashton Jeanty QB Jalen Hurts RB Saquon Barkley RB Omarion Hampton TE Dallas Goedert WR DeVonta Smith WR Quentin Johnston WR Dontayvion Wicks,,,
1445,5253933585,JohnnyDrama34,0,130.7,DST Eagles  FLEX Ashton Jeanty QB Malik Willis RB Saquon Barkley RB Omarion Hampton TE Michael Mayer WR Justin Jefferson WR DeVonta Smith WR Malik Washington,,,
1445,5254448567,RickRude69,0,130.7,DST Eagles  FLEX Ashton Jeanty QB Malik Willis RB Saquon Barkley RB Omarion Hampton TE Michael Mayer WR Justin Jefferson WR DeVonta Smith WR Malik Washington,,,
1447,5249797010,dgerbergss,0,130.66,DST Vikings  FLEX Saquon Barkley QB Jayden Daniels RB De'Von Achane RB Ashton Jeanty TE Michael Mayer WR Justin Jefferson WR Marvin Harrison Jr. WR Jayden Reed,,,
1447,5251294686,rjayzz457,0,130.66,DST Cardinals  FLEX Ashton Jeanty QB Justin Herbert RB Saquon Barkley RB Omarion Hampton TE Michael Mayer WR Justin Jefferson WR DeVonta Smith WR Quentin Johnston,,,
1447,5253947749,ericgarner12,0,130.66,DST Vikings  FLEX De'Von Achane QB Jayden Daniels RB Saquon Barkley RB Ashton Jeanty TE Michael Mayer WR Justin Jefferson WR Marvin Harrison Jr. WR Jayden Reed,,,
1447,5254264800,dayKare,0,130.66,DST Vikings  FLEX Justin Jefferson QB Jayden Daniels RB De'Von Achane RB Aaron Jones Sr. TE Dallas Goedert WR Terry McLaurin WR Michael Wilson WR Stefon Diggs,,,
1447,5254309751,paddy304,0,130.66,DST Vikings  FLEX Saquon Barkley QB Jayden Daniels RB De'Von Achane RB Ashton Jeanty TE Michael Mayer WR Justin Jefferson WR Marvin Harrison Jr. WR Jayden Reed,,,
1452,5253189523,NYLazio,0,130.62,DST Packers  FLEX Saquon Barkley QB Jalen Hurts RB Omarion Hampton RB MarShawn Lloyd TE Trey McBride WR Ladd McConkey WR Christian Watson WR Chris Bell,,,
1452,5254076303,COACHPZ,0,130.62,DST Cardinals  FLEX Christian Watson QB Kyler Murray RB Jordan Mason RB Rachaad White TE Trey McBride WR Justin Jefferson WR DeVonta Smith WR Quentin Johnston,,,
1452,5254197840,gratefulclark,0,130.62,DST Dolphins  FLEX Quentin Johnston QB Jalen Hurts RB De'Von Achane RB Omarion Hampton TE Dallas Goedert WR DeVonta Smith WR Christian Watson WR Michael Wilson,,,
1452,5254379038,Okefenokepie,0,130.62,DST Dolphins  FLEX Oronde Gadsden II QB Jalen Hurts RB Omarion Hampton RB Ashton Jeanty TE Trey McBride WR DeVonta Smith WR Terry McLaurin WR Matthew Golden,,,
1456,5254277705,rleroy05,0,130.58,DST Vikings  FLEX Trey McBride QB Jacoby Brissett RB De'Von Achane RB Omarion Hampton TE Dallas Goedert WR Justin Jefferson WR Makai Lemon WR Marvin Harrison Jr.,,,
1457,5254174022,beesldk,0,130.56001,DST Raiders  FLEX Terry McLaurin QB Justin Herbert RB Omarion Hampton RB Ashton Jeanty TE Dallas Goedert WR DeVonta Smith WR Ladd McConkey WR Quentin Johnston,,,
1457,5250391868,jilldodd,0,130.56,DST Commanders  FLEX Christian Watson QB Justin Herbert RB De'Von Achane RB Omarion Hampton TE Chig Okonkwo WR Justin Jefferson WR Ladd McConkey WR Quentin Johnston,,,
1457,5254450165,BJS79,0,130.56,DST Chargers  FLEX Trey McBride QB Justin Herbert RB Omarion Hampton RB MarShawn Lloyd TE Dallas Goedert WR Justin Jefferson WR Ladd McConkey WR Quentin Johnston,,,
1460,5254280244,WarrenMoonPies,0,130.52,DST Raiders  FLEX Saquon Barkley QB Kyler Murray RB Omarion Hampton RB Ashton Jeanty TE Dallas Goedert WR Justin Jefferson WR Marvin Harrison Jr. WR Quentin Johnston,,,
1461,5254274761,ruff_endz14,0,130.42,DST Cardinals  FLEX Ashton Jeanty QB Kyler Murray RB De'Von Achane RB Omarion Hampton TE Michael Mayer WR Justin Jefferson WR DeVonta Smith WR Stefon Diggs,,,
1461,5254332208,kristy1231,0,130.42,DST Chargers  FLEX Jacory Croskey-Merritt QB Jalen Hurts RB Saquon Barkley RB Mike Washington Jr. TE Dallas Goedert WR Christian Watson WR Marvin Harrison Jr. WR Dontayvion Wicks,,,
1461,5254443852,JHOOPER436,0,130.42,DST Cardinals  FLEX Christian Watson QB Jalen Hurts RB De'Von Achane RB Saquon Barkley TE Dallas Goedert WR DeVonta Smith WR Terry McLaurin WR Jayden Reed,,,
1464,5250447934,bruce101861,0,130.4,DST Chargers  FLEX Saquon Barkley QB Malik Willis RB Omarion Hampton RB Ashton Jeanty TE Greg Dulcich WR Justin Jefferson WR DeVonta Smith WR Caleb Douglas,,,
1464,5254416377,schmidty2,0,130.4,DST Eagles  FLEX Omarion Hampton QB Malik Willis RB De'Von Achane RB Saquon Barkley TE Michael Mayer WR Justin Jefferson WR Christian Watson WR Tre Tucker,,,
1466,5254155915,wkpxska,0,130.38,DST Chargers  FLEX De'Von Achane QB Jordan Love RB Omarion Hampton RB Aaron Jones Sr. TE Tucker Kraft WR Ladd McConkey WR Christian Watson WR Michael Wilson,,,
1467,5252640735,rflow54,0,130.36,DST Packers  FLEX Tucker Kraft QB Justin Herbert RB De'Von Achane RB Jacory Croskey-Merritt TE Dallas Goedert WR Justin Jefferson WR DeVonta Smith WR Ladd McConkey,,,
1467,5252939229,falstaff64,0,130.36,DST Chargers  FLEX MarShawn Lloyd QB Jayden Daniels RB Omarion Hampton RB Ashton Jeanty TE Michael Mayer WR Justin Jefferson WR Ladd McConkey WR Terry McLaurin,,,
1467,5249192910,bhick66,0,130.35999,DST Raiders  FLEX Ashton Jeanty QB Justin Herbert RB De'Von Achane RB Omarion Hampton TE Michael Mayer WR Justin Jefferson WR Terry McLaurin WR Quentin Johnston,,,
1470,5249643390,PGHDraftKing,0,130.32,DST Eagles  FLEX Michael Mayer QB Jalen Hurts RB De'Von Achane RB Saquon Barkley TE Dallas Goedert WR Justin Jefferson WR DeVonta Smith WR Michael Wilson,,,
1470,5254345061,ncrnv,0,130.31999,DST Chargers  FLEX Jacory Croskey-Merritt QB Jalen Hurts RB De'Von Achane RB Saquon Barkley TE Dallas Goedert WR DeVonta Smith WR Christian Watson WR Tre Tucker,,,
1470,5254373245,supadupafly82,0,130.31999,DST Packers  FLEX De'Von Achane QB Jalen Hurts RB Saquon Barkley RB Omarion Hampton TE Dallas Goedert WR Christian Watson WR Michael Wilson WR Jalen Nailor,,,
1473,5247820114,Mr_B,0,130.3,DST Chargers  FLEX Ladd McConkey QB Malik Willis RB De'Von Achane RB Saquon Barkley TE Dallas Goedert WR Justin Jefferson WR Michael Wilson WR Malik Washington,,,
1474,5253081413,traedye,0,130.26001,DST Eagles  FLEX Terry McLaurin QB Justin Herbert RB Saquon Barkley RB Ashton Jeanty TE Tucker Kraft WR Justin Jefferson WR Ladd McConkey WR Tre' Harris,,,
1474,5254360297,tpyo,0,130.26,DST Chargers  FLEX Stefon Diggs QB Jayden Daniels RB Jordan Mason RB Aaron Jones Sr. TE Trey McBride WR Christian Watson WR Terry McLaurin WR Michael Wilson,,,
1474,5254394923,lunchbox11,0,130.26,DST Vikings  FLEX Jordan Mason QB Justin Herbert RB Saquon Barkley RB Omarion Hampton TE Dallas Goedert WR Justin Jefferson WR Ladd McConkey WR Quentin Johnston,,,
1477,5253880216,mikei41,0,130.22,DST Raiders  FLEX Tre Tucker QB Jalen Hurts RB De'Von Achane RB Omarion Hampton TE Michael Mayer WR Justin Jefferson WR DeVonta Smith WR Ladd McConkey,,,
1477,5254441624,ginialynn,0,130.22,DST Chargers  FLEX Ladd McConkey QB Jalen Hurts RB Ashton Jeanty RB Jacory Croskey-Merritt TE Dallas Goedert WR DeVonta Smith WR Jordan Addison WR Jayden Reed,,,
1479,5254148731,mark7737,0,130.18,DST Chargers  FLEX De'Von Achane QB Jordan Love RB Omarion Hampton RB MarShawn Lloyd TE Tucker Kraft WR Justin Jefferson WR Christian Watson WR Tre Tucker,,,
1480,5254420330,iampelly8,0,130.16,DST Dolphins  FLEX Trey McBride QB Justin Herbert RB De'Von Achane RB Saquon Barkley TE Michael Mayer WR Ladd McConkey WR Christian Watson WR Quentin Johnston,,,
1480,5249013371,Erkdawg,0,130.15999,DST Chargers  FLEX Ashton Jeanty QB Justin Herbert RB De'Von Achane RB Saquon Barkley TE Michael Mayer WR Justin Jefferson WR Ladd McConkey WR Hollywood Brown,,,
1480,5254330007,lopezlovesthebolts,0,130.15999,DST Chargers  FLEX De'Von Achane QB Justin Herbert RB Saquon Barkley RB Bam Knight TE Michael Mayer WR Justin Jefferson WR Ladd McConkey WR Christian Watson,,,
1483,5250141544,IPA75,0,130.12,DST Eagles  FLEX Ladd McConkey QB Jalen Hurts RB De'Von Achane RB Omarion Hampton TE T.J. Hockenson WR DeVonta Smith WR Christian Watson WR Jalen Nailor,,,
1483,5254259663,strodej,0,130.12,DST Eagles  FLEX Christian Watson QB Jalen Hurts RB De'Von Achane RB MarShawn Lloyd TE Michael Mayer WR Justin Jefferson WR DeVonta Smith WR Quentin Johnston,,,
1483,5254283525,gelbgelb,0,130.12,DST Vikings  FLEX Trey McBride QB Kyler Murray RB De'Von Achane RB Ashton Jeanty TE Oronde Gadsden II WR Justin Jefferson WR Michael Wilson WR Quentin Johnston,,,
1483,5254455966,njsean33,0,130.12,DST Eagles  FLEX Ashton Jeanty QB Jalen Hurts RB Saquon Barkley RB Omarion Hampton TE Michael Mayer WR Justin Jefferson WR Marvin Harrison Jr. WR Quentin Johnston,,,
1487,5251290610,shawnblackandgold,0,130.1,DST Eagles  FLEX Omarion Hampton QB Kirk Cousins RB De'Von Achane RB Ashton Jeanty TE Michael Mayer WR Justin Jefferson WR Michael Wilson WR Tre Tucker,,,
1488,5252691104,Schoey17,0,130.08,DST Vikings  FLEX De'Von Achane QB Jacoby Brissett RB Omarion Hampton RB Ashton Jeanty TE Trey McBride WR Stefon Diggs WR Marvin Harrison Jr. WR Jalen Nailor,,,
1488,5253429739,orngdolphin01,0,130.08,DST Raiders  FLEX De'Von Achane QB Jordan Love RB Saquon Barkley RB Jordan Mason TE Dallas Goedert WR Justin Jefferson WR Makai Lemon WR Quentin Johnston,,,
1488,5253915335,congetti,0,130.08,DST Cardinals  FLEX Jalen Nailor QB Jordan Love RB Aaron Jones Sr. RB Trey Benson TE Tucker Kraft WR Ladd McConkey WR Christian Watson WR Matthew Golden,,,
1491,5253568895,ccrider729,0,130.06,DST Raiders  FLEX De'Von Achane QB Justin Herbert RB Saquon Barkley RB Omarion Hampton TE Dallas Goedert WR Justin Jefferson WR Quentin Johnston WR Dontayvion Wicks,,,
1492,5254380838,loigwine,0,130.01999,DST Chargers  FLEX Tre Tucker QB Jalen Hurts RB Omarion Hampton RB Jordan Mason TE Trey McBride WR Justin Jefferson WR DeVonta Smith WR Caleb Douglas,,,
1493,5254391458,digs1nep9,0,129.98,DST Dolphins  FLEX Justin Jefferson QB Jordan Love RB De'Von Achane RB Omarion Hampton TE Dallas Goedert WR Ladd McConkey WR Makai Lemon WR Jayden Reed,,,
