Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,roster_role,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
RB,Anthony Tyus III (43716720),Anthony Tyus III,43716720,FLEX,7600,CAR@ARI 08/06/2026 08:00PM ET,CAR,0.0,,FLEX,Anthony Tyus III,dk,7600,anthony tyus,CAR,RB,showdown,,,
WR,Reggie Virgil (43716722),Reggie Virgil,43716722,FLEX,7600,CAR@ARI 08/06/2026 08:00PM ET,ARI,0.0,,FLEX,Reggie Virgil,dk,7600,reggie virgil,ARI,WR,showdown,,,
TE,Kenny Yeboah (43716724),Kenny Yeboah,43716724,FLEX,7600,CAR@ARI 08/06/2026 08:00PM ET,ARI,0.0,,FLEX,Kenny Yeboah,dk,7600,kenny yeboah,ARI,TE,showdown,,,
RB,Miles Davis (43716726),Miles Davis,43716726,FLEX,7600,CAR@ARI 08/06/2026 08:00PM ET,CAR,0.0,,FLEX,Miles Davis,dk,7600,miles davis,CAR,RB,showdown,,,
TE,Rivaldo Fairweather (43716729),Rivaldo Fairweather,43716729,FLEX,7600,CAR@ARI 08/06/2026 08:00PM ET,ARI,0.0,,FLEX,Rivaldo Fairweather,dk,7600,rivaldo fairweather,ARI,TE,showdown,,,
TE,Caden Prieskorn (43716730),Caden Prieskorn,43716730,FLEX,7600,CAR@ARI 08/06/2026 08:00PM ET,CAR,0.0,,FLEX,Caden Prieskorn,dk,7600,caden prieskorn,CAR,TE,showdown,,,
TE,Jameson Geers (43716733),Jameson Geers,43716733,FLEX,7600,CAR@ARI 08/06/2026 08:00PM ET,ARI,0.0,,FLEX,Jameson Geers,dk,7600,jameson geers,ARI,TE,showdown,,,
WR,Tejhaun Palmer (43716736),Tejhaun Palmer,43716736,FLEX,7600,CAR@ARI 08/06/2026 08:00PM ET,ARI,0.0,,FLEX,Tejhaun Palmer,dk,7600,tejhaun palmer,ARI,WR,showdown,,,
WR,Dan Chisena (43716737),Dan Chisena,43716737,FLEX,7600,CAR@ARI 08/06/2026 08:00PM ET,CAR,0.0,IR,FLEX,Dan Chisena,dk,7600,dan chisena,CAR,WR,showdown,,,
WR,Harrison Wallace III (43716738),Harrison Wallace III,43716738,FLEX,7600,CAR@ARI 08/06/2026 08:00PM ET,ARI,0.0,,FLEX,Harrison Wallace III,dk,7600,harrison wallace,ARI,WR,showdown,,,
WR,Ainias Smith (43716739),Ainias Smith,43716739,FLEX,7600,CAR@ARI 08/06/2026 08:00PM ET,CAR,0.0,Q,FLEX,Ainias Smith,dk,7600,ainias smith,CAR,WR,showdown,,,
WR,Bryson Green (43716740),Bryson Green,43716740,FLEX,7600,CAR@ARI 08/06/2026 08:00PM ET,ARI,0.0,,FLEX,Bryson Green,dk,7600,bryson green,ARI,WR,showdown,,,
WR,Ja'seem Reed (43716741),Ja'seem Reed,43716741,FLEX,7600,CAR@ARI 08/06/2026 08:00PM ET,CAR,0.0,,FLEX,Ja'seem Reed,dk,7600,jaseem reed,CAR,WR,showdown,,,
WR,Malick Meiga (43716742),Malick Meiga,43716742,FLEX,7600,CAR@ARI 08/06/2026 08:00PM ET,CAR,0.0,,FLEX,Malick Meiga,dk,7600,malick meiga,CAR,WR,showdown,,,
WR,Gabriel Benyard (43761174),Gabriel Benyard,43761174,FLEX,7600,CAR@ARI 08/06/2026 08:00PM ET,CAR,0.0,,FLEX,Gabriel Benyard,dk,7600,gabriel benyard,CAR,WR,showdown,,,
TE,Chamon Metayer (43761175),Chamon Metayer,43761175,FLEX,7600,CAR@ARI 08/06/2026 08:00PM ET,CAR,0.0,,FLEX,Chamon Metayer,dk,7600,chamon metayer,CAR,TE,showdown,,,
