Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,roster_role,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
TE,Mitch Van Vooren (43782155),Mitch Van Vooren,43782155,CPT,300,NE@SEA 09/09/2026 08:20PM ET,NE,0.0,,CPT,Mitch Van Vooren,dk,300,mitch van vooren,NE,TE,showdown,,,
TE,Nick Vannett (43782157),Nick Vannett,43782157,CPT,300,NE@SEA 09/09/2026 08:20PM ET,SEA,0.0,,CPT,Nick Vannett,dk,300,nick vannett,SEA,TE,showdown,,,
TE,Mitch Van Vooren (43782092),Mitch Van Vooren,43782092,FLEX,200,NE@SEA 09/09/2026 08:20PM ET,NE,0.0,,FLEX,Mitch Van Vooren,dk,200,mitch van vooren,NE,TE,showdown,,,
TE,Nick Vannett (43782094),Nick Vannett,43782094,FLEX,200,NE@SEA 09/09/2026 08:20PM ET,SEA,0.0,,FLEX,Nick Vannett,dk,200,nick vannett,SEA,TE,showdown,,,
