Name,Position,TeamAbbrev,Salary,ID,Roster Position,Game Info,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
Luke McCown,QB,NO,5000,1227,QB,NO@ATL,,rotoguru_gid,Luke McCown,dk,5000,luke mccown,NO,QB,,,
Michael Vick,QB,NYJ,7300,1155,QB,NYJ@LV,,rotoguru_gid,Michael Vick,dk,7300,michael vick,NYJ,QB,,,
Tim Wright,TE,NE,0,4591,TE,NE@MIA,,rotoguru_gid,Tim Wright,dk,0,tim wright,NE,TE,,,
Ben Watson,TE,NO,3200,4292,TE,NO@ATL,,rotoguru_gid,Ben Watson,dk,3200,ben watson,NO,TE,,,
