Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
TE,KC,4500,4811,Jody Fortson,Jody,Fortson,PHI,4.65,rotoguru_gid,Jody Fortson,fd,4500,jody fortson,KC,TE,,,
