Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
RB,Nick Singleton (43727405),Nick Singleton,43727405,RB/FLEX,4800,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0.0,,Nick Singleton,dk,4800,nick singleton,TEN,RB,classic,,,
QB,Kyron Drones (43727287),Kyron Drones,43727287,QB,4000,GB@MIN 09/13/2026 04:25PM ET,GB,0.0,,Kyron Drones,dk,4000,kyron drones,GB,QB,classic,,,
RB,Nathan Carter (43727469),Nathan Carter,43727469,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0.7,,Nathan Carter,dk,4000,nathan carter,ATL,RB,classic,,,
RB,Jackson Acker (43727477),Jackson Acker,43727477,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0.0,,Jackson Acker,dk,4000,jackson acker,BUF,RB,classic,,,
RB,Joshua Pitsenberger (43727487),Joshua Pitsenberger,43727487,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0.0,Q,Joshua Pitsenberger,dk,4000,joshua pitsenberger,HOU,RB,classic,,,
RB,TJ Harden (43727511),TJ Harden,43727511,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0.0,,TJ Harden,dk,4000,tj harden,CLE,RB,classic,,,
RB,Kye Robichaux (43727521),Kye Robichaux,43727521,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,DET,0.0,Q,Kye Robichaux,dk,4000,kye robichaux,DET,RB,classic,,,
RB,Anthony Hankerson (43727549),Anthony Hankerson,43727549,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0.0,,Anthony Hankerson,dk,4000,anthony hankerson,MIA,RB,classic,,,
RB,Kejon Owens (43727557),Kejon Owens,43727557,RB/FLEX,4000,GB@MIN 09/13/2026 04:25PM ET,MIN,0.0,Q,Kejon Owens,dk,4000,kejon owens,MIN,RB,classic,,,
RB,Audric Estime (43727565),Audric Estime,43727565,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,NO,6.9,,Audric Estime,dk,4000,audric estime,NO,RB,classic,,,
RB,Sam Scott (43727571),Sam Scott,43727571,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0.0,Q,Sam Scott,dk,4000,sam scott,NYJ,RB,classic,,,
RB,Kadarius Calloway (43727607),Kadarius Calloway,43727607,RB/FLEX,4000,TB@CIN 09/13/2026 01:00PM ET,TB,0.0,Q,Kadarius Calloway,dk,4000,kadarius calloway,TB,RB,classic,,,
RB,Al-Jay Henderson (44034606),Al-Jay Henderson,44034606,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0.0,,Al-Jay Henderson,dk,4000,al jay henderson,NYJ,RB,classic,,,
