Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
RB,PIT,4500,5573,Trey Edmunds,Trey,Edmunds,CLE,0.0,rotoguru_gid,Trey Edmunds,fd,4500,trey edmunds,PIT,RB,,,
RB,KC,4500,5544,Elijah McGuire,Elijah,McGuire,CIN,0.0,rotoguru_gid,Elijah McGuire,fd,4500,elijah mcguire,KC,RB,,,
WR,DEN,4500,5809,Travis Fulgham,Travis,Fulgham,LAC,,rotoguru_gid,Travis Fulgham,fd,4500,travis fulgham,DEN,WR,,,
TE,DET,4000,4681,Ross Travis,Ross,Travis,SEA,0.0,rotoguru_gid,Ross Travis,fd,4000,ross travis,DET,TE,,,
TE,JAX,4100,4795,Kahale Warring,Kahale,Warring,NE,0.0,rotoguru_gid,Kahale Warring,fd,4100,kahale warring,JAX,TE,,,
