espn_id,player_name,espn_position,team,status,raw_status,last_updated,normalized_name,normalized_team,match_method
4430104,Sincere McCormick,RB,SF,ACTIVE,,,sincere mccormick,SF,
4683114,Will Pauling,WR,SF,ACTIVE,,,will pauling,SF,
4430431,Kurtis Rourke,QB,SF,ACTIVE,,,kurtis rourke,SF,
4710714,De'Zhaun Stribling,WR,SF,ACTIVE,,,dezhaun stribling,SF,
4039358,Patrick Taylor Jr.,RB,SF,ACTIVE,,,patrick taylor,SF,
3929636,Irv Charles,WR,SEA,ACTIVE,,,irv charles,SEA,
4600597,Montorie Foster Jr.,WR,SEA,ACTIVE,,,montorie foster,SEA,
4685381,Emmanuel Henderson Jr.,WR,SEA,ACTIVE,,,emmanuel henderson,SEA,
5097854,Lance Mason,TE,SEA,ACTIVE,,,lance mason,SEA,
4427391,Kenny McIntosh,RB,SEA,OUT,Out,2026-07-20T20:24Z,kenny mcintosh,SEA,
4685512,Jadarian Price,RB,SEA,ACTIVE,,,jadarian price,SEA,
4700149,Rashad Rochelle,WR,SEA,ACTIVE,,,rashad rochelle,SEA,
4431479,Ricky White III,WR,SEA,ACTIVE,,,ricky white,SEA,
4426444,Connor Bazelak,QB,TB,ACTIVE,,,connor bazelak,TB,
5151965,Kadarius Calloway,RB,TB,ACTIVE,,,kadarius calloway,TB,
4596472,Jalon Daniels,QB,TB,ACTIVE,,,jalon daniels,TB,
4746099,Kenny Fletcher Jr.,TE,TB,ACTIVE,,,kenny fletcher,TB,
4429847,Garrett Greene,WR,TB,ACTIVE,,,garrett greene,TB,
4572786,Dennis Houston,WR,TB,ACTIVE,,,dennis houston,TB,
5220680,Ted Hurst III,WR,TB,ACTIVE,,,ted hurst,TB,
4875613,Dean Patterson,WR,TB,ACTIVE,,,dean patterson,TB,
4713277,Eric Rivers Jr.,WR,TB,ACTIVE,,,eric rivers,TB,
4890373,Bauer Sharp,TE,TB,ACTIVE,,,bauer sharp,TB,
4814930,Hank Beatty,WR,TEN,ACTIVE,,,hank beatty,TEN,
4240657,Michael Carter,RB,TEN,ACTIVE,,,michael carter,TEN,
4240858,Hendon Hooker,QB,TEN,ACTIVE,,,hendon hooker,TEN,
4565172,Courtney Jackson,WR,TEN,ACTIVE,,,courtney jackson,TEN,
4877034,Jaren Kanak,TE,TEN,ACTIVE,,,jaren kanak,TEN,
4361418,Will Levis,QB,TEN,ACTIVE,,,will levis,TEN,
4247812,Lance McCutcheon,WR,TEN,ACTIVE,,,lance mccutcheon,TEN,
5103197,Tyren Montgomery,WR,TEN,ACTIVE,,,tyren montgomery,TEN,
3916566,K.J. Osborn,WR,TEN,ACTIVE,,,kj osborn,TEN,
4685555,Nicholas Singleton,RB,TEN,ACTIVE,,,nicholas singleton,TEN,
4871023,Carnell Tate,WR,TEN,ACTIVE,,,carnell tate,TEN,
4362570,Joel Wilson,TE,TEN,ACTIVE,,,joel wilson,TEN,
