espn_id,player_name,espn_position,team,status,raw_status,last_updated,normalized_name,normalized_team,match_method
4685246,Kaytron Allen,RB,WAS,ACTIVE,,,kaytron allen,WAS,
4683111,Jaden Bradley,WR,WAS,ACTIVE,,,jaden bradley,WAS,
3917849,Lawrence Cager,TE,WAS,ACTIVE,,,lawrence cager,WAS,
4361994,Sam Hartman,QB,WAS,ACTIVE,,,sam hartman,WAS,
5151317,Robert Henry Jr.,RB,WAS,ACTIVE,,,robert henry,WAS,
4431334,Chris Hilton Jr.,WR,WAS,ACTIVE,,,chris hilton,WAS,
4432722,Athan Kaliakmanis,QB,WAS,ACTIVE,,,athan kaliakmanis,WAS,
4875350,Quentin Moore,TE,WAS,ACTIVE,,,quentin moore,WAS,
4570242,Nick Nash,WR,WAS,ACTIVE,,,nick nash,WAS,
5081432,Antonio Williams,WR,WAS,ACTIVE,,,antonio williams,WAS,
