Position,Team,Salary,Id,Nickname,First Name,Last Name,Opponent,AvgPointsPerGame,id_source,name,site,salary,normalized_name,normalized_team,position_upper,player_id,match_method,match_confidence
WR,IND,4500,5882,De'Michael Harris,De'Michael,Harris,LA,,rotoguru_gid,De'Michael Harris,fd,4500,demichael harris,IND,WR,,,
TE,KC,4000,4811,Jody Fortson,Jody,Fortson,BAL,,rotoguru_gid,Jody Fortson,fd,4000,jody fortson,KC,TE,,,
