Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
RB,Kenneth Gainwell (43727377),Kenneth Gainwell,43727377,RB/FLEX,5200,TB@CIN 09/13/2026 01:00PM ET,TB,12.8,,Kenneth Gainwell,dk,5200,kenneth gainwell,TB,RB,classic,,,
RB,Nick Singleton (43727405),Nick Singleton,43727405,RB/FLEX,4800,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0.0,,Nick Singleton,dk,4800,nick singleton,TEN,RB,classic,,,
QB,Hunter Dekkers (43727301),Hunter Dekkers,43727301,QB,4000,NO@DET 09/13/2026 01:00PM ET,NO,0.0,,Hunter Dekkers,dk,4000,hunter dekkers,NO,QB,classic,,,
RB,Nathan Carter (43727469),Nathan Carter,43727469,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0.7,,Nathan Carter,dk,4000,nathan carter,ATL,RB,classic,,,
RB,Ian Wheeler (43727475),Ian Wheeler,43727475,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0.0,,Ian Wheeler,dk,4000,ian wheeler,BUF,RB,classic,,,
RB,Joshua Pitsenberger (43727487),Joshua Pitsenberger,43727487,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0.0,,Joshua Pitsenberger,dk,4000,joshua pitsenberger,HOU,RB,classic,,,
RB,Audric Estime (43727565),Audric Estime,43727565,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,NO,6.9,,Audric Estime,dk,4000,audric estime,NO,RB,classic,,,
RB,Zonovan Knight (43727583),Zonovan Knight,43727583,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,ARI,7.8,,Zonovan Knight,dk,4000,zonovan knight,ARI,RB,classic,,,
RB,Greg Desrosiers Jr. (43727599),Greg Desrosiers Jr.,43727599,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0.0,,Greg Desrosiers Jr.,dk,4000,greg desrosiers,LAC,RB,classic,,,
WR,Hollywood Brown (43727757),Hollywood Brown,43727757,WR/FLEX,3800,WAS@PHI 09/13/2026 04:25PM ET,PHI,8.6,,Hollywood Brown,dk,3800,hollywood brown,PHI,WR,classic,,,
WR,Joshua Palmer (43727773),Joshua Palmer,43727773,WR/FLEX,3500,BUF@HOU 09/13/2026 01:00PM ET,BUF,4.4,,Joshua Palmer,dk,3500,joshua palmer,BUF,WR,classic,,,
WR,Juice Wells Jr. (43727847),Juice Wells Jr.,43727847,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0.0,,Juice Wells Jr.,dk,3000,juice wells,ATL,WR,classic,,,
WR,Max Tomczak (43727865),Max Tomczak,43727865,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0.0,,Max Tomczak,dk,3000,max tomczak,BUF,WR,classic,,,
WR,Scotty Miller (43727887),Scotty Miller,43727887,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CHI,1.1,,Scotty Miller,dk,3000,scotty miller,CHI,WR,classic,,,
WR,Mitch Tinsley (43727899),Mitch Tinsley,43727899,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,CIN,1.9,,Mitch Tinsley,dk,3000,mitch tinsley,CIN,WR,classic,,,
WR,Lucky Jackson (43727941),Lucky Jackson,43727941,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,0.0,,Lucky Jackson,dk,3000,lucky jackson,DET,WR,classic,,,
WR,Tarik Black (43727943),Tarik Black,43727943,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,0.0,,Tarik Black,dk,3000,tarik black,DET,WR,classic,,,
