player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,engine_projection,stack_delta,dk_avg_ppg,chalk_score,estimated_ownership_pct,roster_role,slate_format,ownership_available,injury_raw_status,injury_status
DST_NO,New Orleans Saints,D,NO,3400,134516-12542,7.9550469135,7.9550469135,1.180751213731351,1.1106577645895153,7.9550469135,LV,23.33,43.56,,,6.0245,dst_simulated_session_10_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9550469135,0.0,5.0,70.51470588235294,30.853585127951117,,classic,True,,ACTIVE
DST_SF,San Francisco 49ers,D,SF,4900,134516-12549,7.6450313115,7.6450313115,1.1347362370357448,1.145206527281999,7.6450313115,ARI,28.22,47.83,,,5.9592,dst_simulated_session_10_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6450313115,0.0,8.0,65.09803921568628,21.501911627567058,,classic,True,,ACTIVE
DST_MIN,Minnesota Vikings,D,MIN,4300,134516-12540,7.632673244999999,7.632673244999999,1.1329019547017858,1.0896409509946627,7.632673244999999,TB,21.89,42.5,,,6.1933,dst_simulated_session_10_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.632673244999999,0.0,12.5,50.42892156862745,8.086537707784405,,classic,True,,ACTIVE
00-0041027,Jeremiyah Love,RB,ARI,5800,134516-188171,8.5681,8.5681,1.0,0.8823645209370341,7.560183199106399,SF,19.61,47.83,2.0,1.0,6.6349,statline_mc+recal_10_4b,1.4315758678031765,16.40891301029137,0.0,0.0,0.0,8.64075,30.869851240714063,0.25925,3.03075,2.254,14.20698075034992,0.08025,7.560183199106399,0.0,9.0,62.45179738562091,3.4587897485243966,,classic,True,,ACTIVE
00-0038559,Michael Wilson,WR,ARI,5800,134516-89612,8.3042,8.3042,1.0,0.8823645209370341,7.327366260298961,SF,19.61,47.83,2.0,1.0,6.3054,statline_mc+recal_10_4b,1.4074456825123016,16.81758011219549,0.0,0.0,0.0,0.04825,0.1717092183082665,0.00125,6.3245,3.66975,41.16820338468134,0.23075,7.327366260298961,0.0,5.449999809265137,66.07401960784314,6.138392601105838,,classic,True,,ACTIVE
00-0038563,Tre Tucker,WR,LV,5900,134516-103619,7.8254,7.8254,1.0,0.9098118619758708,7.1196299573056825,NO,20.22,43.56,2.0,1.0,6.3208,statline_mc+recal_10_4b,1.0640878256589148,16.876966775033882,0.0,0.0,0.0,0.0515,0.2690758110594257,0.00125,4.97975,3.0895,41.19472376199739,0.24225,7.1196299573056825,0.0,13.550000190734863,64.02941176470588,5.442790380425539,,classic,True,,ACTIVE
00-0040129,Emeka Egbuka,WR,TB,6200,134516-152655,7.671,7.671,1.0,0.9273601619843076,7.113805311749872,MIN,20.61,42.5,2.0,1.0,6.2685,statline_mc+recal_10_4b,1.187529510349926,15.978242119048538,0.0,0.0,0.0,0.45475,2.954858361363073,0.0185,5.16375,3.3095,36.32569475613563,0.244,7.113805311749872,0.0,8.800000190734863,62.47598039215687,4.967484379534199,,classic,True,,ACTIVE
00-0041052,Kaelon Black,RB,SF,5300,134516-167881,5.5522,5.5522,1.0,1.2697769903540592,7.050045188633434,ARI,28.22,47.83,2.0,1.0,6.9294,statline_mc+recal_10_4b,0.6688967925426823,16.84422092268107,0.0,0.0,0.0,8.2915,43.77244357830827,0.2675,0.84325,0.652,6.408008308026072,0.03175,7.050045188633434,0.0,5.0,78.4452614379085,14.80359448216353,,classic,True,,ACTIVE
DST_TB,Tampa Bay Buccaneers,D,TB,3700,134516-12551,7.007240502,7.007240502,1.040070262012287,1.0259250799451805,7.007240502,MIN,20.61,42.5,,,6.0919,dst_simulated_session_10_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.007240502,0.0,5.5,47.450980392156865,6.6304405891321725,,classic,True,,ACTIVE
00-0039410,Ryan Flournoy,WR,DAL,5100,134516-201233,6.0928,6.0928,1.0,1.1059928569419837,6.738551246708882,BAL,24.58,52.5,2.0,1.0,6.1944,statline_mc+recal_10_4b,1.0074538610285166,16.281841792322563,0.0,0.0,0.0,0.033,0.1994930193860501,0.0015,4.77125,3.051,38.68601944770277,0.22625,6.738551246708882,0.0,4.0,78.62058823529411,12.840398905791266,,classic,True,,ACTIVE
