team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
CLE,pass,1.0,exclusive,5.39,30.74,5.7024,25.35
CLE,rush,0.0536,recent,7.46,1.56,0.2089,5.9
CHI,pass,1.0,exclusive,21.29,30.68,1.4411,9.39
NYG,recv,0.4415,recent,26.19,14.67,0.56,11.52
CHI,rush,0.6242,recent,26.8,15.69,0.5856,11.11
SEA,rush,0.569,recent,22.16,14.92,0.6733,7.24
TEN,rush,0.9767,recent,35.78,24.2,0.6764,11.58
CAR,pass,1.0,exclusive,48.64,33.68,0.6924,14.96
KC,rush,0.5954,recent,20.96,15.04,0.7177,5.92
SEA,pass,1.0,exclusive,24.28,30.89,1.2723,6.61
BAL,rush,0.6795,recent,27.07,19.72,0.7286,7.35
KC,pass,1.0,exclusive,56.0,41.67,0.744,14.34
MIA,pass,1.0,exclusive,29.46,37.0,1.256,7.54
MIA,recv,0.7756,recent,37.55,27.97,0.7449,9.58
TB,recv,0.7593,recent,36.57,28.06,0.7675,8.5
PHI,rush,1.0,recent,20.24,24.87,1.2288,4.63
CAR,recv,0.7514,recent,31.82,24.55,0.7715,7.27
DEN,recv,0.9101,recent,37.76,29.18,0.7728,8.58
NYG,rush,0.4915,recent,16.55,12.82,0.7748,3.73
NO,pass,1.0,exclusive,24.69,30.17,1.2221,5.48
NE,pass,1.0,exclusive,41.36,32.31,0.7812,9.05
MIA,rush,0.8478,recent,16.95,20.52,1.2105,3.57
TB,pass,1.0,exclusive,47.24,37.49,0.7935,9.76
SF,recv,0.6835,recent,26.2,21.24,0.8108,4.96
ATL,recv,0.9505,recent,42.32,34.51,0.8156,7.8
CAR,rush,0.7692,recent,26.12,21.63,0.8281,4.49
NYJ,rush,0.7981,recent,16.98,19.89,1.1712,2.91
DEN,rush,0.976,recent,22.53,26.18,1.1622,3.65
NO,rush,0.7564,recent,26.5,22.29,0.8412,4.21
BAL,pass,1.0,exclusive,39.44,33.81,0.8572,5.63
WAS,recv,0.7901,recent,31.45,26.97,0.8574,4.49
NYJ,recv,0.8982,recent,32.25,27.87,0.8641,4.38
LV,pass,1.0,exclusive,39.37,34.57,0.8781,4.8
TEN,pass,1.0,exclusive,43.38,38.18,0.8801,5.2
GB,recv,0.9396,recent,27.9,30.96,1.1098,3.06
ATL,pass,1.0,exclusive,41.77,37.25,0.8919,4.52
BAL,recv,0.8025,recent,29.54,26.35,0.8921,3.19
GB,pass,1.0,exclusive,31.12,34.4,1.1053,3.28
CHI,recv,0.9333,recent,24.41,26.98,1.1052,2.57
SF,rush,0.5278,recent,16.83,15.11,0.8976,1.72
KC,recv,0.9184,recent,40.92,36.92,0.9023,4.0
DET,recv,0.6706,recent,25.39,22.92,0.903,2.46
SF,pass,1.0,exclusive,29.4,32.1,1.0917,2.69
NO,recv,0.6174,recent,19.66,17.93,0.912,1.73
LA,pass,1.0,exclusive,34.21,37.11,1.0847,2.9
CLE,recv,0.7305,recent,23.64,21.67,0.9163,1.98
NE,recv,0.9412,recent,32.06,29.63,0.9242,2.43
DEN,pass,1.0,exclusive,35.57,32.9,0.925,2.67
HOU,rush,0.9828,recent,23.76,22.08,0.9292,1.68
CIN,pass,1.0,exclusive,30.61,32.56,1.0636,1.95
CIN,rush,0.8968,recent,24.68,23.26,0.9424,1.42
HOU,recv,0.7606,recent,25.08,23.65,0.943,1.43
LV,rush,0.6748,recent,18.45,17.51,0.9489,0.94
WAS,pass,1.0,exclusive,37.06,35.17,0.949,1.89
IND,pass,1.0,exclusive,29.07,30.55,1.051,1.48
HOU,pass,1.0,exclusive,31.3,32.88,1.0505,1.58
ARI,rush,1.0,recent,33.11,31.5,0.9514,1.61
LA,recv,0.9942,recent,34.54,36.08,1.0448,1.55
NYJ,pass,1.0,exclusive,33.62,32.14,0.956,1.48
IND,rush,1.0,recent,25.97,27.07,1.0424,1.1
NYG,pass,1.0,exclusive,35.86,34.42,0.9597,1.44
LA,rush,0.9712,recent,27.38,28.43,1.0383,1.05
TEN,recv,0.7375,recent,27.72,26.71,0.9633,1.02
IND,recv,0.8758,recent,24.79,25.65,1.0346,0.86
DET,pass,1.0,exclusive,37.53,36.24,0.9656,1.29
CIN,recv,0.869,recent,26.37,27.22,1.0322,0.85
PHI,recv,0.7988,recent,27.36,26.56,0.9709,0.8
ATL,rush,0.9512,recent,25.77,25.09,0.9737,0.68
GB,rush,0.9789,recent,28.25,27.68,0.9795,0.58
WAS,rush,0.9213,recent,23.1,22.69,0.9822,0.41
TB,rush,1.0,recent,28.27,28.77,1.0177,0.5
LV,recv,0.716,recent,24.19,23.79,0.9835,0.4
SEA,recv,0.8958,recent,26.83,26.53,0.9885,0.31
PHI,pass,1.0,exclusive,34.47,34.86,1.0112,0.39
ARI,pass,1.0,exclusive,35.03,34.65,0.9893,0.38
DET,rush,1.0,recent,22.12,21.89,0.9894,0.23
ARI,recv,1.0,recent,33.79,33.48,0.9909,0.31
NE,rush,0.783,recent,21.91,21.81,0.9957,0.09
