player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,chalk_score,estimated_ownership_pct
00-0033280,Christian McCaffrey,RB,SF,9100,43725072,24.50588235294118,20.916,1.2885323619611362,1.0,29.263782676478076,CIN,0.0,0.0,73.06201550387597,27.55207461561595
00-0033288,George Kittle,TE,SF,4500,43725190,14.681818181818182,15.838,1.5692753625192133,1.0,23.9469993706466,CIN,0.0,0.0,70.80711354309165,15.434552956142346
00-0037834,Brock Purdy,QB,SF,5300,43725065,19.70888888888889,21.7366,1.1299619530039535,1.0,23.415912784046274,CIN,0.0,0.0,62.75898520084566,9.845344559679289
00-0039851,Drake Maye,QB,NE,5600,43725064,20.70352941176471,22.457400000000003,1.1124247010029342,0.968421052631579,23.248537513799906,CHI,23.0,47.5,77.21987315010571,25.817638123384697
00-0036900,Ja'Marr Chase,WR,CIN,7100,43725116,19.6,22.09,1.046427191411526,1.0,21.81277480497326,SF,0.0,0.0,74.13728432108027,23.62036517260907
00-0038597,Chase Brown,RB,CIN,7500,43725078,16.623529411764707,23.905000000000005,1.0737769683009468,1.0,21.75930072073023,SF,0.0,0.0,66.39534883720928,17.665849904091704
00-0036442,Joe Burrow,QB,CIN,7000,43725060,16.8075,20.8198,1.0493483296083213,1.0,19.742072201335596,SF,0.0,0.0,64.12262156448203,10.78232048679705
00-0038543,Jaxon Smith-Njigba,WR,SEA,4700,43725126,21.17058823529412,18.254,0.9874735468249608,1.0,19.465368988409754,NYJ,0.0,0.0,72.04051012753187,20.538975495001765
00-0039165,Zach Charbonnet,RB,SEA,3300,43725086,11.3375,17.635,1.2741224839629843,1.0,18.457256833308783,NYJ,0.0,0.0,64.96677740863787,16.061021259197947
00-0039918,Caleb Williams,QB,CHI,6200,43725061,18.716470588235296,19.2258,0.9019776769907014,1.0315789473684212,17.651904980647636,NE,24.5,47.5,82.8646934460888,37.61411051330865
00-0036875,Rhamondre Stevenson,RB,NE,3200,43725088,12.771428571428572,24.879,0.9636940713262176,0.968421052631579,17.568850112317264,CHI,23.0,47.5,77.43632336655591,36.88106813056582
00-0038134,Kenneth Walker III,RB,SEA,8500,43725074,11.288235294117648,13.712000000000002,1.2741224839629843,1.0,15.926680946300126,NYJ,0.0,0.0,60.442967884828334,11.879425986660852
00-0040126,Colston Loveland,TE,CHI,3000,43725198,10.31875,17.579,1.103265394861046,1.0315789473684212,15.875289329523714,NE,24.5,47.5,80.45827633378933,29.37134523673373
00-0036410,Tee Higgins,WR,CIN,5300,43725122,14.106666666666666,15.791999999999998,1.046427191411526,1.0,15.643388893474704,SF,0.0,0.0,69.13728432108026,16.92473121336104
00-0034869,Sam Darnold,QB,SEA,5800,43725063,13.848235294117648,11.648599999999998,1.2237826427213414,1.0,15.60129223863303,NYJ,0.0,0.0,50.03171247357294,4.214427936805665
00-0031588,Stefon Diggs,WR,NE,6100,43725120,12.370588235294118,13.760000000000002,1.1561039392949728,0.968421052631579,14.627843113328911,CHI,23.0,47.5,82.51312828207051,41.28498474492042
00-0037112,Jake Tonges,TE,SF,2500,43725218,9.330000000000002,8.883,1.5692753625192133,1.0,14.290606088781217,CIN,0.0,0.0,65.80711354309165,11.059340457785222
00-0036945,Justin Fields,QB,NYJ,6000,43725062,15.851111111111113,13.5578,0.858675820198061,1.0,12.626360434732602,SEA,0.0,0.0,48.21353065539111,3.733334268878995
00-0036275,D'Andre Swift,RB,CHI,7200,43725080,14.2875,12.913,0.854146857548446,1.0315789473684212,11.983451140406093,NE,24.5,47.5,73.42746400885936,28.23157606324016
00-0040734,TreVeyon Henderson,RB,NE,5300,43725082,12.129411764705884,13.085,0.9636940713262176,0.968421052631579,11.765821473292151,CHI,23.0,47.5,71.24584717607974,24.410172420430346
00-0040735,Luther Burden III,WR,CHI,4400,43725130,8.526666666666667,14.383,0.9499575911789652,1.0315789473684212,11.225235540080055,NE,24.5,47.5,83.78844711177794,44.94862287710978
00-0038120,Breece Hall,RB,NYJ,8200,43725076,12.97875,12.294,0.841558302419949,1.0,10.634246293741883,SEA,0.0,0.0,50.20487264673311,6.003053837166247
00-0033090,Hunter Henry,TE,NE,5900,43725186,10.51764705882353,11.525,0.9826220975909709,0.968421052631579,10.487802485393017,CHI,23.0,47.5,79.73324213406293,27.985427658634244
00-0037740,Garrett Wilson,WR,NYJ,6400,43725118,14.214285714285714,9.271,0.8546364385682208,1.0,10.035690470807129,SEA,0.0,0.0,57.20180045011253,7.637551082834648
