team,position,matchup_factor
TEN,QB,1.6792594445834377
CLE,QB,1.665248936702527
GB,QB,1.4821115836877659
SF,QB,1.4470853139854891
ATL,QB,1.4390793094821117
TB,QB,1.372029021766325
DAL,QB,1.3590192644483363
BAL,QB,1.3560170127595699
IND,QB,1.3540155116337254
CHI,QB,1.2179134350763072
JAX,QB,1.1828871653740305
CIN,QB,1.102827120340255
DEN,QB,1.0698023517638229
NYG,QB,1.023767825869402
DET,QB,0.9587190392794598
HOU,QB,0.954716037027771
NYJ,QB,0.9537152864648488
MIN,QB,0.9326995246434825
SEA,QB,0.9176882661996497
CAR,QB,0.9166875156367276
LV,QB,0.9006755066299725
PIT,QB,0.860645484113085
NE,QB,0.8296222166624968
MIA,QB,0.7625719289467101
ARI,QB,0.7095321491118339
WAS,QB,0.6695021265949462
KC,QB,0.6324743557668252
LA,QB,0.6124593445083814
BUF,QB,0.6014510883162372
LAC,QB,0.5654240680510383
PHI,QB,0.3682762071553666
NO,QB,0.10207655741806357
SF,RB,2.1689587426326127
KC,RB,1.9227242960052389
JAX,RB,1.8022265880812047
LV,RB,1.5036018336607726
DET,RB,1.398821218074656
ATL,RB,1.3935821872953502
MIN,RB,1.3831041257367385
BAL,RB,1.3621480026195152
SEA,RB,1.3516699410609039
NYJ,RB,1.2888015717092336
LA,RB,1.2730844793713163
NYG,RB,1.252128356254093
GB,RB,1.1735428945645054
CIN,RB,1.1211525867714471
MIA,RB,1.0425671250818598
TEN,RB,0.9377865094957433
PHI,RB,0.8592010478061557
WAS,RB,0.8172888015717091
NE,RB,0.8120497707924034
CHI,RB,0.8068107400130975
ARI,RB,0.7439423706614275
HOU,RB,0.7177472167648985
IND,RB,0.7072691552062869
LAC,RB,0.6286836935166994
TB,RB,0.5867714472822527
DAL,RB,0.5239030779305828
PIT,RB,0.518664047151277
CLE,RB,0.47675180091683034
CAR,RB,0.4191224623444662
NO,RB,0.40340537000654875
DEN,RB,0.31958087753765546
BUF,RB,0.2829076620825147
DAL,TE,2.410945693448255
CLE,TE,2.2759327346151528
SF,TE,2.1602073413296368
BAL,TE,2.073413296365499
GB,TE,1.8438912663492255
NYG,TE,1.6876619854137787
ATL,TE,1.6008679404496415
HOU,TE,1.5912241576758483
KC,TE,1.4947863299379183
IND,TE,1.3694171538786089
MIA,TE,1.1476101500813696
TB,TE,1.0608161051172322
LAC,TE,1.0125971912482672
PHI,TE,0.9547344946055091
DET,TE,0.9450907118317161
CHI,TE,0.896871797962751
WAS,TE,0.8390091013199928
JAX,TE,0.8390091013199927
LA,TE,0.8004339702248208
CAR,TE,0.7522150563558556
CIN,TE,0.5882707492013743
PIT,TE,0.5882707492013743
BUF,TE,0.5400518353324092
MIN,TE,0.4339702248206859
NO,TE,0.40503887649930687
NYJ,TE,0.3664637454041348
SEA,TE,0.34717617985654875
LV,TE,0.33753239708275573
ARI,TE,0.3278886143089627
DEN,TE,0.17358808992827438
NE,TE,0.13501295883310227
TEN,TE,0.0
TB,WR,1.814911346866855
TEN,WR,1.6768841085129031
CHI,WR,1.4478176278403874
CIN,WR,1.4225615799713667
WAS,WR,1.3450313865129768
DAL,WR,1.295106640725377
HOU,WR,1.2569288939466243
IND,WR,1.227561396424507
PIT,WR,1.1541426526192136
DEN,WR,1.1482691531147902
DET,WR,1.1130281560882493
MIN,WR,1.1130281560882491
CLE,WR,1.1012811570794023
BAL,WR,1.0954076575749787
CAR,WR,1.071913659557285
ATL,WR,0.9926214162475678
JAX,WR,0.9544436694688153
BUF,WR,0.8751514261590984
NYG,WR,0.8692779266546748
SEA,WR,0.857530927645828
LV,WR,0.8545941778936162
NYJ,WR,0.8428471788847692
KC,WR,0.8193531808670752
SF,WR,0.7987959326015931
ARI,WR,0.7929224330971696
MIA,WR,0.74299768730957
GB,WR,0.7224404390440878
NE,WR,0.710693440035241
NO,WR,0.6607686942476415
LA,WR,0.6255276972211005
LAC,WR,0.3729672185308909
PHI,WR,0.22319298116809222
