team,position,matchup_factor
DET,QB,2.0700462844855863
LV,QB,1.8321367396771022
LAC,QB,1.6338787856700319
IND,QB,1.5219213528189803
ATL,QB,1.4892671015707573
TB,QB,1.420459929297715
JAX,QB,1.3738109989431104
NO,QB,1.3038376034112031
WAS,QB,1.2711833521629798
DEN,QB,1.233864207879296
CLE,QB,1.1207405517693796
NE,QB,1.1044134261452678
DAL,QB,1.0659280586027189
NYJ,QB,1.0111155654360582
MIN,QB,0.9761288676701045
CHI,QB,0.9702977513757791
SEA,QB,0.8828310069608951
ARI,QB,0.8781661139254348
CIN,QB,0.8781661139254346
GB,QB,0.8746674441488392
KC,QB,0.852509202230402
LA,QB,0.8455118626772113
BUF,QB,0.7009001785779365
MIA,QB,0.695069062283611
HOU,QB,0.6904041692481505
NYG,QB,0.5994387550566712
TEN,QB,0.597106308538941
PIT,QB,0.5807791829148293
PHI,QB,0.5422938153722804
CAR,QB,0.5317978060424944
BAL,QB,0.323043842705638
SF,QB,0.1282845584751631
IND,RB,2.4068737607402513
NO,RB,1.8696629213483147
LAC,RB,1.7427627230667548
KC,RB,1.7216126900198283
WAS,RB,1.510112359550562
LA,RB,1.395902181097158
CAR,RB,1.281692002643754
MIN,RB,1.2309319233311302
ATL,RB,1.1717118307997358
CIN,RB,1.1547918043621943
PHI,RB,1.1294117647058826
TB,RB,1.120951751487112
NE,RB,1.1082617316589558
CLE,RB,0.9982815598149372
LV,RB,0.9813615333773961
ARI,RB,0.8798413747521481
DET,RB,0.8502313284864508
MIA,RB,0.8460013218770656
NYG,RB,0.7740912095175148
CHI,RB,0.7571711830799737
DAL,RB,0.7571711830799737
SEA,RB,0.7529411764705882
GB,RB,0.7444811632518175
BAL,RB,0.7275611368142764
PIT,RB,0.6852610707204231
HOU,RB,0.6218109715796432
NYJ,RB,0.5964309319233311
BUF,RB,0.5668208856576339
JAX,RB,0.4695307336417714
SF,RB,0.3933906146728355
DEN,RB,0.3849306014540648
TEN,RB,0.3680105750165235
CLE,TE,3.3978375381203216
DET,TE,3.176046576102024
GB,TE,2.1469365123371222
ATL,TE,2.075963404491267
NYG,TE,1.6589963958968674
LAC,TE,1.5436650956473523
IND,TE,1.5170501802051568
PIT,TE,1.4549487108400332
DEN,TE,1.2686443027446632
TB,TE,1.1976711948988081
DAL,TE,1.1621846409758803
LA,TE,1.0557249792070973
CHI,TE,0.9581369559190464
TEN,TE,0.9315220404768506
BUF,TE,0.7452176323814805
NE,TE,0.7186027169392849
WAS,TE,0.7186027169392847
KC,TE,0.7097310784585529
NYJ,TE,0.700859439977821
MIN,TE,0.6387579706126976
CAR,TE,0.60327141668977
MIA,TE,0.5943997782090379
BAL,TE,0.5322983088439146
NO,TE,0.4879401164402551
JAX,TE,0.43471028555586366
SF,TE,0.4169670085943998
ARI,TE,0.3903520931522041
HOU,TE,0.3903520931522041
SEA,TE,0.23066260049902967
LV,TE,0.14194621569171056
CIN,TE,0.0
PHI,TE,0.0
LV,WR,2.1718695194668536
WAS,WR,1.630305156085584
NYJ,WR,1.5320940021045246
NO,WR,1.383374254647492
DET,WR,1.2823570676955451
NE,WR,1.231848474219572
JAX,WR,1.2290424412486844
ARI,WR,1.2150122763942477
MIA,WR,1.170115748860049
PIT,WR,1.1504735180638375
CHI,WR,1.113995089442301
TB,WR,1.0831287267625394
DAL,WR,1.066292528937215
HOU,WR,1.0270080673447912
LAC,WR,1.0242020343739038
BUF,WR,1.0185899684321291
CIN,WR,1.018589968432129
KC,WR,0.9316029463346195
ATL,WR,0.9175727814801822
IND,WR,0.9007365836548579
GB,WR,0.8642581550333216
MIN,WR,0.8502279901788845
DEN,WR,0.8025254296737987
TEN,WR,0.7884952648193616
LA,WR,0.7688530340231498
NYG,WR,0.7099263416345142
SF,WR,0.6032970887407927
CLE,WR,0.5359522974394949
SEA,WR,0.53034023149772
CAR,WR,0.5247281655559454
PHI,WR,0.5219221325850578
BAL,WR,0.40126271483689935
