team,position,matchup_factor
TB,QB,1.4177011187359965
NO,QB,1.4014615425765966
ATL,QB,1.298472093770829
CIN,QB,1.2952796984574426
PIT,QB,1.165640688774711
KC,QB,1.1360609099772476
LV,QB,1.0995719857672375
NE,QB,1.084118941786498
SF,QB,1.0759760204074256
PHI,QB,1.0536292532137213
CAR,QB,1.0323928843898904
WAS,QB,1.0108789159735914
IND,QB,1.0007465308484957
LAC,QB,0.9982481345162804
GB,QB,0.9824249577455829
DAL,QB,0.9357882262108957
CLE,QB,0.9331047634837013
NYG,QB,0.9320406317125727
NYJ,QB,0.9250852197012817
DET,QB,0.9237126439385213
DEN,QB,0.9218774021883137
LA,QB,0.9211371366083981
MIN,QB,0.9016434763372854
BAL,QB,0.9010265883540224
CHI,QB,0.8922050901933607
MIA,QB,0.8629029109883654
TEN,QB,0.8625019337992444
JAX,QB,0.8623631340030102
HOU,QB,0.8577210519289556
BUF,QB,0.7855451578871779
ARI,QB,0.7783892572813266
SEA,QB,0.7503516984420205
KC,RB,1.3474915912368934
MIA,RB,1.2940934061947698
CLE,RB,1.2676264796956302
ATL,RB,1.241681926745816
CIN,RB,1.2406371796471656
TB,RB,1.2322792028579637
ARI,RB,1.2202646112234858
DET,RB,1.1664601356429982
LV,RB,1.1539231704591952
IND,RB,1.1027305626253332
NYG,RB,1.0698210290178507
BUF,RB,1.037317785948732
GB,RB,1.0363891218610428
SF,RB,1.032210133466442
NYJ,RB,1.0192088362387943
DEN,RB,1.0173515080634161
NE,RB,1.0057432069673022
DAL,RB,0.9726595488433778
LA,RB,0.941665384916754
LAC,RB,0.9235564352068164
HOU,RB,0.9180773170894505
SEA,RB,0.9157208319669395
WAS,RB,0.9047509874311118
JAX,RB,0.8415437879627721
NO,RB,0.8404990408641219
MIN,RB,0.8214033855610146
PHI,RB,0.7846050710863339
CAR,RB,0.7846050710863337
TEN,RB,0.7318453426044964
BAL,RB,0.7192503359152129
PIT,RB,0.7114727741808166
CHI,RB,0.7031147973916149
CAR,TE,1.5895248347515847
TB,TE,1.417979110227552
CIN,TE,1.407071578610417
LV,TE,1.382565046535555
PIT,TE,1.341626388907607
NE,TE,1.1881497066584243
IND,TE,1.1819797897840854
KC,TE,1.180216956391417
CLE,TE,1.1211620377370295
ATL,TE,1.073896067396111
HOU,TE,1.0656327858679784
BAL,TE,1.0515301187266322
CHI,TE,1.0493895353212492
JAX,TE,1.0493895353212492
MIN,TE,1.0379563016030864
LA,TE,1.0153920341769325
DET,TE,0.9787030641920237
LAC,TE,0.9707703139250164
WAS,TE,0.9578795947411296
DEN,TE,0.9395901982921961
SF,TE,0.8778910295488062
MIA,TE,0.8567370288367867
DAL,TE,0.8448379034362757
NYG,TE,0.8428547158695239
BUF,TE,0.8294131112504283
NO,TE,0.7327878059147979
ARI,TE,0.7258466494311665
GB,TE,0.6911408670130096
TEN,TE,0.688166085662882
NYJ,TE,0.6496041051982632
PHI,TE,0.6494939281112213
SEA,TE,0.6108217705595609
NO,WR,1.4257559515571745
TB,WR,1.2440320231189466
ATL,WR,1.2089032339784713
PHI,WR,1.178503320299214
CIN,WR,1.1724233375633626
WAS,WR,1.1102724029302138
PIT,WR,1.1004768751891199
NYJ,WR,1.0889924633547337
CLE,WR,1.0637717942282385
TEN,WR,1.0376503869186544
CHI,WR,1.0339348419134118
GB,WR,1.0331917329123632
SF,WR,1.0304444814539415
LV,WR,1.0250850892645613
KC,WR,1.0136307020362783
SEA,WR,1.007250473239397
LA,WR,0.9815043735060999
CAR,WR,0.9707030214605563
LAC,WR,0.9640150404511197
NE,WR,0.9634896098443175
DEN,WR,0.9556832122575454
ARI,WR,0.9303049139490098
HOU,WR,0.8983962638130781
DET,WR,0.8866641489783423
IND,WR,0.8826108271544414
NYG,WR,0.8792330589678572
BAL,WR,0.8728152994133472
MIA,WR,0.8698128388030503
BUF,WR,0.8635076715214266
MIN,WR,0.8193715005500602
DAL,WR,0.7691178160852136
JAX,WR,0.7184512932864512
