team,opponent,commence_time,spread,over_under,implied_total
DET,CHI,2021-11-25,2.0,41.5,19.75
CHI,DET,2021-11-25,-2.0,41.5,21.75
DAL,LV,2021-11-25,-7.0,51.0,29.0
LV,DAL,2021-11-25,7.0,51.0,22.0
NO,BUF,2021-11-25,7.0,45.0,19.0
BUF,NO,2021-11-25,-7.0,45.0,26.0
CIN,PIT,2021-11-28,-3.5,43.5,23.5
PIT,CIN,2021-11-28,3.5,43.5,20.0
HOU,NYJ,2021-11-28,-3.0,44.5,23.75
NYJ,HOU,2021-11-28,3.0,44.5,20.75
IND,TB,2021-11-28,3.0,53.0,25.0
TB,IND,2021-11-28,-3.0,53.0,28.0
JAX,ATL,2021-11-28,1.5,46.0,22.25
ATL,JAX,2021-11-28,-1.5,46.0,23.75
MIA,CAR,2021-11-28,1.0,41.0,20.0
CAR,MIA,2021-11-28,-1.0,41.0,21.0
NE,TEN,2021-11-28,-7.5,43.0,25.25
TEN,NE,2021-11-28,7.5,43.0,17.75
NYG,PHI,2021-11-28,4.0,45.5,20.75
PHI,NYG,2021-11-28,-4.0,45.5,24.75
DEN,LAC,2021-11-28,2.5,47.5,22.5
LAC,DEN,2021-11-28,-2.5,47.5,25.0
GB,LA,2021-11-28,2.0,47.0,22.5
LA,GB,2021-11-28,-2.0,47.0,24.5
SF,MIN,2021-11-28,-3.5,49.0,26.25
MIN,SF,2021-11-28,3.5,49.0,22.75
BAL,CLE,2021-11-28,-3.0,47.0,25.0
CLE,BAL,2021-11-28,3.0,47.0,22.0
WAS,SEA,2021-11-29,1.0,47.0,23.0
SEA,WAS,2021-11-29,-1.0,47.0,24.0
