player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct,roster_role,slate_format,ownership_available
00-0032764,Derrick Henry,RB,BAL,6700,43727341,13.5212,13.5212,0.907715177244178,1.1488722919253507,14.100525140435456,IND,25.83,48.22,17.0,1.0,9.2064,statline_mc+recal_10_4b,1.2388118774064147,33.57607575943708,0.0,0.0,0.0,15.957,81.84751254810473,0.754,0.42225,0.3125,2.885238856249828,0.01275,90.80311700045172,15.654600130987616,,classic,True
00-0040126,Colston Loveland,TE,CHI,5300,43728219,12.1582,12.1582,1.0311460945818591,1.077262365870383,13.505518520006872,CAR,24.22,45.94,16.0,1.0,7.4059,statline_mc+recal_10_4b,3.1946820857585383,28.45103700525941,0.0,0.0,0.0,0.0,0.0,0.0,6.481,4.502,59.34518520006871,0.43025,88.06165313638718,8.577695979542618,,classic,True
00-0023459,Aaron Rodgers,QB,PIT,5300,43727249,13.2847,13.2847,1.0010103196940177,1.0043180933671862,13.355577171419188,ATL,22.58,42.17,16.0,1.0,7.7543,statline_mc+recal_10_4b,4.28640986254971,24.807733066694404,28.69225,192.47332080129587,1.37425,0.507,1.8864433936735219,0.022,0.0,0.0,0.0,0.0,72.26152353226588,3.2411043323117457,,classic,True
00-0034857,Josh Allen,QB,BUF,7000,43727234,16.6776,16.6776,0.7862452190228766,0.9847476787931579,12.912693722060846,HOU,22.14,44.5,16.0,0.8,7.7254,statline_mc+recal_10_4b,4.16585036740156,23.454415293990557,25.3345,155.730591879329,1.02925,4.20325,16.262200468876845,0.26225,0.0,0.0,0.0,0.0,63.81076419213974,1.845093878821416,,classic,True
00-0039064,Zay Flowers,WR,BAL,6400,43727645,9.4371,9.4371,1.1739282612668898,1.1488722919253507,12.727754992880845,IND,25.83,48.22,17.0,1.0,8.883,statline_mc+recal_10_4b,2.1639665373361274,28.522746177511582,0.0,0.0,0.0,0.20125,1.432463393688507,0.0115,5.18525,3.62725,65.29258653511995,0.304,92.45359283780188,15.509302167003893,,classic,True
00-0039918,Caleb Williams,QB,CHI,6300,43727239,13.8845,13.8845,0.8475138918957928,1.077262365870383,12.676433849042887,CAR,24.22,45.94,17.0,1.0,7.6922,statline_mc+recal_10_4b,4.279636689252242,22.92563661799209,26.50075,168.20553331013753,1.16025,2.4755,10.849625166373865,0.092,0.0,0.0,0.0,0.0,81.24211547792333,5.898040898960872,,classic,True
00-0040666,Omarion Hampton,RB,LAC,6800,43727339,8.3279,8.3279,1.1940378460178651,1.2578439185307364,12.507748308442952,ARI,28.28,46.28,9.0,0.8,8.384,statline_mc+recal_10_4b,2.2935434190582207,28.071445361867276,0.0,0.0,0.0,8.01225,53.576043393146286,0.376,2.2655,1.873,19.45893969128324,0.09775,78.01655021834061,6.67471846856632,,classic,True
00-0040122,Ashton Jeanty,RB,LV,6600,43727343,10.7152,10.7152,1.131898595170816,0.9798550751496508,11.884139730611675,MIA,22.03,40.44,17.0,1.0,8.2138,statline_mc+recal_10_4b,2.244889876498618,25.774176611630196,0.0,0.0,0.0,12.94125,52.79330306062293,0.31725,2.64475,1.9755,15.388094245493821,0.13175,70.01091703056767,3.914228107694914,,classic,True
00-0034796,Lamar Jackson,QB,BAL,6800,43727236,9.8962,9.8962,1.0365880060619184,1.1488722919253507,11.785433804662038,IND,25.83,48.22,13.0,0.8,7.7165,statline_mc+recal_10_4b,3.4620337404025863,21.837122210888626,14.89425,147.53991427436026,1.1135,2.04325,11.685872336876276,0.09025,0.0,0.0,0.0,0.0,74.47871179039302,3.75739788355936,,classic,True
00-0037240,Jameson Williams,WR,DET,6000,43727653,10.4113,10.4113,0.9025218576525974,1.246724364795493,11.71470591365948,NO,28.03,49.11,17.0,1.0,8.5908,statline_mc+recal_10_4b,2.09374950294426,26.83560143300224,0.0,0.0,0.0,0.06625,0.5399269554934344,0.0025,5.24775,3.31425,58.879632181101385,0.325,94.66642406598737,17.974643415342282,,classic,True
00-0035261,Tony Pollard,RB,TEN,5600,43727361,9.8767,9.8767,1.2741224839629843,0.9291499101169407,11.692587827302509,NYJ,20.89,39.28,17.0,1.0,8.5937,statline_mc+recal_10_4b,1.5005031746729562,26.75532037843999,0.0,0.0,0.0,13.1625,70.54383217013729,0.38,1.1255,0.88075,7.079546102887787,0.031,64.44880289113085,2.7015090868357796,,classic,True
00-0037664,Alec Pierce,WR,IND,5700,43727665,9.9685,9.9685,1.1683854544325134,0.9958672325284014,11.598960963853155,BAL,22.39,48.22,15.0,1.0,8.516,statline_mc+recal_10_4b,1.8180290046215564,27.317078545811853,0.0,0.0,0.0,0.0,0.0,0.0,4.996,2.89375,61.454609638531544,0.33725,85.62759230564554,9.839188927267777,,classic,True
00-0036970,Kyle Pitts Sr.,TE,ATL,4700,43728223,10.4798,10.4798,1.2487882561152244,0.8708834485442651,11.397332898317112,PIT,19.58,42.17,17.0,1.0,7.1642,statline_mc+recal_10_4b,2.566222910375302,24.080143100427705,0.0,0.0,0.0,0.0,0.0,0.0,5.71875,4.15125,49.89082898317115,0.317,72.13053056280101,2.9656330147017296,,classic,True
00-0036322,Justin Jefferson,WR,MIN,7300,43727635,11.059,11.059,1.0154804383117852,1.0118793899071519,11.363605273988089,GB,22.75,45.0,17.0,1.0,8.0714,statline_mc+recal_10_4b,2.6725862675184446,24.633568547104463,0.0,0.0,0.0,0.25325,1.3546231202866366,0.00675,6.867,4.08925,53.91392961959424,0.21175,81.85969072326306,7.653628451307902,,classic,True
00-0036275,D'Andre Swift,RB,CHI,6100,43727351,9.5599,9.5599,1.0994897617548982,1.077262365870383,11.323118908970457,CAR,24.22,45.94,16.0,1.0,8.3238,statline_mc+recal_10_4b,1.6684552574118368,25.589808299290222,0.0,0.0,0.0,9.9045,56.567439602963454,0.42925,1.622,1.1825,11.643749486741104,0.04875,82.91261356221452,9.250996258329966,,classic,True
00-0034844,Saquon Barkley,RB,PHI,6900,43727337,8.4076,8.4076,1.1589505966171607,1.1426453418336147,11.13396461951106,WAS,25.69,46.78,16.0,0.8,8.3539,statline_mc+recal_10_4b,1.1952829077601856,26.529209259773108,0.0,0.0,0.0,12.11375,64.78215322649226,0.427,0.88625,0.67625,6.472492968618344,0.03725,75.39246724890829,5.60348184056672,,classic,True
00-0036212,Tua Tagovailoa,QB,ATL,4800,43727257,10.9439,10.9439,1.1527747708739269,0.8708834485442651,10.986890594540155,PIT,19.58,42.17,14.0,0.4367061182592682,7.5837,statline_mc+recal_10_4b,3.3209752939533974,20.491164960724692,23.17975,160.5267718338283,1.19875,0.64975,2.193197211870225,0.0275,0.0,0.0,0.0,0.0,37.99232608443037,0.32998798042067795,,classic,True
00-0037744,Trey McBride,TE,ARI,6800,43728217,17.3182,17.3182,0.7860774817983541,0.8006078689375267,10.899047499642492,LAC,18.0,46.28,17.0,1.0,6.5286,statline_mc+recal_10_4b,3.3845845637450154,20.880372375185182,0.0,0.0,0.0,0.0,0.0,0.0,7.5475,5.52425,33.98797499642492,0.30375,72.6320545509608,3.066465016973763,,classic,True
DST_JAX,Jaguars,DST,JAX,3400,43728526,10.556215308000002,10.556215308000002,1.463649381728184,1.3882787433155077,10.556215308000002,CLE,24.0,40.5,,,6.0725,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6608442503639,15.80628628128527,,classic,True
DST_TEN,Titans,DST,TEN,3100,43728531,10.185882520500002,10.185882520500002,1.4123016837471405,1.245600830054697,10.185882520500002,NYJ,20.89,39.28,,,6.1299,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.70742358078603,5.456711663194557,,classic,True
00-0040128,Tyler Warren,TE,IND,4900,43728221,12.4022,12.4022,0.8210240890364352,0.9958672325284014,10.140454798234742,BAL,22.39,48.22,17.0,1.0,6.6521,statline_mc+recal_10_4b,2.827678083607423,20.211428529035807,0.0,0.0,0.0,0.0,0.0,0.0,6.60625,4.465,39.632047982347444,0.248,86.27299414827623,7.613487999199462,,classic,True
00-0037239,Chris Olave,WR,NO,6700,43727639,9.279,9.279,1.1600139047999032,0.9376007709557257,10.09213364398333,DET,21.08,49.11,16.0,0.8,8.0122,statline_mc+recal_10_4b,2.010104466421438,21.64546682599084,0.0,0.0,0.0,0.0,0.0,0.0,5.34175,3.40225,44.43133643983328,0.3205,70.1009332300324,3.494752915203874,,classic,True
00-0040124,Tetairoa McMillan,WR,CAR,6100,43727651,8.8379,8.8379,1.1764129677788515,0.9660668285179489,10.044263353424311,CHI,21.72,45.94,17.0,1.0,8.1813,statline_mc+recal_10_4b,1.6310853600536748,22.695830487169367,0.0,0.0,0.0,0.0,0.0,0.0,4.9535,2.88975,48.79263353424308,0.3135,77.03228936782958,5.547531675745498,,classic,True
00-0038997,Josh Downs,WR,IND,5200,43727685,8.5076,8.5076,1.1683854544325134,0.9958672325284014,9.899119381737354,BAL,22.39,48.22,16.0,1.0,7.8303,statline_mc+recal_10_4b,2.029226394251736,22.618126006138873,0.0,0.0,0.0,0.41575,2.917418780170323,0.01725,5.08825,3.29775,41.87627503720321,0.286,83.58458155295737,8.586339968782504,,classic,True
00-0040676,Cam Ward,QB,TEN,5100,43727252,8.4101,8.4101,1.2237136465324383,0.9291499101169407,9.562438964463654,NYJ,20.89,39.28,17.0,1.0,7.4462,statline_mc+recal_10_4b,3.037810522625121,17.874105685966473,20.73275,140.0126288191884,0.7355,1.7175,8.119338116961186,0.09375,0.0,0.0,0.0,0.0,57.59631246967491,1.2192469054527626,,classic,True
00-0034960,Jakobi Meyers,WR,JAX,5000,43727691,10.2008,10.2008,0.8744255609404136,1.067477158583369,9.52175609123392,CLE,24.0,40.5,16.0,1.0,7.5822,statline_mc+recal_10_4b,2.245092364262645,20.07903399458796,0.0,0.0,0.0,0.46025,2.550024453578619,0.0135,5.644,3.7415,40.00503645876057,0.19775,77.935037798751,5.891651297304696,,classic,True
00-0036410,Tee Higgins,WR,CIN,6300,43727647,7.6109,7.6109,1.022361164037218,1.2204822179803185,9.49668669543209,TB,27.44,51.39,15.0,0.8,8.0136,statline_mc+recal_10_4b,1.240644198396454,21.74572069598266,0.0,0.0,0.0,0.0,0.0,0.0,4.04375,2.45725,43.154366954320885,0.39925,81.2614464478565,7.354386155278505,,classic,True
00-0038559,Michael Wilson,WR,ARI,5300,43727681,13.1579,13.1579,0.890901076427422,0.8006078689375267,9.38502944867851,LAC,18.0,46.28,17.0,1.0,7.396,statline_mc+recal_10_4b,2.1817388764241477,19.71028298538151,0.0,0.0,0.0,0.0,0.0,0.0,6.4035,3.96425,37.41029448678511,0.2385,71.01289696514375,3.7138172606379,,classic,True
00-0039163,C.J. Stroud,QB,HOU,5200,43727250,11.608,11.608,0.8030598253590244,0.9945328860801721,9.270936374199643,BUF,22.36,44.5,14.0,1.0,7.425,statline_mc+recal_10_4b,2.925405651678265,17.218702381403027,23.73475,136.09416830417655,0.8185,2.16675,7.146696420325808,0.06675,0.0,0.0,0.0,0.0,67.79209121785541,2.405967141939339,,classic,True
00-0029604,Kirk Cousins,QB,LV,5000,43727254,8.423,8.423,1.1138774626542542,0.9798550751496508,9.193218144952121,MIA,22.03,40.44,10.0,1.0,7.4745,statline_mc+recal_10_4b,2.454151741100865,17.467064833028797,18.9055,134.23193790152624,0.81225,1.51,5.349406288910718,0.07575,0.0,0.0,0.0,0.0,60.6220281416788,1.4917467602863879,,classic,True
DST_LAC,Chargers,DST,LAC,3500,43728525,9.059661639,9.059661639,1.2561479440969443,1.2725888480392156,9.059661639,ARI,28.28,46.28,,,5.9391,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.99890829694323,18.47241730928308,,classic,True
00-0039065,Sam LaPorta,TE,DET,4400,43728229,7.5793,7.5793,0.9382500500249348,1.246724364795493,8.865810075469842,NO,28.03,49.11,9.0,1.0,6.6422,statline_mc+recal_10_4b,1.6293040077089838,19.284038634131598,0.0,0.0,0.0,0.0,0.0,0.0,3.95875,2.97875,40.278100754698436,0.265,93.66716977814248,12.464273761147242,,classic,True
00-0035228,Kyler Murray,QB,MIN,5500,43727246,9.5072,9.5072,0.9209785667893484,1.0118793899071519,8.85993908317857,GB,22.75,45.0,5.0,1.0,7.448,statline_mc+recal_10_4b,2.558476612862393,16.468401632407918,18.3275,105.44129980448993,0.68375,3.5405,16.715370909989733,0.134,0.0,0.0,0.0,0.0,71.44929645803009,3.070270423101888,,classic,True
DST_LV,Raiders,DST,LV,2900,43728535,8.827313620500002,8.827313620500002,1.2239322281702747,1.2435721642077022,8.827313620500002,MIA,22.03,40.44,,,5.8419,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.88591703056768,3.701528758010222,,classic,True
00-0039491,Jalen Coker,WR,CAR,4600,43727707,7.7505,7.7505,1.1764129677788515,0.9660668285179489,8.808400027162453,CHI,21.72,45.94,11.0,1.0,7.6029,statline_mc+recal_10_4b,1.4293631597340497,19.334302030550315,0.0,0.0,0.0,0.0,0.0,0.0,4.22525,2.918,40.47400027162452,0.26275,74.45164420653927,4.670705238602077,,classic,True
00-0036259,Jauan Jennings,WR,MIN,4300,43727721,8.5265,8.5265,1.0154804383117852,1.0118793899071519,8.761316444835495,GB,22.75,45.0,15.0,1.0,7.7104,statline_mc+recal_10_4b,1.3072697268441982,19.674453854276706,0.0,0.0,0.0,0.0,0.0,0.0,4.5895,2.81925,36.10316444835496,0.3465,78.86685918204442,6.269256330300806,,classic,True
00-0038606,Parker Washington,WR,JAX,5600,43727669,9.3657,9.3657,0.8744255609404136,1.067477158583369,8.74217910937641,CLE,24.0,40.5,16.0,0.8,7.477,statline_mc+recal_10_4b,1.654584198627348,19.76131650774187,0.0,0.0,0.0,0.20525,0.985446232230201,0.0055,5.0025,3.04875,39.503844861533885,0.222,67.70993449781659,2.979819597861127,,classic,True
00-0040236,Kyle Monangai,RB,CHI,5100,43727381,7.218,7.218,1.0994897617548982,1.077262365870383,8.549225070431174,CAR,24.22,45.94,17.0,1.0,7.4397,statline_mc+recal_10_4b,1.337232678872129,19.52064212664986,0.0,0.0,0.0,7.083,38.797194728447934,0.2585,1.84125,1.27625,12.465055975863807,0.05225,78.87813080359382,7.069330164632356,,classic,True
00-0034351,Dallas Goedert,TE,PHI,4100,43728233,6.2437,6.2437,1.1948200778488207,1.1426453418336147,8.524223459116024,WAS,25.69,46.78,15.0,0.8,6.7496,statline_mc+recal_10_4b,1.1749753995378773,19.471176320410954,0.0,0.0,0.0,0.0,0.0,0.0,3.41175,2.4425,33.682234591160245,0.41725,77.2649504703848,4.176130774621512,,classic,True
DST_GB,Packers,DST,GB,3000,43728532,8.466474447000001,8.466474447000001,1.1739008468667564,1.0068834841628957,8.466474447000001,MIN,22.25,45.0,,,6.1847,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.32896652110625,5.320758552215677,,classic,True
DST_DET,Lions,DST,DET,3200,43728528,8.2241417655,8.2241417655,1.1403007289171718,1.0866508190088178,8.2241417655,NO,28.03,49.11,,,6.0304,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.2636462882096,13.471745002140455,,classic,True
00-0038117,Wan'Dale Robinson,WR,TEN,4800,43727699,8.9705,8.9705,0.986046222708545,0.9291499101169407,8.21863907914753,NYJ,20.89,39.28,16.0,0.8,7.1465,statline_mc+recal_10_4b,1.8134493963417944,17.228078517985512,0.0,0.0,0.0,0.20375,1.1246225513418535,0.00625,5.28075,3.4025,34.15176824013347,0.1745,55.73260905291825,1.3409447435727389,,classic,True
DST_NYJ,Jets,DST,NYJ,2500,43728542,8.199343791,8.199343791,1.1368624189750158,1.096534191704446,8.199343791,TEN,18.39,39.28,,,5.8992,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.48689956331878,3.154441356847552,,classic,True
00-0039032,Tyjae Spears,RB,TEN,5100,43727383,6.8704,6.8704,1.2741224839629843,0.9291499101169407,8.133482988551432,NYJ,20.89,39.28,13.0,1.0,7.057,statline_mc+recal_10_4b,1.664380340294455,17.24219534422998,0.0,0.0,0.0,4.623,22.327649572726326,0.16,2.83625,2.39025,19.51468031278799,0.07375,60.035009787682576,2.012862149853332,,classic,True
DST_PIT,Steelers,DST,PIT,3300,43728527,8.1234767205,8.1234767205,1.12634323311238,1.1698978174007089,8.1234767205,ATL,22.58,42.17,,,5.8229,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.16430131004367,3.7708666818388084,,classic,True
00-0036912,DeVonta Smith,WR,PHI,6600,43727641,6.2266,6.2266,1.1341729570755004,1.1426453418336147,8.069376049159176,WAS,25.69,46.78,17.0,1.0,7.5681,statline_mc+recal_10_4b,1.1697041118697198,18.8846344594,0.0,0.0,0.0,0.0,0.0,0.0,3.74075,2.44675,40.83876049159176,0.206,86.79457983127514,10.635233986392885,,classic,True
00-0039919,Rome Odunze,WR,CHI,5400,43727677,8.6545,8.6545,0.8635310785418118,1.077262365870383,8.050805912768139,CAR,24.22,45.94,12.0,1.0,7.2136,statline_mc+recal_10_4b,1.449866345779154,17.866816085626713,0.0,0.0,0.0,0.0,0.0,0.0,5.10425,2.70225,35.32305912768138,0.267,82.12025167864019,7.78773899422106,,classic,True
00-0033293,Aaron Jones Sr.,RB,MIN,5300,43727371,8.1294,8.1294,0.9773539928486292,1.0118793899071519,8.039650627470694,GB,22.75,45.0,12.0,0.8,7.2715,statline_mc+recal_10_4b,1.4288797507374948,18.07639388754991,0.0,0.0,0.0,8.84125,36.46476617610545,0.191,2.161,1.576,11.206740098601479,0.0545,65.16255458515285,2.8331636482746503,,classic,True
00-0038935,Brenton Strange,TE,JAX,3600,43728245,8.2222,8.2222,0.9108235987747952,1.067477158583369,7.994312124388483,CLE,24.0,40.5,12.0,1.0,6.3517,statline_mc+recal_10_4b,1.5221428196977211,17.2317830567987,0.0,0.0,0.0,0.0,0.0,0.0,4.19025,3.0475,34.71312124388483,0.2145,78.73355118548695,4.605687165547098,,classic,True
DST_MIA,Dolphins,DST,MIA,2700,43728539,7.8468524505,7.8468524505,1.0879884885431146,1.039791160449654,7.8468524505,LV,18.42,40.44,,,5.9575,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.04530567685589,1.7968560315184776,,classic,True
00-0037740,Garrett Wilson,WR,NYJ,5800,43727661,8.2689,8.2689,1.156153053142855,0.8179543727645064,7.819736882785609,TEN,18.39,39.28,7.0,1.0,7.1787,statline_mc+recal_10_4b,1.3933368848947876,17.42029482745731,0.0,0.0,0.0,0.0,0.0,0.0,4.64625,2.85575,32.802368827856085,0.24775,61.906254402028445,2.023747022375352,,classic,True
00-0038996,Tucker Kraft,TE,GB,4500,43728227,9.8155,9.8155,0.8011177937742371,0.989640282436665,7.781923633784715,MIN,22.25,45.0,8.0,1.0,6.3063,statline_mc+recal_10_4b,1.5031219689374604,16.384646985880366,0.0,0.0,0.0,0.0,0.0,0.0,4.23925,2.95675,31.16923633784715,0.261,77.46878755018903,4.233268139270297,,classic,True
00-0037248,James Cook III,RB,BUF,7200,43727331,8.6732,8.6732,0.9093222268350496,0.9847476787931579,7.7664281996120765,HOU,22.14,44.5,17.0,1.0,7.2868,statline_mc+recal_10_4b,1.0544112242068646,18.087940331191895,0.0,0.0,0.0,8.3605,38.71538152739635,0.27775,1.324,1.04,7.418900468724398,0.0365,71.89168297947097,4.437106806153603,,classic,True
00-0033119,Jacoby Brissett,QB,ARI,5100,43727253,12.5453,12.5453,0.7715955834596233,0.8006078689375267,7.749797879000599,LAC,18.0,46.28,14.0,1.0,7.3066,statline_mc+recal_10_4b,2.1625598324338693,14.753266367434286,26.87525,116.54538444007262,0.78575,1.38075,3.609825013976935,0.029,0.0,0.0,0.0,0.0,59.61863173216885,1.3952235616725281,,classic,True
00-0038129,Cade Otton,TE,TB,3700,43728243,4.5818,4.5818,1.569058428778144,1.0648084656869106,7.654954622230858,CIN,23.94,51.39,15.0,0.8,6.5858,statline_mc+recal_10_4b,1.156460103769854,17.57652275557284,0.0,0.0,0.0,0.0,0.0,0.0,3.3055,2.322,38.73204622230859,0.2005,76.90063377392221,4.0759236601990265,,classic,True
00-0038555,Tank Bigsby,RB,PHI,4900,43727397,5.7639,5.7639,1.1589505966171607,1.1426453418336147,7.632942022625939,WAS,25.69,46.78,15.0,1.0,7.6279,statline_mc+recal_10_4b,0.6561601854654229,18.71145033279047,0.0,0.0,0.0,6.898,46.90630872445079,0.28,0.52525,0.39275,4.363111501808595,0.019,79.86490488380264,7.550023461708495,,classic,True
