team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
MIA,pass,1.0,exclusive,55.23,28.98,0.5248,26.25
JAX,pass,1.0,exclusive,57.49,31.71,0.5516,25.78
MIN,pass,1.0,exclusive,54.94,31.39,0.5713,23.56
MIA,rush,0.9857,recent,46.44,27.56,0.5934,18.88
LV,pass,1.0,exclusive,49.6,29.65,0.5978,19.95
CIN,pass,1.0,exclusive,59.79,36.74,0.6146,23.04
PIT,pass,1.0,exclusive,52.96,33.58,0.634,19.38
NYJ,recv,0.9671,recent,43.65,27.85,0.638,15.8
TEN,recv,0.9932,recent,45.02,29.31,0.6511,15.71
CLE,pass,1.0,exclusive,43.63,29.05,0.6658,14.58
CHI,pass,1.0,exclusive,51.72,34.7,0.6709,17.02
WAS,pass,1.0,exclusive,44.03,29.71,0.6747,14.32
TB,rush,1.0,recent,37.73,25.8,0.684,11.92
LAC,rush,1.0,recent,42.09,28.93,0.6873,13.16
NO,rush,0.855,recent,30.44,20.96,0.6884,9.49
ARI,pass,1.0,exclusive,49.51,34.22,0.691,15.3
BUF,rush,1.0,recent,41.8,29.09,0.6959,12.71
NO,pass,1.0,exclusive,50.21,35.38,0.7046,14.83
DET,pass,1.0,exclusive,52.57,37.57,0.7148,15.0
PHI,rush,1.0,recent,40.32,28.85,0.7155,11.47
HOU,rush,1.0,recent,38.51,27.77,0.721,10.75
TEN,rush,1.0,recent,40.91,29.7,0.7261,11.2
NYJ,pass,1.0,exclusive,40.66,29.79,0.7327,10.87
TEN,pass,1.0,exclusive,41.71,30.66,0.7351,11.05
CAR,pass,1.0,exclusive,44.58,32.87,0.7374,11.7
CIN,rush,1.0,recent,34.97,25.94,0.7417,9.03
TB,pass,1.0,exclusive,46.77,34.71,0.742,12.07
PHI,pass,1.0,exclusive,43.74,32.86,0.7511,10.89
ATL,pass,1.0,exclusive,40.49,30.47,0.7525,10.02
CLE,rush,0.9828,recent,33.04,24.97,0.7557,8.07
NO,recv,1.0,recent,44.86,33.93,0.7563,10.93
BAL,rush,0.9944,recent,38.21,29.09,0.7614,9.12
WAS,recv,1.0,recent,36.3,27.64,0.7614,8.66
HOU,pass,1.0,exclusive,42.46,32.42,0.7636,10.04
WAS,rush,1.0,recent,36.28,27.99,0.7715,8.29
DET,recv,1.0,recent,46.66,36.02,0.7719,10.64
JAX,recv,1.0,recent,39.81,30.98,0.7783,8.83
LAC,pass,1.0,exclusive,44.61,35.02,0.7851,9.59
CHI,recv,1.0,recent,41.76,32.8,0.7853,8.97
PIT,rush,0.871,recent,30.75,24.23,0.788,6.52
CIN,recv,0.9943,recent,44.25,35.15,0.7944,9.1
LV,rush,0.9904,recent,34.47,27.43,0.7957,7.04
MIN,rush,0.9803,recent,35.93,28.68,0.7983,7.25
ATL,recv,0.9935,recent,35.77,29.01,0.811,6.76
CLE,recv,1.0,recent,33.95,27.54,0.8113,6.41
BUF,pass,1.0,exclusive,38.45,31.78,0.8265,6.67
HOU,recv,1.0,recent,37.16,30.73,0.8269,6.43
BAL,pass,1.0,exclusive,37.65,31.16,0.8277,6.48
IND,recv,1.0,recent,40.02,33.13,0.8278,6.89
IND,pass,1.0,exclusive,41.57,34.51,0.8303,7.05
ARI,recv,1.0,recent,38.88,32.43,0.8342,6.45
LV,recv,1.0,recent,33.64,28.59,0.8498,5.05
PIT,recv,0.9888,recent,37.58,32.25,0.8583,5.33
IND,rush,0.9921,recent,28.72,24.76,0.862,3.96
BAL,recv,1.0,recent,26.18,29.72,1.1355,3.55
TB,recv,1.0,recent,38.46,33.34,0.8669,5.12
CAR,recv,1.0,recent,35.24,30.87,0.8758,4.38
MIN,recv,0.9912,recent,33.47,29.78,0.8899,3.68
BUF,recv,1.0,recent,33.9,30.46,0.8986,3.44
CHI,rush,0.9924,recent,30.6,27.54,0.9001,3.06
GB,recv,1.0,recent,32.19,29.06,0.9028,3.13
PHI,recv,1.0,recent,33.31,31.08,0.9328,2.24
MIA,recv,0.959,recent,28.57,26.68,0.9336,1.9
LAC,recv,0.9795,recent,34.92,32.75,0.9378,2.17
ATL,rush,1.0,recent,28.42,26.96,0.9487,1.46
NYJ,rush,0.9917,recent,27.97,26.69,0.9542,1.28
GB,rush,1.0,recent,28.88,28.01,0.9699,0.87
ARI,rush,1.0,recent,24.2,23.52,0.972,0.68
CAR,rush,0.9924,recent,25.28,25.8,1.0206,0.52
DET,rush,1.0,recent,26.87,26.42,0.9833,0.45
JAX,rush,1.0,recent,29.51,29.29,0.9923,0.23
GB,pass,1.0,exclusive,30.59,30.58,0.9999,0.0
