team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
PHI,pass,1.0,exclusive,9.91,41.89,4.2262,31.98
HOU,pass,1.0,exclusive,11.57,37.15,3.2118,25.58
NYJ,pass,1.0,exclusive,10.6,33.54,3.1642,22.94
DEN,pass,1.0,exclusive,11.17,32.61,2.9189,21.44
TB,pass,1.0,exclusive,19.65,36.39,1.8519,16.74
GB,pass,1.0,exclusive,26.5,37.65,1.421,11.15
SF,pass,1.0,exclusive,26.9,37.5,1.3938,10.6
BUF,pass,1.0,exclusive,19.91,27.3,1.371,7.39
MIA,pass,1.0,exclusive,29.8,40.33,1.3534,10.53
NYG,pass,1.0,exclusive,35.21,44.37,1.2602,9.16
ARI,rush,0.4667,recent,15.96,13.49,0.8453,2.47
CIN,pass,1.0,exclusive,27.51,31.61,1.149,4.1
ATL,rush,0.8618,recent,24.4,27.29,1.1182,2.88
CIN,rush,1.0,recent,22.34,20.33,0.9099,2.01
SEA,rush,0.6471,recent,15.84,14.49,0.9149,1.35
TB,rush,0.9453,recent,25.56,23.61,0.9238,1.95
NE,pass,1.0,exclusive,37.8,35.32,0.9344,2.48
LA,rush,0.8333,recent,22.42,23.72,1.058,1.3
MIA,rush,0.7983,recent,20.82,19.68,0.9452,1.14
NE,rush,0.5656,recent,13.32,12.62,0.947,0.71
LAC,rush,0.7533,recent,22.42,21.25,0.9479,1.17
JAX,recv,0.8054,recent,24.55,23.36,0.9515,1.19
NYG,rush,0.9545,recent,25.6,24.38,0.9524,1.22
ATL,recv,0.9592,recent,26.88,28.09,1.0451,1.21
NYJ,rush,0.8828,recent,25.42,26.47,1.0415,1.05
GB,recv,0.6491,recent,22.93,23.86,1.0404,0.93
BUF,recv,0.9167,recent,25.45,24.48,0.9615,0.98
BAL,recv,0.815,recent,30.88,29.83,0.9661,1.05
LAC,pass,1.0,exclusive,35.47,36.62,1.0324,1.15
DET,rush,0.9505,recent,19.66,19.03,0.9678,0.63
SF,rush,0.9097,recent,26.09,25.26,0.9684,0.82
CHI,recv,0.8377,recent,28.61,27.72,0.9688,0.89
ARI,recv,0.858,recent,30.15,29.22,0.9691,0.93
