team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
LA,pass,1.0,exclusive,28.17,28.99,1.0291,0.82
MIA,recv,0.8424,recent,33.74,32.76,0.971,0.98
DET,pass,1.0,exclusive,35.03,36.03,1.0285,1.0
LV,recv,0.9198,recent,33.47,34.35,1.0264,0.88
HOU,rush,0.856,recent,19.38,19.88,1.0256,0.5
NYJ,recv,0.9509,recent,29.23,29.95,1.0246,0.72
PHI,rush,0.8675,recent,26.01,25.38,0.9757,0.63
MIN,pass,1.0,exclusive,31.69,32.39,1.0221,0.7
NYG,recv,0.868,recent,38.94,38.17,0.98,0.78
CAR,rush,0.994,recent,34.2,33.54,0.9805,0.67
PIT,rush,0.8772,recent,21.27,20.89,0.9819,0.38
LAC,recv,0.7802,recent,29.03,28.51,0.9819,0.52
DAL,recv,0.8963,recent,23.64,24.05,1.0172,0.41
LA,recv,0.8924,recent,25.89,25.47,0.9838,0.42
TB,recv,0.7473,recent,26.85,26.42,0.9841,0.43
LV,rush,0.9587,recent,22.13,21.78,0.9843,0.35
KC,recv,0.8824,recent,29.3,28.87,0.9852,0.43
GB,rush,0.9113,recent,21.62,21.94,1.0148,0.32
NO,recv,0.9375,recent,33.28,32.8,0.9857,0.47
SF,recv,0.7701,recent,28.64,28.23,0.9859,0.4
CAR,pass,1.0,exclusive,29.24,28.86,0.9869,0.38
JAX,rush,0.7706,recent,27.02,26.67,0.9872,0.35
KC,rush,1.0,recent,25.93,26.25,1.0122,0.32
PIT,recv,0.7143,recent,30.71,31.07,1.0117,0.36
CLE,recv,0.9241,recent,29.62,29.97,1.0116,0.34
HOU,recv,0.7268,recent,26.45,26.16,0.9893,0.28
CHI,rush,0.9828,recent,22.03,22.24,1.0095,0.21
PHI,recv,0.9646,recent,40.36,39.99,0.991,0.36
TEN,recv,0.9577,recent,27.56,27.79,1.0085,0.24
DEN,rush,0.871,recent,30.05,29.8,0.9915,0.26
WAS,rush,0.8629,recent,19.5,19.34,0.9917,0.16
CIN,recv,0.9933,recent,30.88,30.63,0.9918,0.25
SEA,recv,0.7949,recent,23.07,23.26,1.0081,0.19
JAX,pass,1.0,exclusive,30.26,30.46,1.0066,0.2
CAR,recv,0.7708,recent,21.48,21.59,1.0054,0.12
IND,recv,0.8182,recent,21.95,21.83,0.9947,0.12
MIN,rush,0.9568,recent,29.58,29.73,1.005,0.15
DAL,rush,0.4106,recent,13.02,12.96,0.9953,0.06
ATL,pass,1.0,exclusive,29.76,29.88,1.004,0.12
DEN,recv,0.5749,recent,17.91,17.84,0.9961,0.07
MIN,recv,0.9699,recent,31.29,31.17,0.9962,0.12
NE,recv,0.7836,recent,27.18,27.29,1.0037,0.1
CLE,pass,1.0,exclusive,32.63,32.75,1.0037,0.12
BAL,pass,1.0,exclusive,36.73,36.85,1.0033,0.12
TEN,rush,0.9839,recent,25.01,24.93,0.9969,0.08
DAL,pass,1.0,exclusive,27.07,27.15,1.003,0.08
BAL,rush,0.9929,recent,28.26,28.35,1.003,0.08
TEN,pass,1.0,exclusive,29.54,29.62,1.0027,0.08
WAS,recv,0.9195,recent,26.64,26.71,1.0026,0.07
SEA,pass,1.0,exclusive,31.89,31.97,1.0025,0.08
KC,pass,1.0,exclusive,33.12,33.2,1.0024,0.08
NO,rush,0.964,recent,22.22,22.2,0.9993,0.02
DET,recv,0.887,recent,31.94,31.96,1.0006,0.02
BUF,rush,0.8735,recent,30.25,30.27,1.0006,0.02
CLE,rush,1.0,recent,22.96,22.96,1.0,0.0
IND,rush,1.0,recent,29.6,29.6,1.0,0.0
IND,pass,1.0,exclusive,28.6,28.6,1.0,0.0
CHI,pass,1.0,exclusive,33.46,33.46,1.0,0.0
NO,pass,1.0,exclusive,35.27,35.27,1.0,0.0
LV,pass,1.0,exclusive,37.55,37.55,1.0,0.0
PIT,pass,1.0,exclusive,44.08,44.08,1.0,0.0
WAS,pass,1.0,exclusive,29.53,29.53,1.0,0.0
