team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
DET,pass,1.0,exclusive,5.88,33.47,5.689,27.59
CHI,pass,1.0,exclusive,11.88,36.64,3.0842,24.76
BAL,pass,1.0,exclusive,12.81,39.4,3.0762,26.59
DEN,pass,1.0,exclusive,9.53,28.0,2.9366,18.47
NYG,pass,1.0,exclusive,23.94,39.48,1.6488,15.54
WAS,pass,1.0,exclusive,20.73,32.15,1.551,11.42
ARI,pass,1.0,exclusive,31.63,42.67,1.349,11.04
CAR,pass,1.0,exclusive,29.44,38.13,1.2954,8.69
HOU,pass,1.0,exclusive,25.18,32.07,1.2738,6.89
CLE,pass,1.0,exclusive,26.53,33.26,1.2538,6.73
WAS,rush,0.3066,recent,9.73,7.32,0.7525,2.41
JAX,rush,0.4017,recent,12.64,9.62,0.7608,3.02
PHI,pass,1.0,exclusive,22.06,27.29,1.2373,5.23
NO,rush,0.5772,recent,14.54,17.15,1.1801,2.62
TB,rush,0.512,recent,15.73,13.36,0.8494,2.37
NYJ,recv,0.3873,recent,11.77,10.46,0.8892,1.3
KC,rush,0.5185,recent,13.18,14.63,1.1102,1.45
SF,rush,0.9143,recent,26.3,23.84,0.9063,2.46
MIA,rush,0.8876,recent,27.13,29.57,1.0899,2.44
NE,rush,0.9726,recent,30.57,27.89,0.9126,2.67
PIT,pass,1.0,exclusive,33.5,36.3,1.0836,2.8
LAC,recv,0.7556,recent,28.68,26.35,0.9188,2.33
CAR,rush,0.7798,recent,18.28,16.8,0.9191,1.48
NYG,recv,0.6798,recent,23.35,25.17,1.0781,1.82
LA,rush,0.8,recent,24.12,22.27,0.9234,1.85
IND,recv,0.832,recent,21.57,19.93,0.924,1.64
TEN,recv,0.7744,recent,22.45,24.08,1.073,1.64
JAX,recv,0.7175,recent,27.25,25.32,0.9291,1.93
NO,recv,0.6391,recent,16.29,15.28,0.938,1.01
PHI,recv,0.875,recent,21.46,22.77,1.061,1.31
DAL,rush,0.9781,recent,26.63,28.15,1.0569,1.52
GB,pass,1.0,exclusive,37.12,35.09,0.9453,2.03
CLE,rush,0.9008,recent,24.19,22.94,0.9483,1.25
