player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct,roster_role,slate_format,ownership_available
00-0037252,Greg Dulcich,TE,MIA,4900,133647-91931,3.6877,3.6877,0.7536331029199616,0.8346731125976727,2.319705344508491,LV,18.56,40.17,9.0,1.0,3.3998,statline_mc+recal_10_4b,0.0,6.043923175022054,0.0,0.0,0.0,0.0,0.0,0.0,2.16875,1.5765,11.364553445084914,0.0695,56.89236503275355,3.143985195769867,,classic,True
00-0039880,Malik Washington,WR,MIA,5800,133647-110974,2.4937,2.4937,1.0809427421418767,0.8346731125976727,2.2498612211576927,LV,18.56,40.17,17.0,1.0,4.5301,statline_mc+recal_10_4b,0.0,6.679322328009367,0.0,0.0,0.0,0.75025,3.9991662159014103,0.0235,1.5505,1.04325,7.968195995675518,0.06775,53.153209451492714,2.9611434194856625,,classic,True
00-0041117,Athan Kaliakmanis,QB,WAS,6000,133647-152673,2.8487,2.8487,0.8918431675161723,0.8742481308673901,2.221074128278647,PHI,19.44,44.28,0.0,0.0,6.2488,statline_mc+recal_10_4b,0.3244806811870423,5.766959849742745,5.40875,30.6138774346295,0.19475,0.80925,2.662690308934671,0.02775,0.0,0.0,0.0,0.0,11.79844975580879,0.22702893632357687,,classic,True
00-0036755,Jaret Patterson,RB,LAC,4100,133647-88699,1.441,1.441,1.2117466596847402,1.271797178031368,2.2206734131577024,ARI,28.28,47.22,6.0,0.4,4.765,statline_mc+recal_10_4b,0.0,7.083648172190793,0.0,0.0,0.0,1.7445,11.612122965715658,0.08425,0.38875,0.2915,3.2921111658613604,0.01775,43.50995171673819,2.469023226256378,,classic,True
00-0040667,Matthew Golden,WR,GB,5600,133647-166916,2.8773,2.8773,0.7647565203229334,1.008263533644387,2.218613267214202,MIN,22.42,46.22,14.0,1.0,4.1729,statline_mc+recal_10_4b,0.0,6.0459538516268765,0.0,0.0,0.0,0.295,1.3110097807035357,0.00625,1.867,1.16225,11.77887289143848,0.051,70.12392114323444,9.179348784066383,,classic,True
00-0040729,Jack Bech,WR,LV,4800,133647-151741,2.3381,2.3381,0.9732207254368208,0.9718365281915791,2.211418807803618,MIA,21.61,40.17,14.0,0.8,4.3084,statline_mc+recal_10_4b,0.0,5.812753942685921,0.0,0.0,0.0,0.0,0.0,0.0,1.7435,1.12725,13.037938078036179,0.05925,50.30237584304108,2.448608515161802,,classic,True
00-0039677,Sam Hartman,QB,WAS,6000,133647-87594,2.8341,2.8341,0.8918431675161723,0.8742481308673901,2.2097086060357807,PHI,19.44,44.28,0.0,0.0,6.2443,statline_mc+recal_10_4b,0.2958609117836232,5.725931517877792,5.56225,31.08002928983429,0.19575,0.79725,2.645074344424088,0.02625,0.0,0.0,0.0,0.0,11.19500147994672,0.21807686602598747,,classic,True
00-0039041,Elijah Higgins,TE,ARI,4200,133647-102986,3.2109,3.2109,0.7878640570452637,0.8517623250323235,2.1547159964963987,LAC,18.94,47.22,17.0,1.0,3.2272,statline_mc+recal_10_4b,0.0,5.252691820361553,0.0,0.0,0.0,0.0,0.0,0.0,2.08375,1.50875,10.743409964963982,0.0585,65.04818914238386,5.415216023209007,,classic,True
00-0040184,KeAndre Lambert-Smith,WR,LAC,4200,133647-128805,1.7163,1.7163,0.9720574207207836,1.271797178031368,2.121752290855882,ARI,28.28,47.22,10.0,0.8,4.4407,statline_mc+recal_10_4b,0.0,6.439516973354446,0.0,0.0,0.0,0.0,0.0,0.0,1.33025,0.74775,11.988772908558818,0.09375,65.18024571994529,6.602034783241397,,classic,True
00-0040024,Darius Cooper,WR,PHI,4200,133647-226859,1.6642,1.6642,1.140969265489402,1.1166451177694081,2.1202326330745245,WAS,24.83,44.28,6.0,0.8,4.4038,statline_mc+recal_10_4b,0.0,6.42031925879457,0.0,0.0,0.0,0.0,0.0,0.0,1.26475,0.83875,12.923576330745243,0.06925,56.06756708956279,3.5961577841003374,,classic,True
00-0035229,T.J. Hockenson,TE,MIN,5000,133647-71706,2.1977,2.1977,0.877306227501699,1.0707740738658722,2.064489578738305,GB,23.81,46.22,15.0,0.6,3.2812,statline_mc+recal_10_4b,0.0,5.8854946340697625,0.0,0.0,0.0,0.0,0.0,0.0,1.63025,1.18975,10.141145787383046,0.07825,56.23395452149688,3.008967906476821,,classic,True
00-0038579,Aidan O'Connell,QB,LV,6000,133647-93382,1.7689,1.7689,1.1144429477503337,0.9718365281915791,1.9158081007377386,MIA,21.61,40.17,1.0,0.2503732335434235,6.2427,statline_mc+recal_10_4b,0.20325226162459864,5.321435353474446,3.51425,24.081720577939684,0.15175,0.74775,3.390392776201512,0.03075,0.0,0.0,0.0,0.0,14.933239376255912,0.2797967528317328,,classic,True
00-0039811,MarShawn Lloyd,RB,GB,4900,133647-119697,2.0762,2.0762,0.9038510999309826,1.008263533644387,1.8921173534430755,MIN,22.42,46.22,0.0,0.0,4.3217,statline_mc+recal_10_4b,0.03820633858672307,5.110681006870916,0.0,0.0,0.0,2.24975,8.994793385290864,0.0555,0.6375,0.48325,3.4551301491398867,0.0175,20.617891630901287,0.5367006860176678,,classic,True
00-0039144,Luke Musgrave,TE,GB,4200,133647-113228,2.3102,2.3102,0.7928330665150658,1.008263533644387,1.8467591955287512,MIN,22.42,46.22,13.0,0.6,3.2546,statline_mc+recal_10_4b,0.0,4.594362248607605,0.0,0.0,0.0,0.0,0.0,0.0,1.5405,1.10525,9.586341955287512,0.05775,49.783122505835394,1.9572524215715725,,classic,True
00-0033854,Dare Ogunbowale,RB,LV,4300,133647-28827,1.6807,1.6807,1.129739861558018,0.9718365281915791,1.8452705049376565,MIA,21.61,40.17,14.0,0.8,4.3828,statline_mc+recal_10_4b,0.0,5.109080434694409,0.0,0.0,0.0,0.9985,4.2135023351565,0.0375,1.0025,0.765,6.504202714220066,0.03075,39.466215128755366,1.8855888856112908,,classic,True
00-0041561,Carson Beck,QB,ARI,6000,133647-119670,2.6873,2.6873,0.7719873014153913,0.8517623250323235,1.76705500630588,LAC,18.94,47.22,0.0,0.0,6.0925,statline_mc+recal_10_4b,0.2438170995162589,5.067596890846682,5.87225,27.863947000511512,0.1805,0.23675,0.6824712628541975,0.00525,0.0,0.0,0.0,0.0,11.734349563415716,0.22606083308381528,,classic,True
00-0028118,Tyrod Taylor,QB,GB,6000,133647-14377,2.4995,2.4995,0.6824564134846874,1.008263533644387,1.7198870122158123,MIN,22.42,46.22,6.0,0.2,6.114,statline_mc+recal_10_4b,0.13764648686153547,5.0195971037970155,5.94525,25.39880962468472,0.16075,0.571,1.881846272284235,0.01925,0.0,0.0,0.0,0.0,17.175965665236053,0.3249198520295992,,classic,True
00-0039746,Will Shipley,RB,PHI,4100,133647-152520,1.2471,1.2471,1.1966479351198924,1.1166451177694081,1.6664289516339355,WAS,24.83,44.28,14.0,1.0,4.423,statline_mc+recal_10_4b,0.0,4.252746227446802,0.0,0.0,0.0,0.698,3.9039669204681964,0.024,0.836,0.6275,6.482822595871157,0.0305,57.54873032904149,6.294908875040688,,classic,True
00-0037742,Treylon Burks,WR,WAS,5500,133647-110259,2.2222,2.2222,0.850841069309695,0.8742481308673901,1.6530048694289443,PHI,19.44,44.28,8.0,1.0,3.9722,statline_mc+recal_10_4b,0.0,4.318971253001472,0.0,0.0,0.0,0.0,0.0,0.0,1.59025,0.88525,8.853798694289441,0.0555,57.74737065509598,4.022296055574707,,classic,True
00-0033955,Jeremy McNichols,RB,WAS,4200,133647-56648,1.7694,1.7694,1.053358078465259,0.8742481308673901,1.629457374921051,PHI,19.44,44.28,16.0,1.0,4.0731,statline_mc+recal_10_4b,0.0,4.149474417850961,0.0,0.0,0.0,1.05175,4.497513059624933,0.02775,0.9585,0.7475,5.424560689585578,0.02,44.729971387696715,2.6782330361255138,,classic,True
00-0033307,Kendrick Bourne,WR,ARI,4700,133647-80289,2.0571,2.0571,0.8774109490239873,0.8517623250323235,1.5373711930947946,LAC,18.94,47.22,14.0,1.0,3.761,statline_mc+recal_10_4b,0.0,3.6944883611388404,0.0,0.0,0.0,0.0,0.0,0.0,1.3085,0.8795,9.246211930947943,0.03025,60.48389378861482,4.827302259670415,,classic,True
00-0037263,Tyler Allgeier,RB,ARI,5900,133647-90428,2.1091,2.1091,0.846416735899993,0.8517623250323235,1.5205537174237114,LAC,18.94,47.22,17.0,1.0,4.1721,statline_mc+recal_10_4b,0.0,3.93114257080492,0.0,0.0,0.0,1.954,5.186419311033362,0.06125,0.705,0.56725,3.122867863203752,0.01075,52.01090844062948,4.3516412192669085,,classic,True
00-0040494,Max Brosmer,QB,MIN,6000,133647-200653,1.5227,1.5227,0.9214461223964856,1.0707740738658722,1.5023465420912556,GB,23.81,46.22,7.0,0.6,6.0686,statline_mc+recal_10_4b,0.09653686830245095,4.668928972902915,4.09725,22.237989421089377,0.1125,0.5105,1.8907696524768063,0.0245,0.0,0.0,0.0,0.0,27.045811750776974,0.62738995293229,,classic,True
00-0035125,Alec Ingold,RB,LAC,4100,133647-63717,0.9548,0.9548,1.2117466596847402,1.271797178031368,1.4714129319989464,ARI,28.28,47.22,0.0,0.0,4.2631,statline_mc+recal_10_4b,0.0,4.214362212492976,0.0,0.0,0.0,0.91275,6.0099736982949254,0.0405,0.36575,0.2715,3.9466556216945388,0.01825,22.26680972818312,0.5990639960457554,,classic,True
00-0041027,Jeremiyah Love,RB,ARI,5800,133647-188171,2.0187,2.0187,0.846416735899993,0.8517623250323235,1.4553510187016416,LAC,18.94,47.22,0.0,0.0,3.8549,statline_mc+recal_10_4b,0.0,3.2151210159748125,0.0,0.0,0.0,1.12175,3.3840647285775547,0.0215,1.0845,0.81875,4.655695458438862,0.0225,17.40173462088698,0.43312661127906704,,classic,True
00-0041376,Gregory Desrosiers,RB,LAC,4000,133647-152295,0.939,0.939,1.2117466596847402,1.271797178031368,1.4470576346736894,ARI,28.28,47.22,0.0,0.0,4.1745,statline_mc+recal_10_4b,0.0,4.025121839703667,0.0,0.0,0.0,0.919,5.937054617846892,0.0445,0.381,0.29075,3.424771728890002,0.01875,24.600143061516448,0.6998905642977474,,classic,True
00-0037132,Britain Covey,WR,PHI,4000,133647-64147,1.1228,1.1228,1.140969265489402,1.1166451177694081,1.430572331414708,WAS,24.83,44.28,6.0,1.0,3.9701,statline_mc+recal_10_4b,0.0,3.8389953415695435,0.0,0.0,0.0,0.0,0.0,0.0,0.84325,0.51075,8.491973314147076,0.05525,67.13778710559826,7.5223655856363605,,classic,True
00-0040198,Ollie Gordon II,RB,MIA,5200,133647-166112,1.6106,1.6106,1.0438843689343742,0.8346731125976727,1.4033179198171193,LV,18.56,40.17,17.0,1.0,4.1331,statline_mc+recal_10_4b,0.0,4.209957764329883,0.0,0.0,0.0,2.4745,7.534263119957596,0.07975,0.19375,0.14525,0.9076660782135966,0.0055,36.74982117310444,1.573255828067487,,classic,True
00-0036415,Van Jefferson,WR,WAS,4200,133647-64581,1.8672,1.8672,0.850841069309695,0.8742481308673901,1.3889041614464945,PHI,19.44,44.28,14.0,0.8,3.7196,statline_mc+recal_10_4b,0.0,3.447804408147862,0.0,0.0,0.0,0.0,0.0,0.0,1.3785,0.7975,7.406541614464943,0.04275,43.595706975428,1.565818440351215,,classic,True
00-0041483,Eli Stowers,TE,PHI,4300,133647-151777,0.9437,0.9437,1.253846722880024,1.1166451177694081,1.3212534266382543,WAS,24.83,44.28,0.0,0.0,3.159,statline_mc+recal_10_4b,0.0,3.541675137416488,0.0,0.0,0.0,0.0,0.0,0.0,0.71775,0.47275,7.553784266382543,0.05625,24.288711316918906,0.3576910161766595,,classic,True
00-0039325,Carson Steele,RB,PHI,4000,133647-156523,0.981,0.981,1.1966479351198924,1.1166451177694081,1.310891741283752,WAS,24.83,44.28,0.0,0.0,4.0536,statline_mc+recal_10_4b,0.0,3.422510363621717,0.0,0.0,0.0,1.08,5.962377806967833,0.041,0.309,0.2335,2.579039605869688,0.01875,20.397263948497855,0.5288643888620593,,classic,True
00-0037091,Bo Melton,WR,GB,4400,133647-92606,1.5375,1.5375,0.7647565203229334,1.008263533644387,1.1855645683144365,MIN,22.42,46.22,13.0,1.0,3.5817,statline_mc+recal_10_4b,0.0,2.9889915611072158,0.0,0.0,0.0,0.0785,0.2573016089856945,0.003,1.006,0.539,6.233344074158669,0.04275,60.233811253124564,4.74748784886677,,classic,True
00-0037086,Grant Calcaterra,TE,PHI,4100,133647-86682,0.8367,0.8367,1.253846722880024,1.1166451177694081,1.1714314310121372,WAS,24.83,44.28,9.0,0.6,3.0881,statline_mc+recal_10_4b,0.0,3.0353589229932862,0.0,0.0,0.0,0.0,0.0,0.0,0.639,0.42725,6.203064310121371,0.05725,46.74450342594684,1.59834234643,,classic,True
00-0041104,Demond Claiborne,RB,MIN,4000,133647-171217,1.1237,1.1237,0.9663183721502544,1.0707740738658722,1.1627474496428172,GB,23.81,46.22,0.0,0.0,3.8289,statline_mc+recal_10_4b,0.0,2.8489186054885116,0.0,0.0,0.0,1.03475,4.695338392518799,0.03325,0.41375,0.314,2.597136103909373,0.01475,20.468302932761084,0.5313749951333475,,classic,True
00-0037666,Jalen Tolbert,WR,MIA,5200,133647-88548,1.2814,1.2814,1.0809427421418767,0.8346731125976727,1.156147139456676,LV,18.56,40.17,12.0,0.7321970521541972,3.5206,statline_mc+recal_10_4b,0.0,2.881049047557765,0.0,0.0,0.0,0.0,0.0,0.0,1.073,0.61675,6.217721394566759,0.0385,34.643072989504226,0.8620572343593083,,classic,True
00-0041040,Antonio Williams,WR,WAS,5200,133647-166323,1.5518,1.5518,0.850841069309695,0.8742481308673901,1.1543249491255454,PHI,19.44,44.28,0.0,0.0,3.4557,statline_mc+recal_10_4b,0.0,2.777229439539695,0.0,0.0,0.0,0.07375,0.35441634374654174,0.00225,1.01275,0.62075,6.000083147508911,0.03375,17.50004126774513,0.2749125052122444,,classic,True
00-0041373,Jerand Bradley,TE,LAC,4000,133647-152056,0.6984,0.6984,1.294150910801751,1.271797178031368,1.1495591960392406,ARI,28.28,47.22,0.0,0.0,3.015,statline_mc+recal_10_4b,0.0,3.3164801583342274,0.0,0.0,0.0,0.0,0.0,0.0,0.53475,0.35725,6.544341960392404,0.0535,26.810669377305924,0.42318103566467435,,classic,True
00-0041452,Johnny Pascuzzi,TE,LAC,4000,133647-155563,0.6927,0.6927,1.294150910801751,1.271797178031368,1.140067616988457,ARI,28.28,47.22,0.0,0.0,3.0689,statline_mc+recal_10_4b,0.0,3.2670672633219726,0.0,0.0,0.0,0.0,0.0,0.0,0.5335,0.351,6.8156761698845685,0.048,26.288739552744524,0.4087095455353463,,classic,True
00-0039577,Kedon Slovis,QB,GB,6000,133647-102933,1.6033,1.6033,0.6824564134846874,1.008263533644387,1.1032381819590023,MIN,22.42,46.22,2.0,0.0,5.8955,statline_mc+recal_10_4b,0.0902307179856752,4.165012169280446,3.4595,16.262896905353657,0.10275,0.3665,1.0722230574485603,0.01125,0.0,0.0,0.0,0.0,11.31724507917715,0.2198613609865014,,classic,True
00-0041384,Evan Svoboda,TE,LAC,4000,133647-167124,0.6692,0.6692,1.294150910801751,1.271797178031368,1.1013610249601715,ARI,28.28,47.22,0.0,0.0,2.9489,statline_mc+recal_10_4b,0.0,3.159320324109221,0.0,0.0,0.0,0.0,0.0,0.0,0.52825,0.34625,6.322360249601716,0.05,25.981722008884873,0.4004291751869619,,classic,True
00-0040998,Roman Hemby,RB,LV,4000,133647-156400,0.9697,0.9697,1.129739861558018,0.9718365281915791,1.064643417588939,MIA,21.61,40.17,0.0,0.0,3.7334,statline_mc+recal_10_4b,0.0,2.7159367193810904,0.0,0.0,0.0,0.95925,4.420359300497814,0.036,0.34,0.254,2.261074875391577,0.01125,15.439712982832619,0.3800218106516849,,classic,True
00-0036670,Jermar Jefferson,RB,MIN,4000,133647-93023,1.025,1.025,0.9663183721502544,1.0707740738658722,1.0606137485489282,GB,23.81,46.22,0.0,0.0,3.658,statline_mc+recal_10_4b,0.0,2.557624503112951,0.0,0.0,0.0,1.00825,4.383277088771596,0.033,0.40625,0.2985,2.4203603967176863,0.00875,19.483927932761087,0.4976231071375605,,classic,True
00-0038891,Shedrick Jackson,WR,LV,4100,133647-87668,1.1119,1.1119,0.9732207254368208,0.9718365281915791,1.0516867539810968,MIA,21.61,40.17,3.0,0.6,3.5508,statline_mc+recal_10_4b,0.0,2.7955224930751754,0.0,0.0,0.0,0.16575,0.899535559004742,0.00575,0.6675,0.4235,5.304831980806229,0.03175,33.39362118568127,0.7931599301828351,,classic,True
00-0039912,Ben Sinnott,TE,WAS,4400,133647-137265,2.0037,2.0037,0.5979374728661674,0.8742481308673901,1.0474220735070248,PHI,19.44,44.28,9.0,1.0,2.4993,statline_mc+recal_10_4b,0.0,2.410070720249912,0.0,0.0,0.0,0.0,0.0,0.0,1.14875,0.8175,4.576720735070246,0.0325,55.76067314208267,2.9155108110044816,,classic,True
00-0041081,Max Bredeson,RB,MIN,4000,133647-158511,1.0092,1.0092,0.9663183721502544,1.0707740738658722,1.0442771520925813,GB,23.81,46.22,0.0,0.0,3.6565,statline_mc+recal_10_4b,0.0,2.5740442860152486,0.0,0.0,0.0,0.96875,4.297083592118443,0.0275,0.42125,0.30675,2.4169379288073696,0.011,19.11934459942775,0.4856739053091873,,classic,True
00-0039244,Chris Collier,RB,LV,4000,133647-201342,0.945,0.945,1.129739861558018,0.9718365281915791,1.0374988541208479,MIA,21.61,40.17,0.0,0.0,3.6577,statline_mc+recal_10_4b,0.0,2.538669581797219,0.0,0.0,0.0,0.967,4.482824132005479,0.033,0.3445,0.25675,2.138414409203,0.01,14.345962982832615,0.3532980308855895,,classic,True
00-0040878,Mike Washington Jr.,RB,LV,4500,133647-154008,0.9384,0.9384,1.129739861558018,0.9718365281915791,1.0303385107495906,MIA,21.61,40.17,0.0,0.0,3.6364,statline_mc+recal_10_4b,0.0,2.518662307920485,0.0,0.0,0.0,1.00175,4.678314959382914,0.028,0.343,0.2625,2.1575701481129914,0.01075,11.137629649499285,0.2852662891606876,,classic,True
00-0038046,Charlie Kolar,TE,LAC,4100,133647-85635,0.6221,0.6221,1.294150910801751,1.271797178031368,1.023971231778159,ARI,28.28,47.22,13.0,0.8,3.067,statline_mc+recal_10_4b,0.0,2.8275669197322184,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.301,5.8147123177815905,0.04925,60.843663880731874,4.0914977007598505,,classic,True
00-0041380,Devonte Ross,WR,LAC,4000,133647-155715,0.8234,0.8234,0.9720574207207836,1.271797178031368,1.0179956411153241,ARI,28.28,47.22,0.0,0.0,3.6441,statline_mc+recal_10_4b,0.0,2.6969389863616047,0.0,0.0,0.0,0.0405,0.30000761715054763,0.00275,0.5795,0.362,5.754948794002694,0.0365,25.818091779465163,0.47865954608326594,,classic,True
00-0039722,JaQuae Jackson,WR,LAC,4000,133647-192359,0.8177,0.8177,0.9720574207207836,1.271797178031368,1.0109166767327369,ARI,28.28,47.22,0.0,0.0,3.61,statline_mc+recal_10_4b,0.0,2.856198188044159,0.0,0.0,0.0,0.03525,0.27618457131530255,0.002,0.568,0.3375,6.025482196012068,0.03375,25.625784087157477,0.47256205523373995,,classic,True
00-0035589,Gary Jennings Jr.,WR,LAC,4000,133647-63061,0.8133,0.8133,0.9720574207207836,1.271797178031368,1.0054418038402932,ARI,28.28,47.22,0.0,0.0,3.7464,statline_mc+recal_10_4b,0.0,2.605565423066733,0.0,0.0,0.0,0.04225,0.34353975729907515,0.002,0.56,0.33775,5.817128281103856,0.03525,25.43347639484978,0.4665422383697514,,classic,True
00-0041550,Brenen Thompson,WR,LAC,4300,133647-174329,0.8039,0.8039,0.9720574207207836,1.271797178031368,0.993877554777656,ARI,28.28,47.22,0.0,0.0,3.6225,statline_mc+recal_10_4b,0.0,2.571927659247673,0.0,0.0,0.0,0.044,0.1986401478518605,0.001,0.554,0.34925,5.573885399924699,0.04025,22.702707164080554,0.38889029166233224,,classic,True
00-0041352,Marcus Sanders Jr.,WR,MIN,4000,133647-176732,0.9004,0.9004,1.0185896093622764,1.0707740738658722,0.9820570747440126,GB,23.81,46.22,0.0,0.0,3.5581,statline_mc+recal_10_4b,0.0,2.507717967111992,0.0,0.0,0.0,0.049,0.3770819773766079,0.00275,0.6165,0.3825,5.230988770063517,0.03625,22.14538626609442,0.3747063118500961,,classic,True
00-0041475,Trayvon Rudolph,WR,MIN,4000,133647-136155,0.8967,0.8967,1.0185896093622764,1.0707740738658722,0.9779855729084153,GB,23.81,46.22,0.0,0.0,3.511,statline_mc+recal_10_4b,0.0,2.6035825439774967,0.0,0.0,0.0,0.047,0.20303903394356815,0.00175,0.602,0.37375,5.603066695140583,0.03425,21.953078573786726,0.36993304800011906,,classic,True
00-0040970,Michael Briscoe,WR,MIN,4000,133647-243160,0.8774,0.8774,1.0185896093622764,1.0707740738658722,0.9569793983702944,GB,23.81,46.22,0.0,0.0,3.5651,statline_mc+recal_10_4b,0.0,2.41036680744997,0.0,0.0,0.0,0.04425,0.21005247664041907,0.0015,0.62875,0.3875,5.357241507062526,0.0335,21.760770881479033,0.36522058923151085,,classic,True
00-0041096,Kaytron Allen,RB,WAS,4700,133647-166896,1.0369,1.0369,1.053358078465259,0.8742481308673901,0.9549138738032424,PHI,19.44,44.28,0.0,0.0,3.5765,statline_mc+recal_10_4b,0.0,2.223377969138811,0.0,0.0,0.0,1.153,4.406561206733453,0.032,0.32175,0.2435,1.7000775312989713,0.00775,11.316948319027182,0.28869699270548177,,classic,True
00-0041374,Sincere Brown,WR,LAC,4000,133647-139870,0.7649,0.7649,0.9720574207207836,1.271797178031368,0.9456365498863233,ARI,28.28,47.22,0.0,0.0,3.525,statline_mc+recal_10_4b,0.0,2.4572751625499403,0.0,0.0,0.0,0.03975,0.32288645138986466,0.00225,0.564,0.33475,5.399729047473369,0.03275,24.606553317926707,0.44151869092089124,,classic,True
00-0037157,Bam Knight,RB,ARI,4000,133647-103252,1.3035,1.3035,0.846416735899993,0.8517623250323235,0.9397171392820198,LAC,18.94,47.22,12.0,0.4,3.5706,statline_mc+recal_10_4b,0.0,2.1411236413390156,0.0,0.0,0.0,0.49275,1.227214680914612,0.01575,0.804,0.5905,3.3374567119055865,0.01725,26.833945815450644,0.8122792375871523,,classic,True
00-0041342,Dillon Bell,WR,MIN,4000,133647-173606,0.8595,0.8595,1.0185896093622764,1.0707740738658722,0.937391175246635,GB,23.81,46.22,0.0,0.0,3.5706,statline_mc+recal_10_4b,0.0,2.4961305705708714,0.0,0.0,0.0,0.04525,0.36462255421086903,0.002,0.6015,0.36825,5.22303919825548,0.031,21.37615549686365,0.3559749984995557,,classic,True
00-0041571,Liam Clifford,WR,LAC,4000,133647-155631,0.7549,0.7549,0.9720574207207836,1.271797178031368,0.9332650325981446,ARI,28.28,47.22,0.0,0.0,3.4489,statline_mc+recal_10_4b,0.0,2.5462064216961973,0.0,0.0,0.0,0.04,0.28622882444924946,0.002,0.56025,0.35375,5.477671501532197,0.029,24.221937933311324,0.43034160716076525,,classic,True
00-0041481,Terrill Davis,WR,MIN,4000,133647-231386,0.8353,0.8353,1.0185896093622764,1.0707740738658722,0.9110226114132918,GB,23.81,46.22,0.0,0.0,3.407,statline_mc+recal_10_4b,0.0,2.3382106635421973,0.0,0.0,0.0,0.0515,0.3083813848982137,0.0025,0.598,0.3555,5.164344729234703,0.029,20.85692472763288,0.34386361641009183,,classic,True
00-0039236,Johnny Wilson,WR,PHI,4300,133647-119722,0.7032,0.7032,1.140969265489402,1.1166451177694081,0.895906601265046,WAS,24.83,44.28,0.0,0.0,3.5939,statline_mc+recal_10_4b,0.0,2.4486165438080043,0.0,0.0,0.0,0.0495,0.38303209851514725,0.00225,0.46875,0.29975,4.967283914135313,0.0335,17.959763948497855,0.2834685161607984,,classic,True
00-0037828,Danny Gray,WR,PHI,4000,133647-136970,0.6952,0.6952,1.140969265489402,1.1166451177694081,0.8857751909490572,WAS,24.83,44.28,0.0,0.0,3.5385,statline_mc+recal_10_4b,0.0,2.4437214177491735,0.0,0.0,0.0,0.05525,0.4997731713787102,0.002,0.48575,0.3025,5.015478738111862,0.029,19.902071640805545,0.32265648468474883,,classic,True
00-0040498,Dontae Fleming,WR,MIN,4100,133647-133615,0.8039,0.8039,1.0185896093622764,1.0707740738658722,0.8768142358821512,GB,23.81,46.22,0.0,0.0,3.4251,statline_mc+recal_10_4b,0.0,2.311567858688423,0.0,0.0,0.0,0.049,0.30677966477998736,0.00175,0.5925,0.35825,4.950112694041525,0.0275,17.376155496863653,0.27265133910012307,,classic,True
00-0040946,Jaden Nixon,RB,GB,4000,133647-158553,0.9606,0.9606,0.9038510999309826,1.008263533644387,0.8753732479088522,MIN,22.42,46.22,0.0,0.0,3.4867,statline_mc+recal_10_4b,0.0,2.11645441116661,0.0,0.0,0.0,0.9495,3.656017251800058,0.02775,0.324,0.24075,1.818965227288463,0.009,16.16997496423462,0.3989805942006872,,classic,True
00-0040039,Amar Johnson,RB,LAC,4000,133647-160287,0.552,0.552,1.2117466596847402,1.271797178031368,0.850743343661776,ARI,28.28,47.22,1.0,0.0,3.6636,statline_mc+recal_10_4b,0.0,2.1938681900291988,0.0,0.0,0.0,0.55725,3.6246828312212056,0.024,0.2295,0.164,2.042750605396553,0.011,19.714726394849784,0.5053390255034228,,classic,True
00-0038098,Pierre Strong Jr.,RB,GB,4500,133647-160306,0.9311,0.9311,0.9038510999309826,1.008263533644387,0.8485013168623139,MIN,22.42,46.22,0.0,0.0,3.4023,statline_mc+recal_10_4b,0.0,1.9853369899249076,0.0,0.0,0.0,0.9675,3.5981521370946816,0.02425,0.34025,0.25875,1.7331110315284566,0.00925,12.852266630901285,0.31981164849962346,,classic,True
00-0040651,Damien Martinez,RB,GB,4300,133647-166106,0.9283,0.9283,0.9038510999309826,1.008263533644387,0.8459866605116075,MIN,22.42,46.22,0.0,0.0,3.422,statline_mc+recal_10_4b,0.0,2.002607472028748,0.0,0.0,0.0,0.977,3.822820525801648,0.0205,0.3425,0.25175,1.6032960793144266,0.0105,12.12309996423462,0.30463706369548604,,classic,True
00-0040925,Rocco Underwood,TE,PHI,4000,133647-157579,0.5963,0.5963,1.253846722880024,1.1166451177694081,0.8348487402194759,WAS,24.83,44.28,0.0,0.0,2.7105,statline_mc+recal_10_4b,0.0,2.295489559594209,0.0,0.0,0.0,0.0,0.0,0.0,0.453,0.30375,4.749737402194758,0.035,21.586956930953992,0.2987337090433662,,classic,True
00-0035289,Gardner Minshew II,QB,ARI,6000,133647-61798,1.2594,1.2594,0.7719873014153913,0.8517623250323235,0.8281311878183425,LAC,18.94,47.22,4.0,1.0,5.7821,statline_mc+recal_10_4b,0.0,1.6972689985742428,3.1805,12.628287045811634,0.08675,0.24775,0.5674970598587704,0.00575,0.0,0.0,0.0,0.0,26.63016131419269,0.6102436189141937,,classic,True
00-0041579,Seydou Traore,TE,MIA,4400,133647-154245,1.303,1.303,0.7536331029199616,0.8346731125976727,0.8196412682058721,LV,18.56,40.17,0.0,0.0,2.3423,statline_mc+recal_10_4b,0.0,1.9169606848212941,0.0,0.0,0.0,0.0,0.0,0.0,0.79925,0.529,3.631412682058722,0.033,14.078994428130413,0.18109499681020674,,classic,True
