team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
DAL,pass,1.0,exclusive,14.71,35.67,2.4259,20.97
NYJ,pass,1.0,exclusive,17.13,32.87,1.9191,15.74
SEA,pass,1.0,exclusive,23.12,31.51,1.3627,8.39
CLE,pass,1.0,exclusive,23.84,32.34,1.3564,8.5
NYG,rush,0.5868,recent,20.59,13.61,0.6609,6.98
DEN,rush,0.9725,recent,19.14,25.56,1.335,6.41
NO,rush,1.0,recent,38.85,26.33,0.6775,12.53
DAL,rush,0.8807,recent,32.78,23.7,0.7231,9.08
DET,pass,1.0,exclusive,48.12,35.76,0.7432,12.36
CLE,rush,0.6347,recent,24.81,18.6,0.7499,6.2
TB,recv,0.8318,recent,40.61,30.51,0.7513,10.1
IND,pass,1.0,exclusive,27.9,34.6,1.2403,6.7
SEA,rush,0.7222,recent,26.31,20.13,0.7654,6.17
TEN,rush,0.9701,recent,33.22,25.6,0.7707,7.62
PHI,rush,0.6635,recent,22.59,17.41,0.7709,5.18
MIA,recv,0.7833,recent,35.54,27.47,0.773,8.07
CHI,rush,0.7639,recent,27.4,21.28,0.7766,6.12
PHI,pass,1.0,exclusive,45.19,35.3,0.781,9.89
NYJ,recv,0.7674,recent,30.52,24.34,0.7977,6.17
CAR,pass,1.0,exclusive,44.41,35.44,0.798,8.97
DET,rush,0.541,recent,16.93,13.69,0.8085,3.24
LA,rush,0.9922,recent,24.52,29.2,1.1913,4.69
PIT,recv,0.8259,recent,33.27,26.94,0.8096,6.34
MIA,pass,1.0,exclusive,30.44,36.21,1.1896,5.77
LAC,rush,0.9455,recent,20.25,24.01,1.1859,3.77
NYG,recv,0.7937,recent,35.34,28.84,0.8161,6.5
ARI,pass,1.0,exclusive,30.06,35.34,1.1756,5.28
LA,pass,1.0,exclusive,43.33,35.96,0.83,7.36
DEN,recv,0.9091,recent,36.73,30.61,0.8334,6.12
MIN,rush,0.9257,recent,30.71,25.6,0.8335,5.11
SF,recv,0.6543,recent,23.35,19.72,0.8446,3.63
ARI,rush,0.9415,recent,31.66,26.89,0.8492,4.77
ATL,recv,0.6827,recent,28.39,24.37,0.8584,4.02
MIA,rush,0.6634,recent,17.42,14.96,0.8588,2.46
