team,position,matchup_factor
DET,QB,1.5986749060329999
ATL,QB,1.558310505192075
LV,QB,1.305115627189909
CIN,QB,1.3006306937631393
TB,QB,1.2773905841880613
GB,QB,1.2362107409059055
LAC,QB,1.2194941708606741
JAX,QB,1.203185322036058
DAL,QB,1.1359113206345162
NYJ,QB,1.1314263872077466
NO,QB,1.112671211059438
CLE,QB,1.1081862776326687
WAS,QB,1.102478180544053
CHI,QB,1.0755685799834365
LA,QB,1.0511053067465121
SF,QB,1.0282729183920494
PIT,QB,1.0262343122889725
NE,QB,1.0001401541695867
IND,QB,0.9923934509778938
MIA,QB,0.97323055360897
MIN,QB,0.9654838504172771
NYG,QB,0.8998407338981971
DEN,QB,0.8456138115563483
CAR,QB,0.8252277505255782
TEN,QB,0.7665158947569599
BUF,QB,0.7453143912849589
ARI,QB,0.7347136395489585
BAL,QB,0.6401223163661847
HOU,QB,0.6197362553354144
SEA,QB,0.6148436006880295
KC,QB,0.46398674906033
PHI,QB,0.44196980314709816
NO,RB,1.7510776351014112
IND,RB,1.4490675620490947
ATL,RB,1.4432596760288579
PIT,RB,1.4243840464630884
WAS,RB,1.3706611007758973
LAC,RB,1.3387177276645947
TB,RB,1.2080402922092655
LV,RB,1.1760969190979627
CHI,RB,1.1064022868551207
KC,RB,1.104950315350061
LA,RB,1.075910885248877
BUF,RB,1.048323426652752
DEN,RB,1.0323517400971005
MIA,RB,0.9786287944099098
CLE,RB,0.9684649938744953
NE,RB,0.9466854212986071
CIN,RB,0.9002223331367123
DET,RB,0.8827986750760016
ARI,RB,0.8798947320658832
DAL,RB,0.8711829030355279
SF,RB,0.8479513589545806
HOU,RB,0.8334316439039885
BAL,RB,0.823267843368574
SEA,RB,0.804392213802804
MIN,RB,0.7898724987522121
CAR,RB,0.769544897681383
JAX,RB,0.769544897681383
PHI,RB,0.7303416670447843
TEN,RB,0.714369980489133
NYJ,RB,0.6867825218930079
NYG,RB,0.6504832342665274
GB,RB,0.6228957756704024
DET,TE,1.9316537789972563
CLE,TE,1.8837615365427787
ATL,TE,1.8811008564064187
DAL,TE,1.7454061694520666
LAC,TE,1.5219090379978382
SF,TE,1.3516255092708074
GB,TE,1.3436434688617278
PIT,TE,1.3223580277708489
CAR,TE,1.2744657853163717
LV,TE,1.1840026606801364
CHI,TE,1.1786813004074166
LA,TE,1.170699259998337
NYJ,TE,1.1414317784983787
MIA,TE,1.1361104182256592
NE,TE,1.0722540949530224
IND,TE,0.9897730107258669
CIN,TE,0.9791302901804273
MIN,TE,0.9179346470441507
NYG,TE,0.8833458052714727
DEN,TE,0.8407749230897148
WAS,TE,0.7875613203625178
TEN,TE,0.6891161553172029
JAX,TE,0.6811341149081234
BAL,TE,0.5853496299991685
NO,TE,0.5507607882264905
SEA,TE,0.5481001080901307
TB,TE,0.5481001080901307
HOU,TE,0.43635154236301665
ARI,TE,0.4310301820902968
KC,TE,0.37515589922673986
BUF,TE,0.3432277375904216
PHI,TE,0.2740500540450653
BUF,WR,1.3243243243243246
LV,WR,1.309412861136999
WAS,WR,1.2600186393289843
GB,WR,1.2441752096924512
MIA,WR,1.2106244175209695
TB,WR,1.1873252562907737
NO,WR,1.1435228331780058
JAX,WR,1.124883504193849
ATL,WR,1.1183597390493942
NYJ,WR,1.1081081081081081
NYG,WR,1.1071761416589003
CIN,WR,1.0913327120223673
NE,WR,1.0633737185461325
LA,WR,1.0475302889095994
DET,WR,1.0391425908667287
LAC,WR,1.0205032618825722
CLE,WR,1.015843429636533
ARI,WR,1.0037278657968316
TEN,WR,0.9981360671015844
SF,WR,0.9916123019571296
DAL,WR,0.9813606710158435
KC,WR,0.9301025163094129
IND,WR,0.9207828518173347
PHI,WR,0.906803355079217
BAL,WR,0.8928238583410998
CHI,WR,0.848089468779124
PIT,WR,0.8191985088536813
MIN,WR,0.7539608574091333
HOU,WR,0.7194780987884437
DEN,WR,0.6710158434296366
SEA,WR,0.5806150978564772
CAR,WR,0.5666356011183599
