team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
SEA,pass,1.0,exclusive,2.0,29.37,14.6843,27.37
WAS,pass,1.0,exclusive,16.0,31.11,1.9447,15.11
HOU,recv,1.0,recent,48.31,34.87,0.7218,13.44
MIA,pass,1.0,exclusive,24.03,30.6,1.2732,6.57
NYJ,rush,0.9848,recent,34.82,27.06,0.7772,7.76
WAS,rush,1.0,recent,34.75,27.37,0.7876,7.38
LAC,rush,1.0,recent,31.74,25.0,0.7879,6.73
CIN,recv,1.0,recent,39.86,31.44,0.7888,8.42
PIT,recv,1.0,recent,40.62,32.37,0.7968,8.25
BUF,rush,1.0,recent,35.08,28.48,0.8119,6.6
NYG,recv,1.0,recent,35.36,29.03,0.821,6.33
WAS,recv,1.0,recent,35.83,29.58,0.8257,6.24
LAC,pass,1.0,exclusive,28.6,33.49,1.1713,4.9
KC,rush,0.9851,recent,36.16,30.02,0.8303,6.13
KC,recv,1.0,recent,40.8,33.89,0.8305,6.92
IND,rush,0.9808,recent,31.33,26.13,0.8339,5.2
HOU,pass,1.0,exclusive,43.24,36.25,0.8382,7.0
DET,recv,1.0,recent,42.44,35.63,0.8395,6.81
IND,recv,1.0,recent,35.89,30.26,0.843,5.63
NE,rush,1.0,recent,31.68,26.85,0.8475,4.83
CAR,recv,1.0,recent,36.92,31.33,0.8486,5.59
CLE,pass,1.0,exclusive,26.22,30.16,1.1502,3.94
JAX,pass,1.0,exclusive,27.9,32.01,1.1474,4.11
JAX,rush,0.9821,recent,30.65,26.27,0.8572,4.38
NE,pass,1.0,exclusive,27.84,31.77,1.1412,3.93
MIA,rush,0.9787,recent,28.2,24.27,0.8606,3.93
TEN,pass,1.0,exclusive,24.46,27.84,1.1381,3.38
NYJ,recv,1.0,recent,37.61,32.45,0.8629,5.16
DET,rush,1.0,recent,29.2,25.45,0.8715,3.75
CLE,rush,1.0,recent,31.04,27.7,0.8925,3.34
BUF,pass,1.0,exclusive,31.68,35.01,1.1051,3.33
SEA,rush,0.9839,recent,32.48,29.16,0.8975,3.33
CIN,rush,1.0,recent,31.12,27.94,0.8978,3.18
MIA,recv,1.0,recent,32.58,29.3,0.8993,3.28
SEA,recv,1.0,recent,31.78,28.66,0.9018,3.12
NYG,pass,1.0,exclusive,27.0,29.59,1.096,2.59
TEN,recv,1.0,recent,28.32,26.0,0.9181,2.32
TEN,rush,1.0,recent,28.98,26.71,0.9216,2.27
PIT,pass,1.0,exclusive,36.78,33.95,0.923,2.83
JAX,recv,0.9796,recent,31.88,29.98,0.9404,1.9
PIT,rush,0.9773,recent,25.61,24.19,0.9446,1.42
HOU,rush,1.0,recent,29.59,28.01,0.9467,1.58
KC,pass,1.0,exclusive,37.16,35.26,0.9489,1.9
CAR,pass,1.0,exclusive,34.83,33.06,0.949,1.78
NE,recv,1.0,recent,31.79,30.25,0.9515,1.54
NYG,rush,1.0,recent,31.56,30.23,0.9578,1.33
NYJ,pass,1.0,exclusive,33.12,34.48,1.0412,1.37
CLE,recv,1.0,recent,30.36,29.21,0.9622,1.15
IND,pass,1.0,exclusive,30.55,31.49,1.0306,0.93
DET,pass,1.0,exclusive,37.25,36.27,0.9737,0.98
CAR,rush,1.0,recent,27.71,27.07,0.977,0.64
BUF,recv,1.0,recent,34.19,33.42,0.9777,0.76
LAC,recv,1.0,recent,32.6,31.98,0.9808,0.63
CIN,pass,1.0,exclusive,32.14,32.23,1.003,0.1
