player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct
00-0035228,Kyler Murray,QB,ARI,8300,1537,25.8293,25.8293,1.179013765235389,1.2363636363636363,37.651136490264,JAX,29.75,51.5,8.6778,statline_mc+recal_10_4b,16.419073532756112,61.30595204293925,34.47525,455.4140481289508,3.31475,4.94175,30.19324565105954,0.3435,0.0,0.0,0.0,0.0,82.94190742466604,15.251375523199332
00-0034796,Lamar Jackson,QB,BAL,7800,1527,24.9696,24.9696,1.2000394231085123,1.2155844155844155,36.42432480017999,DET,29.25,51.0,8.8733,statline_mc+recal_10_4b,13.53860971737737,64.74542821257262,27.58325,319.80626393718006,1.6395,14.47825,108.48074242692785,0.91575,0.0,0.0,0.0,0.0,81.33504193849022,13.702048284598778
00-0035710,Daniel Jones,QB,NYG,5800,1539,22.1285,22.1285,1.5269884030355794,1.0597402597402596,35.80856622968826,ATL,25.5,48.0,8.7266,statline_mc+recal_10_4b,14.795855403984964,58.84389444898114,33.753,401.7228692928424,2.091,7.72525,65.15651457974563,0.59425,0.0,0.0,0.0,0.0,62.47825411618515,3.897853992402809
00-0029263,Russell Wilson,QB,SEA,7600,1412,20.7388,20.7388,1.3598344229442492,1.1532467532467532,32.523047210326425,MIN,27.75,53.5,8.5269,statline_mc+recal_10_4b,13.577171765805968,53.537629517626925,27.608,406.74202662763753,2.795,3.81325,24.64866145220927,0.22475,0.0,0.0,0.0,0.0,76.35601118359739,9.831681208074984
00-0033908,Cooper Kupp,WR,LA,6800,5552,19.909,19.909,1.43085525087846,1.122077922077922,31.96451819145576,TB,27.0,55.0,11.9414,statline_mc+recal_10_4b,7.40133270386202,66.83140682912742,0.0,0.0,0.0,0.54575,4.474665124926023,0.022,10.67675,6.997,166.72801678963154,1.052,83.03735632183908,13.940167279797908
00-0035229,T.J. Hockenson,TE,DET,5200,4749,14.8636,14.8636,2.2742406392460173,0.903896103896104,30.55480627159415,BAL,21.75,51.0,9.8594,statline_mc+recal_10_4b,7.484413863062002,61.54296671014215,0.0,0.0,0.0,0.0,0.0,0.0,9.72225,6.80825,150.64556271594148,1.22075,72.5686630369026,4.446587421860401
00-0033106,Jared Goff,QB,DET,5200,1490,23.5083,23.5083,1.3435395380925788,0.903896103896104,28.54892667795592,BAL,21.75,51.0,8.4245,statline_mc+recal_10_4b,11.362011880927076,47.803902172515954,44.82925,358.0343959265318,2.64875,3.678,22.37050840894649,0.15975,0.0,0.0,0.0,0.0,61.68530599565082,3.697152524136475
00-0032950,Carson Wentz,QB,IND,5700,1514,20.646,20.646,1.4949242747790663,0.8831168831168831,27.25674796501004,TEN,21.25,47.0,8.362,statline_mc+recal_10_4b,10.843860640472432,45.62741171179756,36.92825,351.3666553014413,2.1325,4.66125,27.23831752952393,0.2125,0.0,0.0,0.0,0.0,50.84342963653309,1.7945802992364503
00-0032211,Tyler Lockett,WR,SEA,7400,5386,16.4179,16.4179,1.3906043318428591,1.1532467532467532,26.32951868879713,MIN,27.75,53.5,11.6401,statline_mc+recal_10_4b,5.016505322387001,56.2084975295881,0.0,0.0,0.0,0.0,0.0,0.0,8.4115,5.425,144.5576868879713,0.8725,84.49030172413794,15.358014147142669
00-0036355,Justin Herbert,QB,LAC,6500,1552,21.863,21.863,1.1800650481290451,1.0077922077922077,26.00079221592761,KC,24.25,55.0,8.2711,statline_mc+recal_10_4b,10.644326284176303,42.9317520965776,43.61125,387.5748652806481,1.81675,4.04,17.147976047016876,0.16375,0.0,0.0,0.0,0.0,60.34871077974526,3.3819639382327007
