player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct
00-0032950,Carson Wentz,QB,PHI,7200,1514,21.2702,21.2702,1.3247833582739217,1.316934720908231,37.10903978605311,SF,29.0,45.0,18.70680546648544,statline_mc,15.582035280994752,62.13624044614811,28.5455,389.661440206727,3.19475,6.7145,53.34832177784026,0.36225,0.0,0.0,0.0,0.0,86.7797315830721,24.543444318925502
00-0030496,Le'Veon Bell,RB,PIT,9300,2888,24.9537,24.9537,1.1518494099811685,1.0785241248817408,30.999871207873507,DET,23.75,44.5,26.924818888769387,statline_mc,7.1298146627205465,63.29928104862342,0.0,0.0,0.0,28.9385,147.5774493786434,0.94675,5.5195,4.28925,38.713762700091706,0.15125,80.66761363636364,12.743622705561052
00-0027939,Cam Newton,QB,CAR,6600,1378,23.293,23.293,1.273255913195373,1.0104068117313152,29.966628001913392,TB,22.25,46.0,15.585871116179382,statline_mc,11.779969998326555,50.334083743015555,37.721,353.2915681379232,1.99175,8.451,45.389652763964655,0.503,0.0,0.0,0.0,0.0,69.87926136363636,7.9545713031539345
00-0029263,Russell Wilson,QB,SEA,6500,1412,21.5718,21.5718,1.063383233476149,1.1579943235572376,26.563374608509672,HOU,25.5,45.0,13.834242775765732,statline_mc,10.486823301909062,44.42991130788456,37.36975,328.3916446561015,2.223,4.73375,25.7220882226561,0.2335,0.0,0.0,0.0,0.0,72.33101489028213,9.367038694988272
00-0027973,Andy Dalton,QB,CIN,5700,1403,17.1458,17.1458,1.223913377448777,1.2488174077578051,26.206381770695415,IND,27.5,44.0,13.8545885893796,statline_mc,10.156136742429878,44.895157403950115,31.53775,344.1565639077395,2.21075,3.45,19.69619214385835,0.187,0.0,0.0,0.0,0.0,69.51729036050158,7.764913912171227
00-0033077,Dak Prescott,QB,DAL,7300,1501,20.2721,20.2721,1.145590447090865,1.1239356669820246,26.101786660629905,WAS,24.75,46.5,14.092362494724592,statline_mc,10.114938510366242,44.83821790996673,31.8305,291.9139425687748,2.49225,3.70125,25.04728957878917,0.268,0.0,0.0,0.0,0.0,70.02791927899688,8.033797239284711
00-0022942,Philip Rivers,QB,LAC,6300,1231,17.4955,17.4955,1.476452481066964,0.9763481551561022,25.220295562895963,NE,21.5,49.5,13.548834575181061,statline_mc,9.622796364422538,43.40453129658052,34.7025,353.82155858337376,2.30225,1.2655,6.666832195610131,0.0675,0.0,0.0,0.0,0.0,58.35227272727272,3.6887249672438305
00-0032144,Melvin Gordon,RB,LAC,8100,2991,20.6468,20.6468,1.1862754000244773,0.9763481551561022,23.91348741370857,NE,21.5,49.5,19.98220416037024,statline_mc,5.7593837840434166,48.516909033872004,0.0,0.0,0.0,18.6485,78.08674125259076,0.6135,6.6815,4.7415,45.15813288449492,0.366,74.86742424242425,8.656856566418002
00-0033045,Ezekiel Elliott,RB,DAL,9200,5444,20.6767,20.6767,1.026568284135488,1.1239356669820246,23.85670211704969,WAS,24.75,46.5,22.440452611989954,statline_mc,4.447977900224996,49.407968697794416,0.0,0.0,0.0,24.821,114.80782495607669,0.846,3.477,2.61975,26.9641962144202,0.1445,78.41698232323233,10.968076082149802
00-0029604,Kirk Cousins,QB,WAS,6400,1415,20.8708,20.8708,1.1426165427223742,0.9877010406811731,23.554025409434143,DAL,21.75,46.5,12.978924022191691,statline_mc,8.892871542941425,40.7728604293345,33.498,304.57534664677524,2.0775,3.22625,16.91511543563135,0.1545,0.0,0.0,0.0,0.0,56.511804467084644,3.2627910421630437
