team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
NYJ,pass,1.0,exclusive,1.8,29.83,16.5722,28.03
PHI,pass,1.0,exclusive,2.9,42.38,14.6028,39.48
HOU,pass,1.0,exclusive,5.2,39.67,7.6288,34.47
TB,pass,1.0,exclusive,12.79,37.26,2.9128,24.47
SF,pass,1.0,exclusive,15.9,35.88,2.2566,19.98
MIA,pass,1.0,exclusive,25.0,35.86,1.4344,10.86
BUF,pass,1.0,exclusive,19.13,26.47,1.3838,7.34
ARI,pass,1.0,exclusive,25.03,32.54,1.3002,7.51
NYG,pass,1.0,exclusive,29.74,37.28,1.2537,7.54
ARI,rush,0.504,recent,16.49,13.19,0.8,3.3
CIN,rush,0.4381,recent,10.52,8.89,0.845,1.63
TB,rush,0.539,recent,17.65,15.37,0.8709,2.28
MIA,rush,0.687,recent,19.54,17.48,0.8944,2.06
DEN,pass,1.0,exclusive,32.94,35.78,1.0861,2.84
LA,rush,0.9537,recent,21.66,20.02,0.924,1.65
TB,recv,0.9508,recent,33.08,34.98,1.0574,1.9
WAS,rush,0.7939,recent,20.56,19.39,0.9429,1.17
NYJ,rush,0.8987,recent,26.46,27.91,1.055,1.45
DET,rush,0.95,recent,19.8,18.71,0.9452,1.09
NO,rush,0.8626,recent,20.25,19.19,0.9478,1.06
LAC,pass,1.0,exclusive,35.0,36.65,1.0471,1.65
BUF,rush,0.8477,recent,28.96,30.17,1.0417,1.21
HOU,rush,0.7829,recent,20.1,19.28,0.9594,0.82
HOU,recv,0.6402,recent,25.97,24.96,0.9613,1.0
NE,recv,0.9191,recent,33.3,32.03,0.9618,1.27
CIN,pass,1.0,exclusive,32.15,33.35,1.0373,1.2
DET,pass,1.0,exclusive,35.45,36.7,1.0353,1.25
LA,recv,0.9064,recent,30.32,29.28,0.9657,1.04
CAR,rush,0.9277,recent,31.02,29.97,0.9662,1.05
JAX,recv,0.6034,recent,18.78,19.41,1.0336,0.63
GB,rush,0.7676,recent,21.79,21.08,0.9672,0.72
SF,recv,0.8306,recent,28.28,29.18,1.032,0.9
LV,recv,0.8146,recent,30.33,29.41,0.9696,0.92
ARI,recv,0.7557,recent,25.16,24.44,0.9713,0.72
ATL,recv,0.8828,recent,26.29,25.58,0.9732,0.7
DEN,rush,0.854,recent,24.31,23.67,0.9738,0.64
CLE,recv,0.8688,recent,25.96,26.62,1.0253,0.66
LAC,rush,0.9051,recent,28.06,28.69,1.0225,0.63
DET,recv,0.9053,recent,33.86,33.15,0.9792,0.7
SEA,rush,0.72,recent,17.82,18.18,1.0203,0.36
KC,recv,0.8786,recent,29.48,30.07,1.0197,0.58
GB,recv,0.9539,recent,31.84,31.21,0.9804,0.62
MIN,recv,0.9235,recent,32.14,32.72,1.0182,0.58
CAR,recv,0.7518,recent,19.73,20.07,1.0169,0.33
BUF,recv,0.8881,recent,23.5,23.13,0.9842,0.37
NYG,recv,0.8757,recent,32.64,32.15,0.985,0.49
SF,rush,0.8777,recent,26.24,25.87,0.9856,0.38
CLE,pass,1.0,exclusive,30.8,31.24,1.0143,0.44
TEN,rush,0.9545,recent,24.16,23.82,0.9858,0.34
CIN,recv,0.871,recent,27.61,28.0,1.014,0.39
PHI,rush,0.8323,recent,26.33,25.98,0.987,0.34
PIT,recv,0.9509,recent,46.21,46.78,1.0123,0.57
NYG,rush,0.947,recent,24.94,25.22,1.0111,0.28
PIT,rush,0.9735,recent,20.48,20.27,0.9895,0.21
CAR,pass,1.0,exclusive,27.22,27.47,1.0092,0.25
TEN,recv,0.9608,recent,27.52,27.27,0.991,0.25
MIN,rush,0.9686,recent,29.29,29.04,0.9914,0.25
LA,pass,1.0,exclusive,32.85,33.13,1.0085,0.28
DAL,recv,0.942,recent,25.34,25.55,1.0082,0.21
BAL,rush,0.9924,recent,26.51,26.73,1.0081,0.21
BAL,pass,1.0,exclusive,35.17,35.45,1.008,0.28
WAS,recv,0.8869,recent,28.3,28.07,0.992,0.23
JAX,pass,1.0,exclusive,32.48,32.73,1.0077,0.25
CHI,recv,0.8531,recent,23.54,23.38,0.993,0.17
LAC,recv,0.989,recent,36.3,36.05,0.993,0.25
ATL,pass,1.0,exclusive,29.26,29.46,1.0068,0.2
NE,pass,1.0,exclusive,35.31,35.55,1.0068,0.24
CHI,rush,0.9915,recent,25.46,25.59,1.0052,0.13
ATL,rush,0.4834,recent,14.76,14.68,0.9949,0.08
DEN,recv,0.9253,recent,31.27,31.42,1.005,0.16
