player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct,injury_status
00-0032950,Carson Wentz,QB,IND,5600,1514,18.0854,18.0854,1.0,0.9608355091383812,17.377120536576257,SEA,23.0,49.0,9.95557970657434,statline_mc,6.330710422872524,31.093917590840785,36.70475,249.9890040524921,1.55375,2.171,8.693103744765724,0.08175,0.0,0.0,0.0,0.0,51.01485842444632,1.364294637214184,ACTIVE
00-0034869,Sam Darnold,QB,CAR,5000,1524,17.0558,17.0558,1.0,1.0026109660574412,17.100363004487587,NYJ,24.0,44.5,9.86785020194107,statline_mc,6.02280186137222,30.517101109892288,34.57525,249.8050698900564,1.52475,1.7445,7.176602088853313,0.06675,0.0,0.0,0.0,0.0,64.22483880011214,3.29136675038238,ACTIVE
00-0036389,Jalen Hurts,QB,PHI,6400,1554,17.8344,17.8344,1.0,0.9503916449086162,16.94962249294756,ATL,22.75,49.0,9.824180140246002,statline_mc,6.17816956106157,30.452015328240623,36.48675,247.6461590561717,1.49175,2.15075,8.147761307006915,0.0775,0.0,0.0,0.0,0.0,47.08999158957107,1.0501990911248091,ACTIVE
00-0036442,Joe Burrow,QB,CIN,5700,1550,18.2048,18.2048,1.0,0.9190600522193212,16.731298101791367,MIN,22.0,47.0,9.9494631873398,statline_mc,5.787149535694604,29.90247445705041,35.9135,239.2187117162652,1.45275,2.67,10.045496331407598,0.095,0.0,0.0,0.0,0.0,47.32408186150827,1.0667170718919727,ACTIVE
00-0034837,Calvin Ridley,WR,ATL,7900,5631,15.211,15.211,1.0,1.0966057441253263,16.680454888880647,PHI,26.25,49.0,16.271599506338223,statline_mc,4.09703242277425,35.32652025421702,0.0,0.0,0.0,0.1415,1.0001423779635947,0.0055,9.171,5.49175,76.37190651084285,0.46025,72.12680052378875,6.670058476929997,ACTIVE
00-0036972,Mac Jones,QB,NE,4400,1572,16.7277,16.7277,1.0,0.9817232375979112,16.42199428225917,MIA,23.5,43.5,9.643404071989265,statline_mc,5.874001331216195,29.724683717716093,34.823,243.9990204800231,1.4935,1.2795,5.035334630582459,0.05125,0.0,0.0,0.0,0.0,73.01724137931035,5.914831890259119,ACTIVE
00-0030564,DeAndre Hopkins,WR,ARI,7800,5206,15.1358,15.1358,1.0,1.0757180156657964,16.281866267367427,TEN,25.75,54.0,15.537608275793149,statline_mc,4.257197216797111,34.20650136243634,0.0,0.0,0.0,0.124,0.7114742916470304,0.004,9.125,5.44825,74.22468838202724,0.45025,69.89596973665067,5.748313885883441,ACTIVE
00-0033906,Alvin Kamara,RB,NO,8600,5562,17.2227,17.2227,1.0,0.9399477806788512,16.18843507038242,GB,22.5,49.0,13.779910061538432,statline_mc,4.078754790112151,32.79225258318187,0.0,0.0,0.0,14.23,54.832457600380415,0.36575,5.49875,4.05175,30.22439310344376,0.146,64.01542649727767,3.5150429474301665,ACTIVE
00-0032764,Derrick Henry,RB,TEN,8800,5445,13.2481,13.2481,1.0,1.1801566579634464,15.634854750289124,ARI,28.25,54.0,13.870118664978024,statline_mc,3.73668326231061,32.577073317593275,0.0,0.0,0.0,10.10325,49.0994823354362,0.338,4.81025,3.548,35.94656516745503,0.1645,71.08136721113127,5.630028238030296,ACTIVE
00-0031237,Teddy Bridgewater,QB,DEN,4800,1439,16.6565,16.6565,1.0,0.929503916449086,15.48227153413519,NYG,22.25,41.5,9.313327502309516,statline_mc,5.187284938252988,28.49005258464606,34.08225,226.76725531312115,1.38825,2.0345,7.725813216103432,0.06925,0.0,0.0,0.0,0.0,60.48850574712644,2.565655583208058,ACTIVE
00-0022924,Ben Roethlisberger,QB,PIT,6100,1232,17.7193,17.7193,1.0,0.8668407310704961,15.35984524911482,BUF,20.75,48.0,9.151999213317772,statline_mc,5.326137060787725,28.10496717974975,36.488,225.0032808134576,1.40325,2.02975,7.114640165765199,0.07075,0.0,0.0,0.0,0.0,34.32155873282871,0.4483195138008143,ACTIVE
00-0036355,Justin Herbert,QB,LAC,6700,1552,17.0843,17.0843,1.0,0.8981723237597912,15.344635523324646,WAS,21.5,45.5,9.095769258773243,statline_mc,5.25760021870641,27.509188325006185,35.467,227.1247245421239,1.3845,1.7815,6.683965416396895,0.0615,0.0,0.0,0.0,0.0,40.44365012615644,0.6742801011193466,ACTIVE
00-0035676,A.J. Brown,WR,TEN,7100,5728,12.9053,12.9053,1.0,1.1801566579634464,15.230286447435516,ARI,28.25,54.0,14.951684279070047,statline_mc,3.252631236681911,33.9240480005915,0.0,0.0,0.0,0.082,0.6420195449833778,0.0035,7.8215,4.65375,72.03834492937177,0.44425,75.76713225665648,8.502135857090703,ACTIVE
00-0027944,Julio Jones,WR,TEN,6800,5089,12.6373,12.6373,1.0,1.1801566579634464,14.913963045069549,ARI,28.25,54.0,15.461458508300078,statline_mc,3.334650971014408,32.14126196294785,0.0,0.0,0.0,0.097,0.6331163903348945,0.00225,7.59,4.49725,72.9790140603606,0.40375,77.28611959842864,9.408214889309637,ACTIVE
00-0033040,Tyreek Hill,WR,KC,8200,5485,11.8815,11.8815,1.0,1.2532637075718016,14.890636813983516,CLE,30.0,54.5,15.659414251590356,statline_mc,3.2000255777901296,31.596579336990448,0.0,0.0,0.0,0.09875,0.610768141091278,0.002,7.447,4.41825,71.73059999874388,0.43825,71.42514185945002,6.365236468893338,ACTIVE
00-0036223,Jonathan Taylor,RB,IND,8000,5820,15.4103,15.4103,1.0,0.9608355091383812,14.806791307938864,SEA,23.0,49.0,13.402791048115882,statline_mc,3.541473437271598,30.811477952134865,0.0,0.0,0.0,12.9355,50.61748067558735,0.33875,4.778,3.53325,28.997932403801286,0.129,62.92649727767695,3.26890956263101,ACTIVE
00-0028118,Tyrod Taylor,QB,HOU,5300,1400,16.6371,16.6371,1.0,0.8772845953002611,14.59548328917633,JAX,21.0,45.5,8.916348932349853,statline_mc,4.812187584037017,27.111641156603493,35.471,220.49178058882657,1.34375,1.4315,4.720620656232682,0.04525,0.0,0.0,0.0,0.0,38.21068124474348,0.5810175789626522,ACTIVE
00-0037013,Zach Wilson,QB,NYJ,5000,1566,16.7939,16.7939,1.0,0.856396866840731,14.38222335785366,CAR,20.5,44.5,8.734542421762344,statline_mc,4.755569913819546,26.31784398222567,34.9155,214.6368900875723,1.343,1.54175,5.324977543507683,0.0455,0.0,0.0,0.0,0.0,43.81833473507149,0.8443985331366186,ACTIVE
00-0031588,Stefon Diggs,WR,BUF,7600,5424,12.6039,12.6039,1.0,1.1383812010443863,14.348000278413066,PIT,27.25,48.0,13.094933758524055,statline_mc,3.4128402962898434,31.216336774627017,0.0,0.0,0.0,0.17,1.0237191532639869,0.00525,7.782,4.63875,65.78628363086668,0.40225,70.3320966099229,5.9179002557672336,ACTIVE
00-0035659,Terry McLaurin,WR,WAS,6400,5757,13.7182,13.7182,1.0,1.0026109660574412,13.7539825629884,LAC,24.0,45.5,13.256267731476251,statline_mc,3.255260722900746,30.21704788261495,0.0,0.0,0.0,0.1075,0.4369286480610747,0.00275,7.896,4.70325,62.46289698182291,0.37225,66.16833988069257,4.483472767731039,ACTIVE
00-0031382,Jarvis Landry,WR,CLE,6000,5335,13.3291,13.3291,1.0,1.0234986945169713,13.642283677487193,KC,24.5,54.5,12.832975323680676,statline_mc,3.329673881982971,29.242485637462465,0.0,0.0,0.0,0.0825,0.4023342952561764,0.0025,7.85275,4.697,61.49550247961573,0.373,70.74385275716573,6.0825992282486245,ACTIVE
00-0035719,Deebo Samuel,WR,SF,5900,5726,11.4502,11.4502,1.0,1.1592689295039165,13.273824850540375,DET,27.75,46.0,12.897920743349305,statline_mc,3.031492191341957,29.40726378678065,0.0,0.0,0.0,0.09875,0.520393260167481,0.0035,7.05975,4.22275,61.972855245236296,0.374,76.05885348465007,8.669104437944089,ACTIVE
00-0034827,D.J. Moore,WR,CAR,6100,5633,13.2313,13.2313,1.0,1.0026109660574412,13.265809031212342,NYJ,24.0,44.5,12.396415538637507,statline_mc,3.2079869650471298,28.406980682725784,0.0,0.0,0.0,0.152,0.8290635788597929,0.00425,7.75025,4.6005,59.08402673326362,0.36125,66.16833988069257,4.483472767731039,ACTIVE
00-0036360,Clyde Edwards-Helaire,RB,KC,6600,5818,10.5462,10.5462,1.0,1.2532637075718016,13.21722704946417,CLE,30.0,54.5,12.631436013948276,statline_mc,2.423861550911177,29.78474254572177,0.0,0.0,0.0,10.247,53.49121013772907,0.35575,3.02225,2.23025,23.088560356912648,0.1115,78.08681185722928,8.981295175827663,ACTIVE
00-0036261,Brandon Aiyuk,WR,SF,5700,5830,11.2261,11.2261,1.0,1.1592689295039165,13.014104922958596,DET,27.75,46.0,13.47813408968463,statline_mc,2.6580895810938148,28.48047626452698,0.0,0.0,0.0,0.1045,0.7034553730314755,0.0035,6.77625,4.05,61.69759385655446,0.36275,76.05885348465009,8.669104437944096,ACTIVE
00-0023459,Aaron Rodgers,QB,GB,6800,1252,11.71,11.71,1.0,1.1070496083550914,12.96356512280576,NO,26.5,49.0,8.157307092406635,statline_mc,4.305240517485827,23.54650356702745,23.00725,181.9577348969481,1.1195,2.1995,9.980057269278364,0.09425,0.0,0.0,0.0,0.0,49.39024390243903,1.2242518356192735,ACTIVE
00-0033106,Jared Goff,QB,DET,5100,1490,16.9986,16.9986,1.0,0.762402088772846,12.959791998397897,SF,18.25,46.0,8.140201314634503,statline_mc,4.119554628451778,23.982414787908468,36.0595,197.0336814885535,1.21,1.53375,4.906947388557556,0.05125,0.0,0.0,0.0,0.0,32.08578637510513,0.3862383585733192,ACTIVE
00-0033893,Dalvin Cook,RB,MIN,9100,5559,12.3952,12.3952,1.0,1.0443864229765014,12.945351349494771,CIN,25.0,47.0,11.789911836849877,statline_mc,2.9065434399320704,27.52394442776138,0.0,0.0,0.0,9.97375,42.66167835467103,0.27375,4.2555,3.158,26.87433514027668,0.12875,49.46460980036298,1.3324206120139317,ACTIVE
00-0035640,D.K. Metcalf,WR,SEA,7500,5725,11.8879,11.8879,1.0,1.0861618798955617,12.912178309328036,IND,26.0,49.0,13.144892172078066,statline_mc,2.8376282305389187,27.90668094315736,0.0,0.0,0.0,0.0865,0.5236022837375721,0.001,7.08875,4.22575,59.4556808095428,0.365,62.19372908482468,3.4398362360318435,ACTIVE
00-0031345,Jimmy Garoppolo,QB,SF,5500,1452,11.1356,11.1356,1.0,1.1592689295039165,12.9091138954099,DET,27.75,46.0,7.94263456578205,statline_mc,4.280359822242737,23.40595430244984,21.944,181.40750332476168,1.14075,1.92725,9.403137624194349,0.078,0.0,0.0,0.0,0.0,41.50266330249509,0.7236055932903798,ACTIVE
00-0031381,Davante Adams,WR,GB,8300,5263,11.6578,11.6578,1.0,1.1070496083550914,12.905745056673622,NO,26.5,49.0,13.489640542637686,statline_mc,2.735464093106385,28.316315521888523,0.0,0.0,0.0,0.118,0.9174555144257578,0.00325,6.90725,4.1185,60.99249505231048,0.34775,62.21518987341772,3.4447611981945503,ACTIVE
00-0034411,Russell Gage,WR,ATL,5300,5680,11.6351,11.6351,1.0,1.0966057441253263,12.759075395885064,PHI,26.25,49.0,12.46821616663742,statline_mc,2.837825009474419,27.373370130430573,0.0,0.0,0.0,0.13525,0.9549900783963884,0.00275,6.98225,4.12925,58.86826388045424,0.357,74.40528153644698,7.764230562511106,ACTIVE
00-0035710,Daniel Jones,QB,NYG,5300,1539,15.8193,15.8193,1.0,0.804177545691906,12.721507652357223,DEN,19.25,41.5,7.9855356709286465,statline_mc,3.918423808282357,23.684292607306794,33.81725,193.34789987185127,1.17725,1.55875,5.255916574831719,0.04525,0.0,0.0,0.0,0.0,27.567984300532665,0.2857930316163197,ACTIVE
00-0035250,Devin Singletary,RB,BUF,4700,5717,11.1567,11.1567,1.0,1.1383812010443863,12.7005858570942,PIT,27.25,48.0,12.722943800442,statline_mc,2.115646990698817,28.544940556828266,0.0,0.0,0.0,11.92075,56.94642046149056,0.39375,2.50325,1.8575,17.904438109451437,0.0775,72.54839685420448,6.208482076738727,ACTIVE
00-0033897,Joe Mixon,RB,CIN,6200,5535,13.7245,13.7245,1.0,0.9190600522193212,12.613624083700394,MIN,22.0,47.0,11.673911097260763,statline_mc,2.718047240870145,26.606215268807247,0.0,0.0,0.0,13.4675,50.77990126452234,0.32425,3.64875,2.664,19.883839572481584,0.0855,63.30611010284331,3.352693269536575,ACTIVE
00-0030506,Travis Kelce,TE,KC,8300,4582,10.0225,10.0225,1.0,1.2532637075718016,12.56086973016216,CLE,30.0,54.5,11.499701661921566,statline_mc,2.751361373706706,26.532088786193714,0.0,0.0,0.0,0.0,0.0,0.0,6.1125,4.0105,54.99619730162159,0.439,70.55172413793103,4.1299017343474285,ACTIVE
00-0033288,George Kittle,TE,SF,6300,4703,10.7492,10.7492,1.0,1.1592689295039165,0.0,DET,27.75,46.0,11.23051166015401,statline_mc,2.898688944357375,25.99630014716855,0.0,0.0,0.0,0.0,0.0,0.0,6.5005,4.2475,53.961756551816215,0.4035,77.46743295019158,6.5489246965498245,OUT
00-0032688,Robby Anderson,WR,CAR,5700,5502,12.4141,12.4141,1.0,1.0026109660574412,12.44646672005132,NYJ,24.0,44.5,12.419439368020134,statline_mc,2.871918849051033,26.99227040915305,0.0,0.0,0.0,0.14625,0.7045415227450126,0.003,7.083,4.23725,56.66012567776817,0.3335,64.42783355157864,3.992286650988128,ACTIVE
00-0032211,Tyler Lockett,WR,SEA,6700,5386,11.4128,11.4128,1.0,1.0861618798955617,12.39618449745951,IND,26.0,49.0,12.201234248130982,statline_mc,2.628409019836864,27.78088351871828,0.0,0.0,0.0,0.085,0.6572822055927069,0.003,6.686,3.97325,57.88206276900238,0.34575,64.63043794558416,4.04657612297938,ACTIVE
00-0032063,Mike Davis,RB,ATL,5400,5320,11.2195,11.2195,1.0,1.0966057441253263,12.303401383704502,PHI,26.25,49.0,11.6047925088427,statline_mc,2.5067255244691005,26.912822560668165,0.0,0.0,0.0,10.95875,49.5013205329552,0.332,3.117,2.30225,20.907693304089825,0.08275,74.00332728372655,6.840848652547083,ACTIVE
00-0035831,James Robinson,RB,JAX,6400,5849,11.9952,11.9952,1.0,1.0234986945169713,12.277074238827526,HOU,24.5,45.5,11.996671929237074,statline_mc,2.449793456661219,26.62419206774495,0.0,0.0,0.0,12.0675,51.27619836644188,0.33175,3.02075,2.2275,19.36204402183336,0.0925,66.26739261947974,4.084432592140088,ACTIVE
00-0033293,Aaron Jones,RB,GB,6800,5543,10.8434,10.8434,1.0,1.1070496083550914,12.004162246067768,NO,26.5,49.0,11.75701056036869,statline_mc,2.313652972663081,26.600916826803022,0.0,0.0,0.0,11.231,50.67918291318925,0.32325,2.869,2.12275,19.40743954748844,0.08175,64.47368421052632,3.624086504295701,ACTIVE
00-0035243,Miles Sanders,RB,PHI,6500,5714,12.6125,12.6125,1.0,0.9503916449086162,11.986775155407727,ATL,22.75,49.0,11.601665486230448,statline_mc,2.4654949345357307,26.01613210900061,0.0,0.0,0.0,10.99075,42.93025952521112,0.29025,3.67175,2.72725,22.462492028866155,0.101,57.90834845735028,2.3394437969920903,ACTIVE
00-0036322,Justin Jefferson,WR,MIN,7700,5835,11.4434,11.4434,1.0,1.0443864229765014,11.951332612503949,CIN,25.0,47.0,12.101914661246235,statline_mc,2.685177325980267,25.28299573287601,0.0,0.0,0.0,0.0875,0.5265790265805254,0.0025,6.76425,4.04,54.52424709845898,0.328,58.10162956496436,2.6185408359638047,ACTIVE
00-0030035,Adam Thielen,WR,MIN,7000,5333,11.3142,11.3142,1.0,1.0443864229765014,11.816377427226644,CIN,25.0,47.0,11.473885823149898,statline_mc,2.500102526671941,26.066656432929967,0.0,0.0,0.0,0.0875,0.5145610894814914,0.00275,6.503,3.9055,54.31171318278492,0.328,59.36745234977448,2.849106440424019,ACTIVE
00-0031687,Raheem Mostert,RB,SF,5800,5414,9.9278,9.9278,1.0,1.1592689295039165,11.509029347453453,DET,27.75,46.0,11.227844568813255,statline_mc,2.251924597139218,25.112338364350908,0.0,0.0,0.0,9.18075,44.8726567809125,0.3085,2.93775,2.1495,20.64763669362203,0.09475,72.83877797943134,6.32984136905776,ACTIVE
00-0036970,Kyle Pitts,TE,ATL,4400,4801,10.4464,10.4464,1.0,1.0966057441253263,11.455622401781309,PHI,26.25,49.0,10.368940944123567,statline_mc,2.4441569787329205,24.62157171347064,0.0,0.0,0.0,0.0,0.0,0.0,6.1435,3.9695,49.1237240178131,0.369,77.8103448275862,6.700362701813163,ACTIVE
00-0036900,Ja'Marr Chase,WR,CIN,4800,5924,12.438,12.438,1.0,0.9190600522193212,11.431275528895217,MIN,22.0,47.0,11.405176921966904,statline_mc,2.6080292882467355,24.14743284559921,0.0,0.0,0.0,0.1345,0.675389759457695,0.00275,6.93575,4.14975,50.20486552949448,0.3,62.036956205441584,3.4040719219834608,ACTIVE
00-0034791,Nick Chubb,RB,CLE,7200,5622,11.1352,11.1352,1.0,1.0234986945169713,11.39687126843307,KC,24.5,54.5,10.09125527649196,statline_mc,2.728797636379737,24.560921575399625,0.0,0.0,0.0,7.85175,32.72474781186779,0.21525,4.2855,3.15075,26.341464872462925,0.1235,56.48669086509376,2.127900972049992,ACTIVE
00-0034775,Christian Kirk,WR,ARI,4500,5636,10.4836,10.4836,1.0,1.0757180156657964,11.27743128210606,TEN,25.75,54.0,11.41260069687338,statline_mc,2.3772912279577465,24.719025616226347,0.0,0.0,0.0,0.124,0.6897139218513973,0.00375,6.257,3.7045,51.9995988992092,0.31325,70.18077986323294,5.858501864264214,QUESTIONABLE
00-0032144,Melvin Gordon,RB,DEN,5300,2991,12.1252,12.1252,1.0,0.929503916449086,11.270377691664942,NYG,22.25,41.5,11.473661584235854,statline_mc,1.9588481336899712,25.29189918485446,0.0,0.0,0.0,13.1675,51.422686968543,0.34125,2.511,1.865,14.52108994810643,0.064,62.85692679975802,3.2537833609460165,ACTIVE
00-0033009,Tyler Boyd,WR,CIN,5200,5455,12.2478,12.2478,1.0,0.9190600522193212,11.256508822324536,MIN,22.0,47.0,10.908921867760112,statline_mc,2.588193166866036,24.45665325867692,0.0,0.0,0.0,0.13425,0.622257495474178,0.00325,6.956,4.141,48.71283072777119,0.3,56.214171395315,2.308935706269264,ACTIVE
00-0031236,Brandin Cooks,WR,HOU,5300,5255,12.5485,12.5485,1.0,0.8772845953002611,11.008585247975166,JAX,21.0,45.5,10.204838736253803,statline_mc,2.6571002809756434,23.637642958762424,0.0,0.0,0.0,0.09325,0.4009328465302512,0.00175,7.04175,4.2075,47.36491963322142,0.2765,51.8321693583588,1.7240104194993418,ACTIVE
00-0036410,Tee Higgins,WR,CIN,4700,5839,11.916,11.916,1.0,0.9190600522193212,10.95149413751357,MIN,22.0,47.0,10.580080686804054,statline_mc,2.530293660725028,23.67725978993997,0.0,0.0,0.0,0.1645,0.8418884469073381,0.00475,6.7825,4.04575,47.420552928228375,0.28175,60.10657645860614,2.993012352622217,ACTIVE
00-0034351,Dallas Goedert,TE,PHI,4800,4725,11.3975,11.3975,1.0,0.9503916449086162,10.832122940106608,ATL,22.75,49.0,9.468178760423516,statline_mc,2.547616462991584,22.769640200415097,0.0,0.0,0.0,0.0,0.0,0.0,6.33975,4.146,43.63872940106608,0.339,68.50191570881226,3.6023979404143223,ACTIVE
00-0023682,Ryan Fitzpatrick,QB,WAS,5500,1242,10.7689,10.7689,1.0,1.0026109660574412,10.797000752085657,LAC,24.0,45.5,6.910918388751495,statline_mc,3.2636858122097263,20.072107823113964,21.7855,155.24725491204015,0.96575,1.956,7.776105556040513,0.07075,0.0,0.0,0.0,0.0,30.566302214746287,0.3490292550745642,ACTIVE
00-0035140,Mecole Hardman,WR,KC,4800,5727,8.5413,8.5413,1.0,1.2532637075718016,10.704518007234173,CLE,30.0,54.5,11.172278637738124,statline_mc,2.097209745306811,24.461735305426924,0.0,0.0,0.0,0.1205,1.0641534916452946,0.0045,5.295,3.16675,51.20602658069643,0.30975,71.36185072020952,6.338435512913492,ACTIVE
00-0034777,D.J. Chark,WR,JAX,5800,5659,10.4226,10.4226,1.0,1.0234986945169713,10.66751847376191,HOU,24.5,45.5,10.983057498675915,statline_mc,2.195413803074884,23.99237468585552,0.0,0.0,0.0,0.13075,0.6765154508242369,0.003,6.035,3.5765,48.20616928679487,0.30225,58.5919540229885,2.7055508338222096,ACTIVE
00-0032392,Austin Hooper,TE,CLE,4000,4677,10.4064,10.4064,1.0,1.0234986945169713,10.65089881459469,KC,24.5,54.5,9.787268912683722,statline_mc,2.354829395748654,22.3188247582735,0.0,0.0,0.0,0.0,0.0,0.0,5.867,3.84725,44.3339881459469,0.345,74.31417624521073,5.307302774011991,ACTIVE
00-0031260,Logan Thomas,TE,WAS,4600,1463,10.6126,10.6126,1.0,1.0026109660574412,10.640311265210675,LAC,24.0,45.5,9.457844182175974,statline_mc,2.4772301945743296,23.250346537972167,0.0,0.0,0.0,0.0,0.0,0.0,6.09425,3.95625,43.41311265210677,0.3415,71.10153256704982,4.28408720703153,ACTIVE
00-0033871,Corey Davis,WR,NYJ,4900,5550,12.2764,12.2764,1.0,0.856396866840731,10.513484905763498,CAR,20.5,44.5,10.199068202422922,statline_mc,2.410662078424296,23.06852121403397,0.0,0.0,0.0,0.12575,0.6170382363171291,0.003,6.768,4.033,44.195310821317854,0.27625,50.33500654735924,1.5602442225885982,ACTIVE
00-0030279,Keenan Allen,WR,LAC,6900,5198,11.6943,11.6943,1.0,0.8981723237597912,10.503494816330484,WAS,21.5,45.5,10.163901190305886,statline_mc,2.335952310852976,22.55612642115644,0.0,0.0,0.0,0.0965,0.5622132380120675,0.00175,6.48375,3.88175,46.09273492529278,0.26875,47.73679615888259,1.312099250688437,ACTIVE
00-0036328,Antonio Gibson,RB,WAS,5900,5827,10.4752,10.4752,1.0,1.0026109660574412,10.502587740908956,LAC,24.0,45.5,10.214011981773307,statline_mc,2.1316426521235465,22.76204992423876,0.0,0.0,0.0,9.526,39.37963817889889,0.25425,3.16175,2.33825,18.883739230190667,0.0885,57.38808227465215,2.259692620357973,ACTIVE
00-0036275,D'Andre Swift,RB,DET,6900,5822,13.67,13.67,1.0,0.762402088772846,10.422054466093291,SF,18.25,46.0,9.179991861729846,statline_mc,2.521802959301993,21.6299047580151,0.0,0.0,0.0,10.3935,33.00763292116307,0.22325,4.1385,3.0485,19.46291173976985,0.094,38.3545069570478,0.6352883899217405,ACTIVE
00-0034830,Hayden Hurst,TE,ATL,3700,4720,9.3736,9.3736,1.0,1.0966057441253263,10.279193704521743,PHI,26.25,49.0,10.067193247553462,statline_mc,2.2350219644485625,21.392721282230724,0.0,0.0,0.0,0.0,0.0,0.0,5.63375,3.63175,43.541937045217445,0.33525,75.42145593869732,5.713903414004965,ACTIVE
00-0036912,Devonta Smith,WR,PHI,4500,5925,10.7486,10.7486,1.0,0.9503916449086162,10.21533635205438,ATL,22.75,49.0,10.280246113056783,statline_mc,2.29388114478282,22.37625396209448,0.0,0.0,0.0,0.1105,0.5487266397291598,0.00325,6.071,3.61875,45.49213688081464,0.272,58.87603666521171,2.7572791266466514,ACTIVE
00-0034844,Saquon Barkley,RB,NYG,7800,5614,12.619,12.619,1.0,0.804177545691906,10.147889221848878,DEN,19.25,41.5,9.354645620566805,statline_mc,2.401917699971016,21.419350095987006,0.0,0.0,0.0,10.00425,33.07452750287283,0.22525,3.797,2.80475,19.28436471561596,0.08475,31.025408348457347,0.3897371272797265,ACTIVE
