team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
NYG,rush,1.0,recent,35.22,28.38,0.8058,6.84
LA,rush,1.0,recent,30.07,26.86,0.893,3.22
NYG,recv,1.0,recent,35.52,32.63,0.9186,2.89
LA,recv,1.0,recent,32.46,32.01,0.9862,0.45
LA,pass,1.0,exclusive,32.76,33.15,1.0119,0.39
NYG,pass,1.0,exclusive,33.66,33.49,0.9949,0.17
