team,position,matchup_factor
DAL,QB,1.4564289918610078
CIN,QB,1.2383283606324462
WAS,QB,1.218323895350017
NYG,QB,1.2014370090726418
PIT,QB,1.1905741947269073
JAX,QB,1.176545089204165
CHI,QB,1.1489252877062655
MIA,QB,1.1381761350950903
BAL,QB,1.1078609267490713
NYJ,QB,1.0999695548925286
DET,QB,1.0486756378250015
NO,QB,1.0449085631938946
SF,QB,1.0346465323022591
TEN,QB,1.017110150398831
LV,QB,1.012579918407112
PHI,QB,0.9851062534250744
MIN,QB,0.9716616939657797
SEA,QB,0.951787127808561
IND,QB,0.9472244210355395
TB,QB,0.9440418924678802
KC,QB,0.9217641924942661
NE,QB,0.9050072053421014
GB,QB,0.9023929854472384
CAR,QB,0.8888997138159898
ARI,QB,0.8867563782500151
CLE,QB,0.8585520306886683
ATL,QB,0.835316324666626
LA,QB,0.822017901723193
LAC,QB,0.8017374007996914
DEN,QB,0.7899165804055288
BUF,QB,0.7802228581866893
HOU,QB,0.6731047920599159
CIN,RB,1.5857365186146752
NYG,RB,1.2743037874821599
TEN,RB,1.2502061922213537
BAL,RB,1.2302683009043773
DAL,RB,1.2266823492286618
MIA,RB,1.1974209835548257
BUF,RB,1.1160198805160901
NYJ,RB,1.104401397086773
ATL,RB,1.0889100858476832
PHI,RB,1.0876191432444258
NO,RB,1.0677529709609634
TB,RB,1.0663185902906773
CHI,RB,1.0637367050841622
LV,RB,1.0624457624809047
CAR,RB,1.0207052849755798
WAS,RB,1.0109514964176345
SF,RB,0.9816901307437982
LAC,RB,0.9702150853815096
ARI,RB,0.9398062151714444
HOU,RB,0.9210875474242111
MIN,RB,0.9120509492014087
PIT,RB,0.9004324657720914
SEA,RB,0.8810683267232291
IND,RB,0.8663659248527967
DEN,RB,0.8606284021716525
KC,RB,0.8560383840267368
JAX,RB,0.8526675894515645
GB,RB,0.8158757252587265
DET,RB,0.7442284107779363
NE,RB,0.73612415999082
CLE,RB,0.7002072680068565
LA,RB,0.6080339661342724
CIN,TE,1.7846628939105547
JAX,TE,1.4008328957987919
PIT,TE,1.368708963708402
IND,TE,1.3196307341258617
NE,TE,1.279220867170887
MIA,TE,1.2706799804643152
WAS,TE,1.2319273004822573
GB,TE,1.1358104560530746
ARI,TE,1.1128647902742248
SEA,TE,1.1059810905405696
CHI,TE,1.1002446740958571
MIN,TE,1.097950107517972
CAR,TE,1.088134461601464
NO,TE,1.079976002657873
NYJ,TE,1.0474696428045023
DAL,TE,0.989213146910422
TB,TE,0.9728962290232397
BAL,TE,0.9683070958674697
DET,TE,0.9476559966665046
NYG,TE,0.9337356260940023
LA,TE,0.9201211977318847
CLE,TE,0.8971755319530347
SF,TE,0.8698956848604019
DEN,TE,0.8637768406527085
TEN,TE,0.8586778038129641
KC,TE,0.7730139849052576
LAC,TE,0.7464989933385864
LV,TE,0.7239357553227173
HOU,TE,0.6952536730991548
PHI,TE,0.5518432619813423
BUF,TE,0.47268071504430986
ATL,TE,0.39122360152939234
DAL,WR,1.3102579143067927
PIT,WR,1.2672486456911043
CHI,WR,1.261096953236293
LV,WR,1.1915355077857357
WAS,WR,1.1844899796750974
BAL,WR,1.1745000517570279
NYG,WR,1.1453715250906569
DET,WR,1.1186616125518187
IND,WR,1.1028880421548668
TEN,WR,1.101205527979192
CLE,WR,1.0495733742131699
JAX,WR,1.0429484746464501
SF,WR,1.0242305044420674
NO,WR,1.0111910195805873
NE,WR,0.996889649087351
GB,WR,0.9766994789792528
CIN,WR,0.9761947247265504
PHI,WR,0.9700745794125331
TB,WR,0.9577711945029107
BUF,WR,0.9483070522647397
NYJ,WR,0.9445213953694712
ARI,WR,0.942628566921837
MIN,WR,0.9147093473192325
SEA,WR,0.8934150272833475
ATL,WR,0.8891561632761705
LA,WR,0.8872633348285364
LAC,WR,0.8123178440158196
HOU,WR,0.7926219124468258
MIA,WR,0.7882578913036692
CAR,WR,0.7878372627597505
DEN,WR,0.7743771493543516
KC,WR,0.7617582930367901
