player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,salary_anchor,final_projection_pre_anchor,anchor_weight_used,points_above_anchor,chalk_score,estimated_ownership_pct
00-0031345,Jimmy Garoppolo,QB,SF,5800,1452,15.240000000000002,14.9068,0.9878496036731208,1.136327817178881,17.22566339645084,CIN,25.75,49.0,17.731151864919354,16.92020779785757,0.3767,-0.5055,59.93943425290576,2.563390036596708
00-0033045,Ezekiel Elliott,RB,DAL,7300,5444,16.305,12.6292,0.9597987585208724,1.202521670606777,17.042327863491792,WAS,27.25,48.0,17.64853787104893,16.697620212135774,0.3625,-0.6062,78.18712942684685,9.879792683026894
00-0036410,Tee Higgins,WR,CIN,6400,5839,14.580000000000002,19.382,1.0164510213676905,1.026004728132388,16.731893130774072,SF,23.25,49.0,15.22150109002826,17.709205627727243,0.3929,1.5104,72.60308721934369,6.4868408990512805
00-0032211,Tyler Lockett,WR,SEA,6700,5386,14.091666666666669,15.792,1.0225225501764663,1.1142631993695824,16.517234766378756,HOU,25.25,40.5,15.625822953684825,17.02411599320472,0.3625,0.8914,75.62805843408175,7.936246221993157
00-0033536,Mike Williams,WR,LAC,6000,5594,15.366666666666667,13.215,1.0571688137757542,1.1804570527974785,16.495784524107666,NYG,26.75,44.0,14.142130884134032,17.834136593896595,0.3625,2.3537,78.53123200921128,9.630983029114114
00-0034791,Nick Chubb,RB,CLE,7600,5622,16.58888888888889,16.593,0.8551389013394003,1.037037037037037,16.33375622766541,BAL,23.5,44.0,18.65124717595677,14.713027263827668,0.4115,-2.3175,69.66508199348326,5.597695708768819
00-0027939,Cam Newton,QB,CAR,5400,1378,14.686666666666667,13.80875,1.1981809858628727,0.9598108747044918,16.099607809730614,ATL,21.75,41.0,15.935924480000002,16.385251267495793,0.6357,0.1637,51.13184427951268,1.424980245219834
00-0036360,Clyde Edwards-Helaire,RB,KC,6100,5818,11.328571428571427,12.18,1.1541160360182132,1.2797478329393224,15.895139174420876,LV,29.0,48.0,14.16825322763307,17.360815482198763,0.4591,1.7269,79.66294535548315,10.901269568382808
00-0031280,Derek Carr,QB,LV,5900,1441,16.851666666666667,14.317000000000002,1.1143975307167475,0.8384554767533491,15.892546251395238,KC,19.0,48.0,18.233218397177417,14.561575815558314,0.3625,-2.3407,41.83482705503432,0.7667126435543228
00-0033921,Chris Godwin,WR,TB,7100,5579,17.583333333333332,19.349000000000004,0.6902750014739814,1.235618597320725,15.871379710211606,BUF,28.0,52.5,16.084663617826976,15.75010062548914,0.3625,-0.2133,80.81336355785838,11.213600856081468
00-0034301,Darrel Williams,RB,KC,5300,5708,11.416666666666666,13.273999999999996,1.1541160360182132,1.2797478329393224,15.756672600503592,LV,29.0,48.0,11.400381130834978,18.23377951462888,0.3625,4.3563,77.08562576785428,9.180282253920325
